,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PI,PP,PS,SG
679,Adson,Adson,111682,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,18,3.87,0.96,Adson Ferreira Soares,0.0,4,7.57,24,adson,6,0.0,,1.0,,,,36.0,14.0,2.0,5.0,17.0,,3.0,,,,,72.0,,,
680,Anthoni,Anthoni,111683,Internacional,285,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,0,0.0,0.99,Anthoni Spier Souza,0.0,1,1.0,24,anthoni,6,0.0,,,,,,,,,,,,,,,,,,,,
681,Matheus Cadorini,M. Cadorini,111688,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,3,0.1,-0.62,Matheus Alfredo Cadorini da Silva,0.0,5,1.74,24,matheus-cadorini,6,0.0,,,1.0,,,1.0,3.0,2.0,,2.0,,,,,,,4.0,,,
682,Bruno,Bruno,111689,Flamengo,262,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,0,0.0,0.99,Bruno Guimarães de Souza,0.0,1,1.0,24,bruno,6,0.0,,,,,,,,,,,,,,,,,,,,
683,Matheus Cunha,M. Cunha,111690,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,0,0.0,2.24,Matheus Cunha Queiroz,0.0,1,2.0,24,matheus-cunha,6,0.0,,,,,,,,,,,,,,,,,,,,
684,Mateusão,Mateusão,111694,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,0,0.0,0.99,Mateus Dias Lima,0.0,5,1.0,24,mateusao,6,0.0,,,,,,,,,,,,,,,,,,,,
685,Mezenga,Mezenga,111713,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,3,3.4,2.27,Lucas de Souza Mombra Rosa,0.0,3,2.82,24,mezenga,6,0.0,,1.0,,,,6.0,4.0,1.0,,1.0,,,,,,,15.0,,,1.0
686,Giovani,Giovani,111759,Palmeiras,275,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,1,0.2,2.4,Giovani Henrique Amorim da Silva,0.0,5,2.11,24,giovani,6,0.0,,,,,,,,,,1.0,,,,,,,3.0,,,
687,Fabinho,Fabinho,111760,Palmeiras,275,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,4,0.78,0.26,Fábio Silva de Freitas,0.0,4,1.4,24,fabinho,6,0.0,,1.0,,,,4.0,4.0,,1.0,,,,,,,,3.0,,,
688,Henrique Halls,H. Halls,111791,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,0,0.0,2.24,Henrique Halls Rocha da Silva,0.0,3,2.0,24,henrique-halls,6,0.0,,,,,,,,,,,,,,,,,,,,
689,Marcelinho,Marcelinho,111798,Fluminense,266,,0,0.0,0.99,Marcelo Francine de Castro Feliciano,0.0,5,1.0,24,marcelinho,6,0.0,,,,,,,,,,,,,,,,,,,,
690,Ewerton,Ewerton,111806,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,0,0.0,0.99,Ewerton Vinicios Santana Porto,0.0,3,1.0,24,ewerton,6,0.0,,,,,,,,,,,,,,,,,,,,
691,Ricardinho,Ricardinho,111813,Atlético-GO,373,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,4,0.47,1.23,Ricardo Viana Filho,0.0,5,2.2,24,ricardinho,6,0.0,,1.0,,,,,2.0,1.0,2.0,3.0,,,,,1.0,,7.0,,,
692,Matheus Martins,M. Martins,111831,Fluminense,266,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,16,3.76,0.96,Matheus Martins Silva dos Santos,0.8,5,3.52,24,matheus-martins,7,-1.44,2.0,1.0,,,,19.0,12.0,3.0,10.0,25.0,,2.0,,,3.0,,85.0,,1.0,
693,Gustavo Ramalho,G. Ramalho,111837,Fluminense,266,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,0,0.0,0.99,Gustavo Ramalho Bremer Pinto,0.0,1,1.0,24,gustavo-ramalho,6,0.0,,,,,,,,,,,,,,,,,,,,
694,Guilherme Biro,G. Biro,111891,Corinthians,264,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,1,3.6,3.08,Guilherme Sucigan Mafra Cunha,0.0,4,2.73,24,guilherme-biro,6,0.0,,1.0,,,,3.0,1.0,1.0,,1.0,,,,,,,4.0,,,
695,João Victor,J. Victor,112060,Ceará,354,https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png,3,0.63,0.86,João Victor Vieira Ferreira Sousa,0.0,5,0.89,24,joao-victor,6,0.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,3.0,,,
696,Lucas Beraldo,L. Beraldo,112136,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/06/16/9127f9a89d1824b04b612b5dff37ce7a_FORMATO.png,1,1.5,1.65,Lucas Lopes Beraldo,0.0,3,1.8,24,lucas-beraldo,6,0.0,,,,,,1.0,,,1.0,,,,,,,,5.0,,,
697,Gustavo Nescau,G. Nescau,112327,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png,0,0.0,3.49,Gustavo Henrique Alves Silva,0.0,5,3.0,24,gustavo-nescau,6,0.0,,,,,,,,,,,,,,,,,,,,
698,Thalisson Gabriel,T. Gabriel,112367,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png,0,0.0,2.24,Thalisson Gabriel Pereira Moreira,0.0,3,2.0,24,thalisson-gabriel,6,0.0,,,,,,,,,,,,,,,,,,,,
699,Bernardo,Bernardo,112368,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png,12,1.53,2.98,Bernardo Marcos Pinheiro Lemes,3.5,4,2.54,24,bernardo,7,0.61,,1.0,,,,15.0,16.0,,3.0,12.0,,,,,,,22.0,,,
700,Mateus Sarará,M. Sarará,112379,Avaí,314,https://s.glbimg.com/es/sde/f/2022/08/13/fcbeec943d01634745cbf0c7d6f55ded_FORMATO.png,0,0.0,3.49,Mateus Ferreira,0.0,4,3.0,24,mateus-sarara,7,0.0,,,,,,,,,,,,,,,,,,,,
701,Daniel Cruz,D. Cruz,112734,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png,2,0.5,0.14,Daniel dos Santos da Cruz,0.0,5,0.76,24,daniel-cruz,6,0.0,,,,,,1.0,,,,,,,,,,,2.0,,,
702,Gustavo Santos,G. Santos,112831,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png,1,0.9,1.19,Gustavo Santos Simões da Silva,0.0,5,1.65,24,gustavo-santos,6,0.0,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,
703,Lucas Barbosa,L. Barbosa,112886,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png,14,3.79,2.28,Lucas Henrique Barbosa,2.7,4,3.29,24,lucas-barbosa,6,0.43,1.0,1.0,,,,29.0,14.0,2.0,6.0,19.0,,1.0,,,4.0,,59.0,,,
704,Osorio,Osorio,113010,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/e978cacf512124a39a2efe2b6b5d8164_FORMATO.png,10,1.18,0.25,Kelvin David Osorio Antury,0.0,4,1.82,24,osorio,6,0.0,,1.0,,,,15.0,14.0,,6.0,3.0,,,,,1.0,,72.0,,,
705,Rafael William,R. William,113061,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/02/23/01d937c575c9690929ef3bab4767be65_FORMATO.png,5,2.4,-3.09,Rafael William Dias Pinheiro,0.0,1,0.75,24,rafael-william,6,0.0,1.0,1.0,,20.0,,,,,,,,,,11.0,,1.0,,,,
706,José López,J. López,113103,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/07/29/349a28cc97984c08a33af444427271d7_FORMATO.png,7,2.75,0.36,José Manuel Alberto López,-0.1,5,5.77,24,jose-lopez,6,-0.23,,2.0,,,,5.0,4.0,4.0,5.0,4.0,,1.0,,,4.0,,20.0,,,
707,Nathan,Nathan,113157,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png,5,-0.32,-0.1,Nathan Gabriel de Souza Mendes,0.0,2,1.05,24,nathan,6,0.0,,1.0,1.0,,,3.0,5.0,,,4.0,,,,,,,17.0,,,
708,Michel,Michel,113159,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0,0.0,2.24,Michel Augusto Modesto Rafael dos Santos,0.0,3,2.0,24,michel,6,0.0,,,,,,,,,,,,,,,,,,,,
709,Lomónaco,Lomónaco,113203,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,9,1.78,0.35,Kevin Lomónaco,0.0,3,2.72,24,lomonaco,6,0.0,,1.0,,,,8.0,8.0,,,5.0,,,,,,,27.0,,,2.0
710,Cássio,Cássio,113250,América-MG,327,https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png,0,0.0,0.99,José Cássio Meneses da Costa ,0.0,1,1.0,24,cassio,6,0.0,,,,,,,,,,,,,,,,,,,,
711,Kevyn ,Kevyn ,113252,América-MG,327,https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png,0,0.0,0.99,Kevyn da Silva Soares,0.0,4,1.0,24,kevyn,6,0.0,,,,,,,,,,,,,,,,,,,,
712,Pablo Maia,P. Maia,113359,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,20,1.31,-0.78,Pablo Gonçalves Maia Fortunato,-1.4,4,3.69,24,pablo-maia,2,-0.79,,3.0,,,,26.0,25.0,2.0,5.0,11.0,,,,,,,66.0,,,
713,Bruninho,Bruninho,113558,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,0,0.0,3.49,Bruno Gonçalves de Jesus,0.0,5,3.0,24,bruninho,6,0.0,,,,,,,,,,,,,,,,,,,,
714,Du Queiroz,D. Queiroz,113687,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png,22,2.88,3.51,Eduardo Santos Queiroz,3.9,4,6.18,24,du-queiroz,3,0.55,2.0,2.0,,,,47.0,36.0,3.0,12.0,8.0,1.0,,,,1.0,,106.0,,,
715,Diógenes ,Diógenes ,113690,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png,0,0.0,2.24,Diógenes Vinícius da Silva,0.0,1,2.0,24,diogenes,6,0.0,,,,,,,,,,,,,,,,,,,,
716,Felipe Silva,F. Silva,113857,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png,0,0.0,2.24,Felipe Florencio da Silva,0.0,3,2.0,24,felipe-silva,6,0.0,,,,,,,,,,,,,,,,,,,,
717,Depietri,Depietri,114138,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/f45da0b069dc4c621269c6f7735e27e6_FORMATO.png,13,0.49,0.28,Valentín Depietri,0.0,5,1.84,24,depietri,6,0.0,,,,,,6.0,5.0,1.0,1.0,2.0,,,,,,,23.0,,,
718,Douglas Mendes,D. Mendes,114311,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/08/08/13c02821040d26f757e8894f3d0aabb7_FORMATO.png,0,0.0,3.49,Douglas Mendes Moreira,0.0,3,3.0,24,douglas-mendes,6,0.0,,,,,,,,,,,,,,,,,,,,
719,Jader,Jader,114335,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png,0,0.0,4.74,Jader Barbosa da Silva Gentil,0.0,4,4.0,24,jader,6,0.0,,,,,,,,,,,,,,,,,,,,
720,Lucas Pires,L. Pires,114374,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png,14,3.33,4.92,Lucas Pires Silva,0.0,2,9.13,24,lucas-pires,6,0.0,,1.0,1.0,,,28.0,12.0,4.0,7.0,8.0,2.0,,,,1.0,,196.0,,,4.0
721,Juan Pablo,J. Pablo,114497,Goiás,290,https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png,4,4.92,4.15,Juan Pablo Vilela Tavares,0.0,2,3.23,24,juan-pablo,6,0.0,,,,,,6.0,6.0,,1.0,,,,,,,,15.0,,,3.0
722,Cleiton,Cleiton,114790,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/25/7291f9193cdbd0c264bbbf2610f2a5fa_FORMATO.png,0,0.0,2.24,Cleiton Santana dos Santos,0.0,3,2.0,24,cleiton,6,0.0,,,,,,,,,,,,,,,,,,,,
723,Vitor Roque,V. Roque,114802,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png,18,4.13,0.14,Vitor Hugo Roque Ferreira,-0.2,5,5.81,24,vitor-roque,6,-0.62,,4.0,,,,14.0,18.0,9.0,7.0,29.0,1.0,4.0,,,5.0,,25.0,,4.0,
724,Luciano,Luciano,114888,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,0,0.0,2.24,Luciano Silva Santos,0.0,4,2.0,24,luciano,6,0.0,,,,,,,,,,,,,,,,,,,,
725,Caio Hila,C. Hila,114892,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png,0,0.0,0.99,Caio César Amorim Hila,0.0,2,1.0,24,caio-hila,6,0.0,,,,,,,,,,,,,,,,,,,,
726,Thauan Lara,T. Lara,115061,Internacional,285,https://s.glbimg.com/es/sde/f/2022/04/02/5d726b8f94648d84abb8f41592046ce6_FORMATO.png,4,0.67,0.01,Thauan Lara dos Santos,0.0,2,0.82,24,thauan-lara,6,0.0,,1.0,,,,3.0,5.0,,1.0,5.0,,,,,,,17.0,,,
727,Matheus França,M. França,115100,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/25/52035534eea583575956f43e6e6dc166_FORMATO.png,4,0.07,0.92,Matheus França de Oliveira,0.0,4,1.43,24,matheus-franca,6,0.0,,,,,,1.0,3.0,,1.0,,,,,,,,8.0,,,
728,Caio,Caio,115227,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0,0.0,0.99,Caio Matheus da Silva,0.0,5,1.0,24,caio,5,0.0,,,,,,,,,,,,,,,,,,,,
729,Wesley,Wesley,115239,Flamengo,262,https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png,0,0.0,0.99,Wesley Vinícius França Lima,0.0,2,1.0,24,wesley,6,0.0,,,,,,,,,,,,,,,,,,,,
730,Naves,Naves,115246,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/04/06/c9e4adc1f61472c24308d45dc3778f10_FORMATO.png,2,-0.5,0.53,Kaiky Marques Naves,0.0,4,0.73,24,naves,6,0.0,,,,,,,3.0,,,,,,,,,,1.0,,,
731,Kaique,Kaique,115247,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,0,0.0,0.99,Kaique Pereira Azarias,0.0,1,1.0,24,kaique,6,0.0,,,,,,,,,,,,,,,,,,,,
732,Jhonatan,Jhonatan,115248,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png,0,0.0,0.99,Jhonatan dos Santos Rosa,0.0,4,1.0,24,jhonatan,6,0.0,,,,,,,,,,,,,,,,,,,,
733,Jean,Jean,115269,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png,0,0.0,0.99,Jean Carlos Albino Bonora,0.0,5,1.0,24,jean,6,0.0,,,,,,,,,,,,,,,,,,,,
734,Habraão,Habraão,115270,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/79c1454b609937a5b20a3a0b549b4f9f_FORMATO.png,4,7.33,3.8,Habraão Lincon do Nascimento Saraiva,0.0,3,2.61,24,habraao,6,0.0,,,,,,3.0,5.0,1.0,3.0,4.0,,1.0,,,,,14.0,,,3.0
735,Isaac,Isaac,115272,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png,0,0.0,0.99,Isaac Souza Valença,0.0,4,1.0,24,isaac,6,0.0,,,,,,,,,,,,,,,,,,,,
736,Emersonn,Emersonn,115273,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,0,0.0,0.99,Emersonn Correia da Silva,0.0,5,1.0,24,emersonn,6,0.0,,,,,,,,,,,,,,,,,,,,
737,Rwan,Rwan,115404,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png,11,2.77,0.55,Rwan Philipe Rodrigues de Souza Cruz,0.4,5,3.19,24,rwan,6,-0.11,,1.0,,,,6.0,7.0,3.0,2.0,9.0,1.0,2.0,,,2.0,,21.0,,,
738,Ceballos,Ceballos,115502,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png,13,3.5,5.77,Brayan Andrés Ceballos Jiménez,0.0,3,4.73,24,ceballos,6,0.0,,4.0,1.0,,,26.0,12.0,2.0,6.0,3.0,1.0,,,,1.0,,68.0,,,4.0
739,Yan Souto,Y. Souto,115511,Goiás,290,https://s.glbimg.com/es/sde/f/2022/04/05/9fcc839762fbeec9574032b56e3d8717_FORMATO.png,6,1.82,0.65,Yan da Cruz Souto,0.0,3,2.48,24,yan-souto,6,0.0,,1.0,,,,5.0,7.0,,2.0,2.0,,,,,,2.0,26.0,,,2.0
740,Marcos Victor,M. Victor,115537,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/d59ebbd8a4c8faf0f57568c90cebfab3_FORMATO.png,3,4.67,5.15,Marcos Victor Ferreira da Silva,6.1,3,2.92,24,marcos-victor,6,0.41,,,,,,6.0,,,1.0,3.0,,,,,,,5.0,,,1.0
741,Arthur,Arthur,115562,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png,4,3.38,4.48,Arthur Augusto de Matos Soares,0.0,2,2.02,24,arthur,6,0.0,,2.0,,,,6.0,8.0,,2.0,,,,,,,,9.0,,,2.0
742,Rodriguinho,Rodriguinho,115563,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,4,1.05,0.33,Rodrigo Henrique Santos de Souza,0.0,4,1.01,24,rodriguinho,6,0.0,,2.0,,,,5.0,5.0,,1.0,5.0,,,,,,,16.0,,,
743,Marcos Paulo,M. Paulo,115594,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/03/04/163bb035161f168ad4246ebed7e88031_FORMATO.png,1,0.4,0.9,Marcos Paulo Lima Batista Silva,0.0,2,0.9,24,marcos-paulo,6,0.0,,1.0,,,,2.0,2.0,,,,,,,,,,4.0,,,
744,Gabriel Delfim,G. Delfim,115674,Atlético-MG,282,https://s.glbimg.com/es/sde/f/2022/07/15/6611bdd061ed54c0fbe7137734a3699c_FORMATO.png,0,0.0,0.99,Gabriel Delfim Ferreira,0.0,1,1.0,24,gabriel-delfim,6,0.0,,,,,,,,,,,,,,,,,,,,
745,Diego,Diego,115678,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/04/04/a1f3583beb3a0b68c126affa095666ee_FORMATO.png,6,3.8,7.92,Diego Porfirio da Silva,9.5,2,3.79,24,diego,7,0.93,,,1.0,,,14.0,2.0,,2.0,4.0,,,,,1.0,,39.0,,,2.0
746,Gabriel Tota,G. Tota,115791,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png,1,-1.2,1.64,Gabriel Ferreira Neris,0.0,4,1.04,24,gabriel-tota,6,0.0,,1.0,,,,,,,,,,,,,,,2.0,,,
747,Macaé,Macaé,115792,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png,0,0.0,0.99,Arthur Neves Scheles,0.0,4,1.0,24,macae,6,0.0,,,,,,,,,,,,,,,,,,,,
748,Juan Ojeda,J. Ojeda,115830,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png,0,0.0,3.49,Juan Miguel Ojeda Gauto,0.0,3,3.0,24,juan-ojeda,6,0.0,,,,,,,,,,,,,,,,,,,,
749,Gabriel Ruggeri,G. Ruggeri,115867,Goiás,290,https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png,0,0.0,2.24,Gabriel Ruggeri Silva,0.0,2,2.0,24,gabriel-ruggeri,6,0.0,,,,,,,,,,,,,,,,,,,,
750,Endrick,Endrick,115959,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/07/22/95c2ad3c4a89548c59eb5176f599e1b4_FORMATO.png,0,0.0,4.74,Endrick Felipe Moreira de Sousa,0.0,5,4.0,24,endrick,6,0.0,,,,,,,,,,,,,,,,,,,,
751,Denilson,Denilson,115986,Cuiabá,1371,,1,1.2,1.21,Denilson Alves Borges,0.0,4,1.28,24,denilson,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
752,Adyson,Adyson,115998,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,0,0.0,0.99,Adyson do Nascimento Soares,0.0,5,1.0,24,adyson,6,0.0,,,,,,,,,,,,,,,,,,,,
753,Igor Jesus,I. Jesus,116013,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/03/04/80531a65a2f26cf1f02f11efccb065e5_FORMATO.png,0,0.0,0.99,Igor Jesus Lima,0.0,4,1.0,24,igor-jesus,6,0.0,,,,,,,,,,,,,,,,,,,,
754,Petterson,Petterson,116025,Flamengo,262,,0,0.0,0.99,Petterson Novaes Reis,0.0,5,1.0,24,petterson,6,0.0,,,,,,,,,,,,,,,,,,,,
755,Victor Hugo,V. Hugo,116034,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png,10,3.99,0.53,Victor Hugo Gomes Silva,0.3,4,2.82,24,victor-hugo,7,-1.43,2.0,,,,,9.0,2.0,2.0,1.0,6.0,,2.0,,,,,25.0,,,
756,José Hugo,J. Hugo,116056,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/04/13/1a74e02e1bb55b5af8b1d0a3465e6931_FORMATO.png,7,3.29,6.35,José Hugo Sousa dos Santos,0.0,5,3.0,24,jose-hugo,6,0.0,,,,,,7.0,5.0,2.0,4.0,9.0,,1.0,,,,,20.0,,,
757,Nicolas,Nicolas,116074,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png,0,0.0,0.99,Nicolas Arno Luft,0.0,2,1.0,24,nicolas,6,0.0,,,,,,,,,,,,,,,,,,,,
758,Arthur,Arthur,116083,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png,0,0.0,0.99,Arthur de Bem Ribas,0.0,1,1.0,24,arthur,6,0.0,,,,,,,,,,,,,,,,,,,,
759,João Moreira,J. Moreira,116137,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,2,3.8,1.82,João Moreira Sanmartin Souza,0.0,2,2.75,24,joao-moreira,6,0.0,,,,,,3.0,4.0,,,3.0,,,,,,1.0,3.0,,,1.0
760,Pedro Igor ,P. Igor,116192,Ceará,354,https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png,0,0.0,2.24,Pedro Igor de Souza Carneiro Martins,0.0,5,2.0,24,pedro-igor,6,0.0,,,,,,,,,,,,,,,,,,,,
761,Hércules,Hércules,116447,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png,16,3.17,1.07,Hércules Pereira do Nascimento,1.0,4,4.18,24,hercules,6,-0.55,,1.0,,,,23.0,10.0,7.0,9.0,5.0,,2.0,,,1.0,,66.0,,,
762,Lucas Gazal,L. Gazal,116589,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/07/22/de95b3fbede3ee5abdf1c4f555c03bb6_FORMATO.png,3,0.27,-2.29,Lucas Xavier Gazal,0.0,3,1.05,24,lucas-gazal,7,0.0,,,1.0,,,,2.0,,,,,,,,,,6.0,,,1.0
763,Jhonny,Jhonny,116825,Fluminense,266,https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,0,0.0,0.99,Jhonny Cardinoti Pedro,0.0,2,1.0,24,jhonny,6,0.0,,,,,,,,,,,,,,,,,,,,
764,Vitor Hugo,V. Hugo,116834,Goiás,290,https://s.glbimg.com/es/sde/f/2022/06/15/e9a4232ccc1b1549eab9baa7148aec27_FORMATO.png,1,-0.1,0.68,Vitor Hugo da Silva Gonçalves,0.0,5,0.73,24,vitor-hugo,6,0.0,,,,,,,,,,,,,,,,,1.0,,,
765,Reginaldo,Reginaldo,116835,Goiás,290,https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,0,0.0,0.99,Reginaldo dos Santos Moreira,0.0,5,1.0,24,reginaldo,6,0.0,,,,,,,,,,,,,,,,,,,,
