,atletas.apelido,atletas.apelido_abreviado,atletas.slug,atletas.jogos_num,atletas.posicao_id,atletas.preco_num,atletas.clube_id,atletas.foto,atletas.status_id,atletas.nome,atletas.media_num,atletas.variacao_num,atletas.rodada_id,atletas.atleta_id,atletas.clube.id.full.name,atletas.pontos_num,atletas.minimo_para_valorizar,CA,DS,FC,PI,SG,CV,FF,FS,G,I,A,FD,PC,FT,PS,DE,GS,GC,PP,DP
282,Fabrício Bruno,F. Bruno,fabricio-bruno,13,3,5.81,262,https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png,6,Fabrício Bruno Soares de Faria,3.55,0.0,38,90768,Flamengo,0.0,2.67,5.0,9.0,8.0,52.0,4.0,,3.0,9.0,2.0,,1.0,,,,,,,,,
283,Klaus,Klaus,klaus,11,3,2.53,373,https://s.glbimg.com/es/sde/f/2022/07/28/2e6810da83e32c74e1f49b68ac61260d_FORMATO.png,6,Willian Klaus,0.34,0.0,38,90846,Atlético-GO,0.0,1.36,1.0,4.0,6.0,23.0,,,4.0,2.0,,1.0,,,,,,,,,,
284,Carlos Eduardo,C. Eduardo,carlos-eduardo,23,5,4.57,280,https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png,6,Carlos Eduardo Ferreira de Souza,1.64,0.0,38,90917,Bragantino,0.0,2.27,3.0,19.0,30.0,40.0,,,7.0,27.0,,5.0,1.0,3.0,,1.0,1.0,,,,,
285,Ronaldo,Ronaldo,ronaldo,18,1,4.93,373,https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png,5,Ronaldo de Oliveira Strada,2.78,0.0,38,91101,Atlético-GO,0.0,0.6,1.0,1.0,,,2.0,,,2.0,,,,,,,,66.0,27.0,,,
286,Everaldo,Everaldo,everaldo,29,5,8.8,327,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,7,Everaldo Silva do Nascimento,3.93,0.06,38,91151,América-MG,3.3,3.55,6.0,36.0,31.0,181.0,,,20.0,51.0,4.0,4.0,2.0,15.0,,1.0,,,,,,
287,Éder,Éder,eder,33,3,3.66,327,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,7,Éder Ferreira Graminho,2.24,-0.08,38,91203,América-MG,0.2,1.1,6.0,28.0,43.0,126.0,11.0,,2.0,9.0,,,2.0,3.0,,,,,,1.0,,
288,Lucas Perri,L. Perri,lucas-perri,4,1,4.68,263,https://s.glbimg.com/es/sde/f/2022/08/17/48fb8d037293092aeada232c3cac8c4e_FORMATO.png,7,Lucas Estella Perri,5.5,0.16,38,91260,Botafogo,5.0,4.76,1.0,,,,3.0,,,,,,,,,,,11.0,3.0,,,
289,César,César,cesar,23,1,3.6,286,https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png,6,César Augusto Soares dos Reis Ribela,2.49,0.0,38,91422,Juventude,0.0,-0.39,2.0,,,,3.0,,,3.0,,,,,,,,66.0,37.0,,,2.0
290,Erick Pulgar,E. Pulgar,erick-pulgar,5,4,5.1,262,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/07/29/c044299d78026585334fdecd617663c2_FORMATO.png,6,Erick Antonio Pulgar Farfán,0.34,0.0,38,91473,Flamengo,0.0,-1.25,,4.0,8.0,25.0,,,1.0,2.0,,,,,,,,,,,,
291,Eder,Eder,eder,22,5,5.44,276,https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png,6,Eder Citadin Martins,1.35,0.0,38,91521,São Paulo,0.0,0.77,4.0,7.0,9.0,30.0,,,4.0,9.0,2.0,9.0,,1.0,,2.0,1.0,,,,,
292,Arboleda,Arboleda,arboleda,8,3,5.93,276,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,6,Robert Abel Arboleda Escobar,2.71,0.0,38,91573,São Paulo,0.0,3.42,1.0,16.0,9.0,31.0,,,3.0,3.0,,,,2.0,,1.0,,,,,,
293,Rony,Rony,rony,31,5,12.31,275,https://s.sde.globo.com/media/person_role/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,7,Ronielson da Silva Barbosa,5.67,0.39,38,91607,Palmeiras,8.1,6.34,2.0,23.0,34.0,107.0,,,38.0,36.0,12.0,28.0,1.0,15.0,,2.0,1.0,,,,,
294,Igor Cariús,I. Cariús,igor-carius,17,2,4.76,1371,https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png,7,Igor Aquino da Silva,2.65,0.26,38,91639,Cuiabá,2.3,1.08,4.0,33.0,22.0,140.0,5.0,1.0,2.0,13.0,,1.0,,,,,,,,,,
295,Adryelson,Adryelson,adryelson,17,3,5.59,263,https://s.glbimg.com/es/sde/f/2022/07/22/14348c2e4c10290cc281ebe6928885ab_FORMATO.png,7,Adryelson Shawann Lima Silva,3.18,-1.13,38,91664,Botafogo,-1.3,5.49,1.0,15.0,10.0,49.0,7.0,,8.0,4.0,,2.0,,4.0,,,,,,1.0,,
296,Eduardo,Eduardo,eduardo,29,4,5.42,314,https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png,6,Eduardo Jacinto de Biasi,2.06,0.0,38,91688,Avaí,0.0,7.24,6.0,23.0,43.0,99.0,,,20.0,35.0,1.0,1.0,2.0,8.0,,,,,,,,
297,Nino,Nino,nino,29,3,11.59,266,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png,7,Marcílio Florêncio Mota Filho,3.72,-0.03,38,91708,Fluminense,4.4,5.6,4.0,35.0,27.0,84.0,12.0,,5.0,37.0,,2.0,,4.0,1.0,,,,,,,
298,Matheus Alves,M. Alves,matheus-alves,0,1,1.13,290,https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png,6,Matheus Alves da Silva Cardoso,-1.0,0.0,38,91712,Goiás,0.0,3.09,1.0,,,,,,,,,,,,,,,,,,,
299,Felipe,Felipe,felipe,11,4,5.42,356,https://s.glbimg.com/es/sde/f/2022/05/12/45a83db9239c27b8656c352b426c9f83_FORMATO.png,6,Luiz Antonio Ferreira Rodrigues,2.66,0.0,38,91733,Fortaleza,0.0,2.88,2.0,23.0,14.0,60.0,,,3.0,13.0,,,1.0,,,,,,,,,
300,David Duarte,D. Duarte,david-duarte,4,3,2.75,266,https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png,6,David de Duarte Macedo,1.02,0.0,38,91772,Fluminense,0.0,4.07,2.0,2.0,2.0,7.0,1.0,,,,,,,,,,,,,,,
301,Nogueira,Nogueira,nogueira,5,3,4.31,286,https://s.glbimg.com/es/sde/f/2022/07/29/6f0ab61eb04b91270a61c76d74446616_FORMATO.png,6,Ygor Nogueira de Paula,3.66,0.0,38,91815,Juventude,0.0,4.4,1.0,17.0,2.0,22.0,,,,3.0,,,,1.0,1.0,,,,,,,
302,Hayner,Hayner,hayner,19,2,3.97,373,https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png,6,Hayner Willian Monjardim Cordeiro,2.06,0.0,38,91856,Atlético-GO,0.0,1.83,8.0,22.0,28.0,137.0,3.0,1.0,3.0,32.0,,7.0,2.0,2.0,,,1.0,,,,,
303,Kevin,Kevin,kevin,30,2,7.39,314,https://s.sde.globo.com/media/person_role/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png,6,Kevin Peterson dos Santos Silva,3.04,0.0,38,91888,Avaí,0.0,9.74,3.0,60.0,34.0,365.0,5.0,,9.0,18.0,2.0,3.0,1.0,6.0,,,,,,,,
304,Pavón,Pavón,pavon,17,5,6.49,282,https://s.glbimg.com/es/sde/f/2022/07/15/dc45dda3afb1f994bcfebc84fa0785de_FORMATO.png,6,Cristian David Pavón,1.65,-0.26,38,91908,Atlético-MG,-0.1,2.35,2.0,13.0,11.0,73.0,,,11.0,7.0,1.0,1.0,,4.0,,,,,,,,
305,Everson,Everson,everson,0,3,3.0,290,https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png,6,Everson Bispo Pereira,0.0,0.0,38,91929,Goiás,0.0,2.34,,,,,,,,,,,,,,,,,,,,
306,Bassani,Bassani,bassani,0,4,4.0,286,https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png,6,Rodrigo Bassani da Cruz,0.0,0.0,38,91968,Juventude,0.0,3.11,,,,,,,,,,,,,,,,,,,,
307,André Luís,A. Luís,andre-luis,32,5,4.62,1371,https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png,7,Andre Luis da Costa Alfredo,2.7,0.23,38,92146,Cuiabá,1.9,0.85,6.0,25.0,31.0,71.0,,,16.0,53.0,3.0,3.0,,6.0,,2.0,3.0,,,,,
308,Jair Ventura,J. Ventura,jair-ventura,36,6,6.59,290,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,7,Jair Ventura,3.64,0.15,38,92180,Goiás,1.7,1.32,,,,,,,,,,,,,,,,,,,,
309,Raul,Raul,raul,30,4,7.41,280,https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,7,Raul Lô Gonçalves,3.01,0.41,38,92496,Bragantino,5.0,2.28,3.0,71.0,35.0,148.0,,,11.0,49.0,,,,1.0,1.0,,,,,,,
310,Deyverson,Deyverson,deyverson,16,5,6.01,1371,https://s.glbimg.com/es/sde/f/2022/08/04/0f29963b959d422652eae53503f20f1f_FORMATO.png,7,Deyverson Brum Silva Acosta,4.71,0.25,38,92708,Cuiabá,2.7,0.75,4.0,8.0,13.0,125.0,,,13.0,29.0,6.0,13.0,,13.0,,1.0,,,,,1.0,
311,Júnior Moraes,J. Moraes,junior-moraes,8,5,4.98,264,https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png,6,Aluísio Chaves Ribeiro Moraes Júnior,0.71,0.0,38,93014,Corinthians,0.0,4.26,1.0,5.0,9.0,11.0,,,1.0,5.0,,,,1.0,,,,,,,,
312,Mateus Vital,M. Vital,mateus-vital,14,4,4.89,264,https://s.glbimg.com/es/sde/f/2021/08/06/5a489f1bc80f7fb16e0c107dbf7bae03_FORMATO.png,6,Mateus da Silva Vital Assumpção,2.35,-0.11,38,93108,Corinthians,0.8,1.77,1.0,18.0,8.0,43.0,,,2.0,18.0,,2.0,1.0,3.0,,,,,,,,
313,Chancellor,Chancellor,chancellor,12,3,4.55,294,https://s.glbimg.com/es/sde/f/2022/08/12/e5c1ae862264c94a04b306f543783236_FORMATO.png,3,Jhon Carlos Chancellor Cedeño,2.38,0.0,38,93166,Coritiba,0.0,0.01,2.0,10.0,12.0,37.0,4.0,,3.0,2.0,,1.0,,2.0,,,,,,,,
314,Rafael Ramos,R. Ramos,rafael-ramos,20,2,7.7,264,https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png,6,Rafael António Figueiredo Ramos,4.2,0.0,38,93236,Corinthians,0.0,3.24,3.0,41.0,21.0,161.0,9.0,,2.0,15.0,,,1.0,1.0,,,,,,,,
315,Joel Carli,J. Carli,joel-carli,5,3,4.22,263,https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png,6,Mauro Joel Carli,3.04,0.0,38,93414,Botafogo,0.0,4.44,3.0,3.0,3.0,16.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,
316,Wanderson,Wanderson,wanderson,25,5,6.13,285,https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png,7,Wanderson Maciel Sousa Campos,3.6,1.03,38,93478,Internacional,9.9,3.41,3.0,6.0,18.0,109.0,,,11.0,17.0,6.0,2.0,3.0,11.0,,3.0,,,,,,
317,Benítez,Benítez,benitez,15,4,6.04,327,https://s.glbimg.com/es/sde/f/2022/07/26/fcaffb998b937f172b4781ec89896b49_FORMATO.png,7,Martín Nicolás Benítez,2.59,0.6,38,93550,América-MG,9.8,7.23,2.0,6.0,7.0,119.0,,,6.0,24.0,1.0,1.0,3.0,10.0,,,,,,,1.0,
318,Paulo Henrique,P. Henrique,paulo-henrique,24,2,6.55,286,https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png,6,Paulo Henrique de Oliveira Alves,3.02,0.0,38,93716,Juventude,0.0,11.34,3.0,39.0,31.0,152.0,4.0,,6.0,13.0,2.0,3.0,1.0,2.0,1.0,,,,,,,
319,Andrey,Andrey,andrey,6,4,17.2,294,https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png,5,Andrey Ramos do Nascimento,9.77,0.0,38,93787,Coritiba,0.0,14.14,1.0,19.0,11.0,28.0,,,8.0,11.0,3.0,,,5.0,,,1.0,,,,,
320,Marlon Freitas,M. Freitas,marlon-freitas,36,4,6.56,373,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png,7,Marlon Rodrigues Freitas,2.58,-0.36,38,93790,Atlético-GO,-0.9,2.0,2.0,49.0,18.0,221.0,,,16.0,4.0,4.0,2.0,3.0,5.0,,1.0,,,,1.0,1.0,
321,Keiller,Keiller,keiller,14,1,3.6,285,https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png,7,Keiller da Silva Nunes,4.85,0.28,38,93834,Internacional,7.5,5.36,2.0,,,,7.0,,,4.0,,,,,1.0,,,42.0,10.0,,,
322,Cleiton,Cleiton,cleiton,35,1,8.72,280,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,7,Cleiton Schwengber,2.67,-0.84,38,93882,Bragantino,2.0,7.56,3.0,1.0,,,7.0,,,11.0,,,,,2.0,,,108.0,55.0,1.0,,1.0
323,Matheusinho,Matheusinho,matheusinho,28,4,2.69,327,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,6,Matheus Leonardo Sales Cardoso,2.64,0.3,38,93886,América-MG,1.9,0.28,3.0,36.0,18.0,125.0,,1.0,9.0,34.0,2.0,3.0,1.0,8.0,,,,,,,,
324,Breno Lopes,B. Lopes,breno-lopes,21,5,2.93,275,https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png,6,Breno Henrique Vasconcelos Lopes,0.85,0.0,38,93988,Palmeiras,0.0,0.32,2.0,4.0,5.0,36.0,,,,8.0,1.0,3.0,,4.0,,1.0,1.0,,,,,
325,John Victor,J. Victor,john-victor,1,1,5.92,277,https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png,6,John Victor Maciel Furtado,8.0,0.0,38,94044,Santos,0.0,7.42,,,,,1.0,,,2.0,,,,,,,,2.0,,,,
326,Matheus Fernandes,M. Fernandes,matheus-fernandes,13,4,3.86,293,https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png,6,Matheus Fernandes Siqueira,1.65,0.0,38,94067,Athlético-PR,0.0,2.36,2.0,25.0,14.0,29.0,,,1.0,4.0,,,,4.0,,,,,,,,
327,Maycon,Maycon,maycon,16,4,3.83,264,https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png,7,Maycon de Andrade Barberan,0.79,0.14,38,94154,Corinthians,0.8,0.35,4.0,16.0,11.0,72.0,,,6.0,6.0,,,,,,,,,,,,
328,Dadá Belmonte,D. Belmonte,dada-belmonte,32,5,5.23,290,https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png,3,Adaílson Freire Pereira da Silva,3.55,0.0,38,94263,Goiás,0.0,-1.18,8.0,39.0,52.0,172.0,,1.0,22.0,68.0,2.0,3.0,6.0,9.0,,1.0,,,,,,
329,Raphael Veiga,R. Veiga,raphael-veiga,18,4,14.0,275,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,5,Raphael Cavalcante Veiga,4.75,0.0,38,94509,Palmeiras,0.0,4.53,1.0,22.0,16.0,82.0,,,13.0,29.0,3.0,4.0,3.0,9.0,,1.0,,,,,1.0,
330,Pedro,Pedro,pedro,23,5,10.23,262,https://s.sde.globo.com/media/person_role/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png,6,Pedro Guilherme Abreu dos Santos,5.78,0.0,38,94583,Flamengo,0.0,4.02,3.0,9.0,17.0,47.0,,,17.0,13.0,10.0,4.0,3.0,12.0,,3.0,1.0,,,,1.0,
331,Landázuri,Landázuri,landazuri,7,2,2.51,356,https://s.glbimg.com/es/sde/f/2022/05/12/829c53e7b318d97b843736e71dbbc5be_FORMATO.png,6,Anthony Rigoberto Landázuri Estacio,1.47,0.0,38,94787,Fortaleza,0.0,1.96,1.0,9.0,16.0,44.0,1.0,,,5.0,,,,1.0,,,1.0,,,,,
332,Capixaba,Capixaba,capixaba,25,5,5.43,286,https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png,3,João Victor da Vitória Fernandes,2.96,0.0,38,94894,Juventude,0.0,2.15,6.0,42.0,23.0,114.0,,,11.0,40.0,1.0,,1.0,5.0,,,,,,,,
333,Nacho Fernández,N. Fernández,nacho-fernandez,32,4,11.36,282,https://s.sde.globo.com/media/person_role/2022/07/15/9a4d6e70d0bbfa73459213e99792af33_FORMATO.png,7,Ignacio Martín Fernández,4.21,-0.3,38,94916,Atlético-MG,2.2,4.94,6.0,46.0,21.0,245.0,,,14.0,57.0,3.0,3.0,5.0,20.0,,2.0,2.0,,,,1.0,
334,Lucas Fernandes,L. Fernandes,lucas-fernandes,24,4,4.88,263,https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png,7,Lucas Fernandes da Silva,3.22,-1.58,38,94931,Botafogo,4.2,13.58,3.0,19.0,29.0,139.0,,,19.0,27.0,2.0,,3.0,12.0,,2.0,,,,,,
335,Juninho Capixaba,J. Capixaba,juninho-capixaba,33,2,10.99,356,https://s.glbimg.com/es/sde/f/2022/05/12/91620964c17b6d42449ebab1cb868d24_FORMATO.png,7,Luis Antônio da Rocha Júnior,6.85,1.42,38,94968,Fortaleza,13.8,5.75,8.0,85.0,60.0,366.0,14.0,,19.0,63.0,3.0,1.0,5.0,10.0,,3.0,,,,,,
336,Pedro Paulo,P. Paulo,pedro-paulo,0,1,1.0,373,https://s.glbimg.com/es/sde/f/2022/08/16/8beefb8ae634fb2fdb7172c3f8f39633_FORMATO.png,6,Pedro Paulo Ferreira Barbosa da Costa,0.0,0.0,38,95040,Atlético-GO,0.0,0.8,,,,,,,,,,,,,,,,,,,,
337,Moraes,Moraes,moraes,18,2,6.09,286,https://s.glbimg.com/es/sde/f/2022/03/03/c00c5622ba0fff93e7f12b5d06d142f3_FORMATO.png,7,Onitlasi Júnior de Moraes Rodrigues,4.68,0.93,38,95058,Juventude,6.2,0.26,4.0,38.0,10.0,172.0,4.0,,13.0,15.0,1.0,3.0,2.0,6.0,,,,,,,,
338,Jefferson,Jefferson,jefferson,33,2,4.81,373,https://s.glbimg.com/es/sde/f/2022/03/03/80467cde6b46e7d96a9fc9fa200520fa_FORMATO.png,7,Jefferson Junio Antônio da Silva,1.99,0.98,38,95220,Atlético-GO,6.1,0.44,5.0,33.0,36.0,236.0,4.0,,11.0,22.0,1.0,,3.0,2.0,,,,,,,,
339,Marcinho,Marcinho,marcinho,13,5,2.49,314,https://s.glbimg.com/es/sde/f/2022/04/14/6351c93f1e7d0b3514916390f48db891_FORMATO.png,6,Márcio Antônio de Sousa Júnior,1.24,0.0,38,95332,Avaí,0.0,-1.63,1.0,10.0,10.0,34.0,,,4.0,9.0,,1.0,,4.0,1.0,,,,,,,
340,Orejuela,Orejuela,orejuela,14,2,5.95,293,https://s.glbimg.com/es/sde/f/2022/04/07/d2ea38df2bb735fcdda82fee202c2ed5_FORMATO.png,6,Luis Manuel Orejuela García,4.8,0.0,38,95352,Athlético-PR,0.0,0.96,1.0,28.0,16.0,97.0,5.0,,2.0,19.0,1.0,,1.0,,,,,,,,,
341,Igor Vinícius,I. Vinícius,igor-vinicius,23,2,6.05,276,https://s.glbimg.com/es/sde/f/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,6,Igor Vinícius de Souza,3.96,0.0,38,95466,São Paulo,0.0,8.06,2.0,44.0,16.0,136.0,6.0,,4.0,12.0,1.0,,2.0,1.0,,,,,,,,
342,Sávio,Sávio,savio,10,2,2.35,290,https://s.glbimg.com/es/sde/f/2022/07/19/a8c766d2b3c56186d6ece9309f935cda_FORMATO.png,6,Sávio Antônio Alves,0.63,0.0,38,95555,Goiás,0.0,0.33,4.0,12.0,7.0,110.0,,1.0,2.0,6.0,,,1.0,2.0,,,,,,,,
343,Raniele,Raniele,raniele,33,4,10.75,314,https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png,6,Raniele Almeida Melo,3.36,0.0,38,95556,Avaí,0.0,12.44,9.0,59.0,38.0,220.0,,,12.0,83.0,2.0,,,8.0,,1.0,3.0,,,,,
344,Marcelo Benevenuto,M. Benevenuto,marcelo-benevenuto,30,3,6.96,356,https://s.glbimg.com/es/sde/f/2022/05/12/5021e3ea5f8c3db816a9537e53808b5a_FORMATO.png,6,Marcelo da Conceição Benevenuto Malaquias,3.26,0.0,38,95638,Fortaleza,0.0,0.51,5.0,37.0,19.0,87.0,10.0,,4.0,18.0,,,1.0,6.0,2.0,,,,,,,
345,Kazu,Kazu,kazu,1,4,1.5,314,https://s.glbimg.com/es/sde/f/2022/02/23/9a05ad0ed16ef1ae939f3f919cfcece7_FORMATO.png,6,Gabriel Kazu Rossato Yanagu,0.0,0.0,38,95657,Avaí,0.0,0.23,,,,,,,,,,,,,,,,,,,,
346,Lucas Kal,L. Kal,lucas-kal,28,4,2.88,327,https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,6,Lucas Kal Schenfeld Progioli,1.46,0.0,38,95662,América-MG,0.0,1.54,3.0,33.0,30.0,152.0,,,13.0,10.0,,,,6.0,,2.0,,,,,,
347,Nathan Silva,N. Silva,nathan-silva,20,3,8.75,282,https://s.glbimg.com/es/sde/f/2022/07/15/d0236fbab3979985ac474c82ddc56fe1_FORMATO.png,6,Nathanael Ananias da Silva,3.59,0.0,38,95794,Atlético-MG,0.0,5.72,7.0,24.0,33.0,49.0,11.0,,6.0,7.0,,,,2.0,1.0,,,,,,,
348,Artur,Artur,artur,31,5,8.68,280,https://s.glbimg.com/es/sde/f/2022/05/05/5c98a0d6cc76edfef83280072bbd3832_FORMATO.png,7,Artur Victor Guimarães,4.94,-0.32,38,95799,Bragantino,1.9,3.11,3.0,31.0,15.0,271.0,,,27.0,48.0,6.0,11.0,5.0,22.0,,2.0,,,,,,
349,Lima,Lima,lima,28,4,8.93,354,https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png,6,Vinicius Moreira de Lima,3.48,0.0,38,96340,Ceará,0.0,2.79,1.0,39.0,23.0,130.0,,1.0,18.0,51.0,3.0,3.0,,9.0,,,,,,,,
350,Daniel,Daniel,daniel,22,1,8.64,285,https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png,6,Daniel de Sousa Brito,4.13,0.0,38,96468,Internacional,0.0,6.33,4.0,1.0,,,9.0,,,5.0,,,,,,,,67.0,21.0,,,
351,Allan,Allan,allan,31,4,4.06,282,https://s.glbimg.com/es/sde/f/2022/07/15/9d08742f2ed78c483fb890fcb2a8602e_FORMATO.png,7,Allan Rodrigues de Souza,1.6,-0.32,38,96652,Atlético-MG,0.8,2.42,10.0,51.0,45.0,225.0,,,15.0,24.0,,1.0,,10.0,1.0,,,,,,,
352,Bustos,Bustos,bustos,29,2,9.33,285,https://s.sde.globo.com/media/person_role/2022/04/02/931e44ec05fa6257ecdf5e8973318115_FORMATO.png,7,Fabricio Tomás Bustos Sein,4.59,-0.68,38,96678,Internacional,3.0,6.98,3.0,52.0,23.0,271.0,13.0,,6.0,11.0,2.0,2.0,3.0,2.0,1.0,,,,,,,
353,Saravia,Saravia,saravia,25,2,9.03,263,https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png,6,Renzo Saravia,4.88,0.0,38,96725,Botafogo,0.0,5.57,10.0,68.0,35.0,201.0,8.0,,7.0,42.0,,,2.0,1.0,,1.0,,,,,,
354,Atuesta,Atuesta,atuesta,25,4,2.24,275,https://s.sde.globo.com/media/person_role/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png,7,Eduard Andrés Atuesta Velasco,1.33,0.11,38,96754,Palmeiras,0.1,-0.08,4.0,15.0,15.0,59.0,,,9.0,9.0,1.0,3.0,,6.0,,1.0,,,,,,
355,Camutanga,Camutanga,camutanga,1,3,3.79,373,https://s.glbimg.com/es/sde/f/2022/07/18/422e72e0b41cf5d93bf7d0cefaa7bab4_FORMATO.png,6,Cleidson Andrade da Souza Silva,2.4,0.0,38,96793,Atlético-GO,0.0,3.63,,2.0,,,,,,,,,,,,,,,,,,
356,Juan Ramírez,J. Ramírez,juan-ramirez,16,4,4.3,327,https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png,6,Juan Pablo Ramírez Velásquez,1.6,0.03,38,97062,América-MG,0.9,0.6,3.0,8.0,11.0,34.0,,,4.0,12.0,1.0,1.0,1.0,3.0,,,,,,,,
357,Dudu,Dudu,dudu,22,2,7.79,373,https://s.glbimg.com/es/sde/f/2022/03/03/b0bce50f61a2478463da6058f9be7677_FORMATO.png,7,Luís Eduardo Marques dos Santos,3.22,1.23,38,97133,Atlético-GO,8.5,1.65,1.0,39.0,11.0,171.0,2.0,,7.0,14.0,1.0,2.0,2.0,4.0,,,,,,,,
358,Zé Ricardo,Z. Ricardo,ze-ricardo,9,4,1.57,327,https://s.glbimg.com/es/sde/f/2022/02/24/55526a7acacc680703923482c9c2fd9d_FORMATO.png,6,José Ricardo Barbosa Ribeiro Drumond,0.5,0.0,38,97317,América-MG,0.0,0.68,,4.0,5.0,24.0,,,2.0,4.0,,,,,,,,,,,,
359,Rogério Ceni,R. Ceni,rogerio-ceni,35,6,12.46,276,https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,7,Rogério Ceni,4.19,0.68,38,97341,São Paulo,9.03,4.61,,,,,,,,,,,,,,,,,,,,
