"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","DD","DP","GS","SG","CA","FT","G","I","A","CV","PP","GC"
"454","Leandro Rosa Souza","leandro-souza","Leandro Souza","https://s.glbimg.com/es/sde/f/2019/03/23/3bdd0f64b8caf2a1f19db1abc54eb9a6_FORMATO.png",62057,5,341,"zag","Nulo",0,3.62,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/05/08/2895d967600f116ad01260a0b6dabd98_FORMATO.png",92146,5,356,"ata","Nulo",0,3.88,0,2.9,"Fortaleza",NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2019/02/06/8d39cda902d86d1559ae8045f74eb43f_FORMATO.png",88323,5,264,"ata","Nulo",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/02/06/6cc2d2192a7fdcee632bd0ffc2bb0b3f_FORMATO.png",87225,5,264,"zag","Nulo",0,8.82,0,4.43,"Corinthians",NA,NA,1,3,5,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"458","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/02/06/f661f3843c77bc3c77b79d938ce3a097_FORMATO.png",86711,5,264,"mei","Nulo",-0.3,4.11,-0.94,1.95,"Corinthians",2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,5,341,"mei","Provável",1.5,5.83,-0.43,2.46,"CSA",2,NA,NA,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2019/03/26/d280c476822d11a21bba9408da199dba_FORMATO.png",97994,5,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Pablo Estifer Armero","armero","Armero","https://s.glbimg.com/es/sde/f/2019/04/04/2cfc8a3c3135cb867a936c86915c1d90_FORMATO.png",68693,5,341,"lat","Nulo",0,4.08,0,2.33,"CSA",6,NA,NA,NA,10,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"462","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2019/02/06/439ee9c0f2c51b2befd0bf35184abd44_FORMATO.png",101803,5,264,"lat","Nulo",0,5.59,0,4.23,"Corinthians",3,NA,1,NA,7,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
"463","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/02/06/369fae65d5f486ba841885487ea7101e_FORMATO.png",98706,5,264,"mei","Provável",8.7,10.86,1.26,4.4,"Corinthians",1,NA,NA,6,8,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"464","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/02/06/d982583e35582285e375b0a64a8c7c65_FORMATO.png",93108,5,264,"mei","Nulo",4.3,6.31,0.93,3.32,"Corinthians",1,1,4,11,6,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"465","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2019/02/06/d12754823e31f219f7d80d0447c43045_FORMATO.png",94010,5,264,"ata","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Francinilson Santos Meireles","maranhao","Maranhão","https://s.glbimg.com/es/sde/f/2019/05/08/3bddb1479a66b964ae6fe120dc7b6b0b_FORMATO.png",73513,5,341,"ata","Dúvida",-0.3,1.77,-0.38,-0.2,"CSA",2,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/02/06/ba13d5761ed98365ec79a8919eaed8e4_FORMATO.png",100712,5,264,"gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,5,341,"zag","Contundido",0,6,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,5,341,"gol","Nulo",0,0.69,0,-6,"CSA",1,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"470","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/02/06/66fc3c9278c317626d1573f8dc6a5f36_FORMATO.png",102352,5,264,"mei","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Cristian Óscar Maidana","maidana","Maidana","https://s.glbimg.com/es/sde/f/2019/04/27/0586d9e43db8f29617604df4824cb9d9_FORMATO.png",70820,5,341,"mei","Contundido",0,2.89,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/02/06/d56eca3cffea14801ef2035fdc653d18_FORMATO.png",102599,5,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,5,341,"zag","Provável",-2.3,4.88,-1.07,2.1,"CSA",3,NA,NA,NA,10,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"474","João Victor Andrade Caetano","caetano","Caetano","https://s.glbimg.com/es/sde/f/2018/10/13/ce82b8abc2ec1b2cbb8702003dddc2cd_FORMATO.png",103575,5,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Andrés Ramiro Escobar Díaz","manga-escobar","Manga Escobar","https://s.glbimg.com/es/sde/f/2019/03/23/a987d4c478b33ef1a5232e599b5818e8_FORMATO.png",71704,5,341,"ata","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Fabricio Keiske Rodrigues Oya","fabricio-oya","Fabrício Oya","https://s.glbimg.com/es/sde/f/2019/02/23/c035b4c91720ea4e0f7c275453952768_FORMATO.png",105046,5,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,5,264,"zag","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,5,283,"tec","Provável",3.25,9.27,0.1,3.46,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Cassiano Dias Moreira","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2019/03/23/a5334bd8099947da6320cfd492ef3519_FORMATO.png",72033,5,341,"ata","Nulo",0,3.49,0,1.05,"CSA",5,1,1,8,6,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"480","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,5,283,"zag","Provável",4.3,7.5,0.77,2.7,"Cruzeiro",3,NA,NA,2,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"481","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,5,283,"ata","Provável",-0.1,6.2,-0.48,1.24,"Cruzeiro",7,2,4,6,8,1,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA
"482","Maurício Azevedo Alves","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/03/23/2c3a6bf46567ed434223ed72f1109c0a_FORMATO.png",72071,5,341,"mei","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,5,283,"mei","Provável",1.4,6.06,-0.5,1.43,"Cruzeiro",6,NA,NA,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,5,283,"mei","Provável",12.5,9.73,2.46,5.73,"Cruzeiro",5,1,2,4,17,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"485","Jhon Cley Jesus Silva","jhon-cley","Jhon Cley","https://s.glbimg.com/es/sde/f/2019/03/23/5706cc0e143f6dc5b8242d22be55d672_FORMATO.png",78652,5,341,"mei","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,5,283,"lat","Provável",3.5,8.53,-0.64,5.65,"Cruzeiro",NA,1,1,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"487","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,5,283,"lat","Provável",0,6.2,0,2.97,"Cruzeiro",6,NA,1,4,8,7,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA
"488","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,5,341,"lat","Nulo",0,4.39,0,5,"CSA",NA,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"489","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,5,283,"lat","Nulo",0,5.45,0,1.5,"Cruzeiro",6,NA,1,1,11,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"490","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,5,341,"mei","Provável",1.5,2.94,0.04,1.55,"CSA",8,1,2,2,7,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"491","Dawhan Fran Urano da Purificação Oliveira","dawhan","Dawhan","https://s.glbimg.com/es/sde/f/2019/03/23/6be5b8e0ec5727594d30e1a2b17e8f16_FORMATO.png",97780,5,341,"mei","Nulo",0,7.42,0,3.2,"CSA",1,NA,1,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,5,283,"gol","Nulo",-1.5,4.02,-1.98,-1.5,"Cruzeiro",NA,NA,NA,1,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Patrick Fabiano Alves Nóbrega Luz","patrick-fabiano","Patrick Fabiano","https://s.glbimg.com/es/sde/f/2019/03/23/5009c08e2e14b3fc4e2a17576710e6cd_FORMATO.png",80275,5,341,"ata","Provável",2.1,5.71,-1.02,1.9,"CSA",5,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"494","Pedro Henrique Rosa","pedro-rosa","Pedro Rosa","https://s.glbimg.com/es/sde/f/2019/03/23/0f6289ea024f460da1833ec941b572be_FORMATO.png",79053,5,341,"lat","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,5,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,5,283,"mei","Nulo",0,3.65,-0.81,0.4,"Cruzeiro",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2019/04/26/91363f5a07b1bf1bd53bc95cb9436ae9_FORMATO.png",85300,5,262,"ata","Nulo",1.3,7.04,-0.57,5.23,"Flamengo",5,NA,2,1,3,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"498","Bruno Edgar Silva Almeida","bruno-ramires","Bruno Ramires","https://s.glbimg.com/es/sde/f/2019/03/23/10a59cd060887aaea6d902edd828545f_FORMATO.png",89924,5,341,"mei","Nulo",0,3.81,0,1.3,"CSA",4,NA,1,1,3,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"499","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2019/03/23/70bbe919f0366ddc8bfed57df94afcc3_FORMATO.png",91264,5,341,"mei","Provável",5.2,9.63,0.46,5.42,"CSA",2,4,1,9,10,5,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
"500","Lohan dos Santos Freire","lohan","Lohan ","https://s.glbimg.com/es/sde/f/2019/03/23/4bcea9423bdc6ce6b7c3f5173ca6c009_FORMATO.png",82609,5,341,"ata","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2019/03/23/79529c1f985665187fd2266b0f3d797e_FORMATO.png",99574,5,341,"ata","Contundido",0,2.1,0,-0.25,"CSA",1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Joelson dos Santos Ferreira Júnior","joelson","Joelson","https://s.glbimg.com/es/sde/f/2019/03/23/55d863f2d8452ddc265570df15a5f65c_FORMATO.png",101512,5,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,5,283,"ata","Nulo",1,6.08,-0.34,1.45,"Cruzeiro",1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,5,341,"lat","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,5,283,"mei","Nulo",0,4.38,0,1.5,"Cruzeiro",1,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,5,284,"mei","Provável",0.7,5.45,-1,4.45,"Grêmio",6,NA,1,NA,3,4,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"507","Rony Fernandes da Silva","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/23/e134f25651f836736bddd86cf4caf5a7_FORMATO.png",101040,5,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Walter Iván Alexis Montoya","montoya","Montoya","https://s.glbimg.com/es/sde/f/2019/03/30/6b3cb365020bb75a2d06d3f5c72c6cf7_FORMATO.png",94840,5,284,"mei","Nulo",0,6.59,0,3.45,"Grêmio",3,1,1,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"509","Jean Hebert de Freitas","jo","Jô","https://s.glbimg.com/es/sde/f/2018/01/23/b7dbfe9b201891a0b82bad50c8db0b21_FORMATO.png",101317,5,314,"ata","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,5,293,"zag","Provável",0,10.38,0,5.3,"Athlético-PR",3,3,2,2,10,6,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA
"511","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,5,293,"mei","Nulo",0,2.21,-0.79,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,5,284,"lat","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,5,293,"mei","Nulo",5.6,4.43,0.43,5.6,"Athlético-PR",NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2019/04/07/35352a4b014ee5f80f5cf8c8e7123bc9_FORMATO.png",42411,5,276,"tec","Provável",3.01,9.46,-0.25,3.77,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,5,293,"zag","Nulo",0,4,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,5,276,"mei","Provável",1.2,4.8,0.29,2.48,"São Paulo",7,4,2,4,10,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"517","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/04/26/4967faf795743de6fc05492896bb97fb_FORMATO.png",62086,5,262,"lat","Provável",2.1,4.75,-0.46,1.83,"Flamengo",3,NA,NA,3,5,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"518","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,5,283,"zag","Nulo",0,2.22,0,-1.8,"Cruzeiro",3,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"519","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2019/04/26/ed48caa8134e11a7c39b6c0d1b2146a7_FORMATO.png",73800,5,262,"zag","Provável",3.8,7.17,0.26,2.77,"Flamengo",3,NA,4,3,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png",73992,5,262,"lat","Nulo",0,2.72,0,-1.25,"Flamengo",2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"521","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2019/03/28/218f2be6e5fe193939a7c29948a70d4d_FORMATO.png",97907,5,283,"lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,5,293,"ata","Provável",0,14.05,0,7.55,"Athlético-PR",6,2,3,9,2,4,NA,NA,NA,NA,1,NA,2,1,1,NA,NA,NA
"523","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,5,293,"ata","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/04/26/f94c6a4ef31e31d35c4b5173db04142b_FORMATO.png",78415,5,262,"ata","Nulo",0,7,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,5,265,"tec","Provável",5.37,10.26,0.6,4.57,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,5,262,"mei","Provável",0.5,11.37,-2.38,4.53,"Flamengo",2,NA,2,7,10,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"527","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,5,356,"mei","Provável",0.3,5.42,-0.29,2.07,"Fortaleza",6,1,NA,2,15,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"528","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2019/04/26/c90b6f282ed66e95550b8b12c749706c_FORMATO.png",78086,5,262,"gol","Nulo",0,5.44,0,3.5,"Flamengo",NA,NA,NA,1,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2019/03/22/5af58b980f38d4ac45b0ffe001519d71_FORMATO.png",91783,5,356,"lat","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png",78435,5,262,"ata","Nulo",5.2,9.29,-0.26,7.65,"Flamengo",2,3,3,1,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"531","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png",95802,5,262,"mei","Dúvida",0,4,0,1.2,"Flamengo",1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png",78478,5,262,"mei","Provável",11.5,14.89,0.75,9.17,"Flamengo",2,NA,1,2,6,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"533","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2019/04/26/92bd61710e21808fbbecfb022cfe34e7_FORMATO.png",95738,5,262,"lat","Nulo",0,5.56,0,3.7,"Flamengo",2,NA,NA,NA,2,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
