,atletas.nome,atletas.jogos_num,atletas.foto,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.clube_id,DS,FF,FS,CA,FC,FD,DE,GS,SG,V,A,FT,I,G,GC,PS,CV,PC,PP,DP,PI
675,Mateus Carvalho dos Santos,8,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,,31,Vasco,0.0,118752,0.0,M. Carvalho,4,6,1.93,0.97,False,mateus-carvalho,Mateus Carvalho,267,8.0,1.0,6.0,3.0,13.0,1.0,,,,,,,,,,,,,,,
676,Jair Paula da Cunha Filho,0,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,,31,Santos,0.0,118758,0.0,J. Paula,3,6,1.0,0.0,False,jair-paula,Jair Paula,277,,,,,,,,,,,,,,,,,,,,,
677,Patrick Verhon Pertel Pereira,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,,31,Bahia,0.0,118770,0.0,P. Verhon,4,6,1.44,0.0,False,patrick-verhon,Patrick Verhon,265,,,,,,,,,,,,,,,,,,,,,
678,Alexsander Christian Gomes da Costa,14,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,,31,Fluminense,0.0,118774,0.0,Alexsander,2,6,8.12,3.6,False,alexsander,Alexsander,266,16.0,3.0,8.0,,18.0,1.0,,,5.0,,1.0,,1.0,,,,,1.0,,,
679,Jacob Christian Montes,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,,31,Botafogo,0.0,118843,0.0,J. Montes,4,6,3.0,0.0,False,jacob-montes,Jacob Montes,263,,,,,,,,,,,,,,,,,,,,,
680,Kaio César Andrade Lima,19,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,,31,Coritiba,0.0,118844,0.0,K. César,5,6,4.36,2.03,False,kaio-cesar,Kaio César,294,18.0,4.0,41.0,3.0,22.0,3.0,,,,,,,5.0,,,,,,,,
681,João Vitor Tavares da Mota,0,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,,31,Athlético-PR,0.0,120419,0.0,J. Vitor,3,6,1.0,0.0,False,joao-vitor,João Vitor,293,,,,,,,,,,,,,,,,,,,,,
682,Erick Marcus dos Santos Oliveira do Carmo,13,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,,31,Vasco,-0.15,121184,0.5,E. Marcus,5,6,3.13,2.06,True,erick-marcus,Erick Marcus,267,9.0,2.0,8.0,1.0,9.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,
683,Eduardo Simioni,0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,,31,Goiás,0.0,121235,0.0,Simioni,4,6,1.0,0.0,False,simioni,Simioni,290,,,,,,,,,,,,,,,,,,,,,
684,Kauan Rodrigues da Silva,1,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,,31,Fortaleza,0.0,121237,0.0,Kauan,4,6,1.48,0.2,False,kauan,Kauan,356,,,1.0,,1.0,,,,,,,,,,,,,,,,
685,Wendell Silva Santos dos Santos,0,,,31,Goiás,0.0,121238,0.0,Wendell,5,6,1.0,0.0,False,wendell,Wendell,290,,,,,,,,,,,,,,,,,,,,,
686,Luis Felipe Nascimento Miranda,0,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,,31,Goiás,0.0,121241,0.0,Mina,3,6,1.0,0.0,False,mina,Mina,290,,,,,,,,,,,,,,,,,,,,,
687,Alan Matheus Stence,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,,31,Goiás,0.0,121242,0.0,Alan,4,6,1.0,0.0,False,alan,Alan,290,,,,,,,,,,,,,,,,,,,,,
688,Gabryel Vinícius Araújo Freitas,0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,,31,Cuiabá,0.0,121263,0.0,G. Freitas,5,6,2.0,0.0,False,gabryel-freitas,Gabryel Freitas,1371,,,,,,,,,,,,,,,,,,,,,
689,Pablo Henrique Almeida Silva,1,,,31,Cuiabá,0.0,121752,0.0,Pablo,5,6,1.44,3.6,False,pablo,Pablo,1371,3.0,,,,,,,,,,,,,,,,,,,,
690,Paulo Ricardo de Souza Babilônia,0,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,,31,Vasco,0.0,121766,0.0,P. Silva,2,6,1.0,0.0,False,paulinho-silva,Paulinho Silva,267,,,,,,,,,,,,,,,,,,,,,
691,Victor Matheus dos Santos Gonçalves,1,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,,31,Cuiabá,0.0,121779,0.0,Vitão,3,6,1.32,0.0,False,vitao,Vitão,1371,,,,,,,,,,,,,,,,,,,,,
692,André Henrique da Silva Martins,16,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,,31,Grêmio,0.0,121792,0.0,André,5,6,3.29,2.49,False,andre,André,284,9.0,4.0,7.0,1.0,6.0,1.0,,,,,,,,3.0,,,,,,,
693,Jean Henrique Carneiro Pedroso,7,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_QTICAoM.png,,31,Coritiba,0.0,121796,0.0,J. Pedroso,3,6,2.07,2.9,False,jean-pedroso,Jean Pedroso,294,10.0,1.0,2.0,1.0,5.0,,,,2.0,,,,,,,,,1.0,,,
694,Janderson de Carvalho Costa,13,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,,31,Botafogo,0.0,121830,0.0,Janderson,5,6,2.27,1.38,False,janderson,Janderson,263,7.0,3.0,3.0,2.0,9.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,
695,Pedro Henrique Cunha Scaramussa,0,,,31,Santos,0.0,121984,0.0,P. Scaramussa,2,6,1.0,0.0,False,pedrinho-scaramussa,Pedrinho Scaramussa,277,,,,,,,,,,,,,,,,,,,,,
696,Giovanni Manson Ribeiro,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,,31,Fluminense,0.0,121985,0.0,G. Manson,4,6,1.56,-0.2,False,giovanni-manson,Giovanni Manson,266,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
697,Luis Fernando Santos Oliveira,1,,,31,Cruzeiro,0.0,122127,0.0,Fernando,5,6,2.29,3.5,False,fernando,Fernando,283,3.0,,,,,,,,,,,,1.0,,,,,,,,
698,Ronald Barcellos Arantes,0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,,31,Grêmio,0.0,122233,0.0,R. Barcellos,5,6,3.0,0.0,False,ronald-barcellos,Ronald Barcellos,284,,,,,,,,,,,,,,,,,,,,,
699,Thiago Dombroski Moreira,6,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_HL1Q189.png,,31,Coritiba,0.0,122293,0.0,T. Dombroski,3,5,0.9,0.93,False,thiago-dombroski,Thiago Dombroski,294,5.0,1.0,1.0,4.0,9.0,,,,1.0,,,,,,,,,,,,
700,Ryan Carlos Santos de Sousa,9,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,,31,Bahia,0.0,122300,0.0,Ryan,2,6,2.56,3.19,False,ryan,Ryan,265,12.0,,3.0,3.0,8.0,1.0,,,2.0,,2.0,,1.0,,,,1.0,,,,
701,Kennedy Anderson Gomes Ferreira,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,,31,Bahia,0.0,122301,0.0,Kennedy,5,6,1.0,0.0,False,kennedy,Kennedy,265,,,,,,,,,,,,,,,,,,,,,
702,Lorran Lucas Pereira de Sousa,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,,31,Flamengo,0.0,122321,0.0,Lorran,4,6,3.0,0.0,False,lorran,Lorran,262,,,,,,,,,,,,,,,,,,,,,
703,Lyncon Correa Gonçalves,0,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,,31,Vasco,0.0,122378,0.0,Lyncon,3,6,1.0,0.0,False,lyncon,Lyncon,267,,,,,,,,,,,,,,,,,,,,,
704,Talisson de Almeida,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,,31,Bragantino,0.4,122393,9.0,Talisson,5,6,4.34,6.38,True,talisson,Talisson,280,4.0,1.0,4.0,,3.0,1.0,,,,,,,,3.0,,,,,,,
705,Gustavo Ribeiro Neves,16,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,,31,Bragantino,0.0,122394,0.0,Gustavinho,4,6,2.38,1.4,False,gustavinho,Gustavinho,280,10.0,3.0,4.0,1.0,12.0,2.0,,,,,,,,1.0,,,,,,,
706,Ryan Gustavo de Lima,0,,,31,Corinthians,0.0,122396,0.0,Ryan,4,6,1.0,0.0,False,ryan,Ryan,264,,,,,,,,,,,,,,,,,,,,,
707,Adryan Bezerra Silva,0,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,,31,Corinthians,0.0,122398,0.0,Adryan,4,6,1.0,0.0,False,adryan,Adryan,264,,,,,,,,,,,,,,,,,,,,,
708,Felipe de Souza Motta Marins,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,,31,Internacional,0.0,122419,0.0,Felipe,3,6,1.0,0.0,False,felipe,Felipe,285,,,,,,,,,,,,,,,,,,,,,
709,Lucca Holanda Sampaio Tavares,18,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,,31,Internacional,0.71,122420,2.6,Lucca,5,6,1.73,1.1,True,lucca,Lucca,285,6.0,7.0,13.0,2.0,10.0,3.0,,,,,1.0,,,,,,1.0,,,,
710,Isaac Rodrigues de Lima,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,,31,Fluminense,0.0,122439,0.0,Isaac,4,6,0.85,0.87,False,isaac,Isaac,266,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
711,Kayky Henrique Almeida Brandão da Silva,0,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,,31,Fluminense,0.0,122441,0.0,K. Almeida,3,6,1.0,0.0,False,kayky-almeida,Kayky Almeida,266,,,,,,,,,,,,,,,,,,,,,
712,Cauan Lucas Barros da Luz,8,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,,31,Vasco,0.0,122485,0.0,Barros,4,6,1.66,1.39,False,barros,Barros,267,3.0,3.0,3.0,2.0,8.0,,,,,,,,,1.0,,,,,,,
713,Rayan Vitor Simplício Rocha,6,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,,31,Vasco,0.0,122486,0.0,Rayan,5,6,2.09,2.63,False,rayan,Rayan,267,3.0,4.0,3.0,2.0,3.0,2.0,,,,,,,,1.0,,,,,,,
714,Agner Moura Izigethy de Souza,0,https://s.sde.globo.com/media/person_role/2023/08/27/photo_FORMATO.png,,31,Fluminense,0.0,122555,0.0,Agner,5,6,1.0,0.0,False,agner,Agner,266,,,,,,,,,,,,,,,,,,,,,
715,Alexsandro Amorim de Freitas Filho,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,,31,Fortaleza,0.0,122598,0.0,Amorim,4,6,2.0,0.0,False,amorim,Amorim,356,,,,,,,,,,,,,,,,,,,,,
716,Matheus José Belém de Souza,2,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO.png,,31,São Paulo,0.0,122602,0.0,M. Belém,3,6,0.9,2.45,False,matheus-belem,Matheus Belém,276,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
717,João Wellington Gadelha Melo de Oliveira,1,,,31,Cruzeiro,0.0,122660,0.0,Japa,4,6,1.44,2.0,False,japa,Japa,283,1.0,1.0,,,,,,,,,,,,,,,,,,,
718,Bruno Araújo dos Santos,8,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,,31,Goiás,0.0,122668,0.0,B. Santos,2,6,2.11,0.87,False,bruno-santos,Bruno Santos,290,5.0,,8.0,3.0,14.0,1.0,,,,,,1.0,,,,,,,,,
719,Lucas de Souza Cunha,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,,31,Bragantino,0.0,122755,0.0,L. Cunha,3,5,4.0,0.0,False,lucas-cunha,Lucas Cunha,280,,,,,,,,,,,,,,,,,,,,,
720,Breno Cascardo Lemos,19,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_DHZhRWj.png,,31,América-MG,-0.19,122991,-0.3,Breno,4,6,3.08,2.01,True,breno,Breno,327,17.0,10.0,9.0,1.0,21.0,4.0,,,,,,,1.0,1.0,,,,,,,
721,Pedro Henrique Silva dos Santos,11,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,,31,Corinthians,0.0,123022,0.0,Pedro,5,6,1.85,2.31,False,pedro,Pedro,264,5.0,1.0,20.0,1.0,9.0,3.0,,,,,,,2.0,1.0,,1.0,,,,,
722,Tiago Gomes dos Santos,0,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,,31,Bahia,0.0,123054,0.0,T. Gomes,1,6,1.0,0.0,False,tiago-gomes,Tiago Gomes,265,,,,,,,,,,,,,,,,,,,,,
723,Luis Henrique Hoffmann,7,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,,31,Grêmio,0.0,123153,0.0,Zinho,5,6,3.45,1.8,False,zinho,Zinho,284,4.0,1.0,3.0,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,
724,Carlos Eduardo Amaral Pereira de Castro,2,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,,31,Atlético-MG,-0.2,123359,-0.3,Cadu,5,6,0.75,0.45,True,cadu,Cadu,282,1.0,,,,1.0,,,,,,,,,,,,,,,,
725,Cauly Oliveira Souza,24,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,,31,Bahia,0.0,123360,0.0,Cauly,4,7,6.79,3.99,False,cauly,Cauly,265,14.0,19.0,23.0,3.0,19.0,13.0,,,,,6.0,,5.0,2.0,,,,,,,
726,Pedro Lima de Barros,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,,31,Palmeiras,0.0,123610,0.0,P. Lima,4,6,1.0,0.0,False,pedro-lima,Pedro Lima,275,,,,,,,,,,,,,,,,,,,,,
727,Lucas Ronier Vieira Pires,0,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mLIvaG1.png,,31,Coritiba,0.0,123648,0.0,L. Ronier,5,6,1.0,0.0,False,lucas-ronier,Lucas Ronier,294,,,,,,,,,,,,,,,,,,,,,
728,Luis Guilherme Lira dos Santos,18,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,,31,Palmeiras,0.0,123713,0.0,L. Guilherme,4,6,2.31,1.66,False,luis-guilherme,Luis Guilherme,275,4.0,5.0,19.0,,9.0,3.0,,,,,1.0,2.0,3.0,,,,,,,,
729,José Guilherme de Lima Costa,0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,,31,Grêmio,0.0,123717,0.0,Z. Guilherme,2,6,1.0,0.0,False,ze-guilherme,Zé Guilherme,284,,,,,,,,,,,,,,,,,,,,,
730,Arthur Zanella Koerich,0,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,,31,Athlético-PR,0.0,123725,0.0,A. Zanella,3,6,1.0,0.0,False,arthur-zanella,Arthur Zanella,293,,,,,,,,,,,,,,,,,,,,,
731,Everton Tiago Barella de Souza Messias,0,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,,31,Bragantino,0.0,124158,0.0,Everton,5,6,1.0,0.0,False,everton,Everton,280,,,,,,,,,,,,,,,,,,,,,
732,Henry David Mosquera Sánchez,13,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,,31,Bragantino,0.34,124239,3.6,H. Mosquera,5,2,5.72,3.44,True,henry-mosquera,Henry Mosquera,280,10.0,7.0,13.0,1.0,19.0,3.0,,,,,1.0,1.0,2.0,2.0,,,,,,,
733,Isaac Aguiar Tomich,1,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,,31,Atlético-MG,0.0,124247,0.0,Isaac,5,6,1.1,-0.3,False,isaac,Isaac,282,,,,,1.0,,,,,,,,,,,,,,,,
734,Leonardo dos Santos Lopes da Silva,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,,31,Atlético-MG,0.0,124249,0.0,L. Santos,2,6,1.0,0.0,False,leo-santos,Léo Santos,282,,,,,,,,,,,,,,,,,,,,,
735,Pedro Ataide de Souza Oliveira,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,,31,Atlético-MG,0.0,124250,0.0,P. Ataíde,5,6,1.0,0.0,False,pedro-ataide,Pedro Ataíde,282,,,,,,,,,,,,,,,,,,,,,
736,João Paulo Dalla Corte,1,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_LXUkgfQ.png,,31,Internacional,0.0,124265,0.0,J. Corte,3,6,0.74,-1.3,False,joao-dalla-corte,João Dalla Corte,285,,,,,1.0,,,,,,,,,,,,,1.0,,,
737,Vinicius Rangel da Silva,0,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_4bRSbNP.png,,31,Internacional,0.0,124267,0.0,Rangel,2,6,1.0,0.0,False,rangel,Rangel,285,,,,,,,,,,,,,,,,,,,,,
738,Ian Custódio dos Anjos,1,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,,31,Palmeiras,0.0,124313,0.0,Ian,2,6,0.82,0.5,False,ian,Ian,275,,,1.0,,,,,,,,,,,,,,,,,,
739,Allyson Aires dos Santos,7,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,,31,Cuiabá,0.0,124340,0.0,Allyson,3,6,4.16,3.13,False,allyson,Allyson,1371,4.0,1.0,5.0,,4.0,,,,3.0,,,,,,,,,,,,
740,João Vitor da Silva Almeida,0,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,,31,Coritiba,0.0,124358,0.0,J. Vitor,2,6,1.0,0.0,False,joao-vitor,João Vitor,294,,,,,,,,,,,,,,,,,,,,,
741,Mateo Ponte Costa,1,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,,31,Botafogo,0.0,124481,0.0,M. Ponte,2,6,4.55,6.2,False,mateo-ponte,Mateo Ponte,263,1.0,,,,,,,,1.0,,,,,,,,,,,,
742,Felipe Negrucci Berdague,1,https://s.sde.globo.com/media/person_role/2023/05/04/photo_FORMATO_X79ZKxw.png,,31,São Paulo,0.0,124674,0.0,F. Negrucci,4,6,0.73,-0.6,False,felipe-negrucci,Felipe Negrucci,276,,,,,2.0,,,,,,,,,,,,,,,,
743,Paulo Vitor Monteiro,1,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,,31,Atlético-MG,0.0,124690,0.0,P. Vitor,4,6,1.04,1.1,False,paulo-vitor,Paulo Vitor,282,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
744,Daniel Camargo Nolasco,0,,,31,Goiás,0.0,124698,0.0,Nolasco,3,6,1.0,0.0,False,nolasco,Nolasco,290,,,,,,,,,,,,,,,,,,,,,
745,Arielson Sampaio Galvão,0,https://s.sde.globo.com/media/person_role/2023/05/10/photo_220x220_gg52sKH.png,,31,Cruzeiro,0.0,124699,0.0,Arielson,5,6,1.0,0.0,False,arielson,Arielson,283,,,,,,,,,,,,,,,,,,,,,
746,Leandro Mathias Silva Bueno,0,,,31,São Paulo,0.0,124701,0.0,Leandro,1,6,1.0,0.0,False,leandro,Leandro,276,,,,,,,,,,,,,,,,,,,,,
747,João Henrique Mendes da Silva,0,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,,31,Fluminense,0.0,124728,0.0,J. Henrique,2,6,1.0,0.0,False,joao-henrique,João Henrique,266,,,,,,,,,,,,,,,,,,,,,
748,Nathan Ribeiro Fernandes,6,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png,,31,Grêmio,0.0,124757,0.0,N. Fernandes,5,6,1.46,2.02,False,nathan-fernandes,Nathan Fernandes,284,,2.0,4.0,,6.0,2.0,,,,,,,1.0,1.0,,,,,,,
749,Gustavo Henrique da Silva,0,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO_mWVV0xX.png,,31,Bragantino,0.0,124758,0.0,G. Henrique,3,6,1.0,0.0,False,gustavo-henrique,Gustavo Henrique,280,,,,,,,,,,,,,,,,,,,,,
750,Kauã Elias Nogueira,0,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_e5AgUEU.png,,31,Fluminense,0.0,124821,0.0,K. Elias,5,6,1.0,0.0,False,kaua-elias,Kauã Elias,266,,,,,,,,,,,,,,,,,,,,,
751,Lian dos Santos da Silva,1,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_J0XOK33.png,,31,Grêmio,0.0,124830,0.0,Lian,5,6,0.72,0.0,False,lian,Lian,284,,,,,,,,,,,,,,,,,,,,,
752,Ruan Lucas de Assis,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8AiFV6n.png,,31,Coritiba,0.0,124834,0.0,R. Assis,4,6,1.73,1.55,False,ruan-assis,Ruan Assis,294,,,,,,1.0,,,,,1.0,,,,,,,,,,
753,Rafael Raul Barcelos,0,https://s.sde.globo.com/media/person_role/2023/10/23/photo_FORMATO_WjoT6i8.png,,31,América-MG,0.0,124917,0.0,R. Barcelos,4,6,1.0,0.0,False,rafa-barcelos,Rafa Barcelos,327,,,,,,,,,,,,,,,,,,,,,
754,Renato Santos da Cruz,0,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220_kkl0avZ.png,,31,Corinthians,0.0,124918,0.0,Renato,3,6,1.0,0.0,False,renato,Renato,264,,,,,,,,,,,,,,,,,,,,,
755,Wesley da Costa Silva,1,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,,31,Grêmio,0.0,125000,0.0,W. Costa,2,6,1.06,1.8,False,wesley-costa,Wesley Costa,284,2.0,,,,2.0,,,,,,,,,,,,,,,,
756,Robert Vinicius Rodrigues Silva,4,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,,31,Cruzeiro,-0.61,125050,0.0,Robert,5,6,1.25,1.75,True,robert,Robert,283,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,
757,Armando Evangelista Macedo Freitas,21,https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,,31,Goiás,0.02,125081,3.16,A. Evangelista,6,7,9.95,4.56,True,armando-evangelista,Armando Evangelista,290,,,,,,,,,,5.0,,,,,,,,,,,
758,Viery Fernandes Santos Lopes,0,,,31,Grêmio,0.0,125467,0.0,Viery,3,6,1.0,0.0,False,viery,Viery,284,,,,,,,,,,,,,,,,,,,,,
759,Alisson Santana Lopes da Fonseca,4,,,31,Atlético-MG,0.0,125469,0.0,Alisson,5,6,0.74,-0.35,False,alisson,Alisson,282,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
760,Thiago Kosloski,18,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO.png,,31,Coritiba,-0.48,125470,2.97,T. Kosloski,6,7,10.06,4.71,True,thiago-kosloski,Thiago Kosloski,294,,,,,,,,,,6.0,,,,,,,,,,,
761,Sérgio Antonio de Luiz Junior,6,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO_CF5cmRB.png,,31,Vasco,0.0,125471,0.0,Serginho,5,6,3.32,2.43,False,serginho,Serginho,267,4.0,1.0,7.0,1.0,5.0,,,,,,,,,1.0,,,,,,,
762,Gabriel Silva Moscardo de Salles,13,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,,31,Corinthians,0.5,125487,2.9,G. Moscardo,4,6,3.53,2.63,True,gabriel-moscardo,Gabriel Moscardo,264,30.0,3.0,5.0,5.0,15.0,,,,,,,1.0,,,,,,,,,
763,João Pedro de Sousa Rodrigues,0,https://s.sde.globo.com/media/person_role/2023/08/19/photo_220x220.png,,31,Corinthians,0.0,125488,0.0,J. Pedro,3,6,1.0,0.0,False,joao-pedro,João Pedro,264,,,,,,,,,,,,,,,,,,,,,
764,Jean Gabriel Silveira,0,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_zBglDNB.png,,31,Coritiba,0.0,125551,0.0,J. Gabriel,4,6,1.0,0.0,False,jean-gabriel,Jean Gabriel,294,,,,,,,,,,,,,,,,,,,,,
765,Eduardo Kogitzki Anastacio,0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,,31,Athlético-PR,0.0,125746,0.0,Dudu,4,6,1.0,0.0,False,dudu,Dudu,293,,,,,,,,,,,,,,,,,,,,,
766,Pedro Luccas Morisco da Silva,0,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uEqzzMU.png,,31,Coritiba,0.0,125803,0.0,P. Morisco,1,6,1.0,0.0,False,pedro-morisco,Pedro Morisco,294,,,,,,,,,,,,,,,,,,,,,
767,Rafael Monteiro Reis,0,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,,31,Fluminense,0.0,125804,0.0,R. Monteiro,2,6,1.0,0.0,False,rafael-monteiro,Rafael Monteiro,266,,,,,,,,,,,,,,,,,,,,,
768,Bruno Zapelli,13,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,,31,Athlético-PR,-0.85,125926,-0.4,Zapelli,4,7,4.72,3.36,True,zapelli,Zapelli,293,12.0,11.0,9.0,,12.0,3.0,,,,,1.0,1.0,1.0,1.0,,,,,,,
769,Diogo de Oliveira Barbosa,9,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_j3yYqW0.png,,31,Coritiba,0.0,125992,0.0,D. Oliveira,5,6,5.82,4.19,False,diogo-oliveira,Diogo Oliveira,294,15.0,5.0,6.0,1.0,13.0,4.0,,,,,1.0,,1.0,1.0,,,,,,,
770,Yani David Quintero Rivas,3,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_jnLuJep.png,,31,Bragantino,0.0,126010,0.0,Y. Quintero,4,6,1.53,0.53,False,yani-quintero,Yani Quintero,280,3.0,,1.0,1.0,5.0,,,,,,,,,,,,,,,,
771,Ythallo Rycklem Rodrigues de Oliveira,0,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220.png,,31,São Paulo,0.0,126013,0.0,Ythallo,3,6,1.0,0.0,False,ythallo,Ythallo,276,,,,,,,,,,,,,,,,,,,,,
