,atletas.apelido,atletas.variacao_num,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.rodada_id,atletas.nome,atletas.status_id
603,Caio,0,276,0,1.76,0,3,5,0,115227,São Paulo,caio,Caio,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,1,Caio Matheus da Silva,6
604,Wesley,0,262,0,1.76,0,3,2,0,115239,Flamengo,wesley,Wesley,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,1,Wesley Vinícius França Lima,6
605,Naves,0,275,0,0.59,0,1,3,0,115246,Palmeiras,naves,Naves,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,1,Kaiky Marques Naves,6
606,Jhon Jhon,0,275,0,0.59,0,1,4,0,115248,Palmeiras,jhon-jhon,J. Jhon,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,1,Jhonatan dos Santos Rosa,6
607,Habraão,0,356,0,1.17,0,2,3,0,115270,Fortaleza,habraao,Habraão,https://s.sde.globo.com/media/person_role/2022/05/12/79c1454b609937a5b20a3a0b549b4f9f_FORMATO.png,1,Habraão Lincon do Nascimento Saraiva,6
608,Ceballos,0,356,0,2.35,0,4,3,0,115502,Fortaleza,ceballos,Ceballos,https://s.sde.globo.com/media/person_role/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png,1,Brayan Andrés Ceballos Jiménez,6
609,Marcos Victor,0,265,0,2.35,0,4,3,0,115537,Bahia,marcos-victor,M. Victor,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,1,Marcos Victor Ferreira da Silva,5
610,Arthur,0,327,0,2.35,0,4,2,0,115562,América-MG,arthur,Arthur,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_uV8Y9vj.png,1,Arthur Augusto de Matos Soares,7
611,Rodriguinho,0,327,0,1.76,0,3,4,0,115563,América-MG,rodriguinho,Rodriguinho,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,1,Rodrigo Henrique Santos de Souza,6
612,Gabriel Delfim,0,282,0,1.17,0,2,1,0,115674,Atlético-MG,gabriel-delfim,G. Delfim,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,1,Gabriel Delfim Ferreira,6
613,Zé Vitor,0,267,0,1.17,0,2,3,0,115733,Vasco,ze-vitor,Z. Vitor,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,1,José Vitor Geminiano Cavalieri,6
614,Pimentel,0,267,0,1.17,0,2,3,0,115734,Vasco,pimentel,Pimentel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,1,Eric Lima Pimentel,6
615,Jonathan,0,280,0,0.59,0,1,2,0,115870,Bragantino,jonathan,Jonathan,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,1,Jonathan da Cruz Silva,6
616,Lelê,0,266,0,3.52,0,6,5,0,115915,Fluminense,lele,Lelê,https://s.sde.globo.com/media/person_role/2023/03/30/photo_220x220_ZEcsRGT.png,1,Leanderson da Silva Genésio,6
617,Endrick,0,275,0,3.52,0,6,5,0,115959,Palmeiras,endrick,Endrick,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,1,Endrick Felipe Moreira de Sousa,7
618,Denilson,0,1371,0,1.76,0,3,4,0,115986,Cuiabá,denilson,Denilson,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,1,Denilson Alves Borges,7
619,Adyson,0,327,0,1.17,0,2,5,0,115998,América-MG,adyson,Adyson,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,1,Adyson do Nascimento Soares,6
620,Matheus Gonçalves,0,262,0,2.35,0,4,4,0,116012,Flamengo,matheus-goncalves,M. Gonçalves,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_ugK8C1s.png,1,Matheus Gonçalves Martins,6
621,Igor Jesus,0,262,0,1.17,0,2,4,0,116013,Flamengo,igor-jesus,I. Jesus,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,1,Igor Jesus Lima,6
622,Victor Hugo,0,262,0,2.93,0,5,4,0,116034,Flamengo,victor-hugo,V. Hugo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,1,Victor Hugo Gomes Silva,6
623,Vitor Graziani,0,282,0,0.59,0,1,4,0,116046,Atlético-MG,vitor-graziani,V. Graziani,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,1,Vitor Hugo Santos Graziani,6
624,Raí,0,263,0,1.76,0,3,4,0,116048,Botafogo,rai,Raí,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,1,Raí da Silva Pessanha,6
625,João Moreira,0,276,0,1.76,0,3,2,0,116137,São Paulo,joao-moreira,J. Moreira,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,1,João Moreira Sanmartin Souza,5
626,Gabriel Silva,0,284,0,,0,1,4,0,116282,Grêmio,gabriel-silva,G. Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_rExi0Dp.png,1,Gabriel Silva Azevedo Figueiredo,6
627,Daniel Junior,0,283,0,2.35,0,4,4,0,116432,Cruzeiro,daniel-junior,D. Junior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_BhP9sDN.png,1,Daniel de Melo Araújo Junior,7
628,Hércules,0,356,0,3.52,0,6,4,0,116447,Fortaleza,hercules,Hércules,https://s.sde.globo.com/media/person_role/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png,1,Hércules Pereira do Nascimento,6
629,André,0,265,0,1.76,0,3,2,0,116450,Bahia,andre,André,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,1,André Dhominique Queiroz Santiago Da Silva,6
630,Jamerson,0,294,0,,0,3,2,0,116461,Coritiba,jamerson,Jamerson,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png,1,Jamerson Santos de Jesus,6
631,Carlos Maia,0,290,0,1.17,0,2,4,0,116525,Goiás,carlos-maia,C. Maia,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_iSGVAGn.png,1,Carlos Eduardo Maia do Nascimento,6
632,Everton,0,265,0,1.17,0,2,5,0,116690,Bahia,everton,Everton,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_yPTcOhb.png,1,Everton Macedo Moraes,6
633,Jhonny,0,280,0,0.59,0,1,2,0,116825,Bragantino,jhonny,Jhonny,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,1,Jhonny Cardinoti Pedro,6
634,Reginaldo,0,290,0,0.59,0,1,5,0,116835,Goiás,reginaldo,Reginaldo,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,1,Reginaldo dos Santos Moreira,6
635,Popó,0,280,0,1.76,0,3,5,0,116994,Bragantino,popo,Popó,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_DFCaYPL.png,1,Werik Silva Pinto,6
636,Thiago Borbas,0,280,0,2.35,0,4,5,0,117314,Bragantino,thiago-borbas,T. Borbas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,1,Thiago Nicolás Borbas Silva,6
637,Galoppo,0,276,0,2.93,0,5,4,0,117579,São Paulo,galoppo,Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,1,Giuliano Galoppo,5
638,Pedro Caixinha,0,280,0,3.52,0,6,6,0,117711,Bragantino,pedro-caixinha,P. Caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,1,Pedro Miguel Faria Caixinha,7
639,Giovane,0,264,0,1.76,0,3,5,0,117849,Corinthians,giovane,Giovane,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,1,Giovane Santana do Nascimento,6
640,Estevão,0,285,0,1.76,0,3,4,0,117870,Internacional,estevao,Estevão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,1,Estevão Barreto de Oliveira,6
641,Nathan Camargo,0,280,0,1.17,0,2,4,0,118175,Bragantino,nathan-camargo,N. Camargo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,1,Nathan Camargo dos Santos,6
642,Ronald,0,284,0,,0,1,4,0,118238,Grêmio,ronald,Ronald,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_jDGvDF5.png,1,Ronald Cardoso Falkoski,6
643,Pedrinho,0,290,0,1.17,0,2,5,0,118304,Goiás,pedrinho,Pedrinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,1,Pedro Junqueira de Oliveira,6
644,Mario Jorge,0,262,0,,0,9,6,0,118387,Flamengo,mario-jorge,M. Jorge,https://s.sde.globo.com/media/person_role/2023/04/09/photo_FORMATO.png,1,Mario Jorge dos Santos Silva,7
645,Eguinaldo,0,267,0,2.35,0,4,5,0,118708,Vasco,eguinaldo,Eguinaldo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_tsGYQ1l.png,1,Eguinaldo de Sousa Lemos,6
646,Ed Carlos,0,277,0,1.76,0,3,4,0,118747,Santos,ed-carlos,E. Carlos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,1,Ed Carlos de Arruda Amorim,6
647,Patrick Verhon,0,265,0,1.17,0,2,4,0,118770,Bahia,patrick-verhon,P. Verhon,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,1,Patrick Verhon Pertel Pereira,6
648,Alexsander,0,266,0,2.93,0,5,2,0,118774,Fluminense,alexsander,Alexsander,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_g4r49f2.png,1,Alexsander Christian Gomes da Costa,7
649,Kaio César,0,294,0,1.76,0,3,5,0,118844,Coritiba,kaio-cesar,K. César,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png,1,Kaio César Andrade Lima,6
650,Vinícius Boff,0,1371,0,1.17,0,2,4,0,120684,Cuiabá,vinicius-boff,V. Boff,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_nfy08Tk.png,1,Vinícius Gonçalves Boff,6
651,Erick Marcus,0,267,0,1.76,0,3,5,0,121184,Vasco,erick-marcus,E. Marcus,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,1,Erick Marcus dos Santos Oliveira do Carmo,6
652,Kauan,0,290,0,1.17,0,2,4,0,121237,Goiás,kauan,Kauan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KIb8NpZ.png,1,Kauan Rodrigues da Silva,6
653,Alan,0,290,0,0.59,0,1,4,0,121242,Goiás,alan,Alan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,1,Alan Matheus Stence,6
654,Gabryel Freitas,0,1371,0,1.17,0,2,5,0,121263,Cuiabá,gabryel-freitas,G. Freitas,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,1,Gabryel Vinícius Araújo Freitas,6
655,Ivo Vieira,0,1371,0,1.76,0,3,6,0,121593,Cuiabá,ivo-vieira,I. Vieira,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_KID8EWh.png,1,Ivo Ricardo Abreu Vieira,7
656,Vitão,0,1371,0,1.17,0,2,3,0,121779,Cuiabá,vitao,Vitão,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,1,Victor Matheus dos Santos Gonçalves,6
657,André,0,284,0,1.17,0,2,5,0,121792,Grêmio,andre,André,https://s.sde.globo.com/media/person_role/2023/04/05/photo_FORMATO.png,1,André Henrique da Silva Martins,6
658,Jean Pedroso,0,294,0,0.59,0,1,3,0,121796,Coritiba,jean-pedroso,J. Pedroso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_BsJge2e.png,1,Jean Henrique Carneiro Pedroso,6
659,Sidnei,0,294,0,0.59,0,1,1,0,121797,Coritiba,sidnei,Sidnei,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A2xBlsx.png,1,Sidnei Fernandes Junior,6
660,Giovanni Manson,0,266,0,1.76,0,3,4,0,121985,Fluminense,giovanni-manson,G. Manson,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_hmOfPsg.png,1,Giovanni Manson Ribeiro,6
661,Ryan,0,265,0,1.17,0,2,2,0,122300,Bahia,ryan,Ryan,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,1,Ryan Carlos Santos de Sousa,6
662,Kennedy,0,265,0,0.59,0,1,5,0,122301,Bahia,kennedy,Kennedy,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,1,Kennedy Anderson Gomes Ferreira,6
663,Lorran,0,262,0,1.76,0,3,4,0,122321,Flamengo,lorran,Lorran,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,1,Lorran Lucas Pereira de Sousa,6
664,Talisson,0,280,0,0.59,0,1,5,0,122393,Bragantino,talisson,Talisson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,1,Talisson de Almeida,7
665,Gustavinho,0,280,0,2.35,0,4,4,0,122394,Bragantino,gustavinho,Gustavinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,1,Gustavo Ribeiro Neves,6
666,Lucca,0,285,0,1.17,0,2,5,0,122420,Internacional,lucca,Lucca,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,1,Lucca Holanda Sampaio Tavares,6
667,Barros,0,267,0,1.76,0,3,4,0,122485,Vasco,barros,Barros,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,1,Cauan Lucas Barros da Luz,6
668,Amorim,0,356,0,1.17,0,2,4,0,122598,Fortaleza,amorim,Amorim,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_z0sDRnS.png,1,Alexsandro Amorim de Freitas Filho,6
669,Matheus Belém,0,276,0,0.59,0,1,3,0,122602,São Paulo,matheus-belem,M. Belém,,1,Matheus José Belém de Souza,6
670,Bruno Santos,0,290,0,1.76,0,3,2,0,122668,Goiás,bruno-santos,B. Santos,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,1,Bruno Araújo dos Santos,6
671,Lucas Cunha,0,280,0,2.35,0,4,3,0,122755,Bragantino,lucas-cunha,L. Cunha,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,1,Lucas de Souza Cunha,6
672,Luan Campos,0,327,0,1.76,0,3,5,0,122992,América-MG,luan-campos,L. Campos,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_ghOAcrE.png,1,Luan de Campos Cristiano da Silva,6
673,Pedro,0,264,0,,0,1,5,0,123022,Corinthians,pedro,Pedro,,1,Pedro Henrique Silva dos Santos,6
674,Zinho,0,284,0,,0,2,5,0,123153,Grêmio,zinho,Zinho,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_EtLscfz.png,1,Luis Henrique Hoffmann,6
675,Cauly,0,265,0,2.93,0,5,4,0,123360,Bahia,cauly,Cauly,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,1,Cauly Oliveira Souza,2
676,Pedro Lima,0,275,0,0.59,0,1,4,0,123610,Palmeiras,pedro-lima,P. Lima,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,1,Pedro Lima de Barros,6
677,Pepa,0,283,0,4.11,0,7,6,0,123907,Cruzeiro,pepa,Pepa,https://s.sde.globo.com/media/person_role/2023/03/20/photo_220x220_o3JUWBe.png,1,Pedro Miguel Marques da Costa Filipe,7
678,Everton,0,280,0,0.59,0,1,5,0,124158,Bragantino,everton,Everton,,1,Everton Tiago Barella de Souza Messias,6
679,Henry Mosquera,0,280,0,0.59,0,1,5,0,124239,Bragantino,henry-mosquera,H. Mosquera,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220.png,1,Henry David Mosquera Sánchez,6
680,Isaac,0,282,0,,0,2,5,0,124247,Atlético-MG,isaac,Isaac,https://s.sde.globo.com/media/person_role/2023/04/06/photo_220x220_qx2138M.png,1,Isaac Aguiar Tomich,6
681,Léo Santos,0,282,0,0.59,0,1,2,0,124249,Atlético-MG,leo-santos,L. Santos,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,1,Leonardo dos Santos Lopes da Silva,6
682,Pedro Ataíde,0,282,0,0.59,0,1,5,0,124250,Atlético-MG,pedro-ataide,P. Ataíde,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,1,Pedro Ataide de Souza Oliveira,6
683,Deivid Washington,0,277,0,0.59,0,1,5,0,124251,Santos,deivid-washington,D. Washington,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO.png,1,Deivid Washington de Souza Eugênio,6
684,Ian,0,275,0,0.59,0,1,2,0,124313,Palmeiras,ian,Ian,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,1,Ian Custódio dos Anjos,6
685,Allyson,0,1371,0,,0,4,3,0,124340,Cuiabá,allyson,Allyson,https://s.sde.globo.com/media/person_role/2023/04/06/photo_220x220.png,1,Allyson Aires dos Santos,6
686,João Vitor,0,294,0,,0,1,2,0,124358,Coritiba,joao-vitor,J. Vitor,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,1,João Vitor da Silva Almeida,6
