,atletas.apelido,atletas.posicao_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,PP,PC,SG,PS,CV,DE,DP,GC,GS,FT,V,PI
75,Nikão,4,-0.34,,True,2.48,Cruzeiro,4.0,nikao,Nikão,69705,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,283,13,Maycon Vinícius Ferreira da Cruz,27,4.14,7,2.0,1.0,8.0,4.0,1.0,3.0,7.0,1.0,3.0,,,,,,,,,,,,
76,Lucas Moura,5,-0.87,,True,4.4,São Paulo,-0.4,lucas-moura,L. Moura,70164,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png,276,8,Lucas Rodrigues Moura da Silva,27,11.19,7,,,7.0,7.0,3.0,6.0,21.0,1.0,,,1.0,,,,,,,,1.0,,
77,Rafael,2,0.0,,False,5.16,Botafogo,0.0,rafael,Rafael,70171,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,263,9,Rafael Pereira da Silva,27,6.7,5,,2.0,22.0,12.0,1.0,,5.0,,,,,5.0,,1.0,,,,,,,
78,Fábio,2,0.12,,True,2.07,Grêmio,1.2,fabio,Fábio,70172,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,284,9,Fábio Pereira da Silva,27,3.91,6,2.0,3.0,9.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
79,Bruno Uvini,3,0.0,,False,2.32,Grêmio,0.0,bruno-uvini,B. Uvini,70221,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,284,14,Bruno Uvini,27,4.33,7,,4.0,8.0,10.0,3.0,4.0,6.0,1.0,,,1.0,2.0,,,,,,,1.0,,
80,Diego Costa,5,-0.82,,True,3.24,Botafogo,0.0,diego-costa,D. Costa,70316,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png,263,7,Diego da Silva Costa,27,8.32,3,,3.0,5.0,8.0,3.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,
81,Eduardo Sasha,5,2.95,,True,5.83,Bragantino,19.2,eduardo-sasha,E. Sasha,70360,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,280,22,Eduardo Colcenti Antunes,27,13.75,7,2.0,3.0,8.0,17.0,9.0,12.0,32.0,9.0,6.0,,,,,,,,,,3.0,,
82,Gabriel,1,-0.19,,True,2.63,Coritiba,0.0,gabriel,Gabriel,70449,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png,294,23,Gabriel Vasconcelos Ferreira - Vasconcellos,27,4.62,7,1.0,3.0,,,,,1.0,,,,,4.0,,,86.0,,,48.0,,,
83,Marllon,3,-0.11,,True,3.32,Cuiabá,6.4,marllon,Marllon,70666,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,1371,23,Marllon Gonçalves Jerônimo Borges,27,7.8,7,1.0,7.0,24.0,19.0,2.0,6.0,12.0,1.0,1.0,,1.0,7.0,,,,,,,,,
84,Enner Valencia,5,0.0,,False,3.06,Internacional,0.0,enner-valencia,E. Valencia,70788,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,285,11,Enner Remberto Valencia Lastra,27,9.99,7,1.0,3.0,3.0,11.0,6.0,8.0,16.0,1.0,12.0,,,,,,,,,,1.0,,
85,Diogo Barbosa,2,0.0,,False,3.04,Fluminense,0.0,diogo-barbosa,D. Barbosa,70916,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,266,15,Diogo Barbosa Mendanha,27,6.8,7,,2.0,11.0,7.0,,1.0,16.0,1.0,2.0,,,4.0,,,,,,,,,
86,Bruno Henrique,4,-0.18,,True,3.12,Internacional,2.6,bruno-henrique,B. Henrique,70944,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,285,10,Bruno Henrique Corsini,27,7.6,6,,2.0,9.0,19.0,5.0,4.0,16.0,1.0,,,,,,,,,,,1.0,,
87,Payet,4,1.23,,True,3.3,Vasco,8.5,payet,Payet,70984,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,267,6,Florent Dimitri Payet,27,10.65,6,1.0,,2.0,3.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,
88,Léo Cittadini,4,0.0,,False,1.15,Bahia,0.0,leo-cittadini,L. Cittadini,70986,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,265,10,Leonardo Cittadini,27,1.93,6,,1.0,8.0,11.0,2.0,1.0,6.0,,,,,,,,,,,,,,
89,Maicon,3,-0.03,,True,3.32,Vasco,5.0,maicon,Maicon,71227,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,267,9,Maicon Pereira Roque,27,5.91,6,,1.0,8.0,4.0,1.0,1.0,1.0,,,,,4.0,,,,,,,,,
90,Fernando Miguel,1,0.0,,False,4.6,Fortaleza,0.0,fernando-miguel,F. Miguel,71571,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,356,5,Fernando Miguel Kaufmann,27,8.8,6,,,,,,,,,,,,1.0,,,23.0,,,5.0,,,
91,Weverton,1,-1.29,,True,3.93,Palmeiras,-1.0,weverton,Weverton,71631,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,275,24,Weverton Pereira da Silva,27,8.86,7,,2.0,1.0,,,,4.0,,,,,8.0,,,74.0,,,21.0,,,
92,Gustavo Gómez,3,0.15,,True,3.75,Palmeiras,1.5,gustavo-gomez,G. Gómez,71684,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,275,24,Gustavo Raúl Gómez Portillo,27,9.0,7,1.0,8.0,30.0,27.0,3.0,8.0,20.0,1.0,9.0,,,7.0,,,,,,,1.0,,
93,Thiago Galhardo,5,-1.57,,True,3.87,Fortaleza,0.5,thiago-galhardo,T. Galhardo,71844,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,356,23,Thiago Galhardo do Nascimento Rocha,27,7.12,6,2.0,5.0,14.0,10.0,11.0,19.0,21.0,4.0,8.0,,,,,,,,,,,,
94,Gabriel Pires,4,-0.08,,True,3.66,Botafogo,1.2,gabriel-pires,G. Pires,71898,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,263,9,Gabriel Appelt Pires,27,5.07,6,1.0,1.0,22.0,11.0,2.0,5.0,5.0,,,,,,,1.0,,,,,,,
95,Iturbe,5,0.12,,True,1.54,Grêmio,1.0,iturbe,Iturbe,72134,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,284,5,Juan Manuel Iturbe Arévalos,27,4.07,6,,,7.0,5.0,,,2.0,,2.0,,,,,,,,,,,,
96,Danilo Avelar,3,0.15,,True,3.98,América-MG,2.1,danilo-avelar,D. Avelar,72142,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ZY6VlZB.png,327,18,Danilo Fernando Avelar,27,5.76,7,1.0,3.0,20.0,32.0,7.0,11.0,12.0,3.0,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,,
97,Everson,1,1.26,,True,4.06,Atlético-MG,9.5,everson,Everson,72294,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,282,26,Everson Felipe Marques Pires,27,7.96,7,,4.0,,,,,7.0,,,,,11.0,,,72.0,,,21.0,,,
98,Felipe Alves,1,0.0,,False,0.0,São Paulo,0.0,felipe-alves,F. Alves,72372,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,276,0,Felipe Alves Raymundo,27,6.0,6,,,,,,,,,,,,,,,,,,,,,
99,Fernando Diniz,6,0.13,,True,5.08,Fluminense,4.0,fernando-diniz,F. Diniz,72391,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,266,27,Fernando Diniz Silva,27,14.14,7,,,,,,,,,,,,,,,,,,,,12.0,
100,Gustavo Campanharo,4,0.0,,False,2.38,Internacional,0.0,gustavo-campanharo,G. Campanharo,72497,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,285,13,Gustavo Campanharo,27,5.12,6,,5.0,28.0,21.0,3.0,1.0,9.0,,,,,,,,,,,,,,
101,Maguinho,2,0.89,,True,3.83,Goiás,6.6,maguinho,Maguinho,72532,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,290,23,Magno José da Silva,27,5.61,7,,6.0,33.0,56.0,,11.0,23.0,2.0,,,,8.0,1.0,2.0,,,,,,,
102,Matheus Cavichioli,1,-1.19,,True,2.09,América-MG,-2.0,matheus-cavichioli,M. Cavichioli,72580,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_y1nPYhf.png,327,13,Matheus Fernando Cavichioli,27,5.08,7,,,,1.0,,,1.0,,,,,1.0,,1.0,42.0,2.0,1.0,28.0,,,
103,Pedro Henrique,5,-0.19,,True,2.48,Internacional,0.5,pedro-henrique,P. Henrique,72583,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,285,18,Pedro Henrique Konzen Medina da Silva,27,5.78,6,1.0,1.0,15.0,32.0,5.0,15.0,14.0,1.0,16.0,,,,1.0,,,,,,,,
104,Maurício Kozlinski,1,0.0,,False,6.0,Fortaleza,0.0,mauricio-kozlinski,M. Kozlinski,72595,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,356,1,Maurício Kozlinski,27,4.92,6,,,,,,,,,,,,1.0,,,1.0,,,,,,
105,Vitor Hugo,3,0.74,,True,3.43,Bahia,5.5,vitor-hugo,V. Hugo,72605,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,265,19,Vitor Hugo Franchescoli de Souza,27,6.67,7,,3.0,25.0,16.0,1.0,5.0,11.0,1.0,,,1.0,5.0,,,,,,,,,
106,Luiz Adriano,5,-0.64,,True,2.54,Internacional,0.5,luiz-adriano,L. Adriano,72772,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,285,23,Luiz Adriano de Souza da Silva,27,5.73,6,1.0,,10.0,10.0,7.0,9.0,20.0,2.0,3.0,,,,,1.0,,,,,2.0,,
107,Fernandinho,4,0.12,,True,2.67,Athlético-PR,0.8,fernandinho,Fernandinho,72775,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,293,15,Fernando Luiz Rosa,27,5.4,7,3.0,6.0,14.0,21.0,2.0,6.0,19.0,1.0,1.0,,1.0,,,1.0,,,,,,,
108,Mercado,3,0.45,,True,2.84,Internacional,2.6,mercado,Mercado,72951,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,285,17,Gabriel Iván Mercado,27,5.45,7,,8.0,23.0,28.0,2.0,1.0,8.0,,,,,6.0,,1.0,,,,,1.0,,
109,Daniel Borges,2,0.0,,False,1.3,América-MG,0.0,daniel-borges,D. Borges,73318,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_eECHOtV.png,327,8,Daniel Fortunato Borges,27,4.44,6,,1.0,10.0,11.0,1.0,,3.0,,,,,,,1.0,,,,,1.0,,
110,Samuel Xavier,2,-0.02,,True,4.37,Fluminense,1.5,samuel-xavier,S. Xavier,73384,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,266,21,Samuel Xavier Brito,27,10.2,7,2.0,6.0,20.0,18.0,2.0,13.0,27.0,1.0,4.0,,,7.0,,,,,,,,,
111,Jean Dias,5,0.0,,False,2.23,Internacional,0.0,jean-dias,J. Dias,73479,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,285,10,Jean Dias da Costa,27,3.14,6,1.0,1.0,2.0,5.0,1.0,3.0,12.0,1.0,1.0,,,,,,,,,,,,1.0
112,Bruno Alves,3,0.0,,False,2.04,Grêmio,0.0,bruno-alves,B. Alves,73620,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,284,20,Bruno Fabiano Alves,27,6.67,6,,2.0,15.0,16.0,1.0,3.0,12.0,,2.0,,,4.0,,,,,,,,,
113,Guilherme Marques,5,-1.26,,True,4.81,Goiás,6.8,guilherme-marques,G. Marques,73781,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,290,20,Guilherme Costa Marques,27,6.05,7,5.0,3.0,21.0,28.0,5.0,11.0,11.0,5.0,2.0,,,,,1.0,,,,,,,
114,Rodrigo Caio,3,0.0,,False,0.0,Flamengo,0.0,rodrigo-caio,R. Caio,73800,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,262,1,Rodrigo Caio Coquette Russo,27,3.97,6,,,,,,,,,,,,,,,,,,,,,
115,Aloísio,5,0.0,,False,4.57,América-MG,0.0,aloisio,Aloísio,73850,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_37LISS0.png,327,12,Aloísio dos Santos Gonçalves,27,7.85,6,1.0,3.0,2.0,18.0,7.0,10.0,8.0,3.0,6.0,,,,,,,,,,4.0,,
116,Bruno Peres,2,0.0,,False,1.43,Athlético-PR,0.0,bruno-peres,B. Peres,73962,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,293,3,Bruno da Silva Peres,27,4.57,6,,,,4.0,,,1.0,,,,,1.0,,,,,,,,,
117,Alison,4,0.0,,False,1.24,Santos,0.0,alison,Alison,73974,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,277,5,Alison Lopes Ferreira,27,3.03,5,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
118,Gatito Fernández,1,0.0,,False,2.0,Botafogo,0.0,gatito-fernandez,G. Fernández,74061,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,263,1,Roberto Junior Fernández Torres,27,6.23,6,,,,,,,,,,,,,,,3.0,,,1.0,,,
119,Rincón,4,0.0,,False,4.42,Santos,0.0,rincon,Rincón,74187,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,277,6,Tomás Eduardo Rincón Hernández,27,7.49,7,1.0,3.0,9.0,16.0,,,5.0,2.0,,,,,,,,,,,,,
120,Madson,2,0.0,,False,2.9,Athlético-PR,0.0,madson,Madson,78077,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,293,19,Madson Ferreira dos Santos,27,5.99,5,2.0,3.0,6.0,16.0,3.0,2.0,16.0,1.0,3.0,,,5.0,,,,,,,,,
121,Everaldo,5,-3.42,,True,3.84,Bahia,4.9,everaldo,Everaldo,78117,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,265,23,Everaldo Stum,27,9.08,7,2.0,4.0,10.0,18.0,11.0,8.0,18.0,6.0,8.0,,,,,,,,,,,,
122,Renê,2,0.0,,False,5.07,Internacional,0.0,rene,Renê,78445,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,285,22,Renê Rodrigues Martins,27,10.68,7,1.0,3.0,41.0,17.0,1.0,3.0,28.0,1.0,1.0,,,8.0,,,,,,,,,
123,Jonathan Cafu,5,-0.86,,True,2.66,Cuiabá,-0.3,jonathan-cafu,J. Cafu,78580,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,1371,22,Jonathan Renato Barbosa,27,6.15,6,3.0,3.0,23.0,24.0,4.0,6.0,30.0,,5.0,,,,2.0,,,,,,,,
124,Gabriel,4,0.88,,True,1.85,Internacional,5.5,gabriel,Gabriel,78605,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,285,11,Gabriel Girotto Franco,27,5.12,6,,2.0,18.0,13.0,,2.0,6.0,,,,,,,,,,,,,,
125,Ramiro,4,0.0,,False,3.8,Cruzeiro,0.0,ramiro,Ramiro,78715,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,283,6,Ramiro Moschen Benetti,27,5.62,5,1.0,3.0,9.0,8.0,1.0,4.0,,1.0,,,,,,,,,,,,,
126,Reinaldo,2,-0.65,,True,3.48,Grêmio,-2.1,reinaldo,Reinaldo,78850,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,284,19,Reinaldo Manoel da Silva,27,6.81,3,5.0,8.0,11.0,24.0,7.0,5.0,20.0,1.0,3.0,,1.0,4.0,,2.0,,,,,,,
127,Thiago Santos,4,-0.69,,False,0.3,Fluminense,-3.0,thiago-santos,T. Santos,78855,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,266,10,Thiago dos Santos,27,1.05,3,,3.0,7.0,9.0,1.0,,4.0,,,,,,,1.0,,,,,,,
128,Víctor Cuesta,3,-0.87,,True,4.85,Botafogo,-0.3,victor-cuesta,V. Cuesta,79113,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,263,25,Víctor Leandro Cuesta,27,9.8,7,1.0,7.0,27.0,21.0,2.0,7.0,16.0,1.0,1.0,,,14.0,,,,,,,1.0,,
129,Silvio Romero,5,0.0,,False,1.64,Fortaleza,0.0,silvio-romero,S. Romero,79188,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,356,17,Silvio Ezequiel Romero,27,4.27,6,1.0,2.0,1.0,8.0,2.0,4.0,4.0,2.0,6.0,,,,,,,,,,1.0,,
130,Filipe Augusto,4,0.0,,False,0.7,Cuiabá,0.0,filipe-augusto,F. Augusto,79268,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,1371,16,Filipe Augusto Carvalho Souza,27,1.87,6,,3.0,14.0,19.0,1.0,,10.0,,,,,,,1.0,,,,,,,
131,Ricardo Silva,3,0.77,,True,2.34,América-MG,4.6,ricardo-silva,R. Silva,79334,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NJ8k1e2.png,327,11,Ricardo César Dantas da Silva,27,2.81,7,,2.0,14.0,10.0,3.0,1.0,9.0,,,,,1.0,,,,,,,,,
132,Cano,5,0.65,,True,4.64,Fluminense,6.4,cano,Cano,79631,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,266,24,Germán Ezequiel Cano,27,14.42,7,1.0,5.0,13.0,23.0,19.0,20.0,9.0,7.0,15.0,1.0,,,,,,,,,3.0,,
133,Lucas Silva,4,0.56,,True,3.51,Cruzeiro,6.9,lucas-silva,L. Silva,79701,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,283,14,Lucas Silva Borges,27,5.76,7,2.0,1.0,24.0,17.0,3.0,5.0,18.0,,1.0,,,,,,,,,,,,
134,Jesé,5,-1.06,,True,0.0,Coritiba,0.0,jese,Jesé,79825,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_qbyGGFl.png,294,2,Jesé Rodríguez Ruíz,27,5.61,6,,,,,,,,,,,,,,,,,,,,,
135,Yago Pikachu,4,-0.01,,True,2.42,Fortaleza,0.4,yago-pikachu,Y. Pikachu,80196,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,356,27,Glaybson Yago Souza Lisboa,27,7.4,3,1.0,3.0,9.0,7.0,8.0,9.0,20.0,4.0,4.0,1.0,,,,,,,,,,,
136,Luciano,5,0.04,,True,4.06,São Paulo,1.3,luciano,Luciano,80287,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,276,22,Luciano da Rocha Neves,27,10.81,7,2.0,4.0,9.0,15.0,12.0,15.0,34.0,4.0,5.0,1.0,,,,,,,,,2.0,,
137,Gilberto,2,-0.18,,True,5.34,Bahia,6.7,gilberto,Gilberto,80313,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,265,11,Gilberto Moraes Júnior,27,9.8,7,1.0,2.0,17.0,5.0,2.0,3.0,12.0,1.0,,,2.0,4.0,,,,,,,,,
138,Marlon,3,-0.4,,True,0.94,Fluminense,-1.6,marlon,Marlon,80538,https://s.sde.globo.com/media/person_role/2023/07/12/photo_FORMATO.png,266,10,Marlon Santos da Silva Barbosa,27,4.29,7,,4.0,5.0,11.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,
139,Lucas Lima,4,1.53,,True,3.34,Santos,8.1,lucas-lima,L. Lima,80583,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,277,24,Lucas Rafael Araújo Lima,27,8.06,7,4.0,3.0,34.0,36.0,2.0,8.0,34.0,1.0,6.0,,,,,1.0,,,,,1.0,,
140,Luan,3,0.0,,False,3.94,Palmeiras,0.0,luan,Luan,80692,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,275,16,Luan Garcia Teixeira,27,7.06,6,1.0,4.0,13.0,21.0,2.0,6.0,12.0,1.0,3.0,,1.0,6.0,,,,,,,1.0,,
141,Pedro Geromel,3,0.33,,True,1.82,Grêmio,1.2,pedro-geromel,P. Geromel,80853,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,284,4,Pedro Tonon Geromel,27,5.31,7,,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,
142,Jair,4,0.46,,True,3.32,Vasco,3.4,jair,Jair,81091,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,267,19,Jair Rodrigues Júnior,27,8.11,6,,5.0,28.0,27.0,3.0,5.0,42.0,2.0,,,,,1.0,1.0,,,,,,,
143,Lucas Mugni,4,-0.1,,True,1.01,Bahia,0.0,lucas-mugni,L. Mugni,81121,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,265,8,Lucas Andrés Mugni,27,2.69,6,,,5.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
144,Mayke,2,-0.15,,True,4.74,Palmeiras,0.8,mayke,Mayke,81150,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,275,23,Mayke Rocha de Oliveira,27,8.21,7,4.0,4.0,38.0,25.0,1.0,2.0,9.0,1.0,3.0,,,8.0,,,,,,,,,
145,Hugo Mallo,2,-0.1,,True,2.23,Internacional,0.0,hugo-mallo,H. Mallo,81551,https://s.sde.globo.com/media/person_role/2023/08/14/photo_FORMATO_q74YevE.png,285,6,Hugo Mallo,27,5.06,2,,1.0,4.0,5.0,,2.0,5.0,,,,,2.0,,1.0,,,,,,,
146,Cazares,4,-0.39,,True,1.94,América-MG,1.2,cazares,Cazares,81682,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ag1llrV.png,327,5,Juan Ramón Cazares Sevillano,27,4.73,6,,,4.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,
147,Rossi,5,-1.71,,True,8.02,Vasco,1.4,rossi,Rossi,81798,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,267,4,Rosicley Pereira da Silva,27,5.91,6,3.0,,7.0,6.0,,,5.0,1.0,,,,,,,,,,,,,
148,Alisson,4,0.31,,True,2.7,São Paulo,2.6,alisson,Alisson,81845,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,276,23,Alisson Euler de Freitas Castro,27,5.69,7,4.0,2.0,24.0,24.0,2.0,10.0,23.0,,1.0,,,,1.0,,,,,,,,
149,João Ricardo,1,1.25,,True,4.6,Fortaleza,7.0,joao-ricardo,J. Ricardo,81881,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,356,21,João Ricardo Riedi,27,8.73,7,,3.0,,,,,9.0,,,,,7.0,,,68.0,2.0,,22.0,,,
150,Willian Oliveira,4,-0.46,,True,2.02,Goiás,2.2,willian-oliveira,W. Oliveira,81952,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,290,22,Willian Osmar de Oliveira Silva,27,3.33,3,,6.0,32.0,26.0,2.0,5.0,21.0,,,,,,,,,,,,1.0,,
151,Raphael Guzzo,4,0.0,,False,-0.06,Goiás,0.0,raphael-guzzo,R. Guzzo,81966,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,290,7,Raphael Gregório Guzzo,27,2.18,6,,1.0,2.0,8.0,1.0,2.0,2.0,,2.0,,,,,1.0,,,,,,,
152,Juninho,4,0.94,,True,3.1,América-MG,7.4,juninho,Juninho,82381,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_C3jHgzm.png,327,24,Adilson dos Anjos Oliveira,27,7.19,7,1.0,4.0,28.0,22.0,4.0,7.0,22.0,3.0,1.0,,,,1.0,,,,,,,,
153,Tadeu,1,1.86,,True,3.98,Goiás,8.0,tadeu,Tadeu,82453,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,290,24,Tadeu Antônio Ferreira,27,8.19,7,,,,,,,7.0,,,,,8.0,,,81.0,,,29.0,,,
154,Zé Rafael,4,-0.67,,True,4.87,Palmeiras,2.8,ze-rafael,Z. Rafael,82455,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,275,21,José Rafael Vivian,27,10.53,7,2.0,8.0,56.0,44.0,7.0,5.0,52.0,1.0,1.0,,,,,,,,,,,,
155,Otávio,4,-0.04,,True,2.07,Atlético-MG,1.9,otavio,Otávio,82463,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,282,16,Otávio Henrique Passos Santos,27,4.14,7,,7.0,34.0,28.0,1.0,2.0,10.0,,,,,,,,,,,,,,
156,Luiz Araújo,5,0.0,,False,1.9,Flamengo,0.0,luiz-araujo,L. Araújo,82627,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,262,9,Luiz de Araújo Guimarães Neto,27,4.95,6,1.0,,4.0,6.0,4.0,3.0,8.0,,1.0,,,,1.0,1.0,,,,,,,
157,Tinga,2,0.17,,True,4.49,Fortaleza,2.0,tinga,Tinga,82628,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kUpus9a.png,356,20,Guilherme de Jesus da Silva,27,9.09,7,,,32.0,12.0,5.0,5.0,5.0,1.0,3.0,,,7.0,,,,,,,,,
158,Marcelo Rangel,1,0.0,,False,0.0,Goiás,0.0,marcelo-rangel,M. Rangel,82730,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,290,3,Marcelo Rangel da Rosa,27,2.34,6,,,,,,,,,,,,,,,8.0,,,8.0,,,
