,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.clube.id.full.name,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.foto,atletas.apelido,atletas.preco_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.variacao_num,atletas.clube_id,CV,FC,FD,FF,FS,G,I,PP,CA,DS,PC,SG,A,DE,GS,FT,GC,V,PS,DP,PI
570,B. Guimarães,6,1,22,,Bruno Guimarães de Souza,0.0,Fortaleza,0.0,bruno-guimaraes,0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_220x220.png,Bruno Guimarães,1.0,False,111689,0.0,356,,,,,,,,,,,,,,,,,,,,,
571,M. Cunha,7,1,22,,Matheus Cunha Queiroz,4.0,Flamengo,4.86,matheus-cunha,18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,Matheus Cunha,7.04,True,111690,-0.15,262,,,,,3.0,,,,1.0,,,5.0,,74.0,19.0,,,,,1.0,
572,Mateusão,6,5,22,,Mateus Dias Lima,0.0,Flamengo,0.0,mateusao,0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,Mateusão,2.0,False,111694,0.0,262,,,,,,,,,,,,,,,,,,,,,
573,L. Mezenga,6,3,22,,Lucas de Souza Mombra Rosa,0.0,Botafogo,0.0,lucas-mezenga,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,Lucas Mezenga,2.0,False,111713,0.0,263,,,,,,,,,,,,,,,,,,,,,
574,Fabinho,6,4,22,,Fábio Silva de Freitas,0.0,Palmeiras,1.36,fabinho,11,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,Fabinho,3.1,False,111760,0.0,275,,6.0,,1.0,8.0,,,,,10.0,,,,,,,,,,,
575,Cadu,6,1,22,,Carlos Eduardo Piekny Neves,0.0,Vasco,0.0,cadu,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,Cadu,1.0,False,111761,0.0,267,,,,,,,,,,,,,,,,,,,,,
576,J. Galvão,7,4,22,,João Pedro Galvão de Carvalho,3.2,Botafogo,3.07,jp-galvao,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,JP Galvão,1.48,True,111763,-0.28,263,,3.0,,,1.0,,,,,8.0,,,,,,,,,,,
577,M. Gomes,6,4,22,,Marlon Gomes Claudino,3.4,Vasco,2.59,marlon-gomes,13,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,Marlon Gomes,4.67,True,111769,0.53,267,,17.0,,1.0,15.0,,1.0,,1.0,23.0,,,,,,1.0,,,1.0,,
578,T. Luciano,6,2,22,,Thomas Luciano Trindade Mathias,0.0,Grêmio,3.5,thomas-luciano,6,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,Thomas Luciano,5.46,False,111819,0.0,284,,9.0,,3.0,6.0,,1.0,,,7.0,,2.0,,,,,,,,,
579,J. Neto,6,5,22,,João Batista da Cruz Santos Neto,0.0,Fluminense,7.6,joao-neto,1,https://s.sde.globo.com/media/person_role/2021/05/25/a9db2e90e26dea89a11831882777480c_FORMATO.png,João Neto,4.06,False,111834,0.0,266,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
580,G. Ramalho,6,1,22,,Gustavo Ramalho Bremer Pinto,0.0,Fluminense,0.0,gustavo-ramalho,0,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,Gustavo Ramalho,1.0,False,111837,0.0,266,,,,,,,,,,,,,,,,,,,,,
581,F. Andrade,6,3,22,,Felipe de Andrade Vieira,0.0,Fluminense,1.16,felipe-andrade,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,Felipe Andrade,0.99,False,111839,0.0,266,,,,1.0,,,,,,,,1.0,,,,,,,,,
582,Arthur,6,4,22,,Arthur Wenderrosky Sanches,0.0,Fluminense,1.2,arthur,1,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,Arthur,1.04,False,111841,0.0,266,,,,,,,,,,1.0,,,,,,,,,,,
583,G. Biro,6,4,22,,Guilherme Sucigan Mafra Cunha,0.0,Corinthians,2.51,guilherme-biro,9,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,Guilherme Biro,3.3,False,111891,0.0,264,,11.0,2.0,7.0,16.0,,1.0,,2.0,10.0,,,,,,,,,,,
584,D. Hernández,6,4,22,,Diego Manuel Hernández González,0.0,Botafogo,1.7,diego-hernandez,1,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,Diego Hernández,5.42,False,111945,0.0,263,,,1.0,,1.0,,,,,,,,,,,,,,,,
585,Quagliata,6,5,22,,Nicolás Quagliata Platero,0.0,Cuiabá,0.74,quagliata,9,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_kkqhEEK.png,Quagliata,2.5,False,111949,0.0,1371,,4.0,,2.0,3.0,,1.0,,,4.0,,,,,,,,,,,
586,J. Palacios,6,4,22,,Julián Eduardo Palacios,1.5,Goiás,2.58,julian-palacios,15,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,Julián Palacios,5.38,True,111996,0.2,290,,19.0,5.0,7.0,36.0,,2.0,,2.0,10.0,,,1.0,,,,,,,,
587,L. Beraldo,6,3,22,,Lucas Lopes Beraldo,0.0,São Paulo,4.15,lucas-beraldo,12,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,Lucas Beraldo,6.25,False,112136,0.0,276,,7.0,2.0,3.0,9.0,1.0,,,2.0,18.0,,3.0,,,,,,,,,
588,Bitello,6,4,22,,João Paulo de Souza Mares,0.0,Grêmio,5.8,bitello,19,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,Bitello,13.01,False,112140,0.0,284,,13.0,6.0,12.0,56.0,4.0,3.0,,1.0,28.0,,,1.0,,,,,,,,
589,T. Gabriel,6,3,22,,Thalisson Gabriel Pereira Moreira,0.0,Coritiba,0.0,thalisson-gabriel,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,Thalisson Gabriel,1.0,False,112367,0.0,294,,,,,,,,,,,,,,,,,,,,,
590,E. Ramon,6,5,22,,Emerson Ramon Bezerra Oliveira,0.0,Cuiabá,2.07,emerson-ramon,10,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,Emerson Ramon,3.84,False,112370,0.0,1371,,5.0,3.0,7.0,14.0,,1.0,,,5.0,,,,,,,,,,,
591,G. Grando,3,1,22,,Gabriel Hamester Grando,0.0,Grêmio,3.29,gabriel-grando,17,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,Gabriel Grando,6.06,False,112616,0.0,284,,,,,4.0,,,,3.0,,,3.0,,65.0,23.0,,,,,,
592,Kaiki,6,2,22,,Kaiki Bruno da Silva,0.0,Cruzeiro,1.97,kaiki,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,Kaiki,2.35,False,112709,0.0,283,,5.0,,,2.0,,,,1.0,2.0,,1.0,,,,,,,,,
593,L. Barbosa,6,4,22,,Lucas Henrique Barbosa,0.0,Coritiba,2.37,lucas-barbosa,7,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_IaciJaZ.png,Lucas Barbosa,4.7,False,112886,0.0,294,,6.0,2.0,1.0,4.0,,,,,11.0,,,,,,,,,,,
594,Capasso,6,3,22,,Manuel Vicente Capasso,0.0,Vasco,0.58,capasso,8,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,Capasso,2.31,False,112913,0.0,267,,5.0,,1.0,,,1.0,,3.0,7.0,,,,,,,,,,,
595,Werton,6,5,22,,Werton de Almeida Rêgo,0.0,Flamengo,0.0,werton,0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,Werton,2.0,False,112984,0.0,262,,,,,,,,,,,,,,,,,,,,,
596,F. López,6,5,22,,José Manuel Alberto López,0.0,Palmeiras,2.36,flaco-lopez,12,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,Flaco López,6.22,False,113103,0.0,275,,13.0,4.0,3.0,4.0,2.0,3.0,,2.0,7.0,,,,,,,,,1.0,,
597,Kauan,6,2,22,,Kauan Silva Sales,0.0,Atlético-MG,0.0,kauan,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,Kauan,1.0,False,113154,0.0,282,,,,,,,,,,,,,,,,,,,,,
598,N. Mendes,6,2,22,,Nathan Gabriel de Souza Mendes,0.0,São Paulo,5.01,nathan-mendes,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,Nathan Mendes,4.2,False,113157,0.0,276,,9.0,1.0,1.0,6.0,1.0,,,1.0,9.0,,3.0,,,,,,,,,
599,Michel,6,3,22,,Michel Augusto Modesto Rafael dos Santos,0.0,Palmeiras,0.0,michel,0,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,Michel,2.0,False,113159,0.0,275,,,,,,,,,,,,,,,,,,,,,
600,Júlio,5,3,22,,Júlio César Alves Gonçalves,4.4,América-MG,4.7,julio,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,Júlio,4.37,True,113295,0.65,327,,3.0,,,,,,,,,,2.0,1.0,,,,,,,,
601,P. Maia,6,4,22,,Pablo Gonçalves Maia Fortunato,0.0,São Paulo,2.88,pablo-maia,17,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,Pablo Maia,5.41,False,113359,0.0,276,1.0,34.0,6.0,8.0,11.0,2.0,,,3.0,25.0,,,,,,,,,,,
602,D. Batista,6,2,22,,Diogo Batista de Souza,0.0,Coritiba,2.74,diogo-batista,8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,Diogo Batista,1.67,False,113384,0.0,294,,8.0,2.0,2.0,3.0,,,,1.0,4.0,,2.0,1.0,,,,,,,,
603,Bruninho,6,4,22,,Bruno Gonçalves de Jesus,0.0,Bragantino,3.17,bruninho,12,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,Bruninho,8.23,False,113558,0.0,280,,1.0,5.0,2.0,5.0,2.0,1.0,,,7.0,1.0,,1.0,,,,,,,,
604,Kevin,6,5,22,,Kevin Santos Lopes de Macedo,0.0,Palmeiras,0.0,kevin,0,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,Kevin,1.0,False,113663,0.0,275,,,,,,,,,,,,,,,,,,,,,
605,R. Luka,6,5,22,,Ryan Luka Cordeiro de Souza,0.0,Flamengo,0.0,ryan-luka,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,Ryan Luka,1.0,False,113667,0.0,262,,,,,,,,,,,,,,,,,,,,,
606,A. Luiz,6,5,22,,André Luiz Inácio da Silva,0.0,Flamengo,-0.05,andre-luiz,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,André Luiz,1.29,False,114174,0.0,262,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
607,J. Tavares,6,2,22,,Juan Pablo Vilela Tavares,0.0,Cuiabá,0.0,juan-tavares,0,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,Juan Tavares,1.0,False,114497,0.0,1371,,,,,,,,,,,,,,,,,,,,,
608,Cleiton,6,3,22,,Cleiton Santana dos Santos,0.0,Flamengo,0.0,cleiton,0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,Cleiton,3.0,False,114790,0.0,262,,,,,,,,,,,,,,,,,,,,,
609,V. Roque,7,5,22,,Vitor Hugo Roque Ferreira,9.6,Athlético-PR,7.94,vitor-roque,20,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,Vitor Roque,13.93,True,114802,0.23,293,,32.0,11.0,14.0,41.0,11.0,5.0,,6.0,19.0,,,3.0,,,1.0,,,1.0,,
610,Luciano,6,4,22,,Luciano Silva Santos,0.0,Bragantino,0.0,luciano,0,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,Luciano,2.0,False,114888,0.0,280,,,,,,,,,,,,,,,,,,,,,
611,Peruchi,6,1,22,,Vinicius Pasquini Peruchi,0.0,Cuiabá,0.0,peruchi,0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,Peruchi,1.0,False,114893,0.0,1371,,,,,,,,,,,,,,,,,,,,,
612,Miguelito,6,4,22,,Miguel Àngel Terceros,0.0,Santos,1.25,miguelito,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,Miguelito,1.57,False,115025,0.0,277,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
613,T. Lara,6,2,22,,Thauan Lara dos Santos,0.0,Internacional,2.75,thauan-lara,8,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,Thauan Lara,2.63,False,115061,0.0,285,,6.0,1.0,2.0,12.0,,,,1.0,5.0,,2.0,,,,,,,,,
614,Caio,6,5,22,,Caio Matheus da Silva,0.0,São Paulo,0.0,caio,0,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,Caio,3.0,False,115227,0.0,276,,,,,,,,,,,,,,,,,,,,,
615,Wesley,7,2,22,,Wesley Vinícius França Lima,5.0,Flamengo,5.0,wesley,22,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,Wesley,9.53,True,115239,-0.72,262,,37.0,3.0,4.0,34.0,1.0,7.0,,2.0,41.0,1.0,7.0,1.0,,,1.0,,,1.0,,
616,Naves,6,3,22,,Kaiky Marques Naves,0.0,Palmeiras,3.65,naves,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,Naves,1.81,False,115246,0.0,275,,4.0,,,2.0,,,,,4.0,,2.0,,,,,,,,,
617,Kaique,6,1,22,,Kaique Pereira Azarias,0.0,Palmeiras,0.0,kaique,0,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,Kaique,1.0,False,115247,0.0,275,,,,,,,,,,,,,,,,,,,,,
618,J. Jhon,6,4,22,,Jhonatan dos Santos Rosa,0.5,Palmeiras,1.7,jhon-jhon,14,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,Jhon Jhon,1.49,True,115248,-0.29,275,,17.0,3.0,3.0,9.0,,1.0,,3.0,17.0,,,,,,,,,,,
619,Rômulo,6,3,22,,Rômulo Helberte Pereira Junior,0.0,Atlético-MG,0.0,romulo,0,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,Rômulo,1.0,False,115268,0.0,282,,,,,,,,,,,,,,,,,,,,,
620,Emersonn,6,5,22,,Emersonn Correia da Silva,0.0,Athlético-PR,0.0,emersonn,0,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,Emersonn,1.0,False,115273,0.0,293,,,,,,,,,,,,,,,,,,,,,
621,M. Victor,6,3,22,,Marcos Victor Ferreira da Silva,0.0,Bahia,0.0,marcos-victor,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,Marcos Victor,4.0,False,115537,0.0,265,,,,,,,,,,,,,,,,,,,,,
622,Rodriguinho,7,4,22,,Rodrigo Henrique Santos de Souza,5.2,América-MG,2.85,rodriguinho,6,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,Rodriguinho,3.12,True,115563,0.15,327,,7.0,1.0,2.0,5.0,,1.0,,,5.0,,,1.0,,,1.0,,,,,
623,Mila,6,4,22,,Lucas Eduardo Müller - Milla,0.0,Grêmio,0.61,mila,8,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,Mila,1.0,False,115671,0.0,284,,10.0,,3.0,3.0,,,,2.0,5.0,,,,,,,,,,,
624,G. Delfim,6,1,22,,Gabriel Delfim Ferreira,0.0,Atlético-MG,0.0,gabriel-delfim,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,Gabriel Delfim,2.0,False,115674,0.0,282,,,,,,,,,,,,,,,,,,,,,
625,Z. Vitor,6,3,22,,José Vitor Geminiano Cavalieri,-1.0,Vasco,-3.6,ze-vitor,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,Zé Vitor,1.01,False,115733,0.04,267,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,
626,Pimentel,6,3,22,,Eric Lima Pimentel,0.0,Vasco,0.0,pimentel,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,Pimentel,2.0,False,115734,0.0,267,,,,,,,,,,,,,,,,,,,,,
627,Jonathan,6,2,22,,Jonathan da Cruz Silva,0.0,Bragantino,0.0,jonathan,0,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,Jonathan,1.0,False,115870,0.0,280,,,,,,,,,,,,,,,,,,,,,
628,Lelê,6,5,22,,Leanderson da Silva Genésio,0.0,Fluminense,2.99,lele,19,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,Lelê,9.02,True,115915,-0.22,266,1.0,23.0,13.0,15.0,5.0,2.0,9.0,,1.0,8.0,,,2.0,,,1.0,,,,,
629,Endrick,6,5,22,,Endrick Felipe Moreira de Sousa,1.7,Palmeiras,2.56,endrick,16,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,Endrick,6.79,True,115959,0.13,275,,25.0,2.0,4.0,14.0,4.0,1.0,1.0,2.0,5.0,,,,,,1.0,,,1.0,,
630,Denilson,7,4,22,,Denilson Alves Borges,2.6,Cuiabá,3.2,denilson,17,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,Denilson,4.63,True,115986,-0.19,1371,,20.0,6.0,6.0,21.0,1.0,,,5.0,25.0,,,1.0,,,,,,,,
631,M. Henrique,7,4,22,,Mateus Henrique Alves Silva,11.3,América-MG,4.33,mateus-henrique,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9xPLICS.png,Mateus Henrique,2.84,True,115997,1.91,327,,5.0,,1.0,5.0,,,,1.0,6.0,,,1.0,,,,,,,,
632,Adyson,5,5,22,,Adyson do Nascimento Soares,0.0,América-MG,1.65,adyson,2,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,Adyson,2.43,False,115998,0.0,327,,1.0,,,,,,,,3.0,,,,,,,,,,,
633,Wallison,6,2,22,,Wallison Nunes Silva,0.0,Botafogo,0.0,wallison,0,,Wallison,1.0,False,116000,0.0,263,,,,,,,,,,,,,,,,,,,,,
634,M. Gonçalves,6,4,22,,Matheus Gonçalves Martins,-1.0,Bragantino,1.28,matheus-goncalves,6,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,Matheus Gonçalves,2.26,True,116012,-1.05,280,,2.0,,3.0,6.0,,1.0,,2.0,,,,1.0,,,,,,,,
635,I. Jesus,6,4,22,,Igor Jesus Lima,0.0,Flamengo,1.45,igor-jesus,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,Igor Jesus,2.07,False,116013,0.0,262,,2.0,,1.0,3.0,,,,,1.0,,,,,,,,,,,
636,V. Hugo,7,4,22,,Victor Hugo Gomes Silva,3.1,Flamengo,2.68,victor-hugo,21,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,Victor Hugo,6.47,True,116034,0.23,262,,6.0,2.0,5.0,19.0,1.0,1.0,,1.0,21.0,,,2.0,,,,,,,,
637,V. Graziani,6,4,22,,Vitor Hugo Santos Graziani,0.0,Atlético-MG,0.0,vitor-graziani,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,Vitor Graziani,1.0,False,116046,0.0,282,,,,,,,,,,,,,,,,,,,,,
638,Raí,6,4,22,,Raí da Silva Pessanha,0.0,Botafogo,0.0,rai,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,Raí,2.11,False,116048,0.0,263,,,,,,,,,,,,,,,,,,,,,
639,Cuiabano,3,2,22,,Luís Eduardo Soares da Silva,0.0,Grêmio,3.42,cuiabano,9,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,Cuiabano,5.36,False,116065,0.0,284,,17.0,3.0,3.0,9.0,1.0,2.0,,3.0,13.0,,1.0,,,,,,,,,
640,J. Moreira,6,2,22,,João Moreira Sanmartin Souza,0.0,São Paulo,4.8,joao-moreira,1,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,João Moreira,3.02,False,116137,0.0,276,,1.0,1.0,,3.0,,,,,2.0,,,,,,,,,,,
641,G. Silva,6,4,22,,Gabriel Silva Azevedo Figueiredo,0.0,Coritiba,0.0,gabriel-silva,0,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_fzfvURk.png,Gabriel Silva,1.0,False,116282,0.0,294,,,,,,,,,,,,,,,,,,,,,
642,D. Junior,6,4,22,,Daniel de Melo Araújo Junior,0.0,Cruzeiro,0.75,daniel-junior,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_BhP9sDN.png,Daniel Junior,2.62,False,116432,0.0,283,,1.0,,1.0,5.0,,,,,,,,,,,,,,,,
643,Hércules,5,4,22,,Hércules Pereira do Nascimento,0.0,Fortaleza,3.09,hercules,13,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,Hércules,6.61,False,116447,0.0,356,,15.0,4.0,7.0,7.0,1.0,2.0,,1.0,20.0,,,,,,,,,,,
644,André,5,2,22,,André Dhominique Queiroz Santiago Da Silva,0.0,Bahia,0.43,andre,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,André,2.08,False,116450,0.0,265,,2.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,
645,Jamerson,6,2,22,,Jamerson Santos de Jesus,0.0,Coritiba,3.26,jamerson,19,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png,Jamerson,6.39,False,116461,0.0,294,,18.0,4.0,6.0,7.0,,2.0,,4.0,36.0,,3.0,,,,,,,,,
646,Ezequiel,6,1,22,,Ezequiel Alves de Oliveira Vieira,0.0,Goiás,0.0,ezequiel,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,Ezequiel,1.0,False,116562,0.0,290,,,,,,,,,,,,,,,,,,,,,
647,Jhonny,6,2,22,,Jhonny Cardinoti Pedro,0.0,Bragantino,0.0,jhonny,0,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,Jhonny,1.0,False,116825,0.0,280,,,,,,,,,,,,,,,,,,,,,
648,Reginaldo,6,5,22,,Reginaldo dos Santos Moreira,0.0,Goiás,0.0,reginaldo,0,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,Reginaldo,1.0,False,116835,0.0,290,,,,,,,,,,,,,,,,,,,,,
649,T. Borbas,7,5,22,,Thiago Nicolás Borbas Silva,-1.3,Bragantino,3.99,thiago-borbas,19,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,Thiago Borbas,6.38,True,117314,-1.5,280,,32.0,12.0,11.0,11.0,6.0,2.0,,6.0,8.0,,,1.0,,,,,,,,
650,Cipriano,5,3,22,,João Luiz da Silva Cipriano,0.0,Bragantino,6.4,cipriano,1,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,Cipriano,3.12,False,117336,0.0,280,,4.0,,,,,,,1.0,3.0,,1.0,,,,,,,,,
651,R. Marques,6,5,22,,Renato Marques de Oliveira Júnior,0.0,América-MG,1.82,renato-marques,7,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,Renato Marques,2.12,False,117403,0.0,327,,6.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,,1.0,,,,,,,,
652,L. Maná,6,2,22,,Leonardo Mana Hernandes,0.0,Corinthians,1.15,leo-mana,2,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,Léo Maná,1.68,False,117459,0.0,264,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,
653,Galoppo,5,4,22,,Giuliano Galoppo,0.0,São Paulo,0.0,galoppo,0,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,Galoppo,5.0,False,117579,0.0,276,,,,,,,,,,,,,,,,,,,,,
654,P. Caixinha,7,6,22,,Pedro Miguel Faria Caixinha,5.57,Bragantino,5.99,pedro-caixinha,22,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,Pedro Caixinha,11.79,True,117711,-0.2,280,,,,,,,,,,,,,,,,,,9.0,,,
655,Young,6,1,22,,Young Navarro Moraes,0.0,São Paulo,0.0,young,0,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,Young,1.0,False,117818,0.0,276,,,,,,,,,,,,,,,,,,,,,
656,Giovane,6,5,22,,Giovane Santana do Nascimento,0.0,Corinthians,1.4,giovane,2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,Giovane,2.14,False,117849,0.0,264,,,,2.0,,,,,,1.0,,,,,,,,,,,
657,Estevão,6,4,22,,Estevão Barreto de Oliveira,0.0,Internacional,0.2,estevao,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,Estevão,2.11,False,117870,0.0,285,,1.0,,,1.0,,,,,,,,,,,,,,,,
658,Wesley,7,5,22,,Wesley Gassova Ribeiro Teixeira,1.0,Corinthians,2.65,wesley,11,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,Wesley,3.34,True,117909,-0.03,264,,7.0,3.0,2.0,12.0,1.0,,,1.0,10.0,,,,,,,,,1.0,,
659,Adamo,6,5,22,,Valentín Nicolás Adamo Reyes,0.0,Botafogo,0.0,adamo,0,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_m5MUr53.png,Adamo,3.0,False,117934,0.0,263,,,,,,,,,,,,,,,,,,,,,
