,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
353,Alef Manga,-1.13,Alef Mangueira Severino Pereira,A. Manga,,7,alef-manga,6,10,5.98,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,294,2.0,9.23,Coritiba,5,101254,2.0,1.0,7.0,7.0,5.0,5.0,6.0,,1.0,4.0,,,,,,,,,,
354,Ferreira,0.0,Aldemir dos Santos Ferreira,Ferreira,,6,ferreira,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,284,0.0,10.0,Grêmio,5,101290,,,,,,,,,,,,,,,,,,,,
355,Ademir,0.0,Ademir da Silva Santos Júnior,Ademir,,5,ademir,9,10,3.04,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,265,0.0,6.15,Bahia,5,101314,,2.0,4.0,10.0,3.0,3.0,28.0,,1.0,4.0,,,,,,,,,,
356,Guga,1.34,Cláudio Rodrigues Gomes,Guga,,7,guga,9,10,5.07,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,266,9.6,9.82,Fluminense,2,101319,1.0,1.0,16.0,8.0,,1.0,12.0,1.0,,,,3.0,,,,,,,,
357,Wallisson,0.47,Wallisson Luiz Alves Máximo,Wallisson,,7,wallisson,7,10,2.61,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,283,2.8,3.63,Cruzeiro,4,101405,,2.0,11.0,11.0,2.0,5.0,8.0,,,,,,,,,,,,,
358,Pepê,0.0,João Pedro Vilardi Pinto,Pepê,,5,pepe,1,10,10.5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,284,0.0,7.23,Grêmio,4,101573,,,6.0,,,1.0,5.0,,,,,,,,,,,,,
359,Hugo Souza,0.0,Hugo de Souza Nogueira,H. Souza,,6,hugo-souza,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,262,0.0,3.0,Flamengo,1,101574,,,,,,,,,,,,,,,,,,,,
360,Robson Bambu,-0.55,Robson Alves de Barros,R. Bambu,,3,robson-bambu,8,10,1.58,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,267,-1.6,2.85,Vasco,3,101579,,3.0,9.0,8.0,,1.0,13.0,,,1.0,,,,,,,,,,
361,Victor Yan,0.0,Victor Yan Souza Santos,V. Yan,,6,victor-yan,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/03/2ed1369a38b4eeb540015e79eef8870f_FORMATO.png,1371,0.0,1.0,Cuiabá,4,101581,,,,,,,,,,,,,,,,,,,,
362,Hugo Moura,0.14,Hugo Moura Arruda da Silva,H. Moura,,7,hugo-moura,8,10,3.82,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,293,5.7,7.19,Athlético-PR,4,101594,1.0,1.0,19.0,6.0,,2.0,8.0,,,,,,,,,,,,,
363,Alex,0.0,Alex de Oliveira Nascimento,Alex,,6,alex,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,277,0.0,3.0,Santos,3,101600,,,,,,,,,,,,,,,,,,,,
364,Philippe Costa,0.0,Philippe Almeida Costa,P. Costa,,6,philippe-costa,3,10,-0.03,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,290,0.0,1.25,Goiás,5,101684,,,,,,,,,,1.0,,,,,,,,,,
365,Felipe Jonatan,0.0,Felipe Jonatan Rocha Andrade,F. Jonatan,,5,felipe-jonatan,1,10,2.4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,277,0.0,6.06,Santos,2,101708,,,2.0,,,,,,,,,,,,,,,,,
366,Alerrandro,-0.11,Alerrandro Barra Mansa Realino de Souza,Alerrandro,,6,alerrandro,3,10,0.13,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,280,1.0,2.93,Bragantino,5,101715,,1.0,,3.0,,1.0,3.0,,,,,,,,,,,,,
367,Marrony,0.0,Marrony da Silva Liberato,Marrony,,6,marrony,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,266,0.0,5.0,Fluminense,5,101717,,,,,,,,,,,,,,,,,,,,
368,Miranda,0.0,Matheus dos Santos Miranda,Miranda,,6,miranda,2,10,3.65,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,267,0.0,3.41,Vasco,3,101720,,,5.0,,,1.0,1.0,,,,,,,,,,,,,
369,Matheusinho,-0.29,Matheus Santos Soares,Matheusinho,,6,matheusinho,3,10,0.13,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,290,-0.1,0.76,Goiás,4,101725,,,,,,,1.0,,,1.0,,,,,,,,,,
370,Matheuzinho,0.0,Matheus França Silva,Matheuzinho,,5,matheuzinho,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,262,0.0,6.0,Flamengo,2,101727,,,,,,,,,,,,,,,,,,,,
371,Diego Costa,0.0,Diego Henrique Costa Barbosa,D. Costa,,6,diego-costa,4,10,1.52,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,276,0.0,4.47,São Paulo,3,101728,,,2.0,7.0,,1.0,,,,,,1.0,,,,,,,,
372,Vitinho,-0.34,Vitor Hugo Naum dos Santos,Vitinho,,7,vitinho,7,10,4.43,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,280,2.4,6.02,Bragantino,5,101960,,2.0,6.0,10.0,8.0,6.0,13.0,,1.0,1.0,,,,,,,,,,
373,Brítez,-0.86,Emanuel Fermín Brítez,Brítez,,7,britez,9,10,4.03,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,356,1.6,8.15,Fortaleza,3,101995,1.0,2.0,10.0,9.0,,4.0,8.0,,,2.0,1.0,4.0,,,,,,,,
374,Piquerez,0.19,Joaquín Piquerez Moreira,Piquerez,,7,piquerez,7,10,6.49,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,275,7.6,10.7,Palmeiras,2,102130,3.0,3.0,15.0,7.0,1.0,1.0,7.0,,,,,3.0,,,,,,,,1.0
375,Vitor Eudes,0.0,Vitor Eudes de Souza Costa,V. Eudes,,6,vitor-eudes,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,266,0.0,2.0,Fluminense,1,102137,,,,,,,,,,,,,,,,,,,,
376,Lucas Halter,0.37,Lucas Halter,L. Halter,,7,lucas-halter,7,10,2.03,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,290,3.0,4.65,Goiás,3,102253,,3.0,9.0,8.0,,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,
377,Gabriel Mesquita,0.0,Gabriel José Ferreira Mesquita,G. Mesquita,,6,gabriel-mesquita,0,10,-1.0,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,283,0.0,0.7,Cruzeiro,1,102290,,1.0,,,,,,,,,,,,,,,,,,
378,Mikael,0.0,Mikael Filipe Viana,Mikael,,6,mikael,4,10,2.1,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,327,0.0,3.87,América-MG,5,102299,,,1.0,,2.0,5.0,2.0,,,2.0,,,,,,,,,,
379,Matheus Felipe,-0.03,Matheus Felipe Santos Nascimento,M. Felipe,,6,matheus-felipe,3,10,2.23,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,293,1.2,2.62,Athlético-PR,3,102310,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,
380,Caio Paulista,-0.54,Caio Fernando de Oliveira,C. Paulista,,7,caio-paulista,10,10,5.37,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,276,3.4,9.99,São Paulo,2,102318,2.0,1.0,9.0,6.0,7.0,6.0,15.0,,,,,3.0,,,,,,,,
381,Mastriani,0.0,Gonzalo Mathías Mastriani Borges,Mastriani,,6,mastriani,2,10,1.3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,327,0.0,3.17,América-MG,5,102561,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
382,Helinho,0.0,Hélio Júnio Nunes de Castro,Helinho,,5,helinho,9,10,4.28,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,280,0.0,6.02,Bragantino,5,102598,,2.0,9.0,8.0,8.0,6.0,4.0,,2.0,2.0,,,,,,,,,,
383,Julimar,0.0,Julimar Silva Oliveira Júnior,Julimar,,6,julimar,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,293,0.0,2.0,Athlético-PR,5,102796,,,,,,,,,,,,,,,,,,,,
384,Terans,0.0,Miguel David Terans Pérez,Terans,,7,terans,6,10,1.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,293,0.0,10.18,Athlético-PR,4,102878,,1.0,2.0,4.0,2.0,5.0,8.0,,,4.0,,,,,,,,,,
385,Anderson,0.0,Anderson Silva da Paixão,Anderson,,6,anderson,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,283,0.0,3.0,Cruzeiro,1,102906,,,,,,,,,,,,,,,,,,,,
386,Matheus Teixeira,0.0,Matheus Henrique Teixeira,M. Teixeira,,6,matheus-teixeira,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,265,0.0,2.0,Bahia,1,102907,,,,,,,,,,,,,,,,,,,,
387,Luan,0.0,Luan Vinícius da Silva Santos ,Luan,,6,luan,5,10,0.98,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,276,0.0,3.65,São Paulo,4,102909,,,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,
388,Zé Ricardo,1.27,José Ricardo Araújo Fernandes,Z. Ricardo,,6,ze-ricardo,9,10,5.03,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,290,10.4,7.42,Goiás,4,102911,1.0,4.0,22.0,21.0,6.0,5.0,26.0,,,,,,,,,,,,,
389,Canobbio,-0.9,Agustín Canobbio Graviz,Canobbio,,3,canobbio,8,10,5.05,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,293,3.1,6.26,Athlético-PR,5,102928,1.0,3.0,13.0,1.0,6.0,5.0,10.0,,1.0,1.0,,,,,,,,,1.0,
390,Laquintana,0.0,Ignacio Jesús Laquintana Marsico,Laquintana,,5,laquintana,2,10,1.75,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,280,0.0,3.67,Bragantino,5,103014,,,1.0,3.0,2.0,,2.0,,,2.0,,,,,,,,,,
391,Mateus Gonçalves,0.0,Mateus Gonçalves Martins,M. Gonçalves,,6,mateus-goncalves,3,10,0.4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_uVg3SyA.png,327,0.0,2.41,América-MG,5,103076,,1.0,1.0,,,,2.0,,,,,,,,,,,,,
392,Eric Ramires,-0.06,Eric dos Santos Rodrigues,E. Ramires,,6,eric-ramires,7,10,1.31,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,280,1.8,2.45,Bragantino,4,103295,,1.0,5.0,13.0,4.0,1.0,5.0,,,,,,,,,,,,,
393,Matheus Alexandre,-1.35,Matheus Alexandre Anastácio de Souza,M. Alexandre,,7,matheus-alexandre,9,10,4.65,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,1371,1.7,5.96,Cuiabá,2,103347,,2.0,27.0,8.0,1.0,2.0,2.0,,,,,2.0,,,,,,,,
394,Emmanuel Martínez,0.79,Leandro Emmanuel Martínez,E. Martínez,,6,emmanuel-martinez,9,10,3.12,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,327,5.8,5.21,América-MG,4,103388,2.0,,7.0,10.0,1.0,3.0,12.0,1.0,,,,,,,,,,,,
395,Caetano,0.0,João Victor Andrade Caetano,Caetano,,6,caetano,1,10,2.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,264,0.0,2.7,Corinthians,3,103575,,,2.0,,,,3.0,,,,,,,,,,,,1.0,
396,Rafael Bilu,0.0,Rafael Bilu Mudesto,R. Bilu,,5,rafael-bilu,4,10,2.08,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,283,0.0,2.83,Cruzeiro,5,103576,,,4.0,1.0,,3.0,3.0,,,1.0,,,,,,,,,,
397,Marcos Paulo,0.1,Marcos Paulo Costa do Nascimento,M. Paulo,,6,marcos-paulo,10,10,4.34,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,276,2.4,8.47,São Paulo,5,103645,1.0,1.0,13.0,6.0,1.0,4.0,11.0,,2.0,2.0,,,,,,,,,,
398,Kaíque Rocha,0.0,Kaíque Rocha Lima,K. Rocha,,6,kaique-rocha,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,293,0.0,4.0,Athlético-PR,3,103684,,,,,,,,,,,,,,,,,,,,
399,Jadsom Silva,0.55,Jadsom Meemyas de Oliveira da Silva,J. Silva,,6,jadsom-silva,9,10,0.86,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,280,3.0,2.2,Bragantino,4,103695,,4.0,12.0,12.0,1.0,1.0,2.0,,,1.0,,,,,,,,,2.0,
400,Bruno Méndez,-0.5,Bruno Méndez Cittadini,B. Méndez,,7,bruno-mendez,7,10,1.29,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,264,0.0,2.29,Corinthians,3,103700,,1.0,5.0,6.0,,1.0,,,,,,1.0,,,,,,,,
401,Gabriel Menino,1.92,Gabriel Vinícius Menino,G. Menino,,7,gabriel-menino,10,10,5.39,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,275,12.1,10.11,Palmeiras,4,103767,1.0,2.0,21.0,16.0,3.0,8.0,13.0,2.0,1.0,1.0,,,,,,,,,,
402,Maycon,0.0,Maycon Cleiton de Paula Azevedo,Maycon,,6,maycon,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,280,0.0,3.0,Bragantino,1,104017,,,,,,,,,,,,,,,,,,,,
403,João Fernando,0.0,João Fernando Monteiro Siqueira,J. Fernando,,6,joao-fernando,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,263,0.0,2.0,Botafogo,1,104079,,,,,,,,,,,,,,,,,,,,
404,Carlos Miguel,0.0,Carlos Miguel dos Santos Pereira,C. Miguel,,6,carlos-miguel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,264,0.0,2.0,Corinthians,1,104084,,,,,,,,,,,,,,,,,,,,
405,Bruno Fuchs,0.0,Bruno de Lara Fuchs,B. Fuchs,,6,bruno-fuchs,5,10,3.42,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,282,0.0,4.92,Atlético-MG,3,104085,,,1.0,2.0,,,3.0,,,,,3.0,,,,,,,,
406,Ruan,0.88,Ruan de Oliveira Ferreira,Ruan,,6,ruan,1,10,7.5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,264,7.5,2.88,Corinthians,4,104153,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
407,João Lucas,0.53,João Lucas de Almeida Carvalho,J. Lucas,,6,joao-lucas,3,10,6.57,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,277,7.9,5.11,Santos,2,104257,,,7.0,,,1.0,1.0,,,,,2.0,,,,,,,,
408,Matheus Mendes,0.0,Matheus Mendes Werneck de Oliveira,M. Mendes,,6,matheus-mendes,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,282,0.0,3.0,Atlético-MG,1,104383,,,,,,,,,,,,,,,,,,,,
409,Igor Gomes,0.0,Igor Gomes Silva,I. Gomes,,2,igor-gomes,7,10,2.88,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,285,0.0,5.05,Internacional,3,104385,,1.0,7.0,4.0,1.0,1.0,6.0,,,,,2.0,,,,,,,1.0,
410,Vitor Mendes,0.0,Vitor Mendes Alves,V. Mendes,,6,vitor-mendes,2,10,4.95,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,266,0.0,6.66,Fluminense,3,104401,,1.0,,1.0,1.0,,,,,,,2.0,,,,,,,,
411,Reinaldo,0.0,Reinaldo Nascimento Satorno,Reinaldo,,6,reinaldo,1,10,1.7,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,293,0.0,2.39,Athlético-PR,5,104420,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
412,Felipe Scheibig,0.0,Felipe Mateus Scheibig,F. Scheibig,,6,felipe-scheibig,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,284,0.0,1.0,Grêmio,1,104424,,,,,,,,,,,,,,,,,,,,
413,Christian,1.45,Christian Roberto Alves Cardoso,Christian,,7,christian,8,10,5.47,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,293,9.0,10.3,Athlético-PR,4,104502,,,10.0,8.0,,4.0,8.0,1.0,3.0,,,,,,,,,,,
414,Vinícius Zanocelo,-0.31,Vinícius Nelson de Souza Zanocelo,V. Zanocelo,,6,vinicius-zanocelo,6,10,0.68,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,356,-0.3,3.32,Fortaleza,4,104521,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
415,Sandry,0.0,Sandry Roberto Santos Goes,Sandry,,6,sandry,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,277,0.0,4.0,Santos,4,104580,,,,,,,,,,,,,,,,,,,,
416,Fabrício,0.0,Fabrício Oliveira de Souza,Fabrício,,6,fabricio,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,280,0.0,1.0,Bragantino,1,104588,,,,,,,,,,,,,,,,,,,,
417,Darlan,0.0,Darlan Pereira Mendes,Darlan,,6,darlan,1,10,0.2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,284,0.0,2.71,Grêmio,4,104593,,1.0,1.0,,,,,,,,,,,,,,,,,
418,Matheus Bianqui,0.0,Matheus Henrique Bianqui,M. Bianqui,,6,matheus-bianqui,4,10,0.17,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,294,0.0,2.25,Coritiba,4,104640,,2.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,
419,Juan Vojvoda,-0.27,Juan Pablo Vojvoda Rizzo,J. Vojvoda,,7,juan-vojvoda,10,10,5.74,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,356,3.37,11.89,Fortaleza,6,104754,,,,,,,,,,,,,3.0,,,,,,,
420,Acevedo,0.0,Nicolás Brian Acevedo Tabárez,Acevedo,,7,acevedo,8,10,2.36,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,265,0.0,4.39,Bahia,4,104783,,3.0,14.0,16.0,1.0,4.0,11.0,,,,,,,,,,,,,
421,Igo Gabriel,0.0,Igo Gabriel Santos Pereira,I. Gabriel,,6,igo-gabriel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,263,0.0,1.0,Botafogo,1,104991,,,,,,,,,,,,,,,,,,,,
422,Luis Henrique,0.27,Luis Henrique Tomaz de Lima,L. Henrique,,7,luis-henrique,10,10,1.89,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,263,2.0,4.48,Botafogo,5,105049,,,5.0,,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,
423,Khellven,0.0,Khellven Douglas Silva Oliveira,Khellven,,6,khellven,7,10,3.02,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,293,0.0,7.36,Athlético-PR,2,105175,,,8.0,8.0,,2.0,5.0,,,2.0,,2.0,,,,,,,,
424,Bento,1.06,Bento Matheus Krepski,Bento,,7,bento,10,10,4.52,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,293,12.7,11.3,Athlético-PR,1,105208,1.0,2.0,,1.0,,,1.0,,,,,3.0,,,33.0,13.0,1.0,,,
425,De Lucca,0.0,Patrick de Lucca Chaves de Oliveira,D. Lucca,,5,de-lucca,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,267,0.0,3.0,Vasco,4,105294,,,,,,,,,,,,,,,,,,,,
426,Ferraresi,0.0,Nahuel Adolfo Ferraresi Hernández,Ferraresi,,6,ferraresi,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,276,0.0,6.0,São Paulo,3,105300,,,,,,,,,,,,,,,,,,,,
427,Gabriel Xavier,0.0,Gabriel Lheman Xavier - Lhman,G. Xavier,,6,gabriel-xavier,4,10,3.37,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,265,0.0,3.96,Bahia,3,105373,,,6.0,3.0,1.0,,2.0,,,,,1.0,,,,,,,,
428,Trindade,0.0,Jesús Emiliano Trindade Flores,Trindade,,6,trindade,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,294,0.0,4.0,Coritiba,4,105433,,,,,,,,,,,,,,,,,,,,
429,Matheus Bidu,-1.37,Matheus Lima Beltrão Oliveira Valin,M. Bidu,,7,matheus-bidu,7,10,4.05,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,264,0.6,5.73,Corinthians,2,105531,,1.0,10.0,7.0,4.0,4.0,13.0,,,,,1.0,,,,,,,,
430,Rikelme,1.62,Rikelme Hernandes Amorim Rocha,Rikelme,,7,rikelme,4,10,5.95,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,1371,11.9,3.89,Cuiabá,5,105547,1.0,,16.0,6.0,,,3.0,,,1.0,,,,,,,,,,
431,Riquelme,0.0,Riquelme Carvalho Araújo Viana,Riquelme,,6,riquelme,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,267,0.0,3.0,Vasco,2,105566,,,,,,,,,,,,,,,,,,,,
432,Lucero,-0.11,Juan Martín Lucero,Lucero,,7,lucero,6,10,1.12,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,356,0.7,4.3,Fortaleza,5,105568,,,2.0,5.0,1.0,3.0,5.0,,,3.0,,,,,,,,,,
433,Lucas Piton,-0.75,Lucas Piton Crivellaro,L. Piton,,7,lucas-piton,10,10,2.37,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,267,0.1,6.13,Vasco,2,105584,2.0,2.0,12.0,12.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,
434,Roni,0.0,Roni Medeiros de Moura,Roni,,6,roni,7,10,1.1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,264,0.0,2.46,Corinthians,4,105585,,1.0,9.0,13.0,,1.0,2.0,,,,,,,,,,,,,
435,Maurício,0.0,Maurício Magalhães Prado,Maurício,,6,mauricio,5,10,5.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,285,0.0,8.77,Internacional,4,105647,,2.0,2.0,2.0,1.0,4.0,10.0,,2.0,2.0,,,,,,,,,,
436,Nicolás Hernández,-0.31,Nicolás Hernández Rodríguez,N. Hernández,,7,nicolas-hernandez,5,10,2.26,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,285,1.7,3.44,Internacional,3,105672,1.0,2.0,2.0,3.0,,1.0,2.0,,,,,1.0,,,,,,,,
437,Rafael Navarro,0.0,Rafael Navarro Leal,R. Navarro,,6,rafael-navarro,3,10,4.47,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_D5UD7xu.png,275,0.0,5.93,Palmeiras,5,105770,,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
438,Luan,0.0,Luan de Freitas Molarinho Chagas,Luan,,6,luan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_I20iDp4.png,266,0.0,2.0,Fluminense,3,105807,,,,,,,,,,,,,,,,,,,,
439,Wesley,1.17,Wesley Ribeiro Silva,Wesley,,7,wesley,8,10,5.71,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,283,10.8,8.47,Cruzeiro,5,105811,,2.0,10.0,17.0,5.0,6.0,12.0,,3.0,,,,,,,,,,,
440,Edu,-0.18,Lucas Eduardo Ribeiro de Souza,Edu,,6,edu,2,10,1.9,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ufnVqJV.png,290,1.7,2.4,Goiás,3,105842,,,3.0,1.0,,,3.0,,,,,,,,,,,,1.0,
441,Matheus Araújo,0.0,Matheus de Araújo Andrade,M. Araújo,,6,matheus-araujo,4,10,3.92,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,264,0.0,6.66,Corinthians,4,105845,,,4.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,
442,Ivonei,0.0,Ivonei Júnior da Silva Rabelo,Ivonei,,6,ivonei,1,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,277,0.0,1.39,Santos,4,105899,,,,,,,,,,,,,,,,,,,,
443,Zé Gabriel,0.15,José Gabriel dos Santos Silva,Z. Gabriel,,7,ze-gabriel,2,10,1.3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,267,1.7,2.44,Vasco,4,105902,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
