"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","CV","FC","FD","FF","FS","I","PE","RB","SG","FT","A","G","PP","DD","GS","GC","DP"
"650","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,24,"CHA","mei","Provável",1.5,2.74,-1.06,3.53,10,"Chapecoense",2,NA,17,1,5,6,NA,32,15,NA,1,1,2,NA,NA,NA,NA,NA
"651","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,24,"FLU","ata","Nulo",1.2,1.26,-0.11,1.17,6,"Fluminense",NA,NA,3,2,1,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2017/04/23/953f5c26291d830bd5f2074bac7a9ab0_FORMATO.png",92085,24,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,24,"SPO","ata","Dúvida",-1,3.28,-0.48,2.57,12,"Sport",3,NA,12,3,5,12,1,25,9,NA,NA,3,1,NA,NA,NA,NA,NA
"654","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,24,"BAH","zag","Nulo",0,4.25,0,2.61,7,"Bahia",1,NA,4,1,1,6,NA,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"655","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,24,"VAS","mei","Nulo",0,1.3,0,-0.37,3,"Vasco",1,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,24,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,24,"VAS","mei","Nulo",0,2.02,0,2.7,3,"Vasco",1,NA,1,NA,4,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,24,"FLU","mei","Provável",0.4,2.38,0.08,0.71,10,"Fluminense",5,NA,18,2,2,9,1,23,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,24,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,24,"COR","zag","Contundido",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"661","Émerson Cris Hartkopp","Emerson Cris","https://s.glbimg.com/es/sde/f/2017/09/19/5a8b5f6e674e12816893895424d8fbef_FORMATO.png",95830,24,"CHA","tec","Provável",5.27,8.04,-0.78,5.27,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,24,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,24,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"664","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,24,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,24,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,24,"ATL","ata","Provável",0,1.3,0,-0.6,1,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,24,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"668","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,24,"SPO","lat","Provável",0,9.26,0,5.68,13,"Sport",1,NA,28,1,1,13,NA,43,35,6,NA,1,NA,NA,NA,NA,NA,NA
"669","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,24,"COR","ata","Nulo",0,1.84,-0.45,1.46,7,"Coritiba",1,NA,5,1,1,1,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"670","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,24,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,24,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,24,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,24,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,24,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,24,"COR","mei","Nulo",0,0.79,0,-0.85,2,"Coritiba",1,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,24,"SAN","zag","Nulo",2.3,4.08,-0.35,4.87,6,"Santos",NA,NA,4,NA,3,2,NA,7,6,3,NA,1,NA,NA,NA,NA,NA,NA
"677","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,24,"GRE","mei","Nulo",0,2.04,0,1.95,2,"Grêmio",NA,NA,2,NA,NA,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,1,NA
"678","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,24,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Geovane Henrique Pereira de Souza","Geovane","https://s.glbimg.com/es/sde/f/2017/04/24/4e836a43a284121c7d2754809098d92c_FORMATO.png",96349,24,"COR","zag","Contundido",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,24,"SAN","mei","Nulo",-0.8,1.43,-0.57,-0.8,1,"Santos",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,24,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,24,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,24,"BOT","mei","Provável",0,5.75,0,3.89,15,"Botafogo",2,NA,20,1,7,14,NA,29,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Ralph Machado Dias","Ralph","https://s.glbimg.com/es/sde/f/2017/04/03/31d573bf9a9cb39a1ab39967572631bf_FORMATO.png",96433,24,"ATL","mei","Nulo",0,1.04,0,0.45,4,"Atlético-MG",3,NA,3,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","José Augusto Bernardo","Zé Augusto","https://s.glbimg.com/es/sde/f/2017/05/04/259c00461a34a8c1ba60d770d10fca35_FORMATO.jpeg",98762,24,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Mauricio Tomazi Pinheiro","Mauricio","https://s.glbimg.com/es/sde/f/2017/05/11/8f1984fabe5775e0c6485d0c7e2cdd00_FORMATO.png",96464,24,"AVA","zag","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/07/28/e3229c224dd3b65a77ccabf9badb7ee9_FORMATO.png",96411,24,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,24,"BOT","lat","Nulo",0,0.78,0,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,24,"ATL","ata","Provável",8.5,7.62,0.91,4.36,7,"Atlético-PR",NA,NA,8,4,6,13,6,6,3,NA,1,NA,2,NA,NA,NA,NA,NA
"690","Renan Augusto Lodi dos Santos","Renan Lodi","https://s.glbimg.com/es/sde/f/2017/04/23/cfd0bead775744f8d276b9988eeee824_FORMATO.png",96591,24,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Vitor da Silva Vieira","Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/55f029a24ac57ff25bbf6a3568dca322_FORMATO.png",96804,24,"AVA","ata","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Matheus Gutz","Matheus","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",94102,24,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,24,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,24,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,24,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,24,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,24,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,24,"FLA","ata","Nulo",0,3.69,0,2.5,8,"Flamengo",NA,NA,9,3,3,8,NA,4,3,NA,1,NA,1,NA,NA,NA,NA,NA
"699","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,24,"COR","ata","Nulo",0,1.71,0,0.7,1,"Corinthians",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,24,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,24,"SAN","ata","Nulo",0,1.84,0,0.86,5,"Santos",NA,NA,1,1,NA,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Carlos Vitor da Silva Nascimento","Santarém","https://s.glbimg.com/es/sde/f/2017/05/02/fc55f1db6d41a43491dfc0c217da1c4e_FORMATO.png",97228,24,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,24,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,1,NA,NA,3,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"704","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,24,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,24,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,24,"SPO","mei","Nulo",2.9,1.35,0.56,0.58,13,"Sport",3,NA,13,NA,NA,7,1,15,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"707","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,24,"PAL","mei","Nulo",0,0.79,0,-1.75,2,"Palmeiras",2,NA,1,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,24,"COR","mei","Provável",-1.2,7.69,-0.68,3.19,23,"Corinthians",NA,NA,13,6,12,9,NA,72,35,NA,NA,3,1,NA,NA,NA,NA,NA
"709","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,24,"COR","zag","Contundido",0,0.99,0,-0.4,2,"Coritiba",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,24,"COR","zag","Nulo",0,1.63,0,0.2,1,"Coritiba",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,24,"BOT","ata","Nulo",10.3,7.38,1.92,3.37,19,"Botafogo",1,NA,15,8,10,30,NA,43,14,NA,1,1,3,NA,NA,NA,NA,NA
"712","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,24,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Vitor Carvalho Vieira","Vitor Carvalho","https://s.glbimg.com/es/sde/f/2017/07/26/11d5415c167784febf6f5693e3f9c281_FORMATO.png",97449,24,"COR","mei","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,24,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Jean Paul Jesús Pineda Cortés","Jean Pineda","https://s.glbimg.com/es/sde/f/2017/04/01/c2cf595a92569119a049ee25c8310ba1_FORMATO.png",97532,24,"VIT","ata","Nulo",0,2.38,0,-0.2,2,"Vitória",NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,24,"FLU","ata","Contundido",0,5.76,0,3.87,11,"Fluminense",4,NA,20,2,3,14,3,22,28,NA,NA,2,NA,NA,NA,NA,NA,NA
"717","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,24,"SAO","mei","Nulo",0,2.36,0,3.6,2,"São Paulo",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"718","Matheus Alessandro dos Santos Pereira","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2017/07/25/feb918cb9fca075fc2d542c88aeff29e_FORMATO.png",97527,24,"FLU","ata","Nulo",0,1.38,0,1.94,7,"Fluminense",NA,NA,3,1,NA,4,1,9,4,NA,1,1,NA,NA,NA,NA,NA,NA
"719","Wesley Frazan Bernardo","Frazan","https://s.glbimg.com/es/sde/f/2017/07/25/2a1a617893f9ffdc46ea71e64684ffc9_FORMATO.png",97528,24,"FLU","zag","Provável",-2.5,0.89,-0.45,-0.8,4,"Fluminense",2,NA,8,1,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Rodrigo Alves da Cruz","Rodrigo Pelezinho","https://s.glbimg.com/es/sde/f/2017/08/17/520cb9ececbfed6f3b3074b650d51d6b_FORMATO.png",98184,24,"CHA","ata","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,24,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,24,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Hiago Correa Silveira Cena","Hiago","https://s.glbimg.com/es/sde/f/2017/04/24/f7869b26b810fd7e1e0fc61465eca493_FORMATO.png",97535,24,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Ilson Cedric Borges de Accacio Lima","Cedric","https://s.glbimg.com/es/sde/f/2017/04/01/b42c80735aa423756f5307c1bd099859_FORMATO.png",98221,24,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Gabriel Dal Toé Busanello","Busanello","https://s.glbimg.com/es/sde/f/2017/06/27/6ac892113bf496da619970ae92cf36fa_FORMATO.png",97537,24,"CHA","lat","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Bruno Guimarães Rodriguez Moura","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2017/05/11/f5024b3a361d2a09da365bea55b67c88_FORMATO.png",98352,24,"ATL","mei","Nulo",0,0.79,0,-2.27,3,"Atlético-PR",2,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,24,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,24,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Bryan Borges Mascarenhas","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,24,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Marcio Marcelo Leite Júnior","Marcio","https://s.glbimg.com/es/sde/f/2017/04/24/af90ed18c0e6fc8bef19cc34a80587b8_FORMATO.png",97538,24,"COR","zag","Nulo",0,6.28,0,2.5,20,"Coritiba",4,1,24,3,4,10,1,35,16,7,NA,1,1,NA,NA,NA,NA,NA
