"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","I","CV","DD","GS","G","PP","DP","GC"
"276","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,27,"FLU","ata","Nulo",0,1.73,0,-3.35,2,"Fluminense",NA,NA,2,NA,NA,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"277","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,27,"VAS","ata","Nulo",0,2,0.03,1.83,10,"Vasco",NA,1,12,3,4,11,1,15,5,NA,1,NA,NA,NA,1,NA,NA,NA
"278","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,27,"ATL","gol","Nulo",0,0.83,0,-3.1,3,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,9,NA,NA,NA,NA
"279","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,27,"PON","mei","Nulo",-0.8,1.3,-0.91,1.45,13,"Ponte Preta",NA,NA,9,8,2,18,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,27,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,27,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Weverton Almeida Silva","Weverton Almeida",NA,100459,27,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,27,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,27,"FLU","zag","Provável",0.7,5.73,-1.27,0.7,1,"Fluminense",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,27,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",NA,1,5,NA,2,6,NA,11,4,1,NA,NA,NA,NA,1,NA,NA,NA
"286","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,27,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,NA,1,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,27,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,NA,2,NA,1,3,NA,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"288","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,27,"SAO","ata","Nulo",0,0.88,0,0.55,2,"São Paulo",NA,NA,1,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,27,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,27,"GRE","ata","Nulo",0,0.79,0,-0.3,1,"Grêmio",NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,27,"ATL","tec","Provável",2.24,9.97,0.11,3.51,13,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,27,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,27,"CHA","ata","Nulo",-1,3.68,-0.43,1.26,8,"Chapecoense",NA,NA,8,5,1,5,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,27,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,27,"ATL","zag","Nulo",0,1.2,0,-0.06,9,"Atlético-MG",NA,4,25,2,NA,6,NA,12,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"296","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/27/2e9f3e01e7eb251a758ae22a40172f3d_FORMATO.png",99892,27,"PON","ata","Contundido",0,1.16,0,1.7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/08/10/265c697061818acfca0985d570ff03cb_FORMATO.png",99894,27,"BAH","ata","Nulo",0,1.25,0,0.05,2,"Bahia",NA,NA,3,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"298","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,27,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Luan Martins Pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2017/07/22/005428b78c5678e9e1a43a2813030638_FORMATO.png",99900,27,"AVA","mei","Provável",0.3,1.52,-0.6,0.96,8,"Avaí",NA,1,5,1,NA,12,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,27,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,27,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,27,"GRE","mei","Nulo",0.3,2.38,-0.59,1.59,8,"Grêmio",NA,NA,3,3,2,6,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,27,"VAS","ata","Nulo",0,4.35,0,3.63,11,"Vasco",1,1,4,2,3,8,NA,30,14,NA,NA,NA,NA,NA,2,NA,NA,NA
"304","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,27,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Matheus Soares Thuler","Thuler",NA,100125,27,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,27,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Khevin Rodrigo Fraga","Khevin",NA,99921,27,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Lucas Felipe Galdino","Lucas Formiga",NA,99959,27,"PON","ata","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,27,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,8,4,NA,NA,NA,NA
"310","Lucas Soares de Almeida","Lucas Soares",NA,100158,27,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Lincoln Correa dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/08/18/c31fbfdb9ed0a96f765bb7707ec1e618_FORMATO.png",100065,27,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Lucas Pereira Ribeiro de Souza","Lucas",NA,100100,27,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Rickson Barbosa Sá da Conceição","Rickson",NA,100002,27,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Igor Silveira Gomes","Igor",NA,100084,27,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Pedro Augusto Borges da Costa","Pedro Augusto",NA,100085,27,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Kleber Augusto Caetano Leite Filho","Klebinho","https://s.glbimg.com/es/sde/f/2017/09/05/6fc335d35eb2a8f269f2cf230475150c_FORMATO.png",100126,27,"FLA","lat","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Lucas Poletto Costa","Lucas Poletto",NA,100132,27,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Amilcar Rosa Neto","Amilcar",NA,100458,27,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,27,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",1,2,6,NA,1,4,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,27,"VIT","ata","Suspenso",-1.3,6.66,-1.75,2.88,12,"Vitória",3,1,19,3,5,10,NA,20,5,NA,4,1,NA,NA,3,NA,NA,NA
"321","Pedro Henrique de Oliveira Correira","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,27,"PAL","zag","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Bryan Eduardo Urueña Díaz","Urueña","https://s.glbimg.com/es/sde/f/2017/09/04/d576d58dd257fe73ea225e67fae4bac6_FORMATO.png",100178,27,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Ronaldo Rodrigues de Souza","Ronaldo",NA,100162,27,"CRU","zag","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Pablo Carneiro Freitas","Pablo Maldini",NA,100127,27,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Vander Tavares Silva","Vander",NA,100159,27,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Paulo Henrique Pereira da Silva","Paulo Bóia","https://s.glbimg.com/es/sde/f/2017/09/16/ed8ef66b36eaa70be2d7ff9b56149fdf_FORMATO.png",100333,27,"SAO","ata","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,27,"FLU","ata","Nulo",0,8.48,0,2.4,13,"Fluminense",1,NA,6,1,2,22,NA,45,9,NA,4,NA,NA,NA,2,NA,NA,NA
"328","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,27,"VAS","lat","Provável",2.3,9.35,0.1,5.68,13,"Vasco",2,1,17,2,4,35,NA,45,25,3,NA,NA,NA,NA,1,NA,NA,NA
"329","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,27,"BOT","ata","Nulo",3.6,8,-0.45,3.52,22,"Botafogo",7,3,33,14,13,27,NA,90,25,NA,6,NA,NA,NA,2,NA,NA,NA
"330","Alisson Raimundo de Sousa ","Alisson",NA,100337,27,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Leonardo de Andrade Silva","Léo Andrade",NA,100342,27,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,27,"SPO","mei","Dúvida",3.9,6.69,-0.11,4,11,"Sport",NA,2,21,1,4,6,NA,26,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,27,"ATL","zag","Contundido",0,9.1,0,1.85,13,"Atlético-MG",NA,4,17,1,4,22,NA,25,11,3,1,NA,NA,NA,NA,NA,NA,NA
"334","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,27,"VIT","ata","Contundido",0,8.53,0,2.15,11,"Vitória",NA,1,16,4,5,19,NA,20,3,NA,6,NA,NA,NA,3,1,NA,NA
"335","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,27,"CRU","gol","Nulo",10.7,9.32,1.77,2.77,3,"Cruzeiro",NA,NA,NA,NA,NA,1,NA,4,NA,1,NA,NA,4,4,NA,NA,NA,NA
"336","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2017/08/30/0bede49c732eaf2c30db3293389d7ddd_FORMATO.png",68911,27,"SPO","mei","Provável",12.5,17.17,3.22,3.92,17,"Sport",2,7,30,6,11,41,3,70,7,NA,2,1,NA,NA,7,NA,NA,NA
"337","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,27,"SAO","gol","Nulo",0,8.9,0,2.06,20,"São Paulo",NA,2,1,NA,NA,1,NA,15,NA,5,NA,NA,27,28,NA,NA,NA,NA
"338","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,27,"PAL","ata","Provável",6.2,16.79,0.47,4.24,15,"Palmeiras",1,3,13,6,5,70,NA,59,14,NA,7,NA,NA,NA,3,NA,NA,NA
"339","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,27,"SAN","ata","Nulo",0,4.7,0,0.16,10,"Santos",NA,1,11,3,4,6,NA,26,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"340","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,27,"VIT","zag","Provável",1.4,8.31,-0.21,3.8,12,"Vitória",NA,3,16,NA,2,21,1,21,18,4,NA,NA,NA,NA,NA,NA,NA,NA
"341","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,27,"SPO","zag","Provável",-1.4,7.97,-0.79,3.77,21,"Sport",1,4,23,5,4,36,NA,54,22,8,3,NA,NA,NA,1,NA,NA,NA
"342","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,27,"COR","mei","Nulo",3.9,9.23,-0.09,2.91,18,"Corinthians",4,4,11,6,5,25,1,35,9,NA,1,NA,NA,NA,2,NA,NA,NA
"343","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,27,"ATL","gol","Contundido",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"344","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,27,"COR","mei","Nulo",0,4.85,0,0.96,7,"Corinthians",1,1,2,NA,1,2,NA,11,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,27,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,2,NA,NA,NA,NA
"346","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,27,"PON","gol","Nulo",0,5.22,0,7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"347","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,27,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",NA,2,3,NA,NA,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,27,"ATL","mei","Provável",2,7.16,-0.48,4.83,14,"Atlético-GO",1,3,28,4,12,29,2,42,27,NA,1,NA,NA,NA,2,NA,NA,NA
"349","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,27,"COR","mei","Contundido",0,3.53,0,2.32,5,"Corinthians",2,NA,3,1,NA,3,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,27,"CRU","zag","Nulo",5,8.66,-0.11,5.1,2,"Cruzeiro",NA,NA,NA,NA,NA,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"351","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,27,"ATL","ata","Nulo",0,1.84,0,-1.31,15,"Atlético-PR",NA,4,28,2,8,14,NA,50,4,NA,8,NA,NA,NA,NA,NA,NA,NA
"352","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,27,"VAS","gol","Provável",4.2,7.71,0.07,2,27,"Vasco",NA,2,NA,NA,NA,4,NA,20,NA,6,NA,NA,36,38,NA,NA,NA,NA
"353","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,27,"COR","zag","Provável",0,11.4,0,4.67,18,"Corinthians",NA,2,11,2,10,8,NA,23,19,11,NA,NA,NA,NA,NA,NA,NA,NA
"354","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,27,"COR","lat","Suspenso",-2,4.74,-1.18,2.36,14,"Coritiba",1,6,28,1,1,22,NA,54,28,2,NA,NA,NA,NA,NA,NA,NA,NA
"355","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,27,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,27,"GRE","ata","Provável",-2.1,8.74,-0.59,3.13,13,"Grêmio",1,3,16,5,3,15,NA,20,8,NA,9,NA,NA,NA,4,NA,NA,NA
"357","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,27,"ATL","mei","Provável",-0.6,8.33,-0.04,2.42,24,"Atlético-PR",2,2,24,15,11,35,1,88,21,NA,3,NA,NA,NA,2,1,NA,NA
"358","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,27,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,27,"COR","mei","Provável",-0.4,4.41,-0.15,1.31,15,"Coritiba",2,2,18,6,5,13,1,43,10,NA,2,NA,NA,NA,NA,NA,NA,NA
"360","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,27,"COR","mei","Nulo",1.7,3.61,0.08,1.03,3,"Corinthians",NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,27,"SAN","lat","Contundido",0,10.39,0,4.19,15,"Santos",NA,3,12,1,2,12,NA,50,15,8,NA,NA,NA,NA,2,NA,NA,NA
"362","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,27,"SAO","gol","Provável",19,9.04,1.42,6.63,7,"São Paulo",NA,1,NA,NA,NA,1,NA,7,NA,1,NA,NA,21,10,NA,NA,NA,NA
