"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FS","PE","RB","CA","FD","FF","I","CV","SG","FT","G","PP","A","DD","GS","DP","GC"
"293","Vitor da Silva Vieira","Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/55f029a24ac57ff25bbf6a3568dca322_FORMATO.png",96804,12,"AVA","ata","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,12,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,12,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,12,"SAN","ata","Nulo",0,1.84,-0.16,0.95,4,"Santos",1,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,12,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Luiz Henrique Pachu Lira","Pachu","https://s.glbimg.com/es/sde/f/2017/04/18/3b72e5cbc1cbcacc5bcaa528f2e598d9_FORMATO.png",97352,12,"BOT","ata","Nulo",0,1.63,0,0.7,2,"Botafogo",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,12,"PAL","mei","Nulo",0,0.78,0,-1.5,1,"Palmeiras",1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,12,"ATL","mei","Provável",0,1.51,0,0.67,9,"Atlético-GO",11,5,17,10,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/01/13/b1ce41bb5e20e57134cccffd2e93dd12_FORMATO.png",97452,12,"FLU","ata","Provável",8.6,7.78,1.08,6.63,7,"Fluminense",16,13,19,25,1,2,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"302","Matheus Felipe Camargo Iacovelli","Matheus Iacovelli","https://s.glbimg.com/es/sde/f/2017/05/22/c2879f5baa16034be213aa66cf2bdf37_FORMATO.png",97445,12,"PAL","ata","Nulo",0,1.68,0,0.5,1,"Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Wesley Frazan Bernardo","Frazan","https://s.glbimg.com/es/sde/f/2017/01/13/695e73041183062305ca4b63ca0c7ea9_FORMATO.png",97528,12,"FLU","zag","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,12,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,12,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,12,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,12,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,12,"COR","zag","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Jean Paul Jesús Pineda Cortés","Jean Pineda","https://s.glbimg.com/es/sde/f/2017/04/01/c2cf595a92569119a049ee25c8310ba1_FORMATO.png",97532,12,"VIT","ata","Nulo",0,2.38,0,-0.2,2,"Vitória",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Hiago Correa Silveira Cena","Hiago","https://s.glbimg.com/es/sde/f/2017/04/24/f7869b26b810fd7e1e0fc61465eca493_FORMATO.png",97535,12,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,12,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,12,"SAO","mei","Nulo",7.7,2.36,1.58,3.6,2,"São Paulo",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"313","Matheus Alessandro dos Santos Pereira","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2017/01/13/8bded1df8c35e489469d2b1a9055ef20_FORMATO.png",97527,12,"FLU","ata","Nulo",0,1.1,0,0.9,2,"Fluminense",NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Gabriel Dal Toé Busanello","Busanello","https://s.glbimg.com/es/sde/f/2017/06/27/6ac892113bf496da619970ae92cf36fa_FORMATO.png",97537,12,"CHA","lat","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Bryan Borges Mascarenhas","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,12,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Marco Túlio Oliveira Lemos","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,12,"PON","ata","Nulo",0,0.87,0,0.35,2,"Ponte Preta",3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,12,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,12,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Lucas de Souza Ventura","Nonoca","https://s.glbimg.com/es/sde/f/2017/04/06/4a26ea9ccd869d0076aa6dae12e454c3_FORMATO.png",97856,12,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,12,"CRU","zag","Provável",1.4,1.18,0.41,0.64,5,"Cruzeiro",4,2,12,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"322","Jhemerson Guimarães Gaigher","Jhemerson","https://s.glbimg.com/es/sde/f/2017/04/01/739e03a0f382a2fe2c4518ea0a20d39e_FORMATO.png",97863,12,"VIT","mei","Nulo",0,4.28,0,3.1,1,"Vitória",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Vinícius Szeuczuk Ribeiro","Vinícius Guarapuava","https://s.glbimg.com/es/sde/f/2017/04/25/48b415a12dcbdddd7f3e41bd0f773191_FORMATO.png",97540,12,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Jacy Maranhão Oliveira","Jacy","https://s.glbimg.com/es/sde/f/2017/04/23/9434953cbf73327a425e3b46a230bebd_FORMATO.png",97878,12,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Marcio Marcelo Leite Júnior","Marcio","https://s.glbimg.com/es/sde/f/2017/04/24/af90ed18c0e6fc8bef19cc34a80587b8_FORMATO.png",97538,12,"COR","zag","Provável",3.1,7.63,0.33,4.07,11,"Coritiba",13,6,21,10,2,2,3,1,NA,5,NA,1,NA,1,NA,NA,NA,NA
"326","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,12,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Murillo Magno de Carvalho","Murillo","https://s.glbimg.com/es/sde/f/2017/01/20/1ac0bd987facdb6f4ac949db15538370_FORMATO.png",97880,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Matheus Aleksander dos Anjos","Matheus Anjos","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_FORMATO.png",97879,12,"ATL","mei","Nulo",0,1.27,0,-0.4,2,"Atlético-PR",3,2,9,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,12,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Patrick Correia Sales","Patrick Correia","https://s.glbimg.com/es/sde/f/2017/02/14/521d0e8322cc9471f226a14e06549443_FORMATO.png",97877,12,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,12,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Ilson Cedric Borges de Accacio Lima","Cedric","https://s.glbimg.com/es/sde/f/2017/04/01/b42c80735aa423756f5307c1bd099859_FORMATO.png",98221,12,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Caio Felipe dos Santos Silva","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,12,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Thiago Couto Wenceslau","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,12,"SAO","gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Wytallo Thiago Lima da Silva","Thiaguinho","https://s.glbimg.com/es/sde/f/2017/02/25/8d9b4558215c3206a5e47dd0ff123ca5_FORMATO.png",97771,12,"PON","ata","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,12,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Marcus Wendel Valle da Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/04/02/3d09f45d9e193fd3d5227aed7177000d_FORMATO.png",98402,12,"FLU","mei","Provável",0,12.82,0,5.83,9,"Fluminense",11,25,21,12,NA,6,2,1,NA,NA,1,2,NA,1,NA,NA,NA,NA
"338","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,12,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,12,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Rodrigo Alves da Cruz","Rodrigo Pelezinho","https://s.glbimg.com/es/sde/f/2017/06/09/84a1d3f37a42b2b48f444a1350f951fc_FORMATO.png",98184,12,"CHA","ata","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,12,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,12,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Patrick Luan dos Santos","Patrick Luan","https://s.glbimg.com/es/sde/f/2017/04/02/71b19c71f009ce2d55363ed067a46395_FORMATO.png",98401,12,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,12,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","José Marcos Costa Martins","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_FORMATO.png",98765,12,"ATL","mei","Nulo",0,1.38,0,-0.8,1,"Atlético-MG",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Pedro Victor Delmino da Silva","Pedrinho","https://s.glbimg.com/es/sde/f/2017/04/23/cd96a7cb3e7a985ccca026996bab950b_FORMATO.png",98706,12,"COR","ata","Nulo",2.4,1.36,0.24,1.12,4,"Corinthians",NA,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Bruno Guimarães Rodriguez Moura","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2017/05/11/f5024b3a361d2a09da365bea55b67c88_FORMATO.png",98352,12,"ATL","mei","Nulo",-0.8,0.79,0.01,-2.27,3,"Atlético-PR",5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,12,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","João Pedro Ribeiro dos Reis","João Pedro","https://s.glbimg.com/es/sde/f/2017/04/27/449973d2d9ebbd6b442c41fb9f44929b_FORMATO.png",98910,12,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,12,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Cláudio Vitor Morais de Lima Cruz","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2017/04/28/14be0b5c9f3c998e87056e7edacd296b_FORMATO.png",98888,12,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,12,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,12,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,12,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,12,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Dayvid Alexsander da Silva","Dayvid",NA,99254,12,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Alesandro dos Santos Pereira","Alesandro",NA,99256,12,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,12,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,12,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,12,"VIT","zag","Nulo",-0.5,4.33,-1.17,2.23,10,"Vitória",9,2,28,11,2,3,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"362","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,12,"AVA","ata","Nulo",0,0.77,0,-0.16,5,"Avaí",4,5,7,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,12,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","João Erick Marques da Silva","João Erick",NA,99257,12,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,12,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Junior Henrique Eichelberger","Henrique","https://s.glbimg.com/es/sde/f/2017/04/28/90d179032eaa0e5fa4fc43e292e5e855_FORMATO.png",99283,12,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,12,"COR","mei","Provável",-0.6,12.44,-1.05,3.48,8,"Coritiba",10,6,20,8,1,4,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"368","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,12,"SAO","mei","Nulo",0,2.46,0,1.84,7,"São Paulo",3,8,16,8,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Guilherme Borges Neves","Borges","https://s.glbimg.com/es/sde/f/2017/04/27/c15909a123793071490b039100f5c1b9_FORMATO.png",99379,12,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","José Vinícius Almeida Soares","Vinícius",NA,99356,12,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,12,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,12,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/04/20/55684618cda3012081e6f88b08b59902_FORMATO.png",99425,12,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
