"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FS","PE","CA","FC","FD","FF","G","I","RB","A","FT","SG","DD","DP","GS","PP","CV","GC"
"110","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,19,"SPO","mei","Nulo",0,1.37,0,0.39,7,"Sport",3,18,1,2,2,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"111","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,19,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,19,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Edilson Borba de Aquino","Ourinho",NA,95542,19,"SAN","lat","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Alexis Nahuel Messidoro","Messidoro","https://s.glbimg.com/es/sde/f/2017/08/11/f39321d9c35d66837c6021c24d30699b_FORMATO.png",95562,19,"CRU","mei","Nulo",0,3.2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,19,"ATL","gol","Provável",0,6.69,-0.31,1.98,16,"Atlético-GO",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,1,27,NA,25,NA,NA,NA
"116","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,19,"SPO","ata","Dúvida",-1,4.68,-0.29,2.49,15,"Sport",19,44,2,8,4,5,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"117","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,19,"COR","gol","Nulo",6.7,13.58,-0.24,5.87,19,"Corinthians",5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,13,18,2,9,NA,NA,NA
"118","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,19,"BOT","ata","Nulo",0,8.04,0,2.64,17,"Botafogo",22,76,3,26,10,7,2,5,19,3,NA,NA,NA,NA,NA,NA,NA,NA
"119","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,19,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA
"120","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,19,"COR","ata","Nulo",0,14.46,0,4.25,17,"Coritiba",32,43,3,22,11,14,5,14,16,1,1,NA,NA,NA,NA,1,NA,NA
"121","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,19,"SPO","mei","Nulo",5.1,6.34,-0.16,3.86,5,"Sport",4,10,2,12,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,19,"VAS","lat","Provável",0,7.35,0,4.62,5,"Vasco",15,14,NA,7,NA,2,NA,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA
"123","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,19,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",10,37,2,16,NA,1,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"124","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,19,"SPO","mei","Provável",-0.5,15.89,-0.79,5.1,12,"Sport",34,55,4,22,3,10,6,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"125","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,19,"FLU","gol","Provável",1,4.99,-0.23,1.66,14,"Fluminense",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA,20,NA,NA,NA
"126","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,19,"PAL","tec","Provável",3.52,13.67,-0.12,3.89,19,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,19,"BOT","zag","Provável",6.4,4.88,1.01,3.42,7,"Botafogo",1,15,1,7,1,3,NA,NA,9,NA,NA,3,NA,NA,NA,NA,NA,NA
"128","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,19,"PAL","ata","Contundido",0,16.89,0,4.3,10,"Palmeiras",45,41,3,10,1,3,3,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,19,"ATL","zag","Provável",0,8.54,0,0.73,6,"Atlético-MG",10,11,3,11,NA,1,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"130","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,19,"CRU","gol","Dúvida",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,19,"COR","lat","Nulo",8.6,13.67,-0.55,5.72,15,"Corinthians",24,67,4,16,1,1,NA,2,26,2,NA,11,NA,NA,NA,NA,NA,NA
"132","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2017/04/03/0632627beb34d4add345d985b197b8d6_FORMATO.png",95651,19,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,19,"ATL","lat","Nulo",5.8,5.14,0.38,4.95,2,"Atlético-PR",2,5,1,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"134","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,19,"SAN","ata","Nulo",0.6,4.99,0.31,0.15,7,"Santos",5,20,1,10,2,2,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,19,"FLA","zag","Provável",2.2,7.85,-0.85,4.34,5,"Flamengo",1,4,NA,4,NA,2,NA,1,5,NA,NA,3,NA,NA,NA,NA,NA,NA
"136","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,19,"FLA","mei","Suspenso",1.9,13.88,0.31,3.98,16,"Flamengo",29,49,6,29,10,8,3,7,24,2,1,NA,NA,NA,NA,NA,NA,NA
"137","Felipe Araruna Hoffman","Araruna","https://s.glbimg.com/es/sde/f/2017/02/09/565624d090495af948a09ef2a6efa7c7_FORMATO.png",95660,19,"SAO","mei","Contundido",2.4,1.95,0.22,1.17,3,"São Paulo",3,11,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,19,"COR","gol","Provável",7.4,14.14,-0.57,4.99,19,"Coritiba",3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,6,38,1,25,NA,NA,NA
"139","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,19,"VIT","ata","Contundido",0,9.53,0,2.77,8,"Vitória",17,16,1,13,4,3,3,6,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"140","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,19,"SAN","zag","Provável",0,12.13,0,4.41,16,"Santos",8,42,5,15,1,5,2,2,16,1,NA,10,NA,NA,NA,NA,1,NA
"141","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,19,"SAO","gol","Provável",-4.3,8.4,-0.85,2.2,19,"São Paulo",1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,26,NA,NA,NA
"142","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,19,"SPO","zag","Provável",0,8.28,0,4.16,14,"Sport",26,33,4,17,4,2,1,1,11,1,NA,7,NA,NA,NA,NA,NA,NA
"143","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,19,"COR","mei","Nulo",0,8.74,0,3.1,12,"Corinthians",17,31,3,9,4,3,2,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"144","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,19,"ATL","mei","Nulo",1.4,4.22,0.26,0.3,10,"Atlético-MG",5,20,2,20,NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,19,"COR","mei","Nulo",0,5.16,0,1.4,5,"Corinthians",2,10,1,2,NA,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"146","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,19,"ATL","mei","Provável",7.8,10.44,-1.88,5.83,6,"Atlético-PR",6,19,1,9,2,1,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"147","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,19,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,19,"VIT","zag","Suspenso",4.4,7.74,0.34,4.02,5,"Vitória",10,10,3,6,NA,NA,NA,NA,8,NA,1,2,NA,NA,NA,NA,NA,NA
"149","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,19,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,19,"CRU","mei","Provável",0,7.51,0,3.31,8,"Cruzeiro",7,15,1,13,1,2,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,19,"FLU","lat","Provável",0,3.31,0,0.74,14,"Fluminense",10,43,3,32,NA,4,NA,3,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"152","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,19,"ATL","gol","Nulo",0,4.47,0,-1.3,1,"Atlético-MG",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
"153","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,19,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,19,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,19,"SAN","ata","Nulo",0.6,4.43,0.08,1.53,16,"Santos",6,38,NA,17,7,11,3,8,3,1,NA,NA,NA,NA,NA,1,NA,NA
"156","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,19,"GRE","lat","Provável",3.3,7.71,0.38,1.32,5,"Grêmio",4,6,1,9,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"157","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,19,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,19,"VAS","zag","Provável",2.1,3.39,-0.18,1.29,12,"Vasco",7,25,4,10,1,2,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA
"159","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,19,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/07/04/d229ec4b1feb142b05c30428863af3b1_FORMATO.png",50369,19,"VIT","mei","Contundido",0,2.11,0,0.63,6,"Vitória",10,35,1,8,3,2,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,19,"BAH","lat","Provável",0.2,5.9,-0.51,2.64,18,"Bahia",15,99,4,28,1,3,NA,2,32,1,NA,6,NA,NA,NA,NA,NA,NA
"162","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,19,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,19,"SAO","mei","Nulo",0,3.86,0,1.5,3,"São Paulo",2,2,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,19,"SAO","zag","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,19,"CHA","lat","Nulo",0,6.9,0,2.42,17,"Chapecoense",35,37,6,38,4,10,NA,2,21,NA,NA,4,NA,NA,NA,NA,NA,NA
"166","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,19,"FLU","zag","Provável",-0.5,7.83,-1.32,1.58,16,"Fluminense",22,31,3,19,1,1,NA,NA,15,NA,2,1,NA,NA,NA,NA,NA,NA
"167","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,19,"CRU","zag","Provável",4.1,9.31,0.04,2.71,18,"Cruzeiro",11,46,4,12,2,3,NA,NA,13,1,NA,8,NA,NA,NA,NA,NA,NA
"168","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,19,"BOT","zag","Provável",7.3,6.38,0.7,5.77,3,"Botafogo",6,10,NA,2,NA,2,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"169","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,19,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,19,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,19,"CRU","zag","Nulo",0,8.77,0,5.2,1,"Cruzeiro",2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"172","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,19,"ATL","mei","Provável",16.4,8.49,3.08,6.2,7,"Atlético-GO",12,23,2,14,2,7,2,NA,17,NA,1,NA,NA,NA,NA,NA,NA,NA
"173","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,19,"SAN","mei","Nulo",0,3.94,0,-0.07,7,"Santos",7,10,2,9,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Miguel Ángel Trauco Saavedra","Trauco","https://s.glbimg.com/es/sde/f/2017/04/24/0d2e64236a719e0a7a2402eed79486f1_FORMATO.png",95738,19,"FLA","lat","Nulo",1.4,6.26,-0.36,2.78,13,"Flamengo",7,54,3,22,3,6,1,NA,13,NA,1,5,NA,NA,NA,NA,NA,NA
"175","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,19,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",5,5,2,3,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"176"," Eduardo José Diniz Costa","Eduardo","https://s.glbimg.com/es/sde/f/2017/04/27/2d3afcc034a28fc71b3d6ce56582b860_FORMATO.png",69036,19,"ATL","lat","Nulo",0,0.79,0,-0.66,7,"Atlético-GO",3,14,1,9,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,19,"BOT","mei","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,19,"PON","mei","Nulo",5.4,7.68,1.27,1.82,12,"Ponte Preta",12,46,1,14,1,7,1,1,12,2,NA,NA,NA,NA,NA,NA,1,NA
"179","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,19,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,19,"ATL","zag","Contundido",0.9,7.51,-0.03,2.63,19,"Atlético-GO",31,41,NA,29,NA,10,NA,NA,24,1,1,1,NA,NA,NA,NA,NA,NA
"181","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,19,"GRE","zag","Provável",5.6,5.22,0.11,2.65,2,"Grêmio",NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"182","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,19,"COR","mei","Nulo",0,3.53,0,2.32,5,"Corinthians",3,15,NA,3,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"183","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,19,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,19,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
