"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","G","I","PE","RB","FD","A","FT","SG","CV","PP","DD","GS","GC","DP"
"299","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,28,"COR","mei","Provável",-0.4,4.33,-0.08,1.2,16,"Coritiba",2,20,6,14,NA,2,45,10,6,2,1,NA,NA,NA,NA,NA,NA,NA
"300","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,28,"COR","mei","Nulo",0,3.61,0,1.03,3,"Corinthians",NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,28,"VIT","mei","Provável",5.9,4.67,1.02,2.46,11,"Vitória",1,11,1,4,NA,NA,21,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"302","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,28,"COR","tec","Provável",1.56,11.62,-0.65,4.28,27,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,28,"COR","zag","Contundido",0,11.4,0,4.67,18,"Corinthians",2,11,10,8,NA,NA,23,19,2,NA,NA,11,NA,NA,NA,NA,NA,NA
"304","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,28,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,5,1,9,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,28,"CHA","mei","Nulo",0,6.21,0,1.98,18,"Chapecoense",NA,28,11,25,NA,1,46,14,3,2,2,NA,NA,NA,NA,NA,NA,NA
"306","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,28,"PON","zag","Provável",0,11.81,0,4.18,25,"Ponte Preta",3,15,3,27,NA,1,41,38,2,NA,1,9,NA,NA,NA,NA,NA,NA
"307","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,28,"PAL","mei","Nulo",6.5,10.5,-0.12,4.63,11,"Palmeiras",2,25,7,11,2,NA,19,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"308","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,28,"CRU","lat","Provável",0,13.86,0,4.42,23,"Cruzeiro",4,23,4,26,NA,2,84,36,2,3,1,10,NA,NA,NA,NA,NA,NA
"309","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,28,"FLA","mei","Nulo",0,6.28,0,2.15,7,"Flamengo",2,5,4,3,1,1,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,28,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,28,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",1,3,NA,3,NA,NA,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"312","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,28,"ATL","mei","Provável",0,5.85,0,0.15,16,"Atlético-PR",5,25,5,10,1,2,49,16,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"313","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,28,"COR","mei","Contundido",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,28,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,28,"VIT","gol","Contundido",0,10.74,0,3.68,22,"Vitória",2,NA,NA,3,NA,NA,19,NA,NA,NA,NA,7,NA,NA,37,32,NA,1
"316","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,28,"SAN","mei","Nulo",0,2.97,0,1.32,7,"Santos",NA,5,1,5,NA,NA,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,28,"SAO","gol","Provável",0.7,6.13,-2.91,5.89,8,"São Paulo",1,NA,NA,1,NA,NA,8,NA,NA,NA,NA,1,NA,NA,22,11,NA,NA
"318","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,28,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,3,NA,8,NA,2,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,28,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,28,"VAS","ata","Nulo",0,4.58,0,2,13,"Vasco",NA,6,3,8,2,2,12,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"321","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,28,"ATL","gol","Provável",2,4.73,0.97,2.97,25,"Atlético-PR",1,NA,NA,5,NA,NA,20,1,NA,NA,NA,7,NA,NA,35,31,NA,NA
"322","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,28,"PON","mei","Provável",0,4.87,0,1.37,19,"Ponte Preta",3,38,5,16,1,2,42,26,1,1,NA,NA,1,NA,NA,NA,NA,NA
"323","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,28,"FLA","lat","Nulo",0,6.71,0,3.94,12,"Flamengo",1,17,2,11,NA,NA,37,27,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"324","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,28,"CHA","zag","Nulo",0,5.28,0,0.75,16,"Chapecoense",7,38,1,3,1,3,25,14,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"325","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,28,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,28,"SAN","zag","Contundido",0,6,0,5.7,2,"Santos",NA,4,1,2,NA,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"327","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,28,"BOT","lat","Provável",3.3,9.29,-0.28,4.47,20,"Botafogo",3,27,1,32,NA,1,52,39,2,1,NA,7,NA,NA,NA,NA,NA,NA
"328","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,28,"BAH","mei","Provável",8.9,7.71,1.25,1.47,22,"Bahia",4,18,10,11,3,1,46,9,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"329","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,28,"ATL","gol","Provável",-3,1.21,-2.38,4.27,7,"Atlético-GO",1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,11,9,NA,1
"330","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,28,"SAN","mei","Provável",9,6.64,1.45,3.42,22,"Santos",2,12,9,25,1,NA,66,37,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"331","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,28,"GRE","mei","Provável",7.1,16.05,0.28,3.73,20,"Grêmio",5,40,12,32,5,3,78,23,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"332","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,28,"AVA","gol","Provável",1,9.58,0.66,7.93,19,"Avaí",2,1,NA,5,NA,NA,1,NA,NA,NA,NA,9,NA,NA,47,20,NA,1
"333","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,28,"PAL","mei","Provável",-0.6,5.66,-0.18,2.9,19,"Palmeiras",4,45,3,29,NA,1,29,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,28,"ATL","mei","Nulo",0,7.5,0,3.28,16,"Atlético-GO",5,27,4,11,NA,NA,29,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,28,"COR","mei","Provável",0,8.79,0,3.04,23,"Corinthians",4,29,1,22,1,NA,49,52,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"336","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,28,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,28,"CRU","lat","Nulo",0,4.49,0,2.22,5,"Cruzeiro",1,5,1,5,NA,NA,13,4,1,NA,1,1,NA,NA,NA,NA,NA,NA
"338","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,28,"ATL","mei","Nulo",0,3.22,0,3.05,11,"Atlético-PR",1,20,1,11,2,NA,23,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,28,"SAO","mei","Provável",0.9,10.71,-1.15,4.39,18,"São Paulo",2,30,2,39,1,1,51,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"340","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,28,"FLA","mei","Provável",4.3,9.65,0.11,3.74,21,"Flamengo",1,20,4,15,1,1,51,42,3,2,1,NA,NA,NA,NA,NA,NA,NA
"341","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,28,"CHA","lat","Provável",3.8,12.97,-0.52,4.93,23,"Chapecoense",6,32,9,20,4,1,102,43,6,3,NA,6,NA,NA,NA,NA,NA,NA
"342","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,28,"PON","mei","Dúvida",0,8,0,3.04,16,"Ponte Preta",5,27,4,11,2,2,33,37,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"343","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,28,"SPO","ata","Nulo",0,5.86,0,2.3,2,"Sport",NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,28,"SAN","zag","Nulo",0,3.62,0,2.05,2,"Santos",1,1,NA,1,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"345","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,28,"ATL","zag","Suspenso",-6.8,0.8,-1.24,0.28,9,"Atlético-GO",NA,10,1,2,NA,2,13,4,NA,NA,NA,3,1,NA,NA,NA,1,NA
"346","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,28,"AVA","mei","Provável",1.1,2.9,-0.36,1.68,23,"Avaí",2,24,11,32,1,3,56,19,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"347","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,28,"CHA","mei","Provável",0,3.3,0,1.49,13,"Chapecoense",6,28,2,17,NA,NA,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,28,"SAO","mei","Nulo",0,4.83,0,2.77,9,"São Paulo",1,10,3,7,1,3,5,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"349","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,28,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",2,32,6,25,6,13,10,12,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"350","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,28,"BAH","zag","Provável",5.5,10.18,0.7,2.63,25,"Bahia",6,33,2,28,2,6,43,16,3,NA,1,9,NA,NA,NA,NA,NA,NA
"351","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,28,"FLA","gol","Nulo",0,5.11,0,3.58,6,"Flamengo",NA,1,NA,3,NA,NA,5,NA,NA,NA,NA,3,NA,NA,5,4,NA,NA
"352","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,28,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,28,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,28,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",1,2,1,4,NA,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,28,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"356","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,28,"CRU","mei","Nulo",0,4.81,0,1.34,15,"Cruzeiro",3,23,4,12,NA,1,35,20,1,2,NA,NA,1,NA,NA,NA,NA,NA
"357","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,28,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,3,2,1,NA,NA,8,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"358","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,28,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",2,10,2,2,NA,NA,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"359","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,28,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,2,1,4,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,28,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,8,2,1,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,28,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"362","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,28,"CHA","mei","Nulo",0,0.76,0,-0.07,3,"Chapecoense",NA,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,28,"PON","mei","Dúvida",0,4.39,0,1.62,16,"Ponte Preta",2,17,3,17,NA,NA,24,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,28,"FLU","ata","Provável",1.9,2.78,0.63,0.58,14,"Fluminense",4,8,2,13,1,3,16,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,28,"CRU","lat","Provável",0,6.6,0,2.67,15,"Cruzeiro",4,22,3,13,NA,NA,31,17,1,1,NA,5,NA,NA,NA,NA,NA,NA
"366","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,28,"BOT","ata","Provável",-1.1,6.04,-2.1,4.5,9,"Botafogo",NA,12,4,9,4,7,7,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"367","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,28,"CHA","ata","Provável",-2.6,10.41,-0.77,4.58,25,"Chapecoense",5,44,20,54,5,6,55,24,16,5,1,NA,NA,NA,NA,NA,NA,NA
"368","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,28,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,28,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",4,16,8,23,NA,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,28,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,28,"BAH","mei","Provável",13.3,15.41,2.25,5.1,15,"Bahia",3,27,10,19,1,2,23,45,3,1,NA,NA,1,NA,NA,NA,NA,NA
"372","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,28,"SAN","mei","Provável",-0.2,3.75,-0.09,1.71,18,"Santos",10,31,7,48,1,NA,95,21,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"373","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,28,"VAS","lat","Contundido",0,11.09,0,4.34,20,"Vasco",6,28,7,28,NA,2,91,54,2,1,1,4,NA,NA,NA,NA,NA,NA
"374","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,28,"PAL","zag","Nulo",0,5.63,0,2.52,14,"Palmeiras",3,18,5,12,NA,NA,14,17,1,NA,NA,4,1,NA,NA,NA,NA,NA
"375","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,28,"VAS","lat","Provável",1.4,9.19,0.28,4.03,17,"Vasco",1,15,4,19,2,2,36,12,6,2,NA,5,NA,NA,NA,NA,NA,NA
"376","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,28,"ATL","mei","Nulo",0,5.48,0,0.92,12,"Atlético-MG",2,9,4,8,2,4,37,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,28,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,28,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,28,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,28,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",1,5,1,3,NA,NA,20,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
