"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","PE","RB","SG","FT","I","PP","DD","GS","CV","DP","GC"
"665","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,37,"PON","ata","Provável",12.2,21.4,1.86,5.53,34,"Ponte Preta",2,5,43,30,33,107,12,88,27,NA,NA,11,2,NA,NA,NA,NA,NA
"666","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,37,"CRU","mei","Provável",-3.1,16.15,-2.73,5.18,31,"Cruzeiro",6,6,32,40,20,44,9,112,26,NA,2,7,1,NA,NA,NA,NA,NA
"667","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,37,"COR","mei","Nulo",8.8,14.86,0.79,3.63,31,"Corinthians",6,5,50,27,25,57,3,108,28,NA,2,3,NA,NA,NA,NA,NA,NA
"668","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,37,"SAO","ata","Nulo",0,3.32,0,1.32,17,"São Paulo",NA,2,9,5,5,11,2,11,4,NA,NA,5,NA,NA,NA,NA,NA,NA
"669","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,37,"ATL","zag","Provável",1.7,8.39,-0.89,2.99,27,"Atlético-PR",NA,8,24,3,9,13,4,47,21,8,NA,2,NA,NA,NA,NA,NA,NA
"670","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/08/16/497b309e783e3279452314847976a12a_FORMATO.jpeg",38311,37,"FLA","mei","Nulo",0,8.13,0,2.72,28,"Flamengo",1,5,36,1,7,34,NA,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,37,"CHA","ata","Provável",9.5,11.18,2.12,3.19,31,"Chapecoense",2,6,46,22,21,41,9,72,9,NA,2,12,NA,NA,NA,NA,NA,NA
"672","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,37,"COR","mei","Nulo",12.7,10.29,0.49,1.79,29,"Corinthians",2,3,19,6,16,18,6,131,10,NA,2,3,NA,NA,NA,NA,NA,NA
"673","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,37,"ATL","ata","Provável",1.6,12.51,0.24,3.03,30,"Atlético-MG",5,8,27,5,9,35,7,75,26,NA,1,22,1,NA,NA,NA,NA,NA
"674","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,37,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,37,"BOT","ata","Contundido",0,10.31,0,5.06,20,"Botafogo",2,3,21,11,19,22,10,44,11,NA,NA,19,1,NA,NA,NA,NA,NA
"676","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,37,"FLU","gol","Provável",2,3.97,-0.43,1.51,15,"Fluminense",NA,NA,NA,NA,NA,1,NA,6,NA,2,NA,NA,NA,20,23,NA,NA,NA
"677","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,37,"CRU","mei","Provável",4.6,7.5,0.21,3.53,26,"Cruzeiro",1,2,31,7,12,56,3,84,35,NA,2,4,NA,NA,NA,NA,NA,NA
"678","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,37,"FLA","gol","Contundido",0,11.36,0,3.5,19,"Flamengo",NA,1,NA,NA,NA,4,NA,14,NA,6,NA,NA,NA,26,22,NA,1,NA
"679","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,37,"VAS","ata","Nulo",0,2.49,0,0.93,3,"Vasco",NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,37,"FLU","mei","Nulo",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,37,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,37,"PAL","mei","Suspenso",5.1,7.83,0.28,2.4,10,"Palmeiras",1,3,15,2,3,13,NA,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,37,"COR","mei","Nulo",0,3.25,0,0.06,11,"Coritiba",NA,2,10,3,1,12,NA,27,8,NA,NA,1,NA,NA,NA,1,NA,NA
"684","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,37,"PON","ata","Nulo",0,0.79,0,0.04,14,"Ponte Preta",NA,1,17,2,8,6,NA,19,5,NA,NA,5,NA,NA,NA,NA,NA,NA
"685","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,37,"VIT","mei","Nulo",0,5.48,0,1.63,17,"Vitória",3,4,20,6,10,8,NA,49,15,NA,1,1,NA,NA,NA,NA,NA,NA
"686","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,37,"GRE","lat","Nulo",0,10.15,0,3.16,20,"Grêmio",1,4,34,8,10,13,1,66,23,8,1,1,1,NA,NA,1,NA,NA
"687","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,37,"VIT","ata","Nulo",10.2,5.33,1.26,2.22,9,"Vitória",2,NA,4,NA,1,1,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,37,"SAN","mei","Provável",2.6,6.23,0.51,1.75,22,"Santos",NA,NA,17,2,2,25,NA,38,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,37,"SAO","mei","Contundido",0,17.83,0,7.76,19,"São Paulo",3,3,18,14,16,51,9,81,29,NA,NA,1,NA,NA,NA,NA,NA,NA
"690","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2017/10/05/dd2f6056891fcc3e7ed2cfc01432a003_FORMATO.png",39355,37,"BAH","tec","Provável",3.31,12.08,0.08,4.76,11,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,37,"AVA","lat","Provável",14.7,7.24,1.84,4.08,8,"Avaí",NA,NA,5,NA,2,7,1,13,13,2,NA,NA,NA,NA,NA,NA,NA,1
"692","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,37,"VAS","mei","Provável",5.6,13.34,0.12,3.69,30,"Vasco",5,5,29,14,23,80,5,132,23,NA,1,7,NA,NA,NA,NA,NA,NA
"693","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,37,"BOT","lat","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,37,"CRU","ata","Contundido",0,3.95,0,1.01,18,"Cruzeiro",NA,NA,8,3,7,14,1,25,5,NA,NA,3,NA,NA,NA,NA,NA,NA
"695","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,37,"BOT","mei","Suspenso",2.9,12.69,1.11,4.26,33,"Botafogo",5,9,67,10,20,50,6,124,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,37,"FLA","mei","Provável",-1.1,18.05,-1.58,5.12,26,"Flamengo",2,5,38,13,17,81,9,100,31,NA,NA,9,1,NA,NA,NA,NA,NA
"697","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,37,"BOT","mei","Dúvida",0,3.14,0,0.67,12,"Botafogo",NA,3,13,1,NA,10,NA,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,37,"SAN","ata","Suspenso",2.9,10.94,-0.24,4.14,23,"Santos",1,3,32,20,19,18,8,26,7,NA,3,17,NA,NA,NA,NA,NA,NA
"699","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,37,"VIT","tec","Provável",4.01,9.54,0.57,3.45,32,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,37,"FLU","lat","Nulo",0,4.32,0,1.58,9,"Fluminense",NA,2,12,1,9,7,NA,17,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"701","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,37,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,NA,9,1,NA,2,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,37,"FLU","tec","Provável",2.59,11.78,-0.43,3.14,35,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/45c6f808fc644c74001e20c938a4112a_FORMATO.png",40179,37,"COR","ata","Provável",0,9.46,0,2.46,15,"Coritiba",1,3,35,12,9,37,4,42,5,NA,NA,9,NA,NA,NA,1,NA,NA
"704","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,37,"ATL","zag","Nulo",0,7.86,0,4.09,12,"Atlético-MG",1,NA,10,2,2,9,1,16,14,3,NA,2,NA,NA,NA,NA,NA,NA
"705","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,37,"PAL","ata","Dúvida",0,7.67,-0.13,4.37,25,"Palmeiras",5,5,31,9,11,33,7,40,22,NA,2,7,1,NA,NA,1,NA,NA
"706","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,37,"PAL","lat","Nulo",0,8.81,0,5.47,21,"Palmeiras",1,4,22,4,5,27,1,86,51,8,NA,2,NA,NA,NA,NA,NA,NA
"707","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,37,"SAO","tec","Provável",3.86,10.28,0.09,3.53,29,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,37,"SPO","ata","Nulo",0,4.75,0,2.09,27,"Sport",2,3,14,7,9,32,3,77,18,NA,NA,2,NA,NA,NA,NA,NA,NA
"709","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,37,"GRE","tec","Provável",2.95,15.27,0.05,4.21,36,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_FORMATO.png",41218,37,"SPO","gol","Provável",3.7,6.04,-0.14,2.32,33,"Sport",NA,NA,NA,NA,NA,2,NA,12,3,8,NA,NA,NA,44,49,NA,NA,NA
"711","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,37,"COR","gol","Provável",1.7,12.22,1.28,4.31,33,"Corinthians",NA,3,NA,NA,NA,8,NA,12,NA,15,NA,NA,NA,38,28,NA,2,NA
"712","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,37,"SAO","lat","Nulo",0,4.28,0,0.31,9,"São Paulo",NA,2,16,NA,1,10,NA,37,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"713","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,37,"CHA","mei","Suspenso",-0.8,3.93,-0.51,1.4,9,"Chapecoense",NA,3,16,1,1,3,NA,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,37,"COR","lat","Nulo",4.8,13.22,-0.88,4.9,30,"Corinthians",3,8,33,3,5,49,NA,119,52,15,2,3,NA,NA,NA,NA,NA,NA
"715","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,37,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,37,"FLA","lat","Provável",0,9.09,0,3.12,28,"Flamengo",1,2,27,1,7,24,1,74,28,11,NA,1,NA,NA,NA,NA,NA,1
"717","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,37,"SAN","gol","Provável",7,22.31,-0.62,7.66,36,"Santos",NA,2,2,NA,NA,7,NA,11,NA,17,NA,NA,NA,79,31,NA,3,NA
"718","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,37,"SAO","lat","Provável",1.8,5.03,-1.15,2.58,18,"São Paulo",NA,4,19,4,1,25,NA,57,23,5,NA,NA,NA,NA,NA,NA,NA,NA
"719","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,37,"VAS","mei","Provável",-3.3,0.79,0,0.01,25,"Vasco",1,11,51,3,7,15,NA,60,25,NA,1,1,NA,NA,NA,NA,NA,NA
"720","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,37,"COR","lat","Nulo",0,6.88,0,2.16,22,"Coritiba",NA,7,32,5,2,47,NA,73,27,6,NA,2,NA,NA,NA,1,NA,NA
"721","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/10/11/2fb916624c1e43c9b2dbd3b2d725d4a5_FORMATO.png",62128,37,"ATL","ata","Nulo",0,7.42,0,2.02,25,"Atlético-GO",2,7,61,17,22,51,5,123,16,NA,1,13,NA,NA,NA,NA,NA,NA
"722","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,37,"CRU","mei","Provável",0.7,7.54,0.74,2.05,17,"Cruzeiro",2,6,17,8,10,12,3,81,16,NA,NA,5,NA,NA,NA,NA,NA,NA
"723","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,37,"AVA","lat","Provável",4.6,4.05,0.3,1.5,12,"Avaí",NA,3,14,1,2,9,NA,27,8,3,1,NA,NA,NA,NA,NA,NA,NA
"724","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,37,"COR","tec","Provável",2.03,9.67,0.23,3.33,21,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,37,"PAL","lat","Nulo",0,13.53,0,4.27,20,"Palmeiras",1,1,13,4,22,15,2,49,18,7,NA,3,1,NA,NA,NA,NA,NA
"726","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,37,"COR","zag","Suspenso",0.7,8.16,0.6,3.59,25,"Coritiba",NA,3,17,2,7,11,4,59,23,8,1,1,NA,NA,NA,1,NA,NA
"727","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,37,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,37,"CHA","lat","Nulo",0,2.3,0,2.04,5,"Chapecoense",NA,2,4,NA,1,12,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"729","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,37,"VIT","mei","Nulo",0,9.33,0,3.11,10,"Vitória",NA,4,16,NA,3,8,NA,28,27,NA,1,NA,NA,NA,NA,NA,NA,NA
"730","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,37,"ATL","lat","Suspenso",4,11.6,-1.31,6.09,21,"Atlético-MG",5,6,39,2,5,31,NA,96,69,5,NA,1,NA,NA,NA,NA,NA,NA
"731","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,37,"CHA","zag","Provável",6.9,4.33,1.06,2.81,11,"Chapecoense",NA,3,10,NA,NA,3,NA,11,11,5,NA,NA,NA,NA,NA,NA,NA,NA
"732","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,37,"VIT","lat","Contundido",0,6.69,0,2.38,12,"Vitória",1,2,10,2,NA,10,NA,37,13,3,NA,1,NA,NA,NA,NA,NA,NA
"733","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/10/13/7d4517dfb6acd0c79909c62e38525979_FORMATO.png",68690,37,"SPO","ata","Provável",18.1,13.53,2.53,4.91,33,"Sport",2,6,67,16,35,54,15,84,27,NA,1,28,NA,NA,NA,NA,NA,NA
"734","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,37,"PAL","mei","Provável",-2.1,8.8,-1.2,4.94,18,"Palmeiras",3,2,15,6,7,39,3,78,30,NA,1,NA,NA,NA,NA,NA,NA,NA
"735","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,37,"VAS","zag","Provável",11.6,6.38,1.34,2.16,23,"Vasco",2,5,39,1,6,13,1,44,18,6,1,2,NA,NA,NA,NA,NA,NA
"736","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,37,"ATL","ata","Nulo",-1.1,5.41,-0.5,1.88,17,"Atlético-MG",2,3,17,3,7,18,1,35,11,NA,1,NA,NA,NA,NA,NA,NA,NA
"737","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,37,"SAO","mei","Provável",6.8,13.9,1.15,3.58,34,"São Paulo",NA,2,50,2,7,54,1,74,80,NA,NA,1,NA,NA,NA,1,NA,NA
"738","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,37,"CHA","lat","Nulo",0,4.69,0,1.7,7,"Chapecoense",1,1,5,3,3,6,NA,17,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"739","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,37,"PON","ata","Contundido",0,5.89,0,2.23,21,"Ponte Preta",1,9,31,7,12,54,4,73,14,NA,NA,2,NA,NA,NA,NA,NA,NA
"740","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,37,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",NA,1,11,2,1,2,NA,23,5,1,NA,2,NA,NA,NA,1,NA,NA
"741","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,37,"ATL","mei","Nulo",0,1.7,0,-0.03,3,"Atlético-GO",NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,37,"COR","mei","Suspenso",0.9,3.7,-0.15,0.77,26,"Corinthians",NA,3,31,1,3,11,NA,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,37,"COR","ata","Nulo",2.6,13.74,0.1,3.57,32,"Coritiba",1,6,40,23,22,56,7,58,27,NA,1,20,1,NA,NA,NA,NA,NA
"744","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,37,"AVA","ata","Dúvida",0,8.65,0,4.58,29,"Avaí",2,4,42,14,29,42,9,92,30,NA,2,12,NA,NA,NA,NA,NA,NA
"745","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,37,"GRE","ata","Nulo",0,10.47,0,4.41,27,"Grêmio",1,3,38,13,18,74,7,50,22,NA,NA,4,NA,NA,NA,NA,NA,NA
"746","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,37,"COR","ata","Contundido",0,8.5,0,1.82,15,"Coritiba",2,2,10,2,8,13,1,23,8,NA,NA,5,NA,NA,NA,NA,NA,NA
"747","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,37,"PON","lat","Provável",4,19.33,0,4.92,31,"Ponte Preta",4,6,42,10,8,66,1,126,62,8,1,4,NA,NA,NA,NA,NA,NA
