"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","G","I","PE","RB","A","FD","FF","FT","SG","DD","GS","CV","PP","DP","GC"
"42","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,22,"SAO","zag","Nulo",0,3.05,0,0.25,7,"São Paulo",5,11,2,NA,NA,12,4,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA
"43","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/07/28/d35983b3ffefac867b94f43910498177_FORMATO.png",38001,22,"BAH","gol","Nulo",0,0.79,0,-2,2,"Bahia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,22,"COR","mei","Contundido",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,22,"PON","mei","Nulo",1.3,4.3,-0.4,1.37,12,"Ponte Preta",3,9,11,NA,1,6,9,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"46","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/08/30/f01a7a8db062d1a1317322f7ca87a782_FORMATO.png",38100,22,"SPO","zag","Nulo",0,6.81,0,2.97,14,"Sport",1,11,9,NA,1,20,13,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA
"47","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,22,"BOT","gol","Nulo",0,9.57,0,7.78,6,"Botafogo",2,NA,1,NA,NA,6,NA,NA,NA,NA,NA,2,15,5,NA,NA,1,NA
"48","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,22,"COR","ata","Provável",0,12.14,0,4.41,20,"Corinthians",2,38,24,11,22,51,6,2,14,10,NA,NA,NA,NA,NA,1,NA,NA
"49","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,22,"AVA","mei","Nulo",0,2.72,0,0.61,10,"Avaí",NA,4,10,1,NA,37,3,NA,4,3,NA,NA,NA,NA,1,NA,NA,NA
"50","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,22,"PAL","gol","Provável",-4,13.14,-1.76,3.45,18,"Palmeiras",NA,NA,3,NA,NA,4,1,NA,NA,NA,NA,4,28,22,NA,NA,NA,NA
"51","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,22,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,22,"ATL","ata","Provável",0,13.86,0,3.18,14,"Atlético-MG",3,23,28,5,9,28,4,1,4,7,1,NA,NA,NA,NA,1,NA,NA
"53","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,22,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",3,11,10,NA,NA,20,12,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"54","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,22,"ATL","ata","Nulo",0,11.81,0,1.44,17,"Atlético-MG",4,13,14,1,12,39,16,2,3,7,NA,NA,NA,NA,NA,1,NA,NA
"55","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,22,"BOT","ata","Provável",7.5,9.91,0.93,4.26,17,"Botafogo",2,20,20,7,15,34,8,2,9,13,NA,NA,NA,NA,NA,1,NA,NA
"56","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,22,"ATL","lat","Provável",0,3.41,-0.02,2.98,18,"Atlético-MG",6,26,38,2,2,62,22,NA,2,5,NA,4,NA,NA,NA,NA,NA,NA
"57","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,22,"CHA","ata","Provável",2.4,9.64,-0.23,2.33,17,"Chapecoense",4,20,18,3,4,32,3,1,10,13,2,NA,NA,NA,NA,NA,NA,NA
"58","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,22,"ATL","zag","Dúvida",0,9.27,0,4.11,14,"Atlético-PR",5,17,9,3,NA,27,13,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA
