"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","PE","RB","SG","DD","GS","G","I","A","PP","CV","FT","GC","DP"
"80","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,20,"SAN","ata","Provável",0.4,9.58,-0.18,1.56,8,"Santos",1,12,2,9,6,10,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA
"81","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,20,"VAS","mei","Nulo",-2.9,11.73,-1.9,3.04,13,"Vasco",4,14,5,7,32,56,9,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA
"82","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,20,"FLA","mei","Nulo",0,19.85,0,5.42,15,"Flamengo",3,18,7,12,54,63,22,NA,NA,NA,4,6,2,1,NA,NA,NA,NA
"83","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,20,"FLU","lat","Nulo",0,3.07,0,1.05,7,"Fluminense",2,10,1,6,7,14,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,20,"BOT","lat","Contundido",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,20,"SAN","tec","Provável",3.34,10.84,-0.22,4.4,14,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,20,"CRU","ata","Contundido",0,4.14,0,1.46,11,"Cruzeiro",NA,3,2,5,9,22,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"87","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,20,"FLU","tec","Provável",3.86,12.05,0.09,3.3,18,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,20,"SPO","tec","Provável",5.22,9.25,0.46,4.98,17,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,20,"BOT","mei","Provável",0,2.87,0,-0.07,8,"Botafogo",3,8,1,NA,5,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,20,"VIT","tec","Provável",1.21,8.48,-0.77,3.32,15,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,20,"SPO","gol","Provável",7.7,7.05,1.88,3.88,17,"Sport",NA,NA,NA,NA,NA,6,1,7,25,22,NA,NA,NA,NA,NA,NA,NA,NA
"92","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,20,"PAL","ata","Dúvida",0,7.65,0,2.76,14,"Palmeiras",4,23,6,6,21,26,11,NA,NA,NA,3,5,1,1,NA,1,NA,NA
"93","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,20,"GRE","tec","Provável",2.15,15.36,-0.45,4.55,20,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,20,"SAO","tec","Provável",3.02,9.38,0.14,2.63,12,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,20,"COR","mei","Nulo",0,4.21,0,0.82,5,"Coritiba",2,7,3,NA,7,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,20,"ATL","zag","Nulo",9.6,9.43,0.32,4.35,9,"Atlético-MG",NA,9,NA,2,7,14,12,2,NA,NA,1,1,1,NA,NA,NA,NA,NA
"97","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,20,"COR","ata","Suspenso",0,12.46,0,3.74,10,"Coritiba",1,28,10,6,26,32,4,NA,NA,NA,4,6,1,NA,1,NA,NA,NA
"98","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,20,"PAL","lat","Nulo",0,7.15,0,5.11,11,"Palmeiras",1,10,3,NA,16,53,23,5,NA,NA,NA,2,1,NA,NA,NA,NA,NA
"99","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,20,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",2,16,NA,1,10,37,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,20,"PON","mei","Nulo",0,8.36,0,2.6,9,"Ponte Preta",2,20,NA,1,12,32,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"101","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,20,"COR","gol","Provável",0,13.58,0,5.87,19,"Corinthians",2,NA,NA,NA,5,7,NA,13,18,9,NA,NA,NA,NA,NA,NA,NA,2
"102","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,20,"ATL","gol","Provável",4.9,7.58,0.89,2.15,17,"Atlético-GO",1,NA,NA,NA,2,12,NA,2,27,25,NA,NA,NA,NA,NA,NA,NA,NA
"103","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,20,"ATL","lat","Provável",7.3,5.62,0.48,5.73,3,"Atlético-PR",1,3,1,1,3,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,20,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,20,"FLU","gol","Provável",7.4,6.21,1.22,2.04,15,"Fluminense",NA,NA,NA,NA,7,10,NA,2,20,20,NA,NA,NA,NA,NA,NA,NA,NA
"106","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,20,"COR","lat","Provável",0,13.67,0,5.72,15,"Corinthians",4,16,1,1,24,67,26,11,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"107","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,20,"FLA","zag","Provável",-0.9,7.27,-0.58,3.47,6,"Flamengo",1,8,NA,3,3,5,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"108","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,20,"COR","gol","Provável",-2,12.58,-1.56,4.64,20,"Coritiba",2,NA,NA,NA,3,12,NA,6,38,26,NA,NA,NA,NA,NA,NA,NA,1
"109","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,20,"ATL","mei","Provável",7.2,10.57,0.13,6.03,7,"Atlético-PR",1,11,3,2,8,23,6,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA
"110","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,20,"FLA","mei","Nulo",0,13.88,0,3.98,16,"Flamengo",6,29,10,8,29,49,24,NA,NA,NA,3,7,2,NA,NA,1,NA,NA
"111","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,20,"SAN","zag","Provável",0,12.13,0,4.41,16,"Santos",5,15,1,5,8,42,16,10,NA,NA,2,2,1,NA,1,NA,NA,NA
"112","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,20,"SAN","mei","Contundido",0,1.51,0,0.6,5,"Santos",2,3,1,1,6,18,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"113","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,20,"FLU","lat","Provável",5.3,3.22,-0.09,1.04,15,"Fluminense",3,33,NA,4,11,46,21,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"114","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,20,"GRE","lat","Provável",1.8,7.51,-0.2,1.4,6,"Grêmio",1,9,NA,NA,5,7,5,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"115","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,20,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,20,"CRU","mei","Provável",5,7.08,-0.43,3.5,9,"Cruzeiro",1,17,1,4,8,15,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"117","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,20,"ATL","mei","Nulo",-0.4,3.91,-0.31,0.24,11,"Atlético-MG",3,22,NA,2,6,21,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"118","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,20,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/07/04/d229ec4b1feb142b05c30428863af3b1_FORMATO.png",50369,20,"VIT","mei","Nulo",0,2.11,0,0.63,6,"Vitória",1,8,3,2,10,35,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"120","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,20,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,20,"SAN","ata","Nulo",0.8,4.47,0.04,1.49,17,"Santos",NA,17,7,13,6,40,3,NA,NA,NA,3,8,1,1,NA,NA,NA,NA
"122","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,20,"VAS","zag","Provável",-0.9,2.89,-0.5,1.12,13,"Vasco",4,13,1,3,8,27,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,20,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,20,"SAO","mei","Nulo",0,3.86,0,1.5,3,"São Paulo",NA,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,20,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,20,"FLU","zag","Provável",8.4,9.44,1.61,1.98,17,"Fluminense",3,19,1,1,22,31,17,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"127","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,20,"BOT","zag","Provável",3,5.82,-0.56,5.08,4,"Botafogo",1,2,NA,2,6,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,20,"CRU","zag","Provável",-3.2,8.04,-1.27,2.4,19,"Cruzeiro",5,12,2,3,11,50,13,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"129","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,20,"BAH","lat","Provável",0.7,5.97,0.07,2.54,19,"Bahia",5,29,1,3,17,103,34,6,NA,NA,NA,2,1,NA,NA,NA,NA,NA
"130","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,20,"CHA","lat","Provável",0,6.9,0,2.42,17,"Chapecoense",6,38,4,10,35,37,21,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"131","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,20,"SAN","mei","Nulo",0,3.94,0,-0.07,7,"Santos",2,9,NA,1,7,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,20,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,20,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,20,"PON","mei","Contundido",0,7.68,0,1.82,12,"Ponte Preta",1,14,1,7,12,46,12,NA,NA,NA,1,1,2,NA,1,NA,NA,NA
"135","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,20,"COR","lat","Provável",0.4,4.61,-1.42,5.25,6,"Coritiba",NA,5,5,2,6,23,5,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"136","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,20,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",NA,29,NA,10,31,41,24,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"137","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,20,"FLA","mei","Provável",-0.6,12.59,-0.26,4.47,11,"Flamengo",1,9,3,4,24,56,11,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA
"138","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,20,"GRE","zag","Provável",3.3,4.97,-0.25,2.87,3,"Grêmio",1,4,1,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,20,"VAS","zag","Provável",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,20,"BOT","lat","Provável",3.5,9.19,-0.47,3.92,13,"Botafogo",4,13,NA,1,20,19,11,6,NA,NA,NA,1,1,NA,NA,2,NA,NA
"141","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,20,"ATL","gol","Provável",4.5,11.39,0.49,4.15,18,"Atlético-MG",3,2,NA,NA,2,8,NA,4,28,21,NA,NA,NA,NA,NA,NA,NA,3
"142","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,20,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,20,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",1,15,NA,2,16,22,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,20,"VIT","zag","Provável",1.3,8.38,-1,3.97,14,"Vitória",4,13,3,9,8,34,20,4,NA,NA,2,4,1,NA,NA,NA,1,NA
"145","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2016/03/17/70d94ca883359648f20d2abc51699e48_FORMATO.jpeg",53865,20,"PON","ata","Nulo",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,20,"FLA","zag","Nulo",3.6,10.72,0.79,3.73,17,"Flamengo",2,11,4,2,15,20,18,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"147","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,20,"ATL","mei","Provável",1.2,11.81,-0.5,2.59,16,"Atlético-MG",1,21,5,4,12,52,24,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"148","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2017/04/03/902e1c13569f1c4cc9f929691cc6d625_FORMATO.png",60784,20,"ATL","mei","Nulo",6.6,7.34,0.27,2.18,18,"Atlético-MG",6,20,1,3,29,41,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,20,"AVA","ata","Dúvida",10.1,5.21,1.68,1.61,13,"Avaí",NA,17,1,NA,7,12,11,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"150","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,20,"CHA","ata","Provável",0,3.68,0,1.31,12,"Chapecoense",1,10,3,5,5,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"151","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,20,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"152","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,20,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,1,NA,NA,2,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2017/07/06/3996acd85ff4513f367921f36749d2af_FORMATO.png",60780,20,"CHA","tec","Provável",0,7.75,0,2.22,8,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,20,"COR","mei","Provável",0,5.32,0,1.15,2,"Coritiba",NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,20,"GRE","ata","Contundido",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Cássio Luís Rissardo","Xuxa","https://s.glbimg.com/es/sde/f/2017/04/25/f61368b41b39832165af38d0ac96fda8_FORMATO.png",55594,20,"PON","mei","Nulo",0,2.25,0,0.8,3,"Ponte Preta",NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/07/28/8007ddc987249203ffd2dc0d80f422f2_FORMATO.png",62069,20,"BAH","ata","Nulo",0,2.15,0,-0.5,2,"Bahia",NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"158","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,20,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"159","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,20,"PAL","lat","Provável",1.6,14.31,-0.96,4.94,10,"Palmeiras",1,6,2,12,10,29,11,4,NA,NA,1,1,1,1,NA,NA,NA,NA
"160","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,20,"COR","mei","Provável",0,15.54,0,4.01,15,"Corinthians",4,25,10,9,29,53,14,NA,NA,NA,3,1,3,NA,NA,1,NA,NA
"161","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,20,"SAO","ata","Provável",1,3.94,0.04,1.19,10,"São Paulo",1,5,2,3,5,6,3,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA
