"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","I","CA","SG","DD","GS","FT","G","PP","CV","GC","DP"
"82","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,10,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",7,NA,2,6,14,9,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"83","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,10,"PAL","ata","Provável",1.2,5.69,-1.05,1.59,9,"Palmeiras",19,4,2,14,14,8,1,3,3,NA,NA,NA,NA,1,1,NA,NA,NA
"84","Alexandre Tadeu Gallo","Alexandre Gallo","https://s.glbimg.com/es/sde/f/2017/06/06/ee2b94270801b97042a4a5bdae50276b_FORMATO.png",41363,10,"VIT","tec","Provável",1.72,7.37,0.05,3.44,6,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,10,"SPO","tec","Provável",5.64,6.9,0.77,3.96,7,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,10,"PON","mei","Provável",0.2,8.38,0,3.12,4,"Ponte Preta",7,NA,NA,4,8,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,10,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,10,"PAL","lat","Nulo",0,7.37,0,5.32,4,"Palmeiras",6,1,NA,4,19,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"89","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,10,"SPO","ata","Provável",8.5,6.47,0.43,3.51,10,"Sport",8,3,3,16,29,6,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA
"90","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,10,"SPO","gol","Provável",5,5.21,1.61,3.24,10,"Sport",NA,NA,NA,NA,1,1,NA,NA,NA,3,16,16,NA,NA,NA,NA,NA,NA
"91","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,10,"GRE","tec","Provável",2.76,15.87,-0.5,5.77,10,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,10,"ATL","gol","Provável",1,8.45,-0.52,4.64,9,"Atlético-GO",NA,NA,NA,1,6,NA,NA,NA,1,1,22,13,NA,NA,NA,NA,NA,NA
"93","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,10,"PAL","tec","Provável",2.58,13.45,-0.5,3.84,10,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,10,"COR","gol","Provável",16,13.59,2.26,5.9,10,"Corinthians",NA,NA,NA,1,5,NA,NA,NA,1,7,10,5,NA,NA,NA,NA,NA,1
"95","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,10,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,10,"SAO","lat","Nulo",0,5.63,0,1.07,4,"São Paulo",3,NA,NA,5,16,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"97","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,10,"FLA","zag","Dúvida",9.2,8.68,2.13,5.2,2,"Flamengo",3,NA,1,NA,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"98","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,10,"COR","lat","Provável",11.3,13.46,0.27,6.01,7,"Corinthians",6,NA,NA,10,32,11,1,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"99","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,10,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,10,"COR","gol","Provável",10.1,14.9,0.48,6.78,10,"Coritiba",NA,NA,NA,3,9,NA,NA,NA,NA,5,20,8,NA,NA,NA,NA,NA,NA
"101","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,10,"FLU","gol","Provável",1,4.87,-1.83,1.42,6,"Fluminense",NA,NA,NA,4,5,NA,NA,NA,NA,1,7,9,NA,NA,NA,NA,NA,NA
"102","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,10,"FLA","mei","Provável",0,14.5,0,4.3,8,"Flamengo",12,5,3,14,30,14,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"103","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,10,"ATL","mei","Contundido",0,10.33,0,2.37,3,"Atlético-PR",1,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"104","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,10,"CRU","mei","Nulo",3.5,6.45,-0.49,2.62,7,"Cruzeiro",10,1,2,6,13,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,10,"GRE","lat","Provável",0,9.97,0,5.1,1,"Grêmio",2,NA,NA,4,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"106","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,10,"SAN","zag","Provável",0,11.83,0,4.84,8,"Santos",7,1,2,4,26,8,NA,NA,3,6,NA,NA,NA,1,NA,NA,NA,NA
"107","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,10,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,10,"ATL","mei","Contundido",0,5.18,0,0.5,3,"Atlético-MG",6,NA,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,10,"FLU","lat","Provável",-3.5,1.4,-0.71,-0.15,8,"Fluminense",21,NA,4,6,18,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,10,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,10,"FLU","mei","Nulo",-0.8,2.98,-0.22,-0.4,4,"Fluminense",2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,10,"SAN","ata","Provável",0,4.65,0.19,2.53,8,"Santos",7,3,4,4,26,1,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"113","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",50408,10,"VAS","zag","Provável",4.1,3.79,1.02,1.26,9,"Vasco",8,1,2,5,20,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"114","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,10,"SAO","gol","Contundido",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,10,"PON","zag","Nulo",0,11.85,0,5.57,4,"Ponte Preta",7,NA,1,3,5,13,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"116","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,10,"CRU","zag","Provável",10.1,10.05,1.99,2.69,9,"Cruzeiro",7,1,2,10,24,5,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"117","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,10,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,10,"CHA","lat","Suspenso",1.5,6.93,0.1,2.13,10,"Chapecoense",20,2,3,13,20,11,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"119","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,10,"BAH","lat","Provável",0.5,5.3,-0.58,2.47,10,"Bahia",15,NA,2,9,54,15,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"120","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,10,"FLU","zag","Provável",-0.1,8.29,-1.03,1.38,9,"Fluminense",10,NA,NA,14,20,7,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
"121","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,10,"BOT","zag","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,10,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,10,"VIT","zag","Provável",0,7.41,-0.22,3.94,5,"Vitória",5,NA,2,2,14,5,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA
"124","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,10,"PON","mei","Suspenso",1,7.45,0.2,2.17,6,"Ponte Preta",7,1,6,6,19,5,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
"125","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,10,"FLA","mei","Provável",3.6,12.56,-2.44,3.6,1,"Flamengo",3,NA,NA,1,6,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,10,"SAN","mei","Provável",0,4.97,0,1.03,3,"Santos",2,NA,1,3,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,10,"ATL","zag","Provável",-0.9,6.84,-0.49,2.6,10,"Atlético-GO",18,NA,4,20,22,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"128","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,10,"BOT","lat","Nulo",0,9.09,0,3.99,7,"Botafogo",3,NA,NA,13,7,5,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA
"129","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,10,"GRE","zag","Dúvida",0,5.11,0,-0.3,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,10,"VIT","lat","Nulo",0,6.5,0,4.02,6,"Vitória",15,NA,2,16,21,15,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"131","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,10,"COR","lat","Nulo",0,4.73,0,7,1,"Coritiba",1,1,NA,2,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"132","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,10,"ATL","gol","Provável",0,9.79,0,3.6,9,"Atlético-MG",1,NA,NA,NA,7,NA,NA,NA,1,2,14,11,NA,NA,NA,NA,NA,1
"133","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,10,"FLA","zag","Provável",0,10.31,0,4.08,9,"Flamengo",5,1,1,8,15,10,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA
"134","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/05/17/e601d16bd24dd07614db1ad805107a5d_FORMATO.png",63172,10,"VAS","zag","Provável",5.1,5.49,0.87,1.55,9,"Vasco",15,1,6,7,18,6,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"135","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,10,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Luiz Severo Júnior","Júnior Viçosa","https://s.glbimg.com/es/sde/f/2017/04/28/d1909a944130931c13b961fd7bf4ce3a_FORMATO.png",63177,10,"ATL","ata","Nulo",0,3.85,0,0.53,7,"Atlético-GO",2,4,4,4,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,10,"ATL","ata","Nulo",0.7,6.32,-0.14,1.27,3,"Atlético-MG",2,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,10,"BOT","mei","Provável",2.9,12.98,-0.29,6.6,9,"Botafogo",15,3,6,15,29,17,2,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
"139","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,10,"SPO","ata","Provável",2.6,8.92,-0.42,4.34,9,"Sport",21,3,7,12,19,7,1,7,2,NA,NA,NA,NA,4,NA,NA,NA,NA
"140","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,10,"CHA","lat","Provável",0,5.12,0,0.2,2,"Chapecoense",1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/02/21/db1cdca479125a2d236ee31275630a71_FORMATO.png",68693,10,"BAH","lat","Nulo",0,2.03,0,-1.15,2,"Bahia",5,2,1,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"142","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2015/01/27/7c510cce0aa473eba2973d3e92c519d4_FORMATO.jpeg",68749,10,"ATL","mei","Nulo",0,2.14,0,-0.5,1,"Atlético-GO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,10,"SAO","mei","Provável",12.4,15.44,1.86,5.51,10,"São Paulo",20,1,4,26,30,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"144","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,10,"SAO","mei","Nulo",0,4.1,0,1.2,1,"São Paulo",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,10,"SAN","mei","Nulo",0,1.69,0,-1.3,1,"Santos",NA,1,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,10,"GRE","ata","Provável",1.4,10.2,-1.67,6.38,6,"Grêmio",7,3,2,14,6,6,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"147","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png",68744,10,"PON","ata","Suspenso",-1.6,4.53,-0.91,1.67,6,"Ponte Preta",9,1,4,20,17,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,10,"COR","mei","Nulo",-0.3,3.94,-0.54,0.58,6,"Corinthians",1,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,10,"AVA","ata","Nulo",3.5,6.15,-0.27,2.55,4,"Avaí",3,1,3,7,12,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"150","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,10,"PON","lat","Provável",-0.2,20.16,-1.93,5.68,9,"Ponte Preta",15,4,2,21,48,21,1,1,3,3,NA,NA,NA,1,NA,NA,NA,NA
"151","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,10,"VIT","ata","Nulo",0,7.55,0,5.33,3,"Vitória",NA,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"152","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,10,"FLU","zag","Contundido",0,3.32,0,-1.3,1,"Fluminense",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,10,"COR","ata","Nulo",0,9.78,0,2.28,5,"Coritiba",5,NA,2,3,8,2,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"154","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,10,"SPO","mei","Provável",0,10.51,0,4.17,8,"Sport",14,2,7,12,26,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,10,"FLU","ata","Nulo",-0.9,8.43,-2.46,0.75,2,"Fluminense",2,NA,1,4,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,10,"SPO","mei","Provável",2.5,16.34,-0.79,4.98,5,"Sport",11,2,2,16,27,3,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"157","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,10,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,10,"ATL","gol","Nulo",0,0.71,0,-8.3,1,"Atlético-GO",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"159","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,10,"FLU","zag","Contundido",0,7,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,10,"PON","gol","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,10,"SPO","mei","Contundido",0,6.5,0,3.55,4,"Sport",12,NA,2,4,10,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/05/16/f798488456d6106dffa1290a3ba13758_FORMATO.png",68822,10,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,10,"PAL","ata","Nulo",-0.6,16.49,-1.02,3.13,4,"Palmeiras",1,1,1,17,14,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
