,atletas.slug,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.nome,atletas.media_num,atletas.variacao_num,atletas.atleta_id,atletas.status_id,atletas.clube.id.full.name,atletas.preco_num,atletas.jogos_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.foto,atletas.apelido,DS,FC,FD,FF,FS,I,SG,CA,A,FT,G,CV,PC,PS,DE,GS,DP,V,PP,GC
546,gustavinho,3.2,280,4,Gustavinho,Gustavo Ribeiro Neves,0.76,0.54,122394,6,RBB,2.66,7,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavinho,4.0,5.0,,1.0,,,,,,,,,,,,,,,,
547,ryan,0.0,264,4,Ryan,Ryan Gustavo de Lima,1.57,0.0,122396,6,COR,3.44,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Ryan,6.0,7.0,,,7.0,,,1.0,,,,,,,,,,,,
548,luisao,0.0,277,3,Luisão,Luis Fellipe Campos Dória,4.23,0.0,122406,6,SAN,6.27,3,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Luisão,5.0,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
549,lucca,0.0,285,5,Lucca,Lucca Holanda Sampaio Tavares,1.4,0.0,122420,6,INT,3.13,4,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Lucca,1.0,3.0,1.0,1.0,6.0,,,,,,,,,,,,,,,
550,vinicius-lago,0.0,280,2,V. Lago,Vinicius dos Santos Lago,0.0,0.0,122458,6,RBB,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinícius Lago,,,,,,,,,,,,,,,,,,,,
551,rayan,10.2,267,5,Rayan,Rayan Vitor Simplício Rocha,5.52,1.46,122486,6,VAS,8.39,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Rayan,12.0,7.0,8.0,11.0,20.0,,,,,2.0,2.0,,,,,,,,,
552,gb,0.0,267,5,GB,Gabriel Souza da Silva,-0.3,0.0,122487,5,VAS,1.69,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,GB,,1.0,,,,,,,,,,,,,,,,,,
553,wallace-yan,3.7,262,5,W. Yan,Wallace Yan de Souza Barreto,3.62,0.46,122573,2,FLA,5.09,6,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Wallace Yan,3.0,3.0,,4.0,8.0,1.0,,2.0,1.0,,1.0,,,,,,,,,
554,japa,0.0,283,4,Japa,João Wellington Gadelha Melo de Oliveira,0.0,0.0,122660,6,CRU,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Japa,,,,,,,,,,,,,,,,,,,,
555,lucas-cunha,0.0,292,3,L. Cunha,Lucas de Souza Cunha,1.42,0.0,122755,6,SPT,3.6,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Lucas Cunha,4.0,5.0,,,2.0,,1.0,2.0,,,,,,,,,,,,
556,abner,-0.3,286,3,Abner,Abner Salles da Silva,2.37,-0.19,122861,7,JUV,4.81,7,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Abner,4.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
557,guzman-rodriguez,0.0,280,3,G. Rodríguez,Guzmán Rodríguez Ferrari,3.46,0.0,122897,7,RBB,6.76,13,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Guzmán Rodríguez,6.0,9.0,2.0,4.0,6.0,,5.0,3.0,,,1.0,,,,,,,,,
558,david-kaua,0.0,282,4,D. Kauã,David Kauã Ramos,0.0,0.0,122989,6,CAM,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,David Kauã,,,,,,,,,,,,,,,,,,,,
559,patrick,0.0,282,4,Patrick,Patrick Roberto da Silva Campos,2.6,0.0,122990,6,CAM,3.24,3,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Patrick,4.0,3.0,1.0,,3.0,,,,,,,,,,,,,,,
560,tiago,0.0,265,5,Tiago,Tiago Souza de Jesus Carvalho,3.1,0.0,123004,6,BAH,3.01,4,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Tiago,4.0,5.0,,,4.0,1.0,,,1.0,,,,,1.0,,,,,,
561,vitinho,0.0,265,4,Vitinho,Pedro Victor da Silva Santos,0.0,0.0,123007,6,BAH,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Vitinho,,,,,,,,,,,,,,,,,,,,
562,cadu,0.0,282,5,Cadu,Carlos Eduardo Amaral Pereira de Castro,0.0,0.0,123359,5,CAM,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cadu,,,,,,,,,,,,,,,,,,,,
563,cauly,3.1,265,4,Cauly,Cauly Oliveira Souza,2.84,-0.22,123360,6,BAH,6.48,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Cauly,3.0,2.0,1.0,5.0,6.0,,,1.0,3.0,,1.0,,,,,,,,,
564,jota,0.0,265,4,Jota,João Victor Broad Moreira Guimarães,0.0,0.0,123497,6,BAH,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Jota,,,,,,,,,,,,,,,,,,,,
565,janderson,0.0,283,3,Janderson,José Janderson da Silva Marques,5.0,0.0,123649,6,CRU,2.82,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Janderson,,,,,,,1.0,,,,,,,,,,,,,
566,ze-guilherme,0.0,265,2,Z. Guilherme,José Guilherme de Lima Costa,0.0,0.0,123717,6,BAH,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Zé Guilherme,,,,,,,,,,,,,,,,,,,,
567,herrera,2.3,356,5,Herrera,José María Herrera Ares,2.3,0.45,123738,6,FOR,5.45,1,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Herrera,1.0,,,1.0,,,,,,,,,,,,,,,,
568,lezcano,0.0,266,4,Lezcano,Rubén Darío Lezcano Portillo,0.83,0.0,123788,6,FLU,4.63,3,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lezcano,1.0,,,,2.0,,,,,,,,,,,,,,,
569,lucho-rodriguez,3.1,265,5,L. Rodríguez,Luciano Rodríguez Rosales,1.31,0.28,123795,6,BAH,5.78,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Lucho Rodríguez,3.0,10.0,4.0,9.0,7.0,2.0,,1.0,,,,,,,,,,,,
570,henry-mosquera,2.6,280,5,H. Mosquera,Henry David Mosquera Sánchez,1.93,0.24,124239,7,RBB,3.81,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Henry Mosquera,5.0,6.0,6.0,2.0,6.0,1.0,,,,,,,,,,,,,,
571,isaac,0.0,282,5,Isaac,Isaac Aguiar Tomich,0.5,0.0,124247,6,CAM,1.1,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Isaac,,,,,1.0,,,,,,,,,,,,,,,
572,pedro-ataide,0.0,282,5,P. Ataíde,Pedro Ataide de Souza Oliveira,0.0,0.0,124250,6,CAM,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Pedro Ataíde,,,,,,,,,,,,,,,,,,,,
573,deivid-washington,0.0,277,5,D. Washington,Deivid Washington de Souza Eugênio,1.62,-0.58,124251,6,SAN,3.68,13,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Deivid Washington,2.0,5.0,2.0,4.0,12.0,1.0,,,,,1.0,,,,,,,,,
574,kauan,0.0,285,1,Kauan,Kauan Jesus Santos Oliveira,0.0,0.0,124264,6,INT,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Kauan,,,,,,,,,,,,,,,,,,,,
575,gustavo-prado,0.0,285,4,G. Prado,Gustavo Prado Alves,3.07,-0.16,124271,6,INT,4.47,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Gustavo Prado,6.0,3.0,4.0,6.0,6.0,1.0,,1.0,,,1.0,,,,,,,,,
576,ricardo-mathias,0.0,285,5,R. Mathias,Ricardo Mathias da Silva,3.54,0.0,124280,6,INT,5.16,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ricardo Mathias,,1.0,2.0,2.0,6.0,,,,,1.0,1.0,,,,,,,,,
577,leo-aragao,6.3,283,1,L. Aragão,Leonardo de Aragão Carvalho,6.3,2.28,124369,6,CRU,4.28,1,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Léo Aragão,,,,,,,1.0,,,,,,,,1.0,,,,,
578,wesley-santos,0.0,2305,2,W. Santos,Wesley Santos Silva,0.0,0.0,124400,6,MIR,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Wesley Santos,,,,,,,,,,,,,,,,,,,,
579,mateo-ponte,4.7,263,2,M. Ponte,Mateo Ponte Costa,3.83,-0.02,124481,6,BOT,7.23,8,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Mateo Ponte,3.0,4.0,,,1.0,2.0,4.0,1.0,,,1.0,,,,,,,,,
580,giay,2.9,275,2,Giay,Agustín Giay,6.67,-0.23,124526,7,PAL,9.36,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Giay,31.0,13.0,,3.0,20.0,,5.0,,,,,,,,,,,,,
581,ivan-roman,0.0,282,3,I. Román,Ivan Ramiro Román Hurtado,0.75,0.0,124661,6,CAM,2.06,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Iván Román,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
582,felipe-negrucci,0.0,276,4,F. Negrucci,Felipe Negrucci Berdague,0.0,0.0,124674,6,SAO,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Felipe Negrucci,,,,,,,,,,,,,,,,,,,,
583,leandro,0.0,276,1,Leandro,Leandro Mathias Silva Bueno,0.0,0.0,124701,6,SAO,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Leandro,,,,,,,,,,,,,,,,,,,,
584,nathan-fernandes,5.0,263,5,N. Fernandes,Nathan Ribeiro Fernandes,2.64,0.78,124757,6,BOT,5.21,7,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Nathan Fernandes,1.0,2.0,2.0,1.0,3.0,1.0,,,1.0,,1.0,,,,,,,,,
585,jonathan-jesus,0.0,283,3,J. Jesus,Jonathan de Jesus Alves,3.03,0.0,124912,6,CRU,4.95,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Jonathan Jesus,5.0,6.0,,,1.0,,3.0,,,,,1.0,,,,,,,,
586,viery,0.0,284,3,Viery,Viery Fernandes Santos Lopes,2.35,0.0,125467,6,GRE,2.86,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Viery,,1.0,,,,,1.0,,,,,,,,,,,,,
587,alisson,0.0,282,4,Alisson,Alisson Santana Lopes da Fonseca,0.0,0.0,125469,6,CAM,4.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Alisson,,,,,,,,,,,,,,,,,,,,
588,joao-pedro,0.0,264,3,J. Pedro,João Pedro de Sousa Rodrigues,3.03,0.0,125488,6,COR,4.95,3,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,João Pedro,1.0,4.0,,1.0,,,2.0,2.0,,,,,,,,,,,,
589,leonan,0.0,2305,3,Leonan,Leonan Santos de Abreu,0.0,0.0,125697,6,MIR,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Leonan,,,,,,,,,,,,,,,,,,,,
590,marcelinho,0.0,280,4,Marcelinho,Marcelo Braz da Silva,0.0,0.0,126120,6,RBB,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Marcelinho,,,,,,,,,,,,,,,,,,,,
591,paulinho,0.0,267,4,Paulinho,Paulo Lucas Santos de Paula,0.69,0.0,126182,6,VAS,4.3,7,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho,4.0,9.0,,,5.0,,,1.0,,,,,,,,,,,,
592,derik-lacerda,5.4,292,5,D. Lacerda,Derik Gean Severino Lacerda,5.4,1.74,126216,6,SPT,5.74,1,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Derik Lacerda,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
593,barreal,5.3,277,4,Barreal,Álvaro Martín Barreal,6.19,0.29,126471,7,SAN,10.11,11,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Barreal,22.0,8.0,3.0,7.0,9.0,1.0,,,,,3.0,,,,,,,,,
594,fernando-seabra,2.32,280,6,F. Seabra,Fernando Seabra,6.08,-0.41,126977,7,RBB,8.97,15,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando Seabra,,,,,,,,,,,,,,,,,,8.0,,
595,bahia,0.0,264,4,Bahia,Luiz Gustavo Lemos Carvalho,0.0,0.0,127242,6,COR,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Bahia,,,,,,,,,,,,,,,,,,,,
596,julio-fidelis,0.0,266,2,J. Fidélis,Julio Cesar Lima Fidelis,0.0,0.0,127932,6,FLU,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Julio Fidélis,,,,,,,,,,,,,,,,,,,,
597,thiago-henrique,0.0,266,4,T. Henrique,Thiago Henrique Gonçalves Silva,0.0,0.0,128583,6,FLU,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Thiago Henrique,,,,,,,,,,,,,,,,,,,,
598,rayan-lucas,0.0,262,4,R. Lucas,Rayan Lucas Marques de Souza,0.0,0.0,128590,6,FLA,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rayan Lucas,,,,,,,,,,,,,,,,,,,,
599,felipe-cardoso,0.0,287,4,F. Cardoso,Felipe Cardoso,0.0,0.0,129317,6,VIT,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Felipe Cardoso,,,,,,,,,,,,,,,,,,,,
600,ruan-pablo,0.0,265,5,R. Pablo,Ruan Pablo Barbosa Sousa,1.2,0.0,129663,6,BAH,1.35,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ruan Pablo,,,1.0,,,,,,,,,,,,,,,,,
601,jp,0.0,267,4,JP,João Pedro Murilo de Paula Morais,0.0,0.0,129666,6,VAS,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,,,,,,,,,,,,,,,,,,,,
602,cristhian-loor,0.0,263,1,C. Loor,Cristhian Joel Loor Santamaría - Christian,0.0,0.0,129930,6,BOT,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cristhian Loor,,,,,,,,,,,,,,,,,,,,
603,carbone,0.0,262,2,Carbone,João Victor Schlickmann Carbone,0.0,0.0,130190,6,FLA,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,,,,,,,,,,,,,,,,,,,,
604,guilherme-estrella,0.0,267,4,G. Estrella,Guilherme Estrella de Paiva,0.0,0.0,130255,6,VAS,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Guilherme Estrella,,,,,,,,,,,,,,,,,,,,
605,kauan-lindes,0.0,263,4,K. Lindes,Kauan Gabriel Cordeiro Lindes,0.7,0.0,130265,6,BOT,1.16,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauan Lindes,,1.0,,,2.0,,,,,,,,,,,,,,,
606,lukas-zuccarello,0.0,267,4,L. Zuccarello,Lukas Rocha Zuccarello,0.6,0.0,130279,6,VAS,1.9,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lukas Zuccarello,1.0,1.0,,,,,,,,,,,,,,,,,,
607,phillipe-gabriel,0.0,267,1,P. Gabriel,Phillipe Gabriel Pires de Oliveira,0.0,0.0,130280,6,VAS,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Phillipe Gabriel,,,,,,,,,,,,,,,,,,,,
608,maykon,5.2,287,2,Maykon,Maykon Kesley de Jesus Ramalho,4.47,0.48,130319,7,VIT,4.64,4,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,2.0,7.0,1.0,1.0,2.0,,3.0,1.0,,,,,,,,,,,,
609,guilherme-gomes,0.0,262,4,G. Gomes,Guilherme Henrique Bernardineli Gomes,0.0,0.0,130382,6,FLA,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Guilherme Gomes,,,,,,,,,,,,,,,,,,,,
610,maceio,0.0,2305,5,Maceió,Everton Leandro de Oliveira Santos,0.84,0.0,130386,6,MIR,2.65,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,1.0,2.0,1.0,4.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,
611,luiz-gustavo,0.0,267,3,L. Gustavo,Luiz Gustavo Marinho Ribeiro dos Santos,1.95,0.0,130393,6,VAS,1.91,4,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Luiz Gustavo,4.0,4.0,,,2.0,,1.0,3.0,,,,,,,,,,,,
612,marlon,0.0,286,5,Marlon,Marlon Santos Teodoro,0.0,0.0,130507,6,JUV,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,,,,,,,,,,,,,,,,,,,,
613,luighi,-0.6,275,5,Luighi,Luighi Hanri Sousa Santos,0.47,-0.62,130612,6,PAL,3.23,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
614,edenilson,0.0,287,4,Edenílson,Edenílson Santos Nascimento Filho,0.0,0.0,130620,6,VIT,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,,,,,,,,,,,,,,,,,,,,
615,bernal,2.9,266,4,Bernal,Facundo Bernal Cruz,1.38,0.32,130650,7,FLU,3.69,7,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,3.0,5.0,3.0,2.0,7.0,,,2.0,,,,,,,,,,,,
616,souza,3.0,277,2,Souza,João Victor de Souza Menezes,7.2,-0.88,130811,7,SAN,8.48,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,13.0,5.0,,,6.0,,2.0,,1.0,,,,,,,,,,,
617,igor-serrote,0.0,284,2,I. Serrote,Igor Eduardo Schlemper,6.23,0.0,130884,6,GRE,6.12,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Igor Serrote,21.0,4.0,,2.0,5.0,,1.0,2.0,,,,,,,,,,,,
618,riquelme,2.0,284,4,Riquelme,Riquelme Freitas dos Santos,1.27,0.21,130889,6,GRE,2.34,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,1.0,,,1.0,3.0,,,,,,,,,,,,,,,
619,jardiel,0.0,284,5,Jardiel,Jardiel Maciel Libertino da Silva,0.0,0.0,131455,6,GRE,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,,,,,,,,,,,,,,,,,,,,
620,yarlen,0.0,263,5,Yarlen,Yarlen Faustino Augusto,0.0,0.0,131512,6,BOT,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Yarlen,,,,,,,,,,,,,,,,,,,,
621,hyan,0.0,277,4,Hyan,Hyan Carvalho Machado Silva,0.5,0.0,131515,6,SAN,1.09,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,,,,,1.0,,,,,,,,,,,,,,,
622,jp-chermont,0.0,277,2,J. Chermont,João Pedro Chermont Crema,4.28,0.0,131516,6,SAN,6.05,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,JP Chermont,14.0,9.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,
623,henrique,0.0,276,5,Henrique,Henrique Fabiano do Carmo,0.5,0.0,131518,6,SAO,1.09,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Henrique,,,,,1.0,,,,,,,,,,,,,,,
624,andre-silva,4.4,276,5,A. Silva,André Oliveira e Silva,5.05,-1.47,131617,7,SAO,7.35,13,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,André Silva,6.0,14.0,3.0,7.0,12.0,3.0,,4.0,2.0,,5.0,,,,,,,,,
625,felipe-longo,0.0,264,1,F. Longo,Felipe Longo Fernandes da Silva,0.0,0.0,131753,6,COR,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Felipe Longo,,,,,,,,,,,,,,,,,,,,
626,serafim,0.0,263,3,Serafim,Vinicius Lima Serafim,0.0,0.0,131757,6,BOT,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Serafim,,,,,,,,,,,,,,,,,,,,
627,serna,1.3,266,5,Serna,Kevin Steven Serna Jaramillo,3.95,-0.56,132071,2,FLU,6.11,11,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,5.0,2.0,3.0,3.0,11.0,,,,,,3.0,,,1.0,,,,,,
