,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
74,C. Soares,6.96,77656,276,Cédric Ricardo Alves Soares,7,True,Cédric Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.38,cedric-soares,2,34,3.3,SAO,24,0.34,2.0,23.0,15.0,,5.0,8.0,,,6.0,3.0,,,,,,,,,,
75,S. Oliveira,7.85,77664,292,Sérgio Miguel Relvas de Oliveira,6,False,Sérgio Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.16,sergio-oliveira,4,34,0.0,SPT,14,0.0,5.0,22.0,16.0,6.0,8.0,11.0,1.0,,,1.0,,,,1.0,,,,,,
76,Romarinho,5.44,77738,287,Romário Ricardo da Silva,6,False,Romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.56,romarinho,5,34,0.0,VIT,5,0.0,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,,
77,J. Schmidt,4.49,77777,277,João Felipe Schmidt Urbano,7,True,João Schmidt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.19,joao-schmidt,4,34,0.6,SAN,26,-0.34,7.0,35.0,41.0,2.0,7.0,12.0,,1.0,,2.0,,,,,,,,,,
78,Everaldo,3.3,78117,266,Everaldo Stum,7,True,Everaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.52,everaldo,5,34,0.5,FLU,24,-0.08,2.0,3.0,25.0,6.0,12.0,19.0,2.0,1.0,,,,,,1.0,,,,,1.0,
79,G. Henrique,7.55,78248,264,Gustavo Henrique Vernes,7,True,Gustavo Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.11,gustavo-henrique,3,34,5.1,COR,20,0.42,4.0,20.0,19.0,7.0,7.0,8.0,2.0,,5.0,,,,,1.0,,,,,,
80,Vitinho,7.39,78435,264,Victor Vinícius Coelho dos Santos,6,True,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.73,vitinho,5,34,3.0,COR,9,-0.36,,11.0,4.0,4.0,2.0,8.0,,1.0,,1.0,,,,1.0,,,,,,
81,Renê,9.52,78445,266,Renê Rodrigues Martins,6,True,Renê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.36,rene,2,34,1.2,FLU,23,-1.37,2.0,55.0,20.0,,6.0,20.0,1.0,,10.0,,,,,,,,,1.0,,
82,W. Arão,5.47,78478,277,Willian Souza Arão da Silva,7,True,Willian Arão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.95,willian-arao,4,34,1.7,SAN,8,-0.16,,9.0,7.0,1.0,2.0,5.0,,1.0,,,,,,,,,,1.0,,
83,Gabriel,5.57,78605,280,Gabriel Girotto Franco,7,False,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.93,gabriel,4,34,0.0,RBB,28,0.0,11.0,49.0,41.0,1.0,7.0,27.0,1.0,,,,,,,1.0,,,,,,
84,Reinaldo,11.9,78850,2305,Reinaldo Manoel da Silva,7,True,Reinaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.93,reinaldo,2,34,11.2,MIR,30,0.19,6.0,31.0,21.0,13.0,18.0,25.0,12.0,,8.0,6.0,,,1.0,,,,,2.0,1.0,
85,Richard,4.53,78851,354,Richard de Oliveira Costa,6,False,Richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-1.0,richard,1,34,0.0,CEA,0,0.0,1.0,,,,,,,,,,,,,,,,,,,
86,T. Santos,6.56,78855,266,Thiago dos Santos,6,False,Thiago Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.99,thiago-santos,3,34,0.0,FLU,8,0.0,2.0,6.0,8.0,,1.0,3.0,,,5.0,,,,,,,,,,,
87,A. Muralha,2.82,79066,2305,Alex Roberto Santana Rafael,6,False,Alex Muralha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.12,alex-muralha,1,34,0.0,MIR,7,0.0,3.0,,,,,1.0,,,,,21.0,10.0,,,,,,,,
88,B. Ferreira,6.56,79266,354,Bruno Ferreira Ventura Diniz - de Lins,7,True,Bruno Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.25,bruno-ferreira,1,34,3.2,CEA,25,-0.89,2.0,,1.0,,,11.0,,,8.0,,67.0,24.0,,,,,,,,
89,Cano,8.64,79631,266,Germán Ezequiel Cano,6,False,Cano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.49,cano,5,34,0.0,FLU,20,0.0,1.0,4.0,9.0,5.0,20.0,24.0,6.0,5.0,,,,,,2.0,,,,,,
90,L. Silva,4.71,79701,283,Lucas Silva Borges,6,True,Lucas Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.2,lucas-silva,4,34,1.4,CRU,31,0.32,6.0,24.0,46.0,3.0,11.0,23.0,2.0,,,2.0,,,,1.0,,,,,,
91,H. Leite,5.13,79973,356,Helton Brant Aleixo Leite,6,False,Helton Leite,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.77,helton-leite,1,34,0.0,FOR,4,0.0,,,,,,1.0,,,,,12.0,9.0,,,,,,,,
92,Saúl,8.85,80061,262,Saúl Ñíguez Esclapez,3,True,Saúl,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.86,saul,4,34,1.4,FLA,14,-0.2,2.0,30.0,30.0,2.0,9.0,5.0,,,,1.0,,,,1.0,,,,,,
93,Z. Roberto,6.0,80076,292,José Roberto Assunção de Araújo Filho,6,False,Zé Roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,ze-roberto,5,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
94,Jadson,5.85,80129,286,Jadson Alves dos Santos,6,True,Jadson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.12,jadson,4,34,2.3,JUV,28,-1.13,8.0,43.0,39.0,4.0,7.0,46.0,,2.0,,2.0,,,,,,,,1.0,,
95,Y. Pikachu,4.91,80196,356,Glaybson Yago Souza Lisboa,6,True,Yago Pikachu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.03,yago-pikachu,4,34,0.0,FOR,26,-0.25,2.0,9.0,10.0,6.0,5.0,17.0,2.0,3.0,,1.0,,,1.0,1.0,,,,,,
96,Luciano,9.54,80287,276,Luciano da Rocha Neves,7,True,Luciano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.66,luciano,5,34,2.6,SAO,28,-0.12,10.0,22.0,26.0,16.0,28.0,40.0,8.0,6.0,,4.0,,,2.0,,,,,,1.0,
97,Gilberto,7.29,80313,265,Gilberto Moraes Júnior,2,True,Gilberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.13,gilberto,2,34,0.2,BAH,20,0.0,5.0,25.0,15.0,2.0,5.0,11.0,1.0,1.0,7.0,,,,,,,,,,,
98,Wendell,9.67,80570,276,Wendell Nascimento Borges,5,False,Wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.99,wendell,2,34,0.0,SAO,15,0.0,,22.0,12.0,,3.0,16.0,,,6.0,1.0,,,,,,,,,,
99,L. Lima,6.29,80583,292,Lucas Rafael Araújo Lima,7,False,Lucas Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.8,lucas-lima,4,34,0.0,SPT,26,0.0,10.0,20.0,28.0,9.0,3.0,40.0,4.0,9.0,,4.0,,,,1.0,,,,,,
100,Jair,4.63,81091,267,Jair Rodrigues Júnior,5,False,Jair,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.07,jair,4,34,0.0,VAS,10,0.0,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,,
101,L. Mugni,5.98,81121,354,Lucas Andrés Mugni,7,True,Lucas Mugni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.16,lucas-mugni,4,34,0.0,CEA,26,-0.52,5.0,31.0,30.0,4.0,7.0,11.0,2.0,2.0,,3.0,,,,1.0,,,,,,
102,Mayke,7.46,81150,277,Mayke Rocha de Oliveira,6,True,Mayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.94,mayke,2,34,1.0,SAN,13,-0.01,3.0,25.0,19.0,1.0,3.0,8.0,,1.0,3.0,,,,,,,,,,,
103,G. Paciência,5.5,81401,292,Gonçalo Mendes Paciência,6,False,Gonçalo Paciência,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.58,goncalo-paciencia,5,34,0.0,SPT,4,0.0,,,2.0,,3.0,1.0,,,,,,,,,,,,,,
104,Alisson,4.02,81845,276,Alisson Euler de Freitas Castro,3,True,Alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.67,alisson,4,34,-0.9,SAO,27,-0.34,6.0,18.0,19.0,6.0,4.0,30.0,,2.0,,1.0,,,,,,,,,,
105,J. Ricardo,11.84,81881,356,João Ricardo Riedi,6,False,João Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.87,joao-ricardo,1,34,0.0,FOR,13,0.0,,,,,,2.0,,,6.0,,51.0,18.0,,,,,,,,1.0
106,W. Oliveira,4.84,81952,287,Willian Osmar de Oliveira Silva,3,False,Willian Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.82,willian-oliveira,4,34,0.0,VIT,16,0.0,5.0,24.0,26.0,1.0,8.0,13.0,1.0,,,,,,,,,,,,,
107,C. Kim,4.18,82407,2305,Francisco Hyun-Sol Kim,6,False,Chico Kim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.6,chico-kim,4,34,0.0,MIR,11,0.0,1.0,8.0,6.0,1.0,1.0,11.0,,,,,,,1.0,,,,,,,
108,Z. Rafael,8.15,82455,277,José Rafael Vivian,7,True,Zé Rafael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.81,ze-rafael,4,34,4.5,SAN,23,-0.24,4.0,49.0,34.0,2.0,13.0,47.0,1.0,,,,,,1.0,2.0,,,,,,
109,Otávio,4.6,82463,266,Otávio Henrique Passos Santos,6,False,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.3,otavio,4,34,0.0,FLU,6,0.0,,3.0,5.0,,1.0,8.0,,,,,,,,,,,,,,
110,L. Araújo,8.4,82627,262,Luiz de Araújo Guimarães Neto,2,True,Luiz Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.44,luiz-araujo,5,34,1.2,FLA,31,-0.05,2.0,33.0,32.0,10.0,15.0,24.0,6.0,1.0,,2.0,,,,2.0,,,,,,
111,Tinga,7.83,82628,356,Guilherme de Jesus da Silva,6,False,Tinga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.87,tinga,2,34,0.0,FOR,11,0.0,1.0,12.0,6.0,,3.0,4.0,1.0,,3.0,,,,,,,,,,,
112,M. Hermes,8.81,82639,286,Marcelo Gazella Hermes,7,True,Marcelo Hermes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.67,marcelo-hermes,2,34,9.5,JUV,16,0.44,2.0,18.0,15.0,6.0,8.0,11.0,2.0,,4.0,3.0,,,,,,,,,,
113,L. Ramon,9.4,82775,2305,Lucas Ramon Batista Silva,7,True,Lucas Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5.8,lucas-ramon,2,34,5.0,MIR,26,0.06,7.0,47.0,26.0,7.0,7.0,39.0,2.0,3.0,6.0,3.0,,,1.0,,,,,,,
114,R. Thyere,5.09,83048,292,Rafael Thyere de Albuquerque Marques,7,False,Rafael Thyere,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.28,rafael-thyere,3,34,0.0,SPT,17,0.0,2.0,13.0,9.0,1.0,2.0,6.0,,,3.0,,,,,1.0,,,,,,
115,A. Benítez,5.21,83251,285,Alan Max Benítez Domínguez,6,False,Alan Benítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.18,alan-benitez,2,34,0.0,INT,9,0.0,,5.0,5.0,3.0,,,,,2.0,,,,,,,,,,,
116,Gabriel,6.97,83257,283,Gabriel Barbosa Almeida,6,True,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.22,gabriel,5,34,4.1,CRU,27,0.59,5.0,5.0,6.0,11.0,15.0,10.0,6.0,9.0,,2.0,,,,1.0,,,,,1.0,
117,L. Pereira,8.76,83528,262,Leonardo Pereira,7,True,Léo Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.71,leo-pereira,3,34,0.5,FLA,30,-1.02,5.0,19.0,22.0,3.0,8.0,13.0,4.0,,15.0,,,,,1.0,,,,2.0,,
118,Neris,3.98,83786,287,Hueglo dos Santos Neris,6,False,Neris,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.84,neris,3,34,0.0,VIT,9,0.0,1.0,2.0,11.0,2.0,2.0,4.0,,2.0,3.0,,,,,,,1.0,,,,
119,T. Soares,7.29,84042,277,Francisco das Chagas Soares dos Santos Meireles,6,False,Tiquinho Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.71,tiquinho-soares,5,34,0.0,SAN,25,0.0,3.0,8.0,28.0,7.0,12.0,35.0,2.0,5.0,,3.0,,,1.0,,,,,,,
120,R. Carneiro,3.77,84094,286,Eudes Ruan de Souza Carneiro,6,False,Ruan Carneiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.8,ruan-carneiro,1,34,0.0,JUV,3,0.0,,,,,,,,,1.0,,8.0,4.0,,,,,,,,
121,Jemerson,4.77,84263,284,Jemerson de Jesus Nascimento,6,False,Jemerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.2,jemerson,3,34,0.0,GRE,9,0.0,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,,,,,,
122,F. Sobral,4.02,84428,354,Fernando Pereira do Nascimento,7,False,Fernando Sobral,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.55,fernando-sobral,4,34,0.0,CEA,25,0.0,7.0,24.0,31.0,,5.0,14.0,1.0,1.0,,,,,,,,,,,,
123,Romarinho,3.66,84523,292,José Romário Silva de Souza,6,False,Romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.24,romarinho,5,34,0.0,SPT,20,0.0,,5.0,2.0,2.0,4.0,23.0,2.0,2.0,,1.0,,,,,,,,,,
124,L. Romero,8.09,84558,283,Lucas Daniel Romero,7,True,Lucas Romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.33,lucas-romero,4,34,5.3,CRU,31,0.74,11.0,65.0,35.0,3.0,11.0,47.0,1.0,1.0,,3.0,,,,,,,,,,
125,L. Evangelista,6.28,84674,275,Lucas Evangelista Santana de Oliveira,6,False,Lucas Evangelista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.36,lucas-evangelista,4,34,0.0,PAL,19,0.0,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,1.0,,,,,,,,,,
126,Jorginho,8.04,84735,262,Jorge Luiz Frello Filho,7,True,Jorginho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.69,jorginho,4,34,9.5,FLA,15,1.44,5.0,19.0,20.0,1.0,2.0,8.0,2.0,,,,,,,,,,,,,
127,Varela,8.0,84816,262,Guillermo Varela Olivera,2,False,Varela,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.93,varela,2,34,0.0,FLA,18,0.0,,10.0,5.0,1.0,1.0,9.0,,2.0,10.0,4.0,,,,,,,,1.0,,
128,L. Peres,5.26,84847,277,Luan Peres Petroni,6,False,Luan Peres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.74,luan-peres,3,34,0.0,SAN,22,0.0,6.0,27.0,28.0,1.0,2.0,13.0,,1.0,5.0,,,,,,,,,,,
129,O. Romero,4.47,85034,285,Óscar David Romero Villamayor,6,False,Óscar Romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.64,oscar-romero,4,34,0.0,INT,16,0.0,3.0,9.0,8.0,1.0,5.0,18.0,,,,1.0,,,,,,,,1.0,,
130,M. Depay,13.68,85048,264,Memphis Depay,7,True,Memphis Depay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.18,memphis-depay,5,34,8.5,COR,22,1.11,4.0,8.0,19.0,13.0,16.0,31.0,6.0,2.0,,3.0,,,,3.0,,,,,1.0,
131,V. Silvestre,6.75,85083,356,Vinicius Silvestre da Costa,6,False,Vinicius Silvestre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.4,vinicius-silvestre,1,34,0.0,FOR,2,0.0,,,,,,1.0,,,,,11.0,6.0,,,,,,,,
132,Danielzinho,5.11,85403,2305,Daniel de Oliveira Sertanejo,7,True,Danielzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.95,danielzinho,4,34,1.2,MIR,31,-0.24,4.0,31.0,33.0,4.0,12.0,62.0,,2.0,,2.0,,,1.0,1.0,,,,,,
133,J. Paulo,6.45,85425,265,João Paulo Silva Martins,6,False,João Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-1.0,joao-paulo,1,34,0.0,BAH,0,0.0,2.0,,,,,,,,,,,,,,,,,,,
134,A. Santana,2.62,85465,284,Alex Paulo Menezes Santana,5,False,Alex Santana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.15,alex-santana,4,34,0.0,GRE,10,0.0,5.0,1.0,12.0,,4.0,11.0,,1.0,,,,,,,,,,,,
135,R. Ryller,2.55,85856,287,Ricardo Ryller Ribeiro Lino Silva,6,False,Ricardo Ryller,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.22,ricardo-ryller,4,34,0.0,VIT,17,0.0,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,,
136,Aylon,4.1,85930,354,Aylon Darwin Tavella,2,False,Aylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.57,aylon,5,34,0.0,CEA,18,0.0,4.0,12.0,20.0,4.0,6.0,18.0,2.0,2.0,,,,,1.0,1.0,,,,,,
137,Hyoran,3.56,85931,292,Hyoran Kaue Dalmoro,6,False,Hyoran,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.69,hyoran,4,34,0.0,SPT,9,0.0,2.0,4.0,15.0,2.0,3.0,6.0,,1.0,,1.0,,,,1.0,,,,,,
138,Bolasie,3.03,86292,283,Yannick Bolasie,6,True,Bolasie,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.61,bolasie,5,34,0.0,CRU,15,-0.01,1.0,3.0,10.0,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,
139,V. Luis,3.47,86410,267,Victor Luis Chuab Zamblauskas,6,True,Victor Luis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.52,victor-luis,2,34,0.9,VAS,5,-0.71,,,2.0,1.0,,4.0,,,1.0,,,,,,,,,,,
140,Keno,5.65,86485,266,Marcos da Silva França,6,False,Keno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.71,keno,5,34,0.0,FLU,15,0.0,1.0,4.0,5.0,2.0,9.0,19.0,1.0,,,2.0,,,,,,,,,,
141,Jandrei,4.67,86508,286,Jandrei Chitolina Carniel,7,True,Jandrei,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.22,jandrei,1,34,2.5,JUV,13,-0.01,3.0,,,,,2.0,,,2.0,,33.0,22.0,,,,,,,,
142,Richardson,2.28,86536,354,Richardson Fernandes dos Santos,6,False,Richardson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.92,richardson,4,34,0.0,CEA,14,0.0,3.0,8.0,11.0,2.0,1.0,8.0,,,,,,,,,,,,,,
143,T. Tchê,3.59,86686,267,Danilo das Neves Pinheiro,7,True,Tchê Tchê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.69,tche-tche,4,34,-0.6,VAS,25,-0.5,2.0,11.0,25.0,3.0,5.0,40.0,1.0,1.0,,,,,,,,,,,,
144,Richard,4.2,86711,285,Richard Cândido Coelho,6,False,Richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.86,richard,4,34,0.0,INT,5,0.0,,3.0,5.0,,1.0,5.0,,,,,,,,1.0,,,,,,
145,Everton,7.09,86757,262,Everton Sousa Soares,6,True,Everton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.14,everton,5,34,2.9,FLA,19,0.4,,8.0,10.0,4.0,12.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,
146,M. Rossetto,2.81,86766,356,Matheus Rossetto,6,True,Matheus Rossetto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.56,matheus-rossetto,4,34,0.0,FOR,15,0.12,1.0,6.0,4.0,,,3.0,,,,,,,,,,,,,,
147,Reginaldo,4.79,86820,286,Reginaldo Lopes de Jesus,6,False,Reginaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.1,reginaldo,2,34,0.0,JUV,15,0.0,1.0,11.0,6.0,1.0,2.0,10.0,,1.0,3.0,2.0,,,,,,,,,,
148,J. Welison,3.82,86859,356,José Welison da Silva,6,False,José Welison,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.89,jose-welison,4,34,0.0,FOR,9,0.0,3.0,12.0,7.0,,2.0,5.0,,,,,,,,,,,,,,
149,L. Otávio,3.2,86863,2305,Luiz Otávio da Silva Santos,6,False,Luiz Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,luiz-otavio,3,34,0.0,MIR,2,0.0,,,,,,,,,,,,,,,,,,,,
