,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.nome,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.status_id,atletas.foto,atletas.entrou_em_campo,CA,DS,FC,FF,FS,SG,DE,DP,GS,FD,G,I,A,V,CV,FT,PP,PS,PC,GC
398,Lucas Piton,5,0.06,Lucas Piton Crivellaro,,2,267,2.9,4.7,VAS,4,7.7,105584,lucas-piton,L. Piton,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,1.0,4.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,
399,Roni,5,0.0,Roni Medeiros de Moura,,4,2305,0.25,0.0,MIR,2,2.41,105585,roni,Roni,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,1.0,1.0,,,,,,,,,,,,,,,,,,
400,Maurício,5,-1.34,Maurício Magalhães Prado,,4,275,0.4,0.0,PAL,2,11.1,105647,mauricio,Maurício,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,,,1.0,,,,,,,,,,,,,,,,
401,Talles Magno,5,0.0,Talles Magno Bacelar Martins,,5,264,2.35,0.0,COR,2,7.19,105786,talles-magno,T. Magno,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,1.0,5.0,1.0,8.0,,,,,,,1.0,,,,,,,,
402,Wesley,5,-0.01,Wesley Ribeiro Silva,,5,285,6.55,5.3,INT,4,13.32,105811,wesley,Wesley,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,8.0,2.0,3.0,10.0,,,,,2.0,,,1.0,,,,,,,
403,Edu,5,0.0,Lucas Eduardo Ribeiro de Souza,,3,287,0.0,0.0,VIT,1,2.6,105842,edu,Edu,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
404,Matheus Araújo,5,-0.45,Matheus de Araújo Andrade,,4,354,5.23,1.2,CEA,3,6.73,105845,matheus-araujo,M. Araújo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,
405,Allanzinho,5,0.94,Allan Victor Oliveira Mota,,5,356,2.43,5.2,FOR,3,4.51,105900,allanzinho,Allanzinho,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,1.0,1.0,4.0,2.0,3.0,,,,,,,1.0,1.0,,,,,,,
406,José Aldo,5,-0.29,José Aldo Soares de Oliveira Filho,,4,2305,1.85,0.2,MIR,4,3.18,105903,jose-aldo,J. Aldo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,5.0,5.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,
407,Rochet,5,0.0,Sergio Ramón Rochet Álvarez,,1,285,3.1,0.0,INT,1,9.26,105949,rochet,Rochet,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,1.0,,2.0,,,,,,,,,,,,,
408,Santiago Mingo,5,0.98,Santiago Martín Ramos Mingo,,3,265,2.42,7.3,BAH,5,4.75,105990,santiago-mingo,S. Mingo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,4.0,4.0,,5.0,1.0,,,,,,2.0,,,,,,,,
409,Ewerthon,5,1.28,Ewerthon Diógenes da Silva,,2,286,4.84,8.5,JUV,5,7.77,106082,ewerthon,Ewerthon,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,1.0,9.0,3.0,4.0,4.0,1.0,,,,2.0,,,,,,,,,,
410,Thiago Carpini,5,-0.33,Thiago Carpini Barbosa,,6,287,4.07,3.01,VIT,5,6.4,106147,thiago-carpini,T. Carpini,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
411,Lucão,5,3.09,Lucas Alexandre Galdino de Azevedo,,1,280,8.9,8.9,RBB,1,6.09,106160,lucao,Lucão,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,,,,,1.0,3.0,,,,,,,,,,,,,
412,Bruno Gomes,5,0.0,Bruno Gomes da Silva Clevelário,,2,285,0.0,0.0,INT,0,6.0,106202,bruno-gomes,B. Gomes,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
413,Marcos Antônio,5,-0.79,Marcos Antônio Silva Santos,,4,276,1.5,-0.8,SAO,5,3.6,106294,marcos-antonio,M. Antônio,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,2.0,3.0,6.0,2.0,8.0,,,,,1.0,,,,,,,,,,
414,Caio Alexandre,5,0.0,Caio Alexandre Souza e Silva,,4,265,2.77,0.0,BAH,4,5.97,106323,caio-alexandre,C. Alexandre,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,2.0,9.0,9.0,1.0,3.0,,,,,,,,,,,,,,,
415,Eduardo Santos,5,0.0,Eduardo Gonzaga Mendes Santos,,3,280,8.0,0.0,RBB,2,8.38,106434,eduardo-santos,E. Santos,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,4.0,,,,2.0,,,,,,,,,,,,,,
416,Villalba,5,0.19,Lucas Hernán Villalba,,3,283,6.4,5.2,CRU,3,6.42,106593,villalba,Villalba,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,1.0,6.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,
417,Léo Pereira,5,0.0,Leonardo Augusto dos Santos Pereira,,5,287,1.43,0.0,VIT,3,3.5,106681,leo-pereira,L. Pereira,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,3.0,4.0,,2.0,,,,,,,,,,,,,,,
418,Carlos Alberto,5,-0.29,Carlos Alberto Gomes da Silva Filho,,5,292,1.42,1.5,SPT,4,3.94,106704,carlos-alberto,C. Alberto,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,4.0,1.0,,,,,,,,,,,,,,,,,
419,Rodrigo Nestor,5,0.09,Rodrigo Nestor Bertalia,,4,265,2.8,3.2,BAH,3,6.43,106822,rodrigo-nestor,R. Nestor,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,4.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,
420,Patryck,5,0.0,Patryck Lanza dos Reis,,2,276,0.0,0.0,SAO,0,4.0,106829,patryck,Patryck,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
421,Borrero,5,0.0,Dylan Felipe Borrero Caicedo,,5,356,0.0,0.0,FOR,0,5.0,106843,borrero,Borrero,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
422,Paulo Baya,5,0.0,Paulo Henrique Silva Ribeiro,,5,266,0.0,0.0,FLU,0,4.0,106918,paulo-baya,P. Baya,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
423,Luciano Juba,5,0.51,Luciano Batista da Silva Júnior,,2,265,7.18,5.8,BAH,5,9.2,107093,luciano-juba,L. Juba,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,5.0,4.0,2.0,,1.0,,,,,1.0,,3.0,,,,,,,
424,Richard Ríos,5,-0.58,Richard Ríos Montoya,,4,275,6.75,4.8,PAL,4,10.92,107111,richard-rios,R. Ríos,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,2.0,9.0,11.0,2.0,12.0,,,,,1.0,,,2.0,,,,,,,
425,Jeffinho,5,0.0,Jefferson Ruan Pereira dos Santos,,5,263,-0.3,0.0,BOT,1,3.36,107170,jeffinho,Jeffinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,1.0,,,,,,,,,,,,,,,,,
426,Patrick de Paula,5,-0.25,Patrick de Paula Carreiro,,4,263,1.72,0.8,BOT,5,4.04,107172,patrick-de-paula,P. Paula,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,2.0,3.0,5.0,5.0,,,,,,,,,,,,,,,
427,Michel Araújo,5,0.0,Michel Daryl Araújo Villar,,4,265,0.0,0.0,BAH,0,6.0,107173,michel-araujo,M. Araújo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
428,Bruno Tabata,5,-0.64,Bruno Vinícius Souza Ramos,,4,285,3.33,0.8,INT,3,5.78,107174,bruno-tabata,B. Tabata,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,4.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,
429,Matheus Donelli,5,-0.48,Matheus Planelles Donelli,,1,264,3.08,-0.7,COR,5,4.42,107179,matheus-donelli,M. Donelli,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,1.0,,,,1.0,1.0,13.0,,6.0,,,,,,,,,,,
430,Léo Linck,5,0.0,Leonardo Matias Baiersdorf Linck,,1,263,0.0,0.0,BOT,0,5.0,107183,leo-linck,L. Linck,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
431,Magrão,5,0.0,Audenirton Soares da Silva,,1,356,0.0,0.0,FOR,0,2.0,107221,magrao,Magrão,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
432,Vanderlan,5,0.0,Vanderlan Barbosa da Silva,,2,275,1.2,0.0,PAL,1,3.77,107236,vanderlan,Vanderlan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,,1.0,1.0,,,,,,,,,,,,,,,,,
433,Zé Vitor,5,0.0,Jose Vitor Silva Neves,,4,2305,0.0,0.0,MIR,0,3.0,107256,ze-vitor,Z. Vitor,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
434,Ênio,5,2.05,Sebastião Ênio Santos de Almeida,,5,286,3.85,9.8,JUV,4,5.43,107516,enio,Ênio,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,1.0,1.0,1.0,1.0,8.0,,,,,2.0,1.0,,,,,,,,,
435,Natanael,5,1.96,Natanael Moreira Milouski,,2,282,4.46,11.2,CAM,5,7.97,107554,natanael,Natanael,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,8.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,
436,Nathan,5,0.0,Nathan Santos de Araújo,,2,285,0.0,0.0,INT,0,3.0,107676,nathan,Nathan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
437,Chrystian Barletta,5,1.16,Chrystian Amaral Barletta de Almeida,,5,292,5.2,7.7,SPT,5,6.72,107726,chrystian-barletta,C. Barletta,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,5.0,4.0,3.0,2.0,,,,,2.0,1.0,1.0,,,,2.0,,,,
438,Praxedes,5,0.0,Bruno Conceição Praxedes,,4,280,0.0,0.0,RBB,0,5.0,107744,praxedes,Praxedes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
439,Adriel,5,0.0,Adriel Vasconcelos Ramos,,1,284,0.0,0.0,GRE,0,3.0,107748,adriel,Adriel,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
440,Fábio Matias,5,0.74,Fábio Henrique Matias,,6,286,4.94,5.28,JUV,5,6.55,107771,fabio-matias,F. Matias,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,,,,,,,,,,,,,,2.0,,,,,,
441,Elias Manoel,5,0.0,Elias Manoel Alves de Paula,,5,263,0.0,0.0,BOT,0,6.0,107795,elias-manoel,E. Manoel,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
442,Diego Rosa,5,0.0,Diego Gabriel Silva Rosa,,4,285,0.4,0.0,INT,3,2.85,107796,diego-rosa,D. Rosa,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,1.0,1.0,,,,,,,,,,,,,,,,,
443,Natã,5,0.0,Natã Felipe de Amorim Santos,,3,286,1.5,0.0,JUV,1,2.29,107801,nata,Natã,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,1.0,,,,,,,,,,,,,,,,,,
444,Fintelman,5,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,,1,287,0.0,0.0,VIT,0,2.0,107859,fintelman,Fintelman,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
445,Bobadilla,5,-0.6,Damián Josué Bobadilla Benítez,,4,276,0.45,0.0,SAO,2,4.93,107873,bobadilla,Bobadilla,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,,1.0,2.0,,,,,,,,,,,,,,,,,
446,Hugo,5,0.0,Hugo Ferreira de Farias,,2,264,3.35,0.0,COR,2,6.28,107908,hugo,Hugo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
447,Fausto Vera,5,-0.71,Fausto Mariano Vera,,4,282,5.1,0.5,CAM,3,8.21,107950,fausto-vera,F. Vera,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,3.0,2.0,3.0,2.0,,,,,,1.0,,,,,,,,,
448,Felipinho,5,-0.56,André Felipe de Almeida Santos,,2,286,0.75,-1.4,JUV,4,2.62,107958,felipinho,Felipinho,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,1.0,1.0,9.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,
449,Carbonero,5,0.0,Johan Stiven Carbonero Balanta,,5,285,1.93,0.0,INT,3,4.57,107989,carbonero,Carbonero,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,1.0,4.0,2.0,8.0,,,,,,,1.0,,,,,,,,
450,Garcez,5,0.0,Maurício Garcez de Jesus,,5,286,0.35,0.0,JUV,2,2.3,108131,garcez,Garcez,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,1.0,,2.0,,,,,,,,,,,,,,,
451,Isidro Pitta,5,-0.72,Isidro Miguel Pitta Saldívar,,5,280,1.57,-0.4,RBB,4,6.5,108133,isidro-pitta,I. Pitta,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,1.0,,6.0,,,,,,,1.0,1.0,1.0,,,,,,,,
452,Gabriel Lacerda,5,0.0,Gabriel Santos Cordeiro Lacerda,,3,354,0.0,0.0,CEA,0,4.0,108176,gabriel-lacerda,G. Lacerda,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
453,David Ricardo,5,-1.69,David Ricardo Loiola da Silva,,3,263,-3.3,-3.3,BOT,1,2.31,108274,david-ricardo,D. Ricardo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,,1.0,,,,,,,,,,,,1.0,,,,,
454,Fabricio Domínguez,5,0.0,Fabricio Domínguez Huertas,,4,292,1.18,0.0,SPT,4,4.18,108509,fabricio-dominguez,F. Domínguez,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,
455,Aravena,5,1.05,Alexander Ernesto Aravena Guzmán,,5,284,2.5,4.5,GRE,2,3.73,108548,aravena,Aravena,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,,1.0,,,1.0,,,,,,,,,,,1.0,,,,
456,Garré,5,-0.38,Benjamín Antonio Garré,,5,267,0.3,-0.3,VAS,3,2.91,108671,garre,Garré,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,1.0,2.0,,,,,,,,,,,,,,,,,
457,Emiliano Martínez,5,1.12,Emiliano Martínez Toranza,,4,275,4.56,6.9,PAL,5,6.07,108683,emiliano-martinez,E. Martínez,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,1.0,10.0,5.0,1.0,3.0,,,,,,1.0,,,,,,,,,
458,Gustavo Maia,5,0.0,Gustavo Maia da Silva,,5,292,1.2,0.0,SPT,1,2.18,108712,gustavo-maia,G. Maia,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,,,,,,,,,,1.0,,,,,,,,,,
459,Galeano,5,0.03,Antonio Javier Galeano Ferreira,,5,354,1.85,1.5,CEA,4,3.33,108713,galeano,Galeano,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,1.0,2.0,2.0,,5.0,,,,,3.0,,1.0,,,,,,,,
460,Plata,5,-0.45,Gonzalo Jordy Plata Jiménez,,5,262,3.76,4.3,FLA,5,6.58,109096,plata,Plata,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,,6.0,2.0,3.0,,,,,,,1.0,,,,,,,,,
461,Erick Pulga,5,0.15,Erick da Costa Farias,,5,265,5.58,3.3,BAH,5,7.74,109401,erick-pulga,E. Pulga,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,5.0,2.0,8.0,11.0,,,,,1.0,1.0,1.0,,,,,,,,
462,Calebe,5,-0.32,Calebe Gonçalves Ferreira da Silva,,4,356,1.1,0.4,FOR,3,4.32,109461,calebe,Calebe,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,1.0,,,,,,,,
463,Martinelli,5,0.37,Matheus Martinelli Lima,,4,266,4.64,4.7,FLU,5,8.07,109573,martinelli,Martinelli,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,,6.0,3.0,1.0,8.0,,,,,2.0,1.0,1.0,,,,,,,,
464,Hugo,5,0.0,Hugo Gonçalves Ferreira Neto,,2,287,0.0,0.0,VIT,0,5.0,109668,hugo,Hugo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
465,Batalla,5,1.45,Emerson Geovanny Batalla Martínez - Enmerson,,5,286,4.04,9.2,JUV,5,6.54,109899,batalla,Batalla,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,2.0,1.0,7.0,3.0,10.0,,,,,2.0,1.0,,1.0,,,,,,,
466,Monsalve,5,0.11,Miguel Ángel Monsalve Gonzáles - González,,4,284,0.63,2.3,GRE,3,4.42,109966,monsalve,Monsalve,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,1.0,2.0,6.0,,1.0,,,,,1.0,,,,,,,,,,
467,Palacios,5,0.0,Diego José Palacios Espinoza,,2,264,0.0,0.0,COR,0,4.0,110260,palacios,Palacios,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
468,José Martínez,5,0.0,José Andrés Martínez Torres,,4,264,0.0,0.0,COR,3,3.1,110311,jose-martinez,J. Martínez,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,3.0,2.0,5.0,,5.0,,,,,,,,,,,,,,1.0,
469,Bernabéi,5,-0.19,Alexandro Ezequiel Bernabéi,,2,285,10.15,6.5,INT,4,16.59,110426,bernabei,Bernabéi,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,1.0,16.0,8.0,1.0,6.0,1.0,,,,1.0,,,2.0,,,,,,,
470,Abel Ferreira,5,0.0,Abel Fernando Moreira Ferreira,,6,275,7.41,7.69,PAL,5,13.02,110506,abel-ferreira,A. Ferreira,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,,,,,,,,,,,,,4.0,,,,,,
471,Aguirre,5,-0.28,Braian Aguirre Nahuel,,2,285,4.1,1.2,INT,5,6.38,110510,aguirre,Aguirre,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,8.0,5.0,,,2.0,,,,,,,,,,,,,,
472,Mateus,5,0.0,Mateus Oliveira Mendes,,1,275,0.0,0.0,PAL,0,2.0,110624,mateus,Mateus,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
473,Luiz Filipe,5,0.0,Luiz Filipe dos Reis Silva,,5,2305,-0.6,0.0,MIR,1,2.24,110632,luiz-filipe,L. Filipe,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,2.0,,,,,,,,,,,,,,,,,
474,Andrés Hurtado,5,0.11,José Andrés Hurtado Cheme,,2,280,6.44,7.3,RBB,5,7.66,110715,andres-hurtado,A. Hurtado,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,10.0,8.0,3.0,2.0,3.0,,,,1.0,,,,,,,,,,
475,Rubens,5,-0.56,Rubens Antônio Dias,,4,282,4.64,3.7,CAM,5,6.72,110727,rubens,Rubens,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,14.0,4.0,3.0,2.0,,,,,,,,,,,,,,,
476,Renato Paiva,5,-0.69,Renato Manuel Alves Paiva,,6,263,5.17,1.91,BOT,5,8.13,110818,renato-paiva,R. Paiva,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
477,Guilherme Lopes,5,0.0,Guilherme Lopes de Almeida,,2,280,8.2,0.0,RBB,1,5.65,110909,guilherme-lopes,G. Lopes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
