,atletas.apelido_abreviado,atletas.preco_num,atletas.status_id,atletas.foto,atletas.apelido,atletas.rodada_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.clube_id,atletas.pontos_num,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FS,SG,FF,A,G,I,PC,V,FT,DE,DP,GS,CV,PS,PP,GC
77,C. Soares,6.75,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Cédric Soares,20,2,cedric-soares,SAO,0.0,77656,276,0.0,2.71,16,False,Cédric Ricardo Alves Soares,1.0,14.0,6.0,,7.0,3.0,2.0,1.0,,,,,,,,,,,,
78,S. Oliveira,8.59,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Sérgio Oliveira,20,4,sergio-oliveira,SPT,0.0,77664,292,0.0,4.6,8,False,Sérgio Miguel Relvas de Oliveira,3.0,14.0,12.0,3.0,6.0,,6.0,,1.0,,,,1.0,,,,,,,
79,Romarinho,8.4,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Romarinho,20,5,romarinho,VIT,0.0,77738,287,0.0,5.3,1,False,Romário Ricardo da Silva,,2.0,,,3.0,,1.0,,,,,,,,,,,,,
80,J. Schmidt,4.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Schmidt,20,4,joao-schmidt,SAN,0.0,77777,277,0.0,2.04,13,False,João Felipe Schmidt Urbano,3.0,16.0,25.0,1.0,6.0,,5.0,1.0,,1.0,,,,,,,,,,
81,Everaldo,3.65,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Everaldo,20,5,everaldo,FLU,-1.05,78117,266,1.4,1.88,17,True,Everaldo Stum,1.0,3.0,17.0,5.0,11.0,,9.0,,2.0,1.0,,,1.0,,,,,,1.0,
82,G. Henrique,6.75,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gustavo Henrique,20,3,gustavo-henrique,COR,-0.11,78248,264,1.2,3.56,7,True,Gustavo Henrique Vernes,,9.0,4.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,
83,Vitinho,8.86,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Vitinho,20,5,vitinho,COR,0.86,78435,264,4.2,4.2,1,True,Victor Vinícius Coelho dos Santos,,2.0,,1.0,,,,,,,,,,,,,,,,
84,Renê,9.49,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Renê,20,2,rene,FLU,0.1,78445,266,5.7,6.2,12,True,Renê Rodrigues Martins,,32.0,9.0,,9.0,3.0,2.0,,1.0,,,,,,,,,,,
85,W. Arão,7.19,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Willian Arão,20,4,willian-arao,SAN,0.0,78478,277,0.0,-0.3,1,False,Willian Souza Arão da Silva,,,1.0,,,,,,,,,,,,,,,,,
86,Gabriel,5.55,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gabriel,20,4,gabriel,RBB,0.19,78605,280,0.7,3.13,18,True,Gabriel Girotto Franco,6.0,32.0,27.0,1.0,18.0,,5.0,,1.0,,,,,,,,,,,
87,Reinaldo,9.53,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Reinaldo,20,2,reinaldo,MIR,-0.25,78850,2305,2.9,6.86,17,True,Reinaldo Manoel da Silva,3.0,16.0,15.0,5.0,13.0,4.0,7.0,2.0,7.0,,,,,,,,,,1.0,
88,Richard,4.53,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richard,20,1,richard,CEA,0.0,78851,354,0.0,-1.0,0,False,Richard de Oliveira Costa,1.0,,,,,,,,,,,,,,,,,,,
89,T. Santos,6.48,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Thiago Santos,20,3,thiago-santos,FLU,0.0,78855,266,0.0,4.42,6,False,Thiago dos Santos,1.0,5.0,6.0,,2.0,4.0,1.0,,,,,,,,,,,,,
90,A. Muralha,3.34,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Alex Muralha,20,1,alex-muralha,MIR,0.0,79066,2305,0.0,2.37,6,False,Alex Roberto Santana Rafael,2.0,,,,1.0,,,,,,,,,19.0,,9.0,,,,
91,B. Ferreira,6.13,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Bruno Ferreira,20,1,bruno-ferreira,CEA,1.04,79266,354,7.6,3.04,11,True,Bruno Ferreira Ventura Diniz - de Lins,2.0,,1.0,,3.0,3.0,,,,,,,,24.0,,12.0,,,,
92,R. Machado,9.53,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Roger Machado,20,6,roger-machado,INT,-0.69,79437,285,3.01,5.22,19,True,Roger Machado Marques,,,,,,,,,,,,6.0,,,,,,,,
93,Cano,10.92,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Cano,20,5,cano,FLU,-0.39,79631,266,12.8,5.67,11,True,Germán Ezequiel Cano,1.0,3.0,4.0,2.0,15.0,,13.0,,5.0,2.0,,,,,,,,,,
94,L. Silva,5.17,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lucas Silva,20,4,lucas-silva,CRU,0.2,79701,283,3.7,2.44,19,True,Lucas Silva Borges,2.0,14.0,28.0,2.0,17.0,,5.0,2.0,1.0,,,,1.0,,,,,,,
95,H. Leite,5.16,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Helton Leite,20,1,helton-leite,FOR,-0.84,79973,356,-0.7,-0.7,1,True,Helton Brant Aleixo Leite,,,,,,,,,,,,,,1.0,,2.0,,,,
96,Saúl,11.36,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Saúl,20,4,saul,FLA,-0.36,80061,262,3.7,2.85,2,True,Saúl Ñíguez Esclapez,,3.0,3.0,,1.0,,2.0,,,,,,,,,,,,,
97,Z. Roberto,6.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Zé Roberto,20,5,ze-roberto,SPT,0.0,80076,292,0.0,0.0,0,False,José Roberto Assunção de Araújo Filho,,,,,,,,,,,,,,,,,,,,
98,Jadson,6.5,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jadson,20,4,jadson,JUV,0.32,80129,286,5.2,3.69,17,True,Jadson Alves dos Santos,5.0,33.0,24.0,3.0,28.0,,5.0,1.0,,2.0,1.0,,,,,,,,,
99,Y. Pikachu,5.97,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Yago Pikachu,20,4,yago-pikachu,FOR,0.35,80196,356,3.4,2.83,15,True,Glaybson Yago Souza Lisboa,1.0,7.0,6.0,5.0,12.0,,4.0,,2.0,3.0,,,1.0,,,,,1.0,,
100,R. Silva,4.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Rafa Silva,20,5,rafa-silva,MIR,0.0,80225,2305,0.0,0.0,0,False,Rafael da Silva,,,,,,,,,,,,,,,,,,,,
101,Luciano,9.27,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luciano,20,5,luciano,SAO,0.0,80287,276,0.0,6.13,16,False,Luciano da Rocha Neves,5.0,16.0,20.0,11.0,24.0,,19.0,3.0,4.0,4.0,,,,,,,,2.0,1.0,
102,Gilberto,7.33,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gilberto,20,2,gilberto,BAH,-0.46,80313,265,1.2,4.13,15,True,Gilberto Moraes Júnior,3.0,22.0,11.0,1.0,6.0,4.0,4.0,,1.0,1.0,,,,,,,,,,
103,Wendell,9.6,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Wendell,20,2,wendell,SAO,0.0,80570,276,0.0,5.26,10,False,Wendell Nascimento Borges,,15.0,11.0,,12.0,4.0,3.0,1.0,,,,,,,,,,,,
104,L. Lima,7.06,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Lucas Lima,20,4,lucas-lima,SPT,1.55,80583,292,10.5,3.6,16,True,Lucas Rafael Araújo Lima,7.0,14.0,20.0,8.0,26.0,,2.0,2.0,2.0,6.0,,,,,,,,,,
105,Jair,5.0,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jair,20,4,jair,VAS,-0.06,81091,267,2.2,2.04,8,True,Jair Rodrigues Júnior,3.0,11.0,10.0,,10.0,,1.0,,,,,,,,,,,,,
106,L. Mugni,6.1,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lucas Mugni,20,4,lucas-mugni,CEA,-0.49,81121,354,-1.1,3.54,15,True,Lucas Andrés Mugni,4.0,18.0,20.0,1.0,10.0,,5.0,3.0,1.0,1.0,,,1.0,,,,,,,
107,Mayke,7.27,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mayke,20,2,mayke,SAN,-0.13,81150,277,3.0,2.95,6,True,Mayke Rocha de Oliveira,1.0,9.0,10.0,,5.0,1.0,1.0,,,1.0,,,,,,,,,,
108,G. Paciência,5.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gonçalo Paciência,20,5,goncalo-paciencia,SPT,0.0,81401,292,0.0,0.58,4,False,Gonçalo Mendes Paciência,,,2.0,,1.0,,3.0,,,,,,,,,,,,,
109,Alisson,4.64,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alisson,20,4,alisson,SAO,0.0,81845,276,0.0,1.86,16,False,Alisson Euler de Freitas Castro,4.0,9.0,15.0,6.0,19.0,,4.0,1.0,,1.0,,,,,,,,,,
110,J. Ricardo,8.76,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,João Ricardo,20,1,joao-ricardo,FOR,0.0,81881,356,0.0,4.75,11,False,João Ricardo Riedi,,,,,,4.0,,,,,,,,41.0,,18.0,,,,1.0
111,W. Oliveira,4.87,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Willian Oliveira,20,4,willian-oliveira,VIT,0.0,81952,287,0.0,3.13,8,False,Willian Osmar de Oliveira Silva,3.0,15.0,12.0,1.0,8.0,,5.0,,,,,,,,,,,,,
112,C. Kim,4.77,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Chico Kim,20,4,chico-kim,MIR,-0.38,82407,2305,-0.3,2.47,7,True,Francisco Hyun-Sol Kim,1.0,8.0,4.0,1.0,9.0,,1.0,,,,,,,,,,,1.0,,
113,Z. Rafael,7.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Zé Rafael,20,4,ze-rafael,SAN,0.61,82455,277,5.2,3.25,11,True,José Rafael Vivian,2.0,21.0,11.0,,16.0,,2.0,,,,,,,,,,,,,
114,Otávio,7.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Otávio,20,4,otavio,FLU,0.0,82463,266,0.0,0.0,0,False,Otávio Henrique Passos Santos,,,,,,,,,,,,,,,,,,,,
115,L. Araújo,8.78,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Luiz Araújo,20,5,luiz-araujo,FLA,-0.17,82627,262,0.9,5.34,17,True,Luiz de Araújo Guimarães Neto,,25.0,14.0,6.0,12.0,,9.0,2.0,3.0,1.0,,,1.0,,,,,,,
116,Tinga,8.33,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Tinga,20,2,tinga,FOR,-0.01,82628,356,4.2,4.11,10,True,Guilherme de Jesus da Silva,1.0,11.0,6.0,,4.0,3.0,3.0,,1.0,,,,,,,,,,,
117,M. Hermes,7.01,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcelo Hermes,20,2,marcelo-hermes,JUV,-0.64,82639,286,2.2,5.07,7,True,Marcelo Gazella Hermes,1.0,10.0,6.0,3.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,
118,L. Ramon,8.92,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Lucas Ramon,20,2,lucas-ramon,MIR,-0.72,82775,2305,2.7,6.19,16,True,Lucas Ramon Batista Silva,4.0,36.0,19.0,6.0,21.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,1.0,,
119,R. Thyere,6.45,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rafael Thyere,20,3,rafael-thyere,SPT,-0.49,83048,292,2.4,3.97,7,True,Rafael Thyere de Albuquerque Marques,,8.0,5.0,1.0,3.0,2.0,2.0,,,,,,1.0,,,,,,,
120,A. Benítez,5.79,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Alan Benítez,20,2,alan-benitez,INT,-0.02,83251,285,2.7,2.38,5,True,Alan Max Benítez Domínguez,,3.0,4.0,3.0,,1.0,,,,,,,,,,,,,,
121,Gabriel,6.85,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gabriel,20,5,gabriel,CRU,0.0,83257,283,0.0,3.53,15,False,Gabriel Barbosa Almeida,1.0,3.0,3.0,5.0,5.0,,5.0,2.0,4.0,4.0,,,,,,,,,1.0,
122,L. Pereira,9.86,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Pereira,20,3,leo-pereira,FLA,-0.26,83528,262,7.0,5.31,18,True,Leonardo Pereira,2.0,10.0,11.0,2.0,7.0,10.0,5.0,,3.0,,1.0,,1.0,,,,,,,
123,Neris,2.13,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Neris,20,3,neris,VIT,-1.24,83786,287,-3.4,-0.85,4,True,Hueglo dos Santos Neris,1.0,1.0,8.0,1.0,1.0,,,,,2.0,,,,,,,1.0,,,
124,T. Soares,7.72,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Tiquinho Soares,20,5,tiquinho-soares,SAN,-0.27,84042,277,0.1,3.17,15,True,Francisco das Chagas Soares dos Santos Meireles,2.0,6.0,22.0,4.0,25.0,,9.0,3.0,1.0,3.0,,,,,,,,,,
125,R. Carneiro,2.41,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ruan Carneiro,20,1,ruan-carneiro,JUV,0.0,84094,286,0.0,2.55,2,False,Eudes Ruan de Souza Carneiro,,,,,,,,,,,,,,7.0,,4.0,,,,
126,Jemerson,4.77,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jemerson,20,3,jemerson,GRE,0.0,84263,284,0.0,3.2,9,False,Jemerson de Jesus Nascimento,3.0,11.0,14.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,,
127,F. Sobral,3.77,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernando Sobral,20,4,fernando-sobral,CEA,-0.27,84428,354,-1.3,1.37,16,True,Fernando Pereira do Nascimento,6.0,17.0,21.0,,11.0,,4.0,,,1.0,,,,,,,,,,
128,Romarinho,3.92,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Romarinho,20,5,romarinho,SPT,0.0,84523,292,0.0,2.75,8,False,José Romário Silva de Souza,,,,2.0,4.0,,2.0,,2.0,,,,,,,,,,,
129,L. Romero,7.7,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lucas Romero,20,4,lucas-romero,CRU,0.0,84558,283,0.0,4.69,18,False,Lucas Daniel Romero,6.0,40.0,21.0,1.0,29.0,,4.0,2.0,1.0,1.0,,,,,,,,,,
130,L. Evangelista,7.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Lucas Evangelista,20,4,lucas-evangelista,PAL,0.32,84674,275,6.2,3.54,14,True,Lucas Evangelista Santana de Oliveira,1.0,19.0,14.0,4.0,14.0,,2.0,1.0,1.0,,,,,,,,,,,
131,Jorginho,7.53,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Jorginho,20,4,jorginho,FLA,-0.05,84735,262,1.5,2.03,7,True,Jorge Luiz Frello Filho,3.0,12.0,11.0,1.0,1.0,,1.0,,,,,,,,,,,,,
132,Varela,8.18,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Varela,20,2,varela,FLA,0.57,84816,262,5.0,4.77,14,True,Guillermo Varela Olivera,,7.0,3.0,1.0,4.0,8.0,,3.0,,1.0,1.0,,,,,,,,,
133,L. Peres,5.09,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Luan Peres,20,3,luan-peres,SAN,0.49,84847,277,3.2,2.23,11,True,Luan Peres Petroni,4.0,9.0,17.0,1.0,8.0,3.0,,,,,,,,,,,,,,
134,O. Romero,4.71,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Óscar Romero,20,4,oscar-romero,INT,0.0,85034,285,0.0,1.57,8,False,Óscar David Romero Villamayor,1.0,2.0,1.0,1.0,5.0,,4.0,1.0,,,1.0,,,,,,,,,
135,M. Depay,14.47,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Memphis Depay,20,5,memphis-depay,COR,0.0,85048,264,0.0,6.15,13,False,Memphis Depay,3.0,7.0,11.0,11.0,16.0,,7.0,3.0,4.0,,,,2.0,,,,,,1.0,
136,V. Silvestre,6.75,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Vinicius Silvestre,20,1,vinicius-silvestre,FOR,0.0,85083,356,0.0,4.4,2,False,Vinicius Silvestre da Costa,,,,,1.0,,,,,,,,,11.0,,6.0,,,,
137,Danielzinho,5.82,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Danielzinho,20,4,danielzinho,MIR,0.52,85403,2305,6.7,3.1,17,True,Daniel de Oliveira Sertanejo,3.0,16.0,21.0,3.0,30.0,,7.0,2.0,,1.0,,,1.0,,,,,1.0,,
138,J. Paulo,6.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Paulo,20,1,joao-paulo,SAN,0.0,85425,277,0.0,-1.0,0,False,João Paulo Silva Martins,2.0,,,,,,,,,,,,,,,,,,,
139,A. Santana,3.32,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Alex Santana,20,4,alex-santana,GRE,0.0,85465,284,0.8,0.56,7,True,Alex Paulo Menezes Santana,2.0,1.0,8.0,,9.0,,3.0,,,1.0,,,,,,,,,,
140,R. Ryller,3.2,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ricardo Ryller,20,4,ricardo-ryller,VIT,0.72,85856,287,4.7,1.31,15,True,Ricardo Ryller Ribeiro Lino Silva,3.0,14.0,27.0,4.0,7.0,,2.0,,,1.0,,,,,,,,,,
141,Aylon,5.67,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Aylon,20,5,aylon,CEA,1.63,85930,354,10.3,3.04,11,True,Aylon Darwin Tavella,2.0,7.0,14.0,3.0,13.0,,4.0,,2.0,1.0,,,,,,,,,,
142,Hyoran,3.22,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Hyoran,20,4,hyoran,SPT,0.0,85931,292,0.0,-0.57,3,False,Hyoran Kaue Dalmoro,1.0,,4.0,,1.0,,,,,,,,,,,,,,,
143,Bolasie,3.59,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Bolasie,20,5,bolasie,CRU,0.0,86292,283,0.0,0.91,10,False,Yannick Bolasie,1.0,3.0,8.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,
144,V. Luis,3.34,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Victor Luis,20,2,victor-luis,VAS,0.0,86410,267,0.0,0.57,3,False,Victor Luis Chuab Zamblauskas,,,,1.0,1.0,,,,,,,,,,,,,,,
145,Keno,6.04,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Keno,20,5,keno,FLU,-1.48,86485,266,1.0,3.04,9,True,Marcos da Silva França,,1.0,2.0,2.0,17.0,,7.0,2.0,,,,,,,,,,,,
146,Jandrei,4.76,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jandrei,20,1,jandrei,JUV,-0.24,86508,286,0.6,0.6,1,True,Jandrei Chitolina Carniel,,,,,,,,,,,,,,2.0,,2.0,,,,
147,Richardson,2.94,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richardson,20,4,richardson,CEA,0.86,86536,354,4.5,0.54,5,True,Richardson Fernandes dos Santos,2.0,4.0,6.0,,1.0,,,,,,,,,,,,,,,
148,T. Tchê,4.58,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Tchê Tchê,20,4,tche-tche,VAS,0.78,86686,267,7.2,1.53,15,True,Danilo das Neves Pinheiro,1.0,2.0,11.0,1.0,24.0,,4.0,,1.0,1.0,,,,,,,,,,
149,Richard,4.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Richard,20,4,richard,INT,-0.46,86711,285,0.5,1.6,2,True,Richard Cândido Coelho,,1.0,1.0,,4.0,,,,,,,,,,,,,,,
150,Everton,7.27,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Everton,20,5,everton,FLA,0.0,86757,262,0.0,2.41,14,False,Everton Sousa Soares,,7.0,7.0,4.0,1.0,,9.0,1.0,1.0,1.0,,,,,,,,,,
151,M. Rossetto,3.28,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Matheus Rossetto,20,4,matheus-rossetto,FOR,-0.2,86766,356,0.0,0.91,9,True,Matheus Rossetto,,5.0,3.0,,3.0,,,,,,,,,,,,,,,
152,Reginaldo,4.01,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Reginaldo,20,2,reginaldo,JUV,-0.08,86820,286,1.5,2.42,11,True,Reginaldo Lopes de Jesus,1.0,6.0,5.0,1.0,8.0,2.0,,1.0,,1.0,,,,,,,,,,
153,J. Welison,3.82,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,José Welison,20,4,jose-welison,FOR,0.0,86859,356,0.0,1.89,9,False,José Welison da Silva,3.0,12.0,7.0,,5.0,,2.0,,,,,,,,,,,,,
154,L. Otávio,4.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Luiz Otávio,20,3,luiz-otavio,MIR,0.0,86863,2305,0.0,0.0,0,False,Luiz Otávio da Silva Santos,,,,,,,,,,,,,,,,,,,,
