,atletas.apelido_abreviado,atletas.foto,atletas.pontos_num,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.apelido,atletas.nome,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,CV,V,PP,DP,PC,GC
73,C. Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,22,0.0,29,5,7.08,77656,SAO,False,cedric-soares,276,Cédric Soares,Cédric Ricardo Alves Soares,3.5,2,2.0,1.0,23.0,10.0,,3.0,8.0,,,6.0,,,,,,,,,,
74,S. Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.8,10,-0.41,29,6,7.91,77664,SPT,True,sergio-oliveira,292,Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,3.93,4,,3.0,14.0,12.0,4.0,7.0,7.0,1.0,,,1.0,,,,,,,,,
75,Romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,5,0.0,29,6,5.44,77738,VIT,False,romarinho,287,Romarinho,Romário Ricardo da Silva,1.56,5,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,
76,J. Schmidt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,21,0.0,29,3,5.39,77777,SAN,False,joao-schmidt,277,João Schmidt,João Felipe Schmidt Urbano,2.39,4,2.0,6.0,30.0,35.0,2.0,7.0,8.0,,1.0,,,,,,,,,,,
77,Everaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,20,0.0,29,6,3.32,78117,FLU,False,everaldo,266,Everaldo,Everaldo Stum,1.67,5,,1.0,3.0,18.0,6.0,9.0,12.0,2.0,1.0,,1.0,,,,,,1.0,,,
78,G. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,15,0.0,29,3,7.35,78248,COR,False,gustavo-henrique,264,Gustavo Henrique,Gustavo Henrique Vernes,3.71,3,,3.0,16.0,12.0,5.0,4.0,6.0,1.0,,3.0,1.0,,,,,,,,,
79,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,8,0.0,29,5,7.75,78435,COR,False,vitinho,264,Vitinho,Victor Vinícius Coelho dos Santos,3.82,5,1.0,,11.0,4.0,4.0,2.0,8.0,,1.0,,,,,,,,,,,
80,Renê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,10.0,18,0.64,29,7,10.5,78445,FLU,True,rene,266,Renê,Renê Rodrigues Martins,6.52,2,,,45.0,14.0,,4.0,16.0,1.0,,7.0,,,,,,,,,,
81,W. Arão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.5,3,-0.07,29,7,6.78,78478,SAN,True,willian-arao,277,Willian Arão,Willian Souza Arão da Silva,1.57,4,,,2.0,2.0,,1.0,3.0,,,,,,,,,,,,,
82,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.5,25,-0.3,29,7,5.52,78605,RBB,True,gabriel,280,Gabriel,Gabriel Girotto Franco,3.11,4,,10.0,46.0,34.0,1.0,6.0,23.0,1.0,,,1.0,,,,,,,,,
83,Reinaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,21.0,26,1.0,29,7,13.03,78850,MIR,True,reinaldo,2305,Reinaldo,Reinaldo Manoel da Silva,8.17,2,5.0,5.0,27.0,19.0,10.0,17.0,20.0,11.0,,8.0,,,,,,,1.0,,2.0,
84,Richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,0,0.0,29,6,4.53,78851,CEA,False,richard,354,Richard,Richard de Oliveira Costa,-1.0,1,,1.0,,,,,,,,,,,,,,,,,,
85,T. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,7,0.0,29,6,6.98,78855,FLU,False,thiago-santos,266,Thiago Santos,Thiago dos Santos,4.35,3,,2.0,5.0,8.0,,1.0,3.0,,,5.0,,,,,,,,,,
86,A. Muralha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,7,0.0,29,3,2.82,79066,MIR,False,alex-muralha,2305,Alex Muralha,Alex Roberto Santana Rafael,2.12,1,,3.0,,,,,1.0,,,,,,21.0,10.0,,,,,,
87,B. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-0.7,20,-1.15,29,7,5.79,79266,CEA,True,bruno-ferreira,354,Bruno Ferreira,Bruno Ferreira Ventura Diniz - de Lins,3.99,1,,2.0,,1.0,,,9.0,,,6.0,,,52.0,20.0,,,,,,
88,Cano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.9,19,-0.12,29,7,8.98,79631,FLU,True,cano,266,Cano,Germán Ezequiel Cano,4.69,5,,1.0,4.0,9.0,5.0,19.0,24.0,6.0,4.0,,2.0,,,,,,,,,
89,L. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.9,27,0.18,29,7,4.91,79701,CRU,True,lucas-silva,283,Lucas Silva,Lucas Silva Borges,2.45,4,2.0,4.0,23.0,39.0,2.0,8.0,20.0,2.0,,,1.0,,,,,,,,,
90,H. Leite,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,4,0.0,29,6,5.13,79973,FOR,False,helton-leite,356,Helton Leite,Helton Brant Aleixo Leite,1.77,1,,,,,,,1.0,,,,,,12.0,9.0,,,,,,
91,Saúl,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.9,9,-0.46,29,6,9.52,80061,FLA,True,saul,262,Saúl,Saúl Ñíguez Esclapez,4.14,4,1.0,1.0,19.0,19.0,1.0,6.0,3.0,,,,1.0,,,,,,,,,
92,Z. Roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,6.0,80076,SPT,False,ze-roberto,292,Zé Roberto,José Roberto Assunção de Araújo Filho,0.0,5,,,,,,,,,,,,,,,,,,,,
93,Jadson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.2,24,0.01,29,7,5.66,80129,JUV,True,jadson,286,Jadson,Jadson Alves dos Santos,3.07,4,1.0,7.0,38.0,35.0,3.0,7.0,42.0,,2.0,,,,,,,,,,1.0,
94,Y. Pikachu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,22,0.0,29,6,5.17,80196,FOR,False,yago-pikachu,356,Yago Pikachu,Glaybson Yago Souza Lisboa,2.34,4,1.0,2.0,8.0,8.0,6.0,5.0,16.0,2.0,3.0,,1.0,1.0,,,,,,,,
95,Luciano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,24,-0.32,29,6,8.9,80287,SAO,True,luciano,276,Luciano,Luciano da Rocha Neves,5.32,5,3.0,8.0,19.0,23.0,16.0,22.0,33.0,6.0,4.0,,,2.0,,,,,1.0,,,
96,Gilberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7.0,18,0.4,29,7,8.35,80313,BAH,True,gilberto,265,Gilberto,Gilberto Moraes Júnior,4.58,2,,5.0,25.0,14.0,2.0,5.0,10.0,1.0,1.0,7.0,,,,,,,,,,
97,Wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,15,0.0,29,5,9.67,80570,SAO,False,wendell,276,Wendell,Wendell Nascimento Borges,4.99,2,1.0,,22.0,12.0,,3.0,16.0,,,6.0,,,,,,,,,,
98,L. Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,-0.8,23,-1.06,29,7,5.94,80583,SPT,True,lucas-lima,292,Lucas Lima,Lucas Rafael Araújo Lima,3.93,4,4.0,10.0,17.0,26.0,9.0,3.0,36.0,4.0,6.0,,,,,,,,,,,
99,Jair,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,10,0.0,29,5,4.63,81091,VAS,False,jair,267,Jair,Jair Rodrigues Júnior,2.07,4,,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,
100,L. Mugni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.2,21,0.46,29,7,6.48,81121,CEA,True,lucas-mugni,354,Lucas Mugni,Lucas Andrés Mugni,3.34,4,3.0,5.0,23.0,27.0,4.0,6.0,11.0,2.0,2.0,,1.0,,,,,,,,,
101,Mayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,11,0.0,29,6,8.01,81150,SAN,False,mayke,277,Mayke,Mayke Rocha de Oliveira,4.55,2,,2.0,24.0,17.0,1.0,2.0,7.0,,1.0,3.0,,,,,,,,,,
102,G. Paciência,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,4,0.0,29,6,5.5,81401,SPT,False,goncalo-paciencia,292,Gonçalo Paciência,Gonçalo Mendes Paciência,0.58,5,,,,2.0,,3.0,1.0,,,,,,,,,,,,,
103,Alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,23,-0.17,29,6,4.29,81845,SAO,True,alisson,276,Alisson,Alisson Euler de Freitas Castro,1.87,4,1.0,4.0,15.0,17.0,6.0,4.0,29.0,,1.0,,,,,,,,,,,
104,J. Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,13,0.0,29,5,11.84,81881,FOR,False,joao-ricardo,356,João Ricardo,João Ricardo Riedi,5.87,1,,,,,,,2.0,,,6.0,,,51.0,18.0,,,,,,1.0
105,W. Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-1.9,12,-0.77,29,6,3.93,81952,VIT,True,willian-oliveira,287,Willian Oliveira,Willian Osmar de Oliveira Silva,2.38,4,,5.0,18.0,19.0,1.0,7.0,11.0,,,,,,,,,,,,,
106,C. Kim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,11,0.0,29,6,4.18,82407,MIR,False,chico-kim,2305,Chico Kim,Francisco Hyun-Sol Kim,1.6,4,,1.0,8.0,6.0,1.0,1.0,11.0,,,,,1.0,,,,,,,,
107,Z. Rafael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.8,19,-1.29,29,7,7.85,82455,SAN,True,ze-rafael,277,Zé Rafael,José Rafael Vivian,4.63,4,,3.0,38.0,32.0,1.0,10.0,39.0,1.0,,,2.0,1.0,,,,,,,,
108,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,4,0.0,29,6,5.46,82463,FLU,False,otavio,266,Otávio,Otávio Henrique Passos Santos,1.82,4,,,3.0,5.0,,1.0,7.0,,,,,,,,,,,,,
109,L. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.9,26,-1.28,29,7,8.7,82627,FLA,True,luiz-araujo,262,Luiz Araújo,Luiz de Araújo Guimarães Neto,5.09,5,2.0,2.0,31.0,27.0,9.0,14.0,20.0,6.0,1.0,,2.0,,,,,,,,,
110,Tinga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,10,0.0,29,6,8.33,82628,FOR,False,tinga,356,Tinga,Guilherme de Jesus da Silva,4.11,2,,1.0,11.0,6.0,,3.0,4.0,1.0,,3.0,,,,,,,,,,
111,M. Hermes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7.4,12,0.8,29,7,7.98,82639,JUV,True,marcelo-hermes,286,Marcelo Hermes,Marcelo Gazella Hermes,5.1,2,2.0,2.0,17.0,14.0,5.0,8.0,9.0,,,3.0,,,,,,,,,,
112,L. Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,23,0.0,29,5,9.24,82775,MIR,False,lucas-ramon,2305,Lucas Ramon,Lucas Ramon Batista Silva,6.12,2,2.0,6.0,45.0,22.0,7.0,6.0,32.0,2.0,3.0,6.0,,1.0,,,,,,,,
113,R. Thyere,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,-0.8,15,-0.14,29,7,5.16,83048,SPT,True,rafael-thyere,292,Rafael Thyere,Rafael Thyere de Albuquerque Marques,2.48,3,,2.0,12.0,9.0,1.0,2.0,6.0,,,3.0,1.0,,,,,,,,,
114,A. Benítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.0,8,0.62,29,6,5.76,83251,INT,True,alan-benitez,285,Alan Benítez,Alan Max Benítez Domínguez,2.26,2,,,4.0,5.0,3.0,,,,,2.0,,,,,,,,,,
115,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.8,23,0.61,29,7,7.16,83257,CRU,True,gabriel,283,Gabriel,Gabriel Barbosa Almeida,3.41,5,2.0,4.0,5.0,5.0,9.0,10.0,9.0,6.0,9.0,,,,,,,,1.0,,,
116,L. Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.5,25,-0.58,29,7,9.05,83528,FLA,True,leo-pereira,262,Léo Pereira,Leonardo Pereira,5.06,3,,4.0,18.0,19.0,3.0,7.0,10.0,3.0,,14.0,1.0,,,,,,,,2.0,
117,Neris,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.0,6,0.98,29,6,3.04,83786,VIT,True,neris,287,Neris,Hueglo dos Santos Neris,0.27,3,,1.0,1.0,8.0,1.0,,1.0,,2.0,1.0,,,,,1.0,,,,,
118,T. Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,23,0.13,29,6,7.18,84042,SAN,True,tiquinho-soares,277,Tiquinho Soares,Francisco das Chagas Soares dos Santos Meireles,2.83,5,3.0,3.0,8.0,27.0,6.0,11.0,33.0,2.0,5.0,,,1.0,,,,,,,,
119,R. Carneiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6.3,3,1.36,29,7,3.77,84094,JUV,True,ruan-carneiro,286,Ruan Carneiro,Eudes Ruan de Souza Carneiro,3.8,1,,,,,,,,,,1.0,,,8.0,4.0,,,,,,
120,Jemerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,9,0.0,29,6,4.77,84263,GRE,False,jemerson,284,Jemerson,Jemerson de Jesus Nascimento,3.2,3,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,
121,F. Sobral,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.5,23,-0.95,29,6,4.05,84428,CEA,True,fernando-sobral,354,Fernando Sobral,Fernando Pereira do Nascimento,1.56,4,,7.0,22.0,28.0,,4.0,14.0,1.0,1.0,,,,,,,,,,,
122,Romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.4,16,-0.13,29,7,3.95,84523,SPT,True,romarinho,292,Romarinho,José Romário Silva de Souza,2.36,5,1.0,,3.0,1.0,2.0,3.0,16.0,2.0,2.0,,,,,,,,,,,
123,L. Romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.2,26,-0.01,29,7,8.07,84558,CRU,True,lucas-romero,283,Lucas Romero,Lucas Daniel Romero,4.44,4,2.0,9.0,57.0,27.0,3.0,8.0,39.0,1.0,1.0,,,,,,,,,,,
124,L. Evangelista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,19,0.0,29,5,6.28,84674,PAL,False,lucas-evangelista,275,Lucas Evangelista,Lucas Evangelista Santana de Oliveira,3.36,4,1.0,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,,,,,,,,,,
125,Jorginho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,13.5,13,2.04,29,7,8.39,84735,FLA,True,jorginho,262,Jorginho,Jorge Luiz Frello Filho,2.33,4,,5.0,18.0,19.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,
126,Varela,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,17,0.0,29,6,8.77,84816,FLA,False,varela,262,Varela,Guillermo Varela Olivera,5.09,2,4.0,,9.0,4.0,1.0,1.0,7.0,,2.0,10.0,,,,,,,,,1.0,
127,L. Peres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.6,19,-0.21,29,7,5.3,84847,SAN,True,luan-peres,277,Luan Peres,Luan Peres Petroni,2.83,3,,4.0,23.0,26.0,1.0,,10.0,,1.0,5.0,,,,,,,,,,
128,O. Romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,14,0.0,29,3,4.55,85034,INT,False,oscar-romero,285,Óscar Romero,Óscar David Romero Villamayor,1.7,4,1.0,3.0,7.0,6.0,1.0,5.0,18.0,,,,,,,,,,,,1.0,
129,M. Depay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.7,17,-0.27,29,7,12.8,85048,COR,True,memphis-depay,264,Memphis Depay,Memphis Depay,4.94,5,3.0,4.0,7.0,13.0,11.0,11.0,21.0,4.0,1.0,,2.0,,,,,,1.0,,,
130,V. Silvestre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,2,0.0,29,6,6.75,85083,FOR,False,vinicius-silvestre,356,Vinicius Silvestre,Vinicius Silvestre da Costa,4.4,1,,,,,,,1.0,,,,,,11.0,6.0,,,,,,
131,Danielzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.6,26,0.44,29,7,5.91,85403,MIR,True,danielzinho,2305,Danielzinho,Daniel de Oliveira Sertanejo,3.01,4,2.0,4.0,26.0,30.0,4.0,10.0,52.0,,2.0,,1.0,1.0,,,,,,,,
132,J. Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,0,0.0,29,6,6.45,85425,BAH,False,joao-paulo,265,João Paulo,João Paulo Silva Martins,-1.0,1,,2.0,,,,,,,,,,,,,,,,,,
133,A. Santana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,10,0.0,29,6,2.62,85465,GRE,False,alex-santana,284,Alex Santana,Alex Paulo Menezes Santana,0.15,4,,5.0,1.0,12.0,,4.0,11.0,,1.0,,,,,,,,,,,
134,R. Ryller,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,16,0.0,29,6,2.69,85856,VIT,False,ricardo-ryller,287,Ricardo Ryller,Ricardo Ryller Ribeiro Lino Silva,1.3,4,,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,
135,Aylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,16,0.0,29,6,4.44,85930,CEA,False,aylon,354,Aylon,Aylon Darwin Tavella,2.97,5,,3.0,12.0,19.0,4.0,6.0,18.0,2.0,2.0,,1.0,1.0,,,,,,,,
136,Hyoran,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,7,0.0,29,5,3.99,85931,SPT,False,hyoran,292,Hyoran,Hyoran Kaue Dalmoro,1.95,4,1.0,2.0,3.0,15.0,2.0,3.0,6.0,,1.0,,1.0,,,,,,,,,
137,Bolasie,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,-0.3,14,-0.08,29,6,3.04,86292,CRU,True,bolasie,283,Bolasie,Yannick Bolasie,0.65,5,1.0,1.0,3.0,10.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,
138,V. Luis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,4,0.0,29,6,4.18,86410,VAS,False,victor-luis,267,Victor Luis,Victor Luis Chuab Zamblauskas,1.68,2,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
139,Keno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.0,11,-0.11,29,6,7.09,86485,FLU,True,keno,266,Keno,Marcos da Silva França,3.81,5,2.0,,4.0,4.0,2.0,9.0,19.0,1.0,,,,,,,,,,,,
140,Jandrei,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,8,0.0,29,3,3.91,86508,JUV,False,jandrei,286,Jandrei,Jandrei Chitolina Carniel,1.58,1,,2.0,,,,,1.0,,,1.0,,,17.0,13.0,,,,,,
141,Richardson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,12,0.0,29,6,2.31,86536,CEA,False,richardson,354,Richardson,Richardson Fernandes dos Santos,0.79,4,,3.0,7.0,10.0,1.0,1.0,6.0,,,,,,,,,,,,,
142,T. Tchê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7.9,20,1.01,29,7,4.76,86686,VAS,True,tche-tche,267,Tchê Tchê,Danilo das Neves Pinheiro,1.82,4,,1.0,8.0,16.0,1.0,4.0,36.0,1.0,1.0,,,,,,,,,,,
143,Richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,4,0.0,29,6,3.62,86711,INT,False,richard,285,Richard,Richard Cândido Coelho,1.2,4,,,2.0,5.0,,1.0,5.0,,,,,,,,,,,,,
144,Everton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,17,0.0,29,5,7.08,86757,FLA,False,everton,262,Everton,Everton Sousa Soares,2.22,5,1.0,,8.0,10.0,4.0,9.0,2.0,1.0,1.0,,1.0,,,,,,,,,
145,M. Rossetto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,12,0.0,29,6,3.09,86766,FOR,False,matheus-rossetto,356,Matheus Rossetto,Matheus Rossetto,0.81,4,,,6.0,3.0,,,3.0,,,,,,,,,,,,,
146,Reginaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,15,0.0,29,6,4.79,86820,JUV,False,reginaldo,286,Reginaldo,Reginaldo Lopes de Jesus,3.1,2,2.0,1.0,11.0,6.0,1.0,2.0,10.0,,1.0,3.0,,,,,,,,,,
147,J. Welison,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,9,0.0,29,6,3.82,86859,FOR,False,jose-welison,356,José Welison,José Welison da Silva,1.89,4,,3.0,12.0,7.0,,2.0,5.0,,,,,,,,,,,,,
148,L. Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,0,0.0,29,6,4.0,86863,MIR,False,luiz-otavio,2305,Luiz Otávio,Luiz Otávio da Silva Santos,0.0,3,,,,,,,,,,,,,,,,,,,,
