,atletas.apelido_abreviado,atletas.foto,atletas.jogos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.nome,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,CA,DS,FC,FD,FF,FS,SG,DE,DP,GS,G,I,V,A,FT,PS,CV,PC,PP,GC
389,S. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,Santiago Rodríguez,,Santiago Mariano Rodríguez Molina,105214,4,False,7,0.0,1.92,263,5.2,12,BOT,santiago-rodriguez,0.0,,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,
390,G. Ávila,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,Gastón Ávila,,Gastón Luciano Ávila,105258,3,False,6,0.0,5.23,356,9.34,12,FOR,gaston-avila,0.0,,5.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
391,Ferraresi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8,Ferraresi,,Nahuel Adolfo Ferraresi Hernández,105300,3,False,6,0.0,2.39,276,5.74,12,SAO,ferraresi,0.0,2.0,13.0,10.0,,1.0,4.0,1.0,,,,,1.0,,,,,,,,1.0
392,L. Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3,Lucas Lima,,Lucas Eduardo Lima da Silva,105337,4,False,6,0.0,0.17,354,2.8,12,CEA,lucas-lima,0.0,,,,,,1.0,,,,,,,,,,,,,,
393,G. Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,Gabriel Xavier,,Gabriel Lheman Xavier - Lhman,105373,3,False,6,0.0,1.53,265,5.47,12,BAH,gabriel-xavier,0.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,
394,M. Bidu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,Matheus Bidu,,Matheus Lima Beltrão Oliveira Valin,105531,2,False,7,0.0,7.7,264,11.07,12,COR,matheus-bidu,0.0,,7.0,3.0,,3.0,11.0,3.0,,,,,,,1.0,,1.0,,,,
395,Lucero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11,Lucero,,Juan Martín Lucero,105568,5,True,6,2.0,3.78,356,8.45,12,FOR,lucero,0.11,2.0,6.0,11.0,4.0,3.0,6.0,,,,,3.0,3.0,,1.0,1.0,,,,1.0,
396,L. Piton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,Lucas Piton,,Lucas Piton Crivellaro,105584,2,True,7,-0.9,4.11,267,7.19,12,VAS,lucas-piton,-0.51,2.0,13.0,18.0,,2.0,5.0,2.0,,,,,1.0,,3.0,,,,,,
397,Roni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,Roni,,Roni Medeiros de Moura,105585,4,False,6,0.0,0.13,2305,1.91,12,MIR,roni,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
398,Maurício,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,Maurício,,Maurício Magalhães Prado,105647,4,False,7,0.0,2.43,275,8.45,12,PAL,mauricio,0.0,,2.0,5.0,2.0,4.0,4.0,,,,,1.0,1.0,,,,,,,,
399,T. Magno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,Talles Magno,,Talles Magno Bacelar Martins,105786,5,True,7,7.1,2.8,264,6.68,12,COR,talles-magno,1.01,1.0,6.0,10.0,2.0,5.0,13.0,,,,,,7.0,,1.0,1.0,,,,,
400,Wesley,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,10,Wesley,,Wesley Ribeiro Silva,105811,5,True,7,2.4,5.85,285,11.93,12,INT,wesley,-0.29,1.0,19.0,13.0,5.0,6.0,23.0,,,,,,4.0,,2.0,1.0,,,,,
401,Edu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Edu,,Lucas Eduardo Ribeiro de Souza,105842,3,True,6,6.0,4.53,287,5.2,12,VIT,edu,-0.84,,9.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,
402,M. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,Matheus Araújo,,Matheus de Araújo Andrade,105845,4,False,6,0.0,3.4,354,5.76,12,CEA,matheus-araujo,0.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,
403,Allanzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,Allanzinho,,Allan Victor Oliveira Mota,105900,5,False,6,0.0,2.43,356,4.51,12,FOR,allanzinho,0.0,1.0,1.0,4.0,,2.0,3.0,,,,,,1.0,,1.0,,,,,,
404,J. Aldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,9,José Aldo,,José Aldo Soares de Oliveira Filho,105903,4,False,7,0.0,2.52,2305,3.8,12,MIR,jose-aldo,0.0,2.0,13.0,8.0,1.0,5.0,5.0,,,,,,1.0,,,,,,,,
405,Rochet,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,Rochet,,Sergio Ramón Rochet Álvarez,105949,1,False,5,0.0,3.1,285,9.26,12,INT,rochet,0.0,,,,,,1.0,,2.0,,,,,,,,,,,,
406,S. Mingo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,12,Santiago Mingo,,Santiago Martín Ramos Mingo,105990,3,True,7,4.7,2.74,265,4.89,12,BAH,santiago-mingo,0.84,2.0,9.0,16.0,,3.0,8.0,4.0,,,,,2.0,,,,,,,,
407,Ewerthon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,11,Ewerthon,,Ewerthon Diógenes da Silva,106082,2,False,7,0.0,3.64,286,6.24,12,JUV,ewerthon,0.0,2.0,20.0,7.0,2.0,4.0,7.0,1.0,,,,,,,,,,,,,
408,T. Carpini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,Thiago Carpini,,Thiago Carpini Barbosa,106147,6,True,7,5.41,4.03,287,6.85,12,VIT,thiago-carpini,0.04,,,,,,,,,,,,,2.0,,,,,,,
409,Lucão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,Lucão,,Lucas Alexandre Galdino de Azevedo,106160,1,False,6,0.0,8.9,280,6.09,12,RBB,lucao,0.0,,,,,,,1.0,3.0,,,,,,,,,,,,
410,B. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,Bruno Gomes,,Bruno Gomes da Silva Clevelário,106202,2,False,5,0.0,0.0,285,6.0,12,INT,bruno-gomes,0.0,,,,,,,,,,,,,,,,,,,,
411,M. Antônio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8,Marcos Antônio,,Marcos Antônio Silva Santos,106294,4,False,6,0.0,1.4,276,3.46,12,SAO,marcos-antonio,0.0,3.0,6.0,7.0,1.0,2.0,9.0,,,,,,,,,,,,,,
412,C. Alexandre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,Caio Alexandre,,Caio Alexandre Souza e Silva,106323,4,True,7,2.3,2.62,265,5.47,12,BAH,caio-alexandre,0.15,4.0,16.0,20.0,,4.0,8.0,,,,,,,,1.0,,,,,,
413,E. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,Eduardo Santos,,Eduardo Gonzaga Mendes Santos,106434,3,True,6,1.5,6.1,280,8.27,12,RBB,eduardo-santos,-0.96,,7.0,,,,,4.0,,,,,,,,,,,,,
414,Villalba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,9,Villalba,,Lucas Hernán Villalba,106593,3,True,7,13.7,6.6,283,9.06,12,CRU,villalba,1.81,3.0,13.0,4.0,1.0,3.0,3.0,6.0,,,,,,,,3.0,,,,,
415,L. Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Léo Pereira,,Leonardo Augusto dos Santos Pereira,106681,5,True,6,0.7,1.68,287,3.43,12,VIT,leo-pereira,-0.57,,4.0,5.0,1.0,,9.0,,,,,,1.0,,,,,,,,
416,C. Alberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,9,Carlos Alberto,,Carlos Alberto Gomes da Silva Filho,106704,5,False,6,0.0,1.17,292,3.18,12,SPT,carlos-alberto,0.0,1.0,7.0,7.0,2.0,1.0,,,,,,,1.0,,,,,,,,
417,R. Nestor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,Rodrigo Nestor,,Rodrigo Nestor Bertalia,106822,4,False,6,0.0,3.32,265,6.48,12,BAH,rodrigo-nestor,0.0,,9.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,,
418,Patryck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Patryck,,Patryck Lanza dos Reis,106829,2,False,6,0.0,0.0,276,4.0,12,SAO,patryck,0.0,,,,,,,,,,,,,,,,,,,,
419,Borrero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,Borrero,,Dylan Felipe Borrero Caicedo,106843,5,False,6,0.0,0.0,356,5.0,12,FOR,borrero,0.0,,,,,,,,,,,,,,,,,,,,
420,P. Baya,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,Paulo Baya,,Paulo Henrique Silva Ribeiro,106918,5,False,6,0.0,3.55,266,5.35,12,FLU,paulo-baya,0.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,
421,L. Juba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,12,Luciano Juba,,Luciano Batista da Silva Júnior,107093,2,True,7,12.9,6.14,265,10.32,12,BAH,luciano-juba,1.5,1.0,14.0,10.0,2.0,3.0,2.0,4.0,,,,2.0,1.0,,3.0,,,,,,
422,R. Ríos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,9,Richard Ríos,,Richard Ríos Montoya,107111,4,False,7,0.0,5.1,275,9.28,12,PAL,richard-rios,0.0,4.0,18.0,20.0,1.0,9.0,21.0,,,,,,,,2.0,,,,,,
423,Jeffinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,Jeffinho,,Jefferson Ruan Pereira dos Santos,107170,5,False,5,0.0,2.33,263,4.33,12,BOT,jeffinho,0.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,
424,P. Paula,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Patrick de Paula,,Patrick de Paula Carreiro,107172,4,False,6,0.0,1.63,263,3.97,12,BOT,patrick-de-paula,0.0,,3.0,4.0,,5.0,5.0,,,,,,,,,,,,,,
425,M. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,Michel Araújo,,Michel Daryl Araújo Villar,107173,4,True,6,9.5,4.26,265,7.36,12,BAH,michel-araujo,1.32,,4.0,5.0,,1.0,,,,,,2.0,,,,,,,,,
426,B. Tabata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,9,Bruno Tabata,,Bruno Vinícius Souza Ramos,107174,4,True,7,5.2,3.4,285,6.14,12,INT,bruno-tabata,0.31,2.0,10.0,5.0,6.0,3.0,13.0,,,,,,,,,1.0,,,,,
427,M. Donelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,Matheus Donelli,,Matheus Planelles Donelli,107179,1,False,6,0.0,3.08,264,4.42,12,COR,matheus-donelli,0.0,1.0,,,,,1.0,1.0,13.0,,6.0,,,,,,,,,,
428,L. Linck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,Léo Linck,,Leonardo Matias Baiersdorf Linck,107183,1,False,6,0.0,0.0,263,5.0,12,BOT,leo-linck,0.0,,,,,,,,,,,,,,,,,,,,
429,Magrão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,Magrão,,Audenirton Soares da Silva,107221,1,False,6,0.0,0.0,356,2.0,12,FOR,magrao,0.0,,,,,,,,,,,,,,,,,,,,
430,Vanderlan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,Vanderlan,,Vanderlan Barbosa da Silva,107236,2,False,6,0.0,1.2,275,3.77,12,PAL,vanderlan,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
431,Z. Vitor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,Zé Vitor,,Jose Vitor Silva Neves,107256,4,False,6,0.0,0.7,2305,2.85,12,MIR,ze-vitor,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
432,Ênio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,8,Ênio,,Sebastião Ênio Santos de Almeida,107516,5,False,6,0.0,3.02,286,4.62,12,JUV,enio,0.0,2.0,4.0,4.0,3.0,3.0,15.0,,,,,1.0,2.0,,,,,,,,
433,Natanael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,12,Natanael,,Natanael Moreira Milouski,107554,2,True,7,10.2,6.63,282,9.65,12,CAM,natanael,0.83,1.0,28.0,15.0,3.0,2.0,6.0,7.0,,,,,2.0,,,,,,,,
434,Nathan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,Nathan,,Nathan Santos de Araújo,107676,2,False,6,0.0,0.2,285,2.77,12,INT,nathan,0.0,,,2.0,,1.0,,,,,,,,,,,,,,,
435,Adriano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,Adriano,,Antônio Adriano Nascimento de Sousa,107698,1,False,6,0.0,0.0,292,1.0,12,SPT,adriano,0.0,,,,,,,,,,,,,,,,,,,,
436,C. Barletta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,Chrystian Barletta,,Chrystian Amaral Barletta de Almeida,107726,5,False,7,0.0,4.79,292,6.67,12,SPT,chrystian-barletta,0.0,,5.0,7.0,10.0,10.0,11.0,,,,,2.0,3.0,,,2.0,,,,,
437,Praxedes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,Praxedes,,Bruno Conceição Praxedes,107744,4,False,6,0.0,0.0,280,5.0,12,RBB,praxedes,0.0,,,,,,,,,,,,,,,,,,,,
438,Adriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,Adriel,,Adriel Vasconcelos Ramos,107748,1,False,6,0.0,0.0,284,3.0,12,GRE,adriel,0.0,,,,,,,,,,,,,,,,,,,,
439,E. Manoel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,Elias Manoel,,Elias Manoel Alves de Paula,107795,5,False,6,0.0,0.6,263,5.13,12,BOT,elias-manoel,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
440,D. Rosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,Diego Rosa,,Diego Gabriel Silva Rosa,107796,4,True,6,3.7,1.32,285,3.21,12,INT,diego-rosa,0.38,,4.0,4.0,,1.0,2.0,,,,,,,,,,,,,,
441,Natã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,Natã,,Natã Felipe de Amorim Santos,107801,3,False,6,0.0,1.5,286,2.29,12,JUV,nata,0.0,,1.0,,,,,,,,,,,,,,,,,,
442,Fintelman,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,Fintelman,,Alexandre Fintelman de Mello Ribeiro da Silva,107859,1,False,6,0.0,0.0,287,2.0,12,VIT,fintelman,0.0,,,,,,,,,,,,,,,,,,,,
443,Bobadilla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Bobadilla,,Damián Josué Bobadilla Benítez,107873,4,True,7,-0.3,1.44,276,3.94,12,SAO,bobadilla,-0.85,1.0,7.0,6.0,2.0,,,,,,,,,,,,,,,,
444,Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,Hugo,,Hugo Ferreira de Farias,107908,2,False,6,0.0,2.23,264,5.41,12,COR,hugo,0.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
445,F. Vera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,Fausto Vera,,Fausto Mariano Vera,107950,4,False,6,0.0,3.23,282,6.75,12,CAM,fausto-vera,0.0,1.0,9.0,6.0,,3.0,3.0,,,,,1.0,,,,,,,,,
446,Felipinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,Felipinho,,André Felipe de Almeida Santos,107958,2,False,6,0.0,0.82,286,2.69,12,JUV,felipinho,0.0,1.0,2.0,10.0,,1.0,1.0,1.0,,,,,2.0,,,,,,1.0,,
447,Carbonero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,Carbonero,,Johan Stiven Carbonero Balanta,107989,5,False,6,0.0,1.93,285,4.57,12,INT,carbonero,0.0,,1.0,4.0,,2.0,8.0,,,,,,1.0,,,,,,,,
448,I. Pitta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,10,Isidro Pitta,,Isidro Miguel Pitta Saldívar,108133,5,True,6,3.9,3.94,280,7.36,12,RBB,isidro-pitta,-1.04,2.0,1.0,8.0,2.0,1.0,5.0,,,,,4.0,4.0,,1.0,,,,,,
449,G. Lacerda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,Gabriel Lacerda,,Gabriel Santos Cordeiro Lacerda,108176,3,False,6,0.0,0.0,354,4.0,12,CEA,gabriel-lacerda,0.0,,,,,,,,,,,,,,,,,,,,
450,D. Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,David Ricardo,,David Ricardo Loiola da Silva,108274,3,False,7,0.0,2.8,263,4.21,12,BOT,david-ricardo,0.0,,2.0,6.0,,1.0,,3.0,,,,,,,,,,1.0,,,
451,F. Domínguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,Fabricio Domínguez,,Fabricio Domínguez Huertas,108509,4,False,6,0.0,1.18,292,4.18,12,SPT,fabricio-dominguez,0.0,1.0,2.0,2.0,,1.0,5.0,,,,,,,,,,,,,,
452,Aravena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Aravena,,Alexander Ernesto Aravena Guzmán,108548,5,False,5,0.0,2.5,284,3.63,12,GRE,aravena,0.0,1.0,2.0,1.0,,1.0,3.0,,,,,1.0,,,,1.0,,,,,
453,Garré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,Garré,,Benjamín Antonio Garré,108671,5,False,6,0.0,0.26,267,2.21,12,VAS,garre,0.0,,1.0,4.0,,,2.0,,,,,,,,,,,,,,
454,E. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,Emiliano Martínez,,Emiliano Martínez Toranza,108683,4,False,7,0.0,4.65,275,6.18,12,PAL,emiliano-martinez,0.0,1.0,24.0,12.0,2.0,2.0,6.0,,,,,1.0,,,,,,,,,
455,Galeano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,9,Galeano,,Antonio Javier Galeano Ferreira,108713,5,False,7,0.0,3.94,354,5.17,12,CEA,galeano,0.0,1.0,9.0,4.0,4.0,2.0,20.0,,,,,1.0,2.0,,,,,,,,
456,Plata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,Plata,,Gonzalo Jordy Plata Jiménez,109096,5,False,6,0.0,3.08,262,5.68,12,FLA,plata,0.0,,6.0,3.0,,3.0,,,,,,1.0,,,,,,,,,
457,E. Pulga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,12,Erick Pulga,,Erick da Costa Farias,109401,5,True,7,7.8,7.42,265,10.1,12,BAH,erick-pulga,-0.51,1.0,21.0,9.0,4.0,16.0,26.0,,,,,2.0,3.0,,3.0,,,,,,
458,Calebe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,Calebe,,Calebe Gonçalves Ferreira da Silva,109461,4,True,6,4.3,2.43,356,4.93,12,FOR,calebe,0.63,2.0,3.0,2.0,1.0,2.0,4.0,,,,,1.0,1.0,,,,,,,,
459,Martinelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,11,Martinelli,,Matheus Martinelli Lima,109573,4,False,7,0.0,3.8,266,7.23,12,FLU,martinelli,0.0,,12.0,12.0,2.0,2.0,15.0,,,,,1.0,1.0,,1.0,1.0,,,,,
460,Batalla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,11,Batalla,,Emerson Geovanny Batalla Martínez - Enmerson,109899,5,False,7,0.0,5.16,286,7.31,12,JUV,batalla,0.0,2.0,11.0,10.0,5.0,3.0,16.0,,,,,3.0,1.0,,1.0,,,,,,
461,Monsalve,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Monsalve,,Miguel Ángel Monsalve Gonzáles - González,109966,4,False,5,0.0,1.61,284,4.59,12,GRE,monsalve,0.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,1.0,,,,,,
462,Palacios,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,Palacios,,Diego José Palacios Espinoza,110260,2,False,6,0.0,0.0,264,4.0,12,COR,palacios,0.0,,,,,,,,,,,,,,,,,,,,
463,J. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8,José Martínez,,José Andrés Martínez Torres,110311,4,False,6,0.0,2.11,264,4.23,12,COR,jose-martinez,0.0,4.0,7.0,7.0,,2.0,14.0,,,,,,1.0,,1.0,,,,1.0,,
464,Bernabéi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8,Bernabéi,,Alexandro Ezequiel Bernabéi,110426,2,False,5,0.0,6.38,285,13.7,12,INT,bernabei,0.0,1.0,20.0,14.0,2.0,6.0,8.0,1.0,,,,,,,2.0,,,,,,
465,A. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,Abel Ferreira,,Abel Fernando Moreira Ferreira,110506,6,False,7,0.0,6.42,275,11.97,12,PAL,abel-ferreira,0.0,,,,,,,,,,,,,7.0,,,,,,,
466,Aguirre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11,Aguirre,,Braian Aguirre Nahuel,110510,2,True,7,4.5,4.95,285,7.72,12,INT,aguirre,0.22,2.0,25.0,10.0,,4.0,2.0,2.0,,,,1.0,2.0,,,,,,,,
