"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FF","FS","PE","RB","G","SG","FD","DD","GS","A","CV","I","FT","GC","PP","DP"
"86","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,6,"PAL","ata","Nulo",0,6.35,-0.41,0.88,4,1,2,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"87","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2016/05/01/08df4542784046e1a9a8c28f2c4d7979_FORMATO.png",38279,6,"PON","ata","Provável",-1.4,5.77,-0.77,0.77,6,2,11,5,4,7,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"88","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2016/04/20/a9fe945df23da97fd8ba3c0574058bbf_FORMATO.png",38311,6,"FLA","mei","Provável",3.6,10.06,-0.11,6.14,5,NA,7,NA,11,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2016/05/02/5f7bfa11c186ee13301ee12bd7f34f0f_FORMATO.jpeg",38287,6,"PON","ata","Contundido",0,4.55,0,0.9,3,1,2,4,2,7,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
"90","Fernando Leal Fonseca","Fernando Leal","https://s.glbimg.com/es/sde/f/2016/05/09/b4d5d9d8070f8826d346104d0f83e14a_FORMATO.png",38350,6,"AME","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/f9c95517b0a6cf130d7f84e6aab3bb68_FORMATO.png",38425,6,"PON","zag","Provável",0.2,4.74,-0.45,2.53,3,1,3,NA,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Marcos Roberto da Silva Barbosa","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/29/b0d8a0ac72e4282897d8e69e4c670c2b_FORMATO.png",38515,6,"FIG","zag","Provável",2,4.84,-0.3,3.3,2,NA,1,NA,1,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Carlos Andrade Souza","Carlinhos","https://s.glbimg.com/es/sde/f/2016/05/01/d446f5335ee4582353eb54aec7443ad2_FORMATO.png",38451,6,"SAO","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2016/06/06/fff1e2f2c5b5ab7d1955d4863ec54bf3_FORMATO.png",38523,6,"GRE","lat","Provável",-0.6,10.19,-2.18,6.74,5,1,13,1,5,32,8,1,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"95","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",38431,6,"FLU","gol","Provável",5,9.2,0.76,2.73,6,NA,NA,NA,NA,2,NA,NA,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA
"96","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,6,"FLU","mei","Contundido",0,9.9,0,4.1,3,NA,6,NA,3,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Nílton Ferreira Júnior","Nilton","https://s.glbimg.com/es/sde/f/2016/04/30/249fed612a2888df8575c1a9be60b53a_FORMATO.png",38573,6,"INT","mei","Nulo",0,4.5,0,1.45,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,6,"SPO","zag","Provável",4.7,4.82,0.64,2.07,3,NA,3,1,3,13,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Leandro Luchese Guerreiro","Leandro Guerreiro","https://s.glbimg.com/es/sde/f/2016/05/09/9fcbb33c340908edfdb650fe7c281ed4_FORMATO.png",38822,6,"AME","mei","Provável",4.4,3.57,1.23,0.97,6,2,8,1,NA,24,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"100","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/5cb6787323010c1ede0ce214b83bd2c9_FORMATO.png",38530,6,"PAL","mei","Dúvida",-3.7,12.73,-2.89,1.08,4,1,5,1,2,17,1,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA
"101","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,6,"GRE","mei","Provável",0.1,5.62,-0.11,-1.08,5,1,6,1,6,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Rodrigo Marcos dos Santos","Rodrigo Mancha","https://s.glbimg.com/es/sde/f/2016/05/01/28ca1fbce7ff092e6eebee52283a14f2_FORMATO.png",38579,6,"SPO","mei","Nulo",0,1.79,0,0.9,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,6,"SAN","ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,6,"INT","mei","Contundido",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,6,"SAN","mei","Provável",11.2,14.05,2.22,4.15,6,NA,3,1,6,19,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/05/31/d0af15bf90b7d6ddd70ea29214519277_FORMATO.png",38928,6,"BOT","mei","Provável",3,4.91,-0.09,3,1,NA,3,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,6,"AME","lat","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2016/04/30/2d7884d092837e8a2431feb597c5649c_FORMATO.png",42213,6,"INT","mei","Provável",1.5,11.35,0.29,2.78,6,2,21,1,11,22,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,6,"SPO","gol","Provável",-5,6.54,-2.4,2.4,6,NA,NA,NA,2,2,NA,NA,1,NA,9,9,NA,NA,NA,NA,NA,NA,NA
"110","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,6,"VIT","tec","Provável",6.67,5.57,1.6,3.05,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,6,"VIT","mei","Nulo",-0.8,6.75,-0.41,2,6,NA,9,NA,6,9,1,1,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA
"112","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/7c83e1833235983b8ce68b95d5c5ca75_FORMATO.png",40990,6,"SAN","tec","Provável",7.43,9.86,1.36,2.94,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,6,"BOT","tec","Provável",0.98,7.37,-0.38,3.09,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2016/05/03/46f4db4d7b5db064ec7c2460f02a5b99_FORMATO.png",38394,6,"ATL","zag","Provável",5,7.78,0.16,2.95,6,1,3,4,6,18,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,6,"CRU","ata","Provável",2.4,12.98,-0.22,2.83,6,NA,6,5,10,5,5,NA,NA,6,NA,NA,NA,NA,3,NA,NA,NA,NA
"116","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,6,"COR","ata","Provável",2.6,16.34,-0.69,2.9,5,3,11,3,16,15,2,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"117","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2016/05/01/208f53e7054acabd7a229fe523f020bf_FORMATO.png",42145,6,"PAL","lat","Nulo",0,19.73,0,5.73,3,NA,NA,NA,5,16,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2016/04/28/ddbf7a8cf8492557895f2514f35971d3_FORMATO.png",54424,6,"COR","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,6,"SPO","ata","Nulo",0,2.77,-0.24,0.32,5,NA,1,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,6,"CHA","ata","Nulo",0,4.12,0,1.13,3,NA,3,2,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/05/20/f5d805e44f2c8b3736ac44c360e1b82f_FORMATO.jpeg",55519,6,"SPO","ata","Provável",10.6,8.58,1.44,7.27,3,NA,2,2,NA,4,3,2,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"122","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,6,"BOT","lat","Dúvida",0,7.44,0,3.3,4,1,1,NA,1,13,8,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"123","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/04/29/ae267a00ae891c3954a903d5883dd354_FORMATO.png",40025,6,"FLU","tec","Provável",4.15,12.15,0.24,3.69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,6,"INT","mei","Contundido",0,3.82,0,0.2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,6,"AME","lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,6,"CRU","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,6,"PAL","ata","Nulo",-0.1,1.51,-0.49,-0.1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,6,"ATL","mei","Provável",-0.3,8.38,-0.94,1.54,5,1,4,NA,7,10,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,6,"ATL","lat","Provável",13.4,11.53,2.37,6.86,5,1,4,2,2,11,6,2,NA,6,NA,NA,1,NA,3,1,NA,NA,NA
"130","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,6,"COR","lat","Provável",16.9,15.53,3.17,7.57,6,NA,9,NA,4,20,7,2,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"131","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,6,"COR","mei","Nulo",0,6.12,0,1.55,2,NA,1,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,6,"PON","ata","Contundido",0,18.09,0,7.42,5,NA,4,8,11,15,5,3,NA,2,NA,NA,1,NA,2,NA,1,NA,NA
"133","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,6,"CHA","ata","Contundido",0,3.08,0,-0.9,2,NA,2,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"134","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2016/04/07/ef1df3578474b90a7bf99dfa9c5b1431_FORMATO.png",60780,6,"FIG","tec","Provável",2.5,7.65,-0.22,3.45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,6,"COR","mei","Provável",2.4,6,0.06,1.93,6,1,12,3,1,15,10,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"136","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,6,"COR","ata","Nulo",0,7.61,0,3.85,2,NA,2,4,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,6,"ATL","lat","Nulo",0,8.67,0,4.95,2,NA,2,NA,NA,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,6,"BOT","mei","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2016/04/29/a8b9e1fa95ea371a1fe20b43399b8389_FORMATO.png",42222,6,"FLU","ata","Nulo",0,7.2,0,2.12,4,NA,2,1,2,9,5,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"140","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/05/25/fdff31a5614f6023abc95f0dc2aa6aaa_FORMATO.jpeg",61238,6,"AME","lat","Provável",6.1,3.77,0.24,3.08,5,1,10,1,7,16,5,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"141","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,6,"SAO","lat","Provável",10.3,10.5,1.68,5.58,5,NA,6,NA,6,19,8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"142","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2016/04/28/8d0f1d77fad8f00513e096df10da46e2_FORMATO.png",42234,6,"COR","gol","Nulo",0,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,6,"PAL","mei","Provável",13.2,11.25,3.08,3.68,6,NA,7,4,3,12,7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"144","Danny Bittencourt Morais","Danny Morais","https://s.glbimg.com/es/sde/f/2016/05/01/d58fc02548731386b20009a3a1d294ef_FORMATO.png",42247,6,"STC","zag","Provável",-1.4,0.77,0,-0.97,6,1,6,NA,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2016/05/09/ebb1dc3dea737d824b387593ac26e716_FORMATO.jpeg",42232,6,"COR","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Tiago Luis Martins","Tiago Luis","https://s.glbimg.com/es/sde/f/2016/05/09/877fdf56fcc529a0a7169198f7640b51_FORMATO.png",62119,6,"AME","ata","Nulo",0,2.26,0,-0.72,5,2,13,4,3,10,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"147","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,6,"STC","ata","Nulo",0.3,1.56,0.16,0.4,6,1,3,NA,4,19,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"148","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,6,"CRU","mei","Provável",-1.5,6.65,-1.73,4.13,3,NA,1,NA,3,10,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"149","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2016/04/30/4698f015737545e27eebbce0be96d4c0_FORMATO.png",62974,6,"FIG","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,6,"FLA","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,6,"PAL","tec","Provável",4.85,13.25,0.15,3.97,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,6,"ATL","ata","Dúvida",-2.4,7.18,-1.34,-0.02,6,1,13,1,7,15,1,NA,NA,4,NA,NA,NA,NA,1,1,NA,NA,NA
"153","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,6,"SAO","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Paulo Henrique Chagas de Lima","Ganso","https://s.glbimg.com/es/sde/f/2016/05/01/09e893a83d0e8dc68f184b293ac1ff81_FORMATO.png",62977,6,"SAO","mei","Nulo",0,14.07,0,5.5,3,1,5,3,8,12,5,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/05/01/06d629db34ca0a40668781f14aa5528e_FORMATO.jpeg",63000,6,"VIT","zag","Provável",5.8,8.96,1.03,4.03,6,1,9,NA,4,18,13,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"156","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,6,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,6,"FLU","lat","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,6,"SAN","gol","Provável",8.7,11.21,1.24,2.53,6,NA,NA,NA,3,1,NA,NA,1,NA,7,6,NA,NA,NA,NA,NA,NA,NA
"159","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,6,"ATL","gol","Provável",-7.5,10.4,-2.97,-0.66,5,NA,NA,NA,1,6,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA
"160","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,6,"CHA","mei","Contundido",0,6.81,0,2.85,4,1,6,3,6,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/3b56f79da2fe44217ad5c0725b96944b_FORMATO.jpeg",62136,6,"ATL","tec","Provável",3.67,11.52,-0.03,2.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Nirley da Silva Fonseca","Nirley","https://s.glbimg.com/es/sde/f/2016/04/29/1aa0b74d53267e417eace37b1fdc4cee_FORMATO.png",62971,6,"FIG","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Elias Constantino Pereira Filho","Elias","https://s.glbimg.com/es/sde/f/2016/04/29/970ca65037f3c8197fcd3493d5b95cb9_FORMATO.png",63133,6,"FIG","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,6,"ATL","lat","Provável",-2.4,16.01,-1.88,2.36,5,1,7,2,8,32,10,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"165","Ytalo José Oliveira dos Santos","Ytalo","https://s.glbimg.com/es/sde/f/2016/02/01/5da41b38038ab484b55b7e40fd2f432c_FORMATO.jpeg",53148,6,"SAO","ata","Provável",11.1,4.69,2.64,3.6,3,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"166","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,6,"VIT","mei","Provável",2.5,5.78,0.48,2.9,4,2,5,NA,6,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Ernando Rodrigues Lopes","Ernando","https://s.glbimg.com/es/sde/f/2016/04/30/4281780d649686f58d2350aa3f372023_FORMATO.png",49651,6,"INT","zag","Provável",-1.1,9.35,-1.16,3.52,6,1,5,1,NA,12,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2016/06/03/2adf167c1e301646db605dbfd8213eaa_FORMATO.png",63110,6,"CHA","lat","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2016/05/25/7b9ce78a7438f2bac4a0594608654c28_FORMATO.jpeg",53669,6,"FIG","ata","Nulo",0,2.62,0,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,6,"COR","lat","Nulo",0,12.72,0,2.82,4,NA,10,NA,6,12,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
