"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FS","PE","RB","SG","FF","DD","GS","FD","G","A","FT","I","PP","CV","GC","DP"
"686","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2016/01/29/130dd023165feb260311b9a537b660e0_FORMATO.jpeg",86411,11,"PON","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",92497,11,"FLU","mei","Provável",4.8,6.69,0.39,3.84,8,2,25,6,18,24,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"688","Wesley Craudio Campos","Wesley","https://s.glbimg.com/es/sde/f/2016/04/30/d68c8e98a54d687d2ecdd392d9fb6f62_FORMATO.png",92618,11,"GRE","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,11,"SAO","mei","Nulo",1,2.58,-0.42,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Kauê da Silva","Kauê","https://s.glbimg.com/es/sde/f/2016/05/01/df7c0360c8ab89632b37753d84417a45_FORMATO.jpeg",92623,11,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Rivaldo Vitor Borba Ferreira Junior","Rivaldinho","https://s.glbimg.com/es/sde/f/2016/02/19/6e03babfe88c0a96df77c694fa554c01_FORMATO.png",86620,11,"INT","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2016/05/01/a48a4207a6987e0ef85cd7f9f843e206_FORMATO.png",86485,11,"STC","ata","Provável",2.2,20.68,-0.01,5.09,9,2,6,12,44,12,NA,8,NA,NA,4,2,3,NA,2,NA,NA,NA,NA
"693","Bruno Henrique Baio da Cunha","Bruno Baio","https://s.glbimg.com/es/sde/f/2016/04/30/275cee1c723b9cceb20ae481de7576d3_FORMATO.png",92764,11,"INT","ata","Nulo",1.9,1.47,0.16,0.7,2,NA,NA,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"694","Bruno Rafael Rodrigues do Nascimento","Bruno Rodrigues","https://s.glbimg.com/es/sde/f/2016/04/26/82136cdf105e3a392a1e3f8509d4e0d4_FORMATO.jpeg",92811,11,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Arthur Henrique Peixoto Santos","Arthur Henrique","https://s.glbimg.com/es/sde/f/2016/04/20/3f46a527ea61558b1ac7d2bc9ce37b13_FORMATO.png",86629,11,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Matheus Trindade Gonçalves","Trindade","https://s.glbimg.com/es/sde/f/2016/04/20/96cce04406801b8a2fd453be35779c55_FORMATO.png",92631,11,"FLA","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,11,"PAL","mei","Provável",-1.1,2.88,-1.03,1.52,11,2,15,9,29,15,NA,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA
"698","Rafael da Silva Santos","Rafael Silva","https://s.glbimg.com/es/sde/f/2016/04/29/b8bcd5c46039f6093093bc2bcc03d08d_FORMATO.png",86725,11,"CRU","ata","Nulo",0,5.39,0,0.05,2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"699","Fernando Medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2016/05/01/834fe463de30d72d6e401c844feb7092_FORMATO.png",92841,11,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,11,"GRE","ata","Provável",0.3,5.92,-0.25,3.05,11,NA,10,14,26,7,NA,12,NA,NA,4,1,1,1,3,NA,NA,NA,NA
"701","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2016/04/27/b27a6937e76ed725481807462380bd42_FORMATO.jpeg",86745,11,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2016/05/03/c164624c6c9fb64ceb3c2540e025b59c_FORMATO.png",86486,11,"STC","tec","Provável",2.27,7.27,0.06,2.36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Alex Leonardo Bolaño Reascos","Alex Bolaño","https://s.glbimg.com/es/sde/f/2016/05/27/6d67008a2568b9817d2674870a6fb061_FORMATO.jpeg",92850,11,"STC","mei","Nulo",0,3.37,0,2.17,3,NA,3,NA,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/04/20/9dde03b8c7fb0afd5732393740be4306_FORMATO.png",93151,11,"FLA","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Sergio Agostinho de Oliveira Vieira","Sergio Vieira",NA,92837,11,"AME","tec","Provável",1.25,6.17,-0.19,2.02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Eriélton Carlos Pacheco","Pachequinho",NA,93153,11,"COR","tec","Provável",4.25,8.89,0.33,3.56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Allan Vieira Reis","Allan ","https://s.glbimg.com/es/sde/f/2016/05/01/dfc551b1b4c6fb512cde5bc9b3c1e0b3_FORMATO.png",86779,11,"STC","lat","Provável",-0.4,2.79,-0.79,1.27,3,NA,6,1,12,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,11,"GRE","ata","Provável",-1.3,18.38,-1.01,7.91,10,3,14,31,51,15,NA,12,NA,NA,7,5,1,2,2,NA,NA,NA,NA
"709","Bruno da Mota Miranda","Bruno Mota","https://s.glbimg.com/es/sde/f/2015/10/26/aa67c9f3b49a92291155fe8fce73e5a6_FORMATO.png",86765,11,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Felipe Tontini da Silveira","Tontini","https://s.glbimg.com/es/sde/f/2016/04/30/a46c129afe79570472c320e05f2714b6_FORMATO.png",93152,11,"GRE","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2016/04/20/2a554728394f1684ee7952e88936bbc4_FORMATO.png",92981,11,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,11,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2016/06/18/20af893931cbb5cdd670f007ace7065d_FORMATO.png",86797,11,"CRU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,11,"ATL","lat","Provável",8,6.05,0.93,2.78,11,2,9,10,30,12,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"715","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2016/05/01/cc19b9e55d163ff47e693633d0443a0d_FORMATO.png",93368,11,"SAN","zag","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Wesley Pionteck Souza","Wesley Souza","https://s.glbimg.com/es/sde/f/2016/06/28/25f6b695b94a5b1163a135b74ddb3484_FORMATO.jpeg",93376,11,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Fábio Carvalho Matos","Fábio","https://s.glbimg.com/es/sde/f/2016/05/01/b3866c797355a02c74cb112a4fbaa9a5_FORMATO.png",93282,11,"SPO","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Ewandro Felipe de Lima Costa","Ewandro","https://s.glbimg.com/es/sde/f/2016/04/26/56ad0ab89503a3a67b55fbb9699091ea_FORMATO.png",86842,11,"ATL","ata","Nulo",0,7.24,0,2.28,9,1,6,4,24,4,NA,2,NA,NA,2,1,2,1,2,NA,NA,NA,NA
"719","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2016/05/01/dbe064845aafa85bf15a1ca5262c97b9_FORMATO.png",86859,11,"VIT","mei","Nulo",0,0.96,0,-0.22,4,1,2,4,10,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2016/05/01/956f8c7210c70087792d97d2e527d60c_FORMATO.png",93378,11,"PAL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,11,"SPO","mei","Provável",2.1,2.7,0.4,0.7,10,NA,12,12,47,10,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA
"722","Wellington Cézar Alves de Lima","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/2299d96676479b95a83cae7a08c52962_FORMATO.png",86527,11,"STC","mei","Contundido",0,0.77,0,-2.65,2,2,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/01/ab01678926fd95682bf892aaa54316e9_FORMATO.png",86861,11,"VIT","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2016/05/01/0f8beb8328a953a76f62128657f0c463_FORMATO.png",86935,11,"PAL","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Matheus Oliveira de Souza","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/419d98d3e2a1e376088fe003f6cd7124_FORMATO.png",92661,11,"INT","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2016/04/27/55f997db71077c856623d4b6b24af096_FORMATO.jpeg",92662,11,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Murilo Henrique Oliveira Santos","Murilo","https://s.glbimg.com/es/sde/f/2016/05/01/98decdad61a70e6a6bafcdcc0d9de4e8_FORMATO.png",92663,11,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,11,"COR","mei","Nulo",0,3.74,0,3.1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,11,"BOT","zag","Dúvida",0,6.67,0,1.1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,11,"ATL","lat","Suspenso",14.8,19.7,1.62,5.82,9,3,14,20,50,29,2,3,NA,NA,NA,NA,3,NA,2,NA,1,NA,NA
"731","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2016/04/28/791584b7c8c0a16ed8c52dc6c6821a90_FORMATO.png",87228,11,"COR","lat","Nulo",0,4.86,0,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2016/06/18/055999c839c184e82c88ca94dce24836_FORMATO.png",62974,11,"FIG","zag","Nulo",0,3.08,0,-0.2,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,11,"COR","zag","Dúvida",0,0.83,0.04,0.22,4,1,4,4,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"734","Paulo Henrique Chagas de Lima","Ganso","https://s.glbimg.com/es/sde/f/2016/05/01/09e893a83d0e8dc68f184b293ac1ff81_FORMATO.png",62977,11,"SAO","mei","Nulo",0,13.2,0,4.82,6,1,9,13,25,8,NA,4,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA
"735","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/06/15/ac2022c9c1279ccc3a7c113923cb3fe5_FORMATO.png",87213,11,"FIG","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/05/01/06d629db34ca0a40668781f14aa5528e_FORMATO.jpeg",63000,11,"VIT","zag","Provável",0,6.4,0,2.62,10,3,19,7,26,18,1,2,NA,NA,2,1,1,NA,NA,NA,NA,1,NA
"737","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2016/06/03/2adf167c1e301646db605dbfd8213eaa_FORMATO.png",63110,11,"CHA","lat","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,11,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,11,"VIT","mei","Provável",2.6,6.01,0.7,2.36,8,3,13,10,23,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"740","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,11,"PAL","mei","Provável",1.2,8.17,-0.74,4.15,11,2,9,11,41,23,NA,10,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"741","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,11,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,11,"COR","lat","Provável",10.4,13.76,1.46,3.98,8,2,15,21,26,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Bernardo Vieira de Souza","Bernardo","https://s.glbimg.com/es/sde/f/2016/06/25/b764a484f79b0429a43e5a8c6dc368e7_FORMATO.png",68697,11,"COR","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,11,"BOT","mei","Provável",3,7.38,0.24,3.17,11,2,18,14,32,27,NA,8,NA,NA,2,NA,1,NA,4,NA,NA,1,NA
"745","Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2016/05/01/e68421691461665280e5183ea53281dd_FORMATO.png",72605,11,"PAL","zag","Provável",1.7,8.6,-0.84,3.1,10,3,13,3,24,6,3,2,NA,NA,2,2,1,NA,1,NA,NA,NA,NA
"746","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,11,"ATL","ata","Contundido",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,11,"FLA","mei","Provável",4.4,11.61,-0.36,4.67,11,NA,6,23,42,8,NA,7,NA,NA,10,2,3,NA,1,1,NA,NA,NA
"748","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,11,"FLA","lat","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,11,"COR","ata","Contundido",0,6.45,0,0.53,7,2,11,5,4,2,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA
"750","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,11,"INT","zag","Contundido",0,7.55,0,2.75,8,4,6,7,22,8,5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"751","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2011/09/27/c06dfa35e38cd49e5c0ca9d2adb1960e_FORMATO.jpeg",68723,11,"CHA","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,11,"VIT","lat","Provável",-1.5,10.28,-2.49,4.79,10,4,15,16,54,21,NA,7,NA,NA,6,1,2,2,NA,NA,NA,NA,NA
"753","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,11,"FLA","ata","Nulo",4.1,1.44,0.63,0.82,4,1,3,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,11,"SAN","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,11,"ATL","ata","Dúvida",13.5,10.6,2.19,3.46,8,1,18,13,12,7,NA,2,NA,NA,2,2,1,NA,1,NA,NA,NA,NA
"756","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,11,"PON","lat","Nulo",1.5,3.68,0.15,1.73,4,NA,4,5,9,2,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"757","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2016/06/28/63b395a3843c141f9f8ddf86097db8fa_FORMATO.jpeg",68770,11,"COR","mei","Nulo",0,3.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/05/01/b89a3bb64cad689651eca4e7f7c30e60_FORMATO.png",68807,11,"SAN","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,11,"SPO","mei","Contundido",7.9,10.41,1.06,5.16,10,1,20,14,28,31,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA
"760","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,11,"FLU","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,11,"FLA","ata","Nulo",0.5,6.11,0.12,1.98,6,NA,7,7,5,5,NA,2,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA
"762","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,11,"SPO","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,11,"GRE","ata","Contundido",0,4.2,0,1.5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"764","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,11,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/05/04/0f2cb773c574f6d32e864d3367d034b3_FORMATO.png",68873,11,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA,NA,1,6,NA,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,11,"AME","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,11,"CHA","mei","Provável",0,6.81,0,2.85,4,1,6,6,19,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,11,"FLU","zag","Provável",4.1,14.85,0.53,3.95,11,1,8,3,27,13,4,7,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA
"769","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/06/28/ec4f6b8012d2a0c2aedf4fe7d965eae7_FORMATO.jpeg",68901,11,"BOT","ata","Provável",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,11,"STC","lat","Nulo",-0.8,5.57,-0.99,3.02,5,NA,2,5,11,6,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"771","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,11,"INT","mei","Nulo",0,3.9,0,0.32,5,3,9,1,9,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
