"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","A","CA","FC","FF","FS","I","PE","RB","FD","FT","G","DD","GS","SG","CV","GC","PP","DP"
"440","Wesley Craudio Campos","Wesley","https://s.glbimg.com/es/sde/f/2016/04/30/d68c8e98a54d687d2ecdd392d9fb6f62_FORMATO.png",92618,14,"GRE","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","José Marcílio Martins da Silva ","Marcílio","https://s.glbimg.com/es/sde/f/2016/05/01/773e6d075f97446aaa6713cadcb1214a_FORMATO.png",92518,14,"STC","mei","Provável",0.2,1.67,-0.17,0.75,2,NA,1,5,1,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,14,"CHA","mei","Provável",2.7,6.18,0.71,1.99,7,NA,2,10,3,13,1,30,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Richarlison Andrade","Richarlison ","https://s.glbimg.com/es/sde/f/2016/04/29/f6f08e1efa5ce7033db704164ac007f7_FORMATO.png",92081,14,"FLU","ata","Provável",0.9,6.74,0.21,1.87,13,1,1,12,5,22,4,19,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"444","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,14,"VIT","mei","Provável",1.8,6.17,0.26,2.51,11,1,3,16,1,13,NA,30,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2016/05/13/9790ff844c24e1b895c9c8d06f9d55e4_FORMATO.png",92085,14,"ATL","mei","Nulo",0,2.8,0,1.22,5,NA,1,2,2,5,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,14,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,14,"GRE","mei","Nulo",0,3.12,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Guilherme Parede Pinheiro","Guilherme Parede","https://s.glbimg.com/es/sde/f/2016/04/28/bef36ee3573f1accba8549d63ff559b6_FORMATO.png",83438,14,"COR","ata","Nulo",0,3.87,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2016/04/26/4edf2fe2122c60e8461ad1669f42eeb4_FORMATO.png",83266,14,"ATL","mei","Nulo",4.7,4.02,0.72,1.26,8,1,NA,3,1,7,2,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Leonardo Costa Silva","Léo Tilica","https://s.glbimg.com/es/sde/f/2016/04/27/745d719537dc8e862154a91ac8599e3c_FORMATO.jpeg",92617,14,"GRE","ata","Nulo",0,0.79,0,-0.2,2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Diogo Vitor da Cruz","Diogo Vitor","https://s.glbimg.com/es/sde/f/2016/07/08/ad26552497b6124c3354034e9fa9b11c_FORMATO.png",92094,14,"SAN","lat","Nulo",0,3.43,0,2.7,2,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"452","Luis Henrique Farinhas Taffner","Luis Henrique","https://s.glbimg.com/es/sde/f/2016/05/20/4e05ecd1467a76bcc7f07366a16582ff_FORMATO.png",92128,14,"BOT","ata","Nulo",0,5.16,0,0.23,3,NA,NA,5,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Lyanco Evangelista Silveira Neves Vojnovic","Lyanco","https://s.glbimg.com/es/sde/f/2016/05/01/5ff95e8dd4eef153e5d1bce5bb2a1604_FORMATO.png",92087,14,"SAO","zag","Nulo",15.4,8.55,2.99,7.3,3,NA,NA,3,NA,3,NA,4,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA
"454","José Carlos Ferreira Junior","Juninho","https://s.glbimg.com/es/sde/f/2016/04/28/58bdc19e4d52c4fafcf8c5c4d1919ad2_FORMATO.png",92182,14,"COR","zag","Provável",9.8,16.16,1.29,5.4,13,1,3,14,4,13,NA,36,23,4,1,1,NA,NA,5,NA,NA,NA,NA
"455","Luan José Niedzielsk","Luan","https://s.glbimg.com/es/sde/f/2016/04/29/991a0d7a9b4600fa1498460e55dcf6cf_FORMATO.png",83688,14,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,14,"SPO","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,14,"ATL","mei","Contundido",0,13.49,0,8.95,7,3,1,5,9,5,2,29,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA
"458","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",92614,14,"VIT","ata","Nulo",0,0.78,0,-0.3,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Josué de Oliveira Almeida","Josué","https://s.glbimg.com/es/sde/f/2016/05/01/443cd145ec9c00b3135b3ffe62d9cd00_FORMATO.png",81543,14,"VIT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2016/05/20/f7254d3464752fd4562b0633482ac07d_FORMATO.png",83772,14,"BOT","ata","Nulo",-0.6,8.8,-2.63,4.14,13,2,1,10,10,26,6,32,10,6,NA,3,NA,NA,NA,NA,NA,1,NA
"461","Mateus Lucena dos Santos","Caramelo","https://s.glbimg.com/es/sde/f/2016/05/01/8f419b351f8119eae16605261ac1a57c_FORMATO.png",83760,14,"SAO","lat","Contundido",0,3.35,0,2.15,4,NA,1,5,NA,5,NA,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"462","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2016/05/01/66db511d5e1f4776c5d9ed74ddbf545b_FORMATO.png",83817,14,"PON","mei","Provável",-1.3,2.99,-2.24,2.48,12,1,1,16,5,18,5,30,11,4,NA,2,NA,NA,NA,1,NA,NA,NA
"463","Kauê da Silva","Kauê","https://s.glbimg.com/es/sde/f/2016/05/01/df7c0360c8ab89632b37753d84417a45_FORMATO.jpeg",92623,14,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2016/04/27/55f997db71077c856623d4b6b24af096_FORMATO.jpeg",92662,14,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Hyago de Medeiros Engelmann","Hyago","https://s.glbimg.com/es/sde/f/2016/04/29/54702ccae5d017374d3ce636f1ae5add_FORMATO.png",92145,14,"FIG","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2016/05/01/f9b2365ceb3a8b49fa3e7474bce9bc75_FORMATO.png",83786,14,"STC","zag","Provável",11.4,5.93,1.93,2.51,9,1,3,11,NA,10,NA,21,12,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"467","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2016/05/01/ee2bbc2d201da1f57fd63840dc837cc5_FORMATO.png",83615,14,"PAL","zag","Nulo",0,11.64,0,2.78,9,NA,3,17,2,8,1,12,9,NA,NA,1,NA,NA,3,NA,NA,NA,NA
"468","Matheus Oliveira de Souza","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/419d98d3e2a1e376088fe003f6cd7124_FORMATO.png",92661,14,"INT","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2016/02/12/754b6eb91bfed86623a467f559c649a5_FORMATO.jpeg",85121,14,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,14,"PAL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,14,"SPO","mei","Contundido",0.2,8.13,-1.3,3.97,14,3,2,12,3,16,1,31,11,4,1,3,NA,NA,NA,NA,NA,NA,NA
"472","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,14,"FIG","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,14,"PAL","mei","Provável",5.1,4.52,0.85,2.22,14,2,2,18,3,12,1,34,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/07/13/52db8ec4bad9f3aa17a9e3442b92d97f_FORMATO.png",85241,14,"PAL","zag","Nulo",6.9,7.66,1.28,3.65,2,NA,1,3,NA,2,NA,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"475","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,14,"VIT","mei","Provável",0.2,2.54,-0.37,1.1,5,NA,NA,6,2,3,1,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,14,"AME","lat","Nulo",-0.3,4.15,-0.76,2.05,13,NA,2,14,7,9,NA,43,10,11,NA,1,NA,NA,1,NA,NA,NA,NA
"477","Ailton Cesar Junior Alves da Silva","Ailton Canela","https://s.glbimg.com/es/sde/f/2016/06/30/81e7c037c6145cbd1c84866c2711eb61_FORMATO.png",84290,14,"CHA","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,14,"SPO","mei","Nulo",-0.5,2.76,-0.94,2.64,5,NA,1,6,NA,6,NA,10,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"479","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,14,"CRU","mei","Nulo",0,1.77,0,0.94,9,NA,3,16,5,8,NA,36,21,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"480","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,14,"INT","mei","Nulo",2.1,13.49,0.15,1.03,3,NA,NA,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Wesley Pionteck Souza","Wesley Souza","https://s.glbimg.com/es/sde/f/2016/06/28/25f6b695b94a5b1163a135b74ddb3484_FORMATO.jpeg",93376,14,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Murilo Henrique Oliveira Santos","Murilo","https://s.glbimg.com/es/sde/f/2016/05/01/98decdad61a70e6a6bafcdcc0d9de4e8_FORMATO.png",92663,14,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,14,"BOT","ata","Nulo",0,5.53,0,0.96,7,1,1,7,3,1,1,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Matheus Trindade Gonçalves","Trindade","https://s.glbimg.com/es/sde/f/2016/04/20/96cce04406801b8a2fd453be35779c55_FORMATO.png",92631,14,"FLA","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,14,"SAO","zag","Nulo",0,11.04,0,4.23,3,NA,NA,2,1,2,NA,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"486","Fábio Carvalho Matos","Fábio","https://s.glbimg.com/es/sde/f/2016/05/01/b3866c797355a02c74cb112a4fbaa9a5_FORMATO.png",93282,14,"SPO","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,14,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,14,"CHA","ata","Nulo",0,8.02,0,2.42,12,1,2,17,6,20,5,35,12,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"489","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,14,"ATL","gol","Nulo",0,5.37,0,4.3,1,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"490","Bruno Henrique Baio da Cunha","Bruno Baio","https://s.glbimg.com/es/sde/f/2016/04/30/275cee1c723b9cceb20ae481de7576d3_FORMATO.png",92764,14,"INT","ata","Nulo",0,1.47,0,0.7,2,NA,NA,NA,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2016/06/27/dd2390a796a155ff0c0f22c0b4aa4735_FORMATO.png",84847,14,"STC","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2016/04/30/4238400ed396294e767c230a127d5f39_FORMATO.png",85591,14,"INT","lat","Nulo",1.4,8.46,0.05,2.85,12,1,4,23,3,7,1,38,20,1,NA,NA,NA,NA,4,NA,NA,NA,NA
"493","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,14,"PAL","ata","Nulo",1.1,3.77,-0.65,2.27,3,NA,2,3,NA,4,NA,7,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"494","Gustavo Ramos Vasconcelos de Oliveira","Gustavo Ramos","https://s.glbimg.com/es/sde/f/2016/04/28/a6f901fdd02918665d522c7a1384ba8a_FORMATO.jpeg",85596,14,"INT","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,14,"ATL","mei","Nulo",0,5.01,0,1.23,4,NA,1,12,1,5,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Matías Pisano","Pisano","https://s.glbimg.com/es/sde/f/2016/04/29/8007720f25e14fc4faca58ccdf8a89fa_FORMATO.png",93567,14,"CRU","mei","Nulo",0,2.96,0,1.45,4,NA,1,9,NA,3,2,11,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"497","Sergio Agostinho de Oliveira Vieira","Sergio Vieira","https://s.glbimg.com/es/sde/f/2016/07/05/88ee2bf6dabca00682ca3dc3e7867872_FORMATO.png",92837,14,"AME","tec","Provável",1.25,6.04,0.09,1.69,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2016/06/30/a0b842a942167f0506027b767d7c1062_FORMATO.png",63110,14,"CHA","lat","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Daniel Sampaio Simões","Danielzinho","https://s.glbimg.com/es/sde/f/2016/04/29/8b1e3dc9185048c52bee9ac7faa1d27f_FORMATO.png",93791,14,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Dener Gonçalves Pinheiro","Dener","https://s.glbimg.com/es/sde/f/2016/04/29/44b631eb22a18bd8eeb9d70b4793eacd_FORMATO.png",84887,14,"FIG","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,14,"SAO","mei","Nulo",0,2.58,0,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Fernando Medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2016/05/01/834fe463de30d72d6e401c844feb7092_FORMATO.png",92841,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,14,"PAL","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Gervasio Daniel Núñez","Gervasio Núñez","https://s.glbimg.com/es/sde/f/2016/05/20/f3f94ef0c4f0873bd1f6a82953360998_FORMATO.png",93697,14,"BOT","mei","Nulo",0,3.38,0,1.7,9,NA,1,6,4,8,1,13,2,3,1,1,NA,NA,NA,NA,NA,NA,NA
"505","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,14,"BOT","zag","Nulo",0,6.67,0,1.1,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2016/05/01/956f8c7210c70087792d97d2e527d60c_FORMATO.png",93378,14,"PAL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Diogo Mateus de Almeida Rodrigues Maciel","Diogo Mateus","https://s.glbimg.com/es/sde/f/2016/07/08/251700fb187a9901f60d1304afc6530f_FORMATO.jpeg",85882,14,"PON","lat","Dúvida",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2016/05/01/cc19b9e55d163ff47e693633d0443a0d_FORMATO.png",93368,14,"SAN","zag","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,14,"PON","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2016/04/20/2a554728394f1684ee7952e88936bbc4_FORMATO.png",92981,14,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2016/05/01/d699ce96a133a9a4277276ec939d0670_FORMATO.png",84890,14,"VIT","lat","Provável",5.5,5.21,1.04,3.9,7,NA,2,10,1,10,NA,27,11,2,NA,1,NA,NA,2,NA,NA,NA,NA
"512","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2016/05/01/57ea55576ea726448dc22e88900674b7_FORMATO.png",84917,14,"PON","lat","Dúvida",-2.8,5.47,-1.5,1.3,13,NA,5,21,2,9,NA,35,9,NA,1,1,NA,NA,3,NA,NA,NA,NA
"513","Bruno Rafael Rodrigues do Nascimento","Bruno Rodrigues","https://s.glbimg.com/es/sde/f/2016/04/26/82136cdf105e3a392a1e3f8509d4e0d4_FORMATO.jpeg",92811,14,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Diego Martín Alaníz Ávila","Martín Alaníz","https://s.glbimg.com/es/sde/f/2016/04/27/042d0503340a798e9066221b1fe16acb_FORMATO.png",93566,14,"CHA","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2016/04/29/cfce25280f9e71de54a5d5d03d8db439_FORMATO.png",93790,14,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,14,"SPO","ata","Dúvida",-1.4,4.38,0.36,-0.27,11,NA,NA,6,1,4,2,7,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"517","Aylon Darwin Tavella","Aylon","https://s.glbimg.com/es/sde/f/2016/05/30/9e4b6ca91c312f6c06d72158fcb584d7_FORMATO.png",85930,14,"INT","ata","Contundido",0,7.8,0,3.69,9,NA,1,4,4,6,NA,1,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"518","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2016/05/01/34831256992fc14506e63c0ef90d673a_FORMATO.png",93146,14,"VIT","mei","Nulo",0,1.77,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2016/04/27/0a298c039ef1a79534673291fb4e5ca3_FORMATO.png",85931,14,"CHA","mei","Nulo",0,4.32,0,2.12,8,1,2,10,1,6,NA,14,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"520","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,14,"ATL","mei","Nulo",0,1.1,0,-0.5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/04/20/9dde03b8c7fb0afd5732393740be4306_FORMATO.png",93151,14,"FLA","ata","Nulo",0,0.81,0,0.1,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2016/05/20/f750960ead90efa047c243b4b6b090cc_FORMATO.png",93797,14,"BOT","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2016/05/25/fa74c67a09ae2839dcbb42ddf5a6d1f3_FORMATO.png",86143,14,"ATL","zag","Nulo",2.5,2.78,-0.25,2.35,6,NA,1,3,1,1,1,5,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"524","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2016/01/29/130dd023165feb260311b9a537b660e0_FORMATO.jpeg",86411,14,"PON","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
