,atletas.nome,atletas.rodada_id,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.variacao_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.apelido,atletas.minimo_para_valorizar,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,V,GC
348,Caio Fernando de Oliveira,11,2.1,caio-paulista,2,0.0,102318,False,Palmeiras,0.0,5.96,6,2,C. Paulista,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,Caio Paulista,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
349,Carlos de Menezes Júnior,11,4.61,caca,3,1.06,102340,True,Corinthians,9.6,9.74,7,8,Cacá,264,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Cacá,,,,,,,2.0,4.0,8.0,1.0,6.0,7.0,,2.0,,1.0,,,,,2.0
350,Ángelo Giovanni Araos Llanos,11,0.0,araos,4,0.0,102352,False,Atlético-GO,0.0,3.0,6,0,Araos,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Araos,,,,,,,,,,,,,,,,,,,,,
351,Gonzalo Mathías Mastriani Borges,11,5.39,mastriani,5,-0.12,102561,True,Athlético-PR,7.3,8.69,7,10,Mastriani,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,Mastriani,,,,,,,,7.0,6.0,3.0,5.0,4.0,2.0,4.0,3.0,,,,,,
352,Hélio Júnio Nunes de Castro,11,6.81,helinho,5,0.72,102598,True,Bragantino,8.5,9.01,7,7,Helinho,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,Helinho,,1.0,,,,,,7.0,8.0,3.0,7.0,9.0,,3.0,,1.0,,,,,
353,Thiago Beserra dos Santos Conti,11,-0.1,thiaguinho,4,0.0,102599,False,Juventude,0.0,1.31,6,3,Thiaguinho,286,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,Thiaguinho,,,,,,1.0,,1.0,5.0,,,2.0,,,,,,,,,
354,Julimar Silva Oliveira Júnior,11,2.16,julimar,5,0.04,102796,True,Athlético-PR,0.8,4.04,6,10,Julimar,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,Julimar,,1.0,,,,,,7.0,10.0,6.0,5.0,2.0,,,1.0,1.0,,,,,
355,Miguel David Terans Pérez,11,0.0,terans,4,-1.07,102878,True,Fluminense,-1.6,3.26,6,5,Terans,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,Terans,,1.0,,,,,,,4.0,1.0,,2.0,,,,,,,,,
356,Anderson Silva da Paixão,11,3.0,anderson,1,-1.5,102906,True,Cruzeiro,-1.5,2.79,7,10,Anderson,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,Anderson,,1.0,29.0,,14.0,,3.0,,,,,2.0,,,,,,,,,
357,Matheus Henrique Teixeira,11,0.0,matheus-teixeira,1,0.0,102907,False,Criciúma,0.0,3.0,6,0,M. Teixeira,288,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,Matheus Teixeira,,,,,,,,,,,,,,,,,,,,,
358,Luan Vinícius da Silva Santos,11,0.46,luan-vinicius,4,-0.31,102909,True,Vitória,-0.8,2.35,6,7,L. Vinícius,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,Luan Vinícius,,2.0,,,,,,5.0,6.0,,,2.0,,,,,,,,,
359,Agustín Canobbio Graviz,11,5.48,canobbio,5,0.0,102928,False,Athlético-PR,0.0,10.2,6,6,Canobbio,293,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,Canobbio,,,,,,,,7.0,6.0,1.0,6.0,5.0,,2.0,2.0,1.0,1.0,,,,
360,Ignacio Jesús Laquintana Marsico - Nacho,11,1.56,laquintana,5,-0.27,103014,True,Bragantino,-0.3,3.26,6,7,Laquintana,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,Laquintana,,1.0,,,,,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,
361,Mateus Gonçalves Martins,11,1.3,mateus-goncalves,5,0.0,103076,False,Vitória,0.0,2.83,6,4,M. Gonçalves,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ASVHNr0.png,Mateus Gonçalves,,,,,,,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,
362,Eric dos Santos Rodrigues,11,4.04,eric-ramires,4,1.18,103295,True,Bragantino,8.0,7.09,6,11,E. Ramires,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,Eric Ramires,,2.0,,,,,,9.0,8.0,3.0,8.0,8.0,1.0,2.0,,1.0,,,,,
363,Matheus Alexandre Anastácio de Souza,11,3.64,matheus-alexandre,2,-0.16,103347,True,Cuiabá,5.2,5.55,7,7,M. Alexandre,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,Matheus Alexandre,,2.0,,,,,3.0,11.0,11.0,,2.0,2.0,,,,,,,,,
364,Leandro Emmanuel Martínez,11,3.3,emmanuel-martinez,4,-1.75,103388,True,Fortaleza,-1.1,6.22,6,4,E. Martínez,356,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,Emmanuel Martínez,,2.0,,,,,,5.0,4.0,1.0,4.0,6.0,1.0,,,,,,,,
365,Kaio Jorge Pinto Ramos,11,0.0,kaio-jorge,5,0.0,103445,False,Cruzeiro,0.0,8.0,6,0,K. Jorge,283,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,Kaio Jorge,,,,,,,,,,,,,,,,,,,,,
366,João Victor Andrade Caetano,11,0.17,caetano,3,0.21,103575,True,Corinthians,1.7,3.91,6,3,Caetano,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,Caetano,,,,,,,,3.0,2.0,,,1.0,,,,,1.0,,,,
367,Rafael Bilu Mudesto,11,0.0,rafael-bilu,5,0.0,103576,False,Cruzeiro,0.0,2.0,6,0,R. Bilu,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,Rafael Bilu,,,,,,,,,,,,,,,,,,,,,
368,Kaíque Rocha Lima,11,3.75,kaique-rocha,3,-0.38,103684,True,Athlético-PR,0.2,6.32,7,11,K. Rocha,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,Kaíque Rocha,,,,,,,4.0,15.0,6.0,,2.0,7.0,,,,,,,,,
369,Jadsom Meemyas de Oliveira da Silva,11,1.22,jadsom-silva,4,0.75,103695,True,Bragantino,2.5,2.83,7,10,J. Silva,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,Jadsom Silva,,2.0,,,,,,14.0,10.0,,3.0,2.0,,,,,1.0,,,,
370,Gabriel Veron Fonseca de Souza,11,1.79,gabriel-veron,5,1.24,103764,True,Cruzeiro,8.1,4.53,6,9,G. Veron,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,Gabriel Veron,,1.0,,,,,,5.0,3.0,1.0,3.0,1.0,,1.0,1.0,,,,,,
371,Gabriel Vinícius Menino,11,2.39,gabriel-menino,4,-0.08,103767,True,Palmeiras,2.6,5.22,7,10,G. Menino,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,Gabriel Menino,,2.0,,,,,,14.0,14.0,3.0,7.0,9.0,,,4.0,,,,,,
372,Higor Matheus Meritão,11,2.9,higor-meritao,4,0.0,103987,False,Criciúma,0.0,3.51,6,6,H. Meritão,288,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,Higor Meritão,,2.0,,,,,,7.0,8.0,2.0,2.0,3.0,,1.0,1.0,,,,,,
373,José Sabino Chagas Monteiro,11,0.0,sabino,3,0.0,104075,False,São Paulo,0.0,5.0,6,0,Sabino,276,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,Sabino,,,,,,,,,,,,,,,,,,,,,
374,Carlos Miguel dos Santos Pereira,11,4.42,carlos-miguel,1,0.0,104084,False,Corinthians,0.0,6.85,6,6,C. Miguel,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_2FClDmd.png,Carlos Miguel,,3.0,25.0,,7.0,,2.0,,,,,1.0,,,,,,,,,
375,Bruno de Lara Fuchs,11,1.67,bruno-fuchs,3,-0.61,104085,True,Atlético-MG,0.6,4.37,7,6,B. Fuchs,282,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,Bruno Fuchs,,2.0,,,,,1.0,8.0,7.0,,,5.0,,,,,1.0,,,,
376,Lucas Willians Assis Arcanjo,11,1.74,lucas-arcanjo,1,0.04,104118,True,Vitória,3.0,3.28,7,10,L. Arcanjo,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,Lucas Arcanjo,,1.0,37.0,,19.0,,,,,,,1.0,,,,,,,,,
377,Ruan de Oliveira Ferreira,11,0.0,ruan,4,0.0,104153,False,Corinthians,0.0,3.0,6,0,Ruan,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,Ruan,,,,,,,,,,,,,,,,,,,,,
378,Raul Jonas Steffens,11,0.0,raul,1,0.0,104191,False,Botafogo,0.0,2.0,6,0,Raul,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,Raul,,,,,,,,,,,,,,,,,,,,,
379,Edson Guilherme Mendes dos Santos,11,0.0,edson-carioca,5,0.0,104204,False,Juventude,0.0,2.0,6,0,E. Carioca,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,Edson Carioca,,,,,,,,,,,,,,,,,,,,,
380,João Victor da Silva Marcelino,11,1.17,joao-victor,3,0.32,104250,True,Vasco,1.0,4.42,7,6,J. Victor,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,João Victor,,1.0,,,,,,7.0,4.0,,1.0,6.0,,,,,1.0,,,,
381,Adriano Martins da Fonseca,11,2.92,adriano-martins,3,2.2,104253,True,Atlético-GO,12.2,5.28,7,7,A. Martins,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,Adriano Martins,,3.0,,,,,2.0,9.0,7.0,3.0,1.0,1.0,,,2.0,,,,,,
382,João Lucas de Almeida Carvalho,11,4.42,joao-lucas,2,0.05,104257,True,Juventude,6.2,6.24,7,8,J. Lucas,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,João Lucas,,1.0,,,,,2.0,18.0,11.0,1.0,3.0,9.0,,,,,,,,,
383,Lucas Felipe Calegari,11,1.75,calegari,2,-0.43,104276,True,Fluminense,0.4,3.5,6,2,Calegari,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,Calegari,,,,,,1.0,,3.0,2.0,,,3.0,,,,,,,,,
384,Eduardo Marcelo Rodrigues Nunes,11,3.2,dudu,4,0.0,104330,False,Vitória,0.0,4.48,6,4,Dudu,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,Dudu,,2.0,,,,,,14.0,5.0,,,5.0,,,,,1.0,,,,
385,Matheus Mendes Werneck de Oliveira,11,1.5,matheus-mendes,1,0.0,104383,False,Atlético-MG,0.0,3.28,6,1,M. Mendes,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,Matheus Mendes,,,5.0,,4.0,,,,,,,1.0,,,,,,,,,
386,Igor Gomes Silva,11,7.02,igor-gomes,3,-0.19,104385,True,Internacional,7.5,8.36,6,5,I. Gomes,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,Igor Gomes,,,,,,,5.0,3.0,1.0,,1.0,2.0,,,,1.0,,,,,
387,Christian Roberto Alves Cardoso,11,2.72,christian,4,1.71,104502,True,Athlético-PR,10.2,6.32,7,7,Christian,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,Christian,,2.0,,,,,,8.0,17.0,2.0,1.0,11.0,,1.0,2.0,,,,,,
388,Fabrício Oliveira de Souza,11,0.0,fabricio,1,0.0,104588,False,Bragantino,0.0,0.85,6,0,Fabrício,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,Fabrício,,,,,,,,,,,,,,,,,,,,,
389,Moisés Vieira da Veiga,11,1.28,moises,5,0.0,104666,False,Fortaleza,0.0,4.38,5,6,Moisés,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,Moisés,,,,,,,,,,4.0,3.0,1.0,,,,,,,,,
390,Newton Araújo da Costa Júnior,11,4.4,newton,4,0.0,104693,False,Criciúma,0.0,4.12,7,3,Newton,288,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,Newton,,,,,,,,2.0,1.0,,2.0,3.0,,1.0,,,,,,,
391,Juan Pablo Vojvoda Rizzo,11,4.35,juan-vojvoda,6,-0.34,104754,True,Fortaleza,4.57,8.49,7,10,J. Vojvoda,356,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,Juan Vojvoda,,,,,,,,,,,,,,,,,,,,3.0,
392,Leonardo Ezequiel Godoy,11,3.76,leo-godoy,2,0.0,104759,False,Athlético-PR,0.0,7.42,7,8,L. Godoy,293,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,Leo Godoy,,2.0,,,,,4.0,5.0,13.0,,2.0,1.0,,1.0,1.0,,,,,,
393,Nicolás Brian Acevedo Tabárez,11,0.0,acevedo,4,0.0,104783,False,Bahia,0.0,5.0,5,0,Acevedo,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,Acevedo,,,,,,,,,,,,,,,,,,,,,
394,Wagner Leonardo Calvelo de Souza,11,2.7,wagner-leonardo,3,0.33,104994,True,Vitória,3.7,4.82,7,9,W. Leonardo,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,Wagner Leonardo,,,,,,,,6.0,3.0,2.0,2.0,2.0,,2.0,,,1.0,,,,
395,João Marcelo Messias Ferreira,11,3.81,joao-marcelo,3,-0.66,105047,True,Cruzeiro,2.1,4.53,7,10,J. Marcelo,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,João Marcelo,,1.0,,,,,3.0,12.0,6.0,2.0,2.0,5.0,,,1.0,1.0,,,,,
396,Bento Matheus Krepski,11,6.29,bento,1,0.0,105208,False,Athlético-PR,0.0,10.15,6,7,Bento,293,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_CEULB4Y.png,Bento,,1.0,23.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,
397,Nahuel Adolfo Ferraresi Hernández,11,4.47,ferraresi,3,0.0,105300,False,São Paulo,0.0,5.97,6,4,Ferraresi,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,Ferraresi,,,,,,,1.0,4.0,4.0,,1.0,1.0,,1.0,,,,,,,
398,Gabriel Lheman Xavier - Lhman,11,3.21,gabriel-xavier,3,-0.07,105373,True,Bahia,1.8,5.35,7,9,G. Xavier,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,Gabriel Xavier,,2.0,,,,,3.0,11.0,12.0,2.0,3.0,3.0,,,,,,,,,
399,Matheus Lima Beltrão Oliveira Valin,11,4.85,matheus-bidu,2,0.0,105531,False,Corinthians,0.0,6.06,6,2,M. Bidu,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,Matheus Bidu,,,,,,,1.0,2.0,3.0,1.0,,4.0,,,,,,,,,
400,Rikelme Hernandes Amorim Rocha,11,3.72,rikelme,2,0.98,105547,True,Cuiabá,9.1,6.11,6,7,Rikelme,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,Rikelme,,,,,,,3.0,8.0,4.0,1.0,,3.0,,,1.0,,,,,,
401,Juan Martín Lucero,11,2.89,lucero,5,0.0,105568,False,Fortaleza,0.0,9.22,7,8,Lucero,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,Lucero,,3.0,,,,,,2.0,9.0,3.0,5.0,6.0,,2.0,2.0,,,,,,
402,Lucas Piton Crivellaro,11,2.63,lucas-piton,2,0.76,105584,True,Vasco,5.6,6.01,7,9,L. Piton,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,Lucas Piton,,2.0,,,,,,20.0,11.0,,5.0,2.0,,,,,,,,,
403,Roni Medeiros de Moura,11,0.43,roni,4,0.0,105585,False,Atlético-GO,0.0,2.39,6,4,Roni,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,Roni,,2.0,,,,,,3.0,3.0,,,2.0,,,,,,,,,
404,Maurício Magalhães Prado,11,2.56,mauricio,4,0.0,105647,False,Internacional,0.0,6.27,5,5,Maurício,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mH51PBM.png,Maurício,,1.0,,,,,,6.0,4.0,2.0,3.0,6.0,,,,,,,,,
405,Wesley Ribeiro Silva,11,8.64,wesley,5,-1.34,105811,True,Internacional,4.6,11.59,7,9,Wesley,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,Wesley,,2.0,,,,,,13.0,20.0,6.0,11.0,27.0,1.0,4.0,4.0,1.0,,,1.0,,
406,Lucas Belezi Barbosa,11,0.0,belezi,3,0.0,105844,False,Athlético-PR,0.0,2.0,6,0,Belezi,293,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,Belezi,,,,,,,,,,,,,,,,,,,,,
407,Matheus de Araújo Andrade,11,0.6,matheus-araujo,4,-0.08,105845,True,Corinthians,1.2,3.52,6,2,M. Araújo,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,Matheus Araújo,,,,,,,,1.0,,,,,,,,,,,,,
408,José Gabriel dos Santos Silva,11,1.7,ze-gabriel,4,0.0,105902,False,Vasco,0.0,2.8,6,6,Z. Gabriel,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,Zé Gabriel,,3.0,,,,,,9.0,9.0,1.0,3.0,3.0,,,,,,,,,
409,Rômulo Zanre Zwarg,11,3.7,romulo,4,0.0,105911,False,Internacional,0.0,4.72,6,3,Rômulo,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,Rômulo,,1.0,,,,,,8.0,4.0,1.0,,5.0,,,,,,,,,
410,Sergio Ramón Rochet Álvarez,11,4.0,rochet,1,0.0,105949,False,Internacional,0.0,6.62,6,5,Rochet,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,Rochet,,1.0,12.0,,3.0,,2.0,,,,,4.0,,,,,,,,,
411,Ewerthon Diógenes da Silva,11,2.85,ewerthon,2,0.15,106082,True,Juventude,2.4,4.13,6,2,Ewerthon,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,Ewerthon,,,,,,,,2.0,1.0,1.0,3.0,,,,,,,,,,
412,Thiago Carpini Barbosa,11,4.28,thiago-carpini,6,-0.41,106147,True,Vitória,4.01,7.7,7,7,T. Carpini,287,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,Thiago Carpini,,,,,,,,,,,,,,,,,,,,2.0,
413,Lucas Alexandre Galdino de Azevedo,11,1.5,lucao,1,0.0,106160,False,Bragantino,0.0,3.08,6,2,Lucão,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,Lucão,,,5.0,,2.0,,,,,,,,,,,,,,,,
414,Bruno Gomes da Silva Clevelário,11,-0.3,bruno-gomes,4,0.0,106202,False,Internacional,0.0,2.06,6,4,B. Gomes,285,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,Bruno Gomes,,1.0,,,,,,,4.0,,,2.0,,,,,,,,,
415,Leonardo Javier Realpe Montaño,11,0.0,realpe,3,0.0,106299,False,Bragantino,0.0,4.0,6,0,Realpe,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,Realpe,,,,,,,,,,,,,,,,,,,,,
416,Caio Alexandre Souza e Silva,11,2.93,caio-alexandre,4,0.19,106323,True,Bahia,2.8,5.89,7,10,C. Alexandre,265,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,Caio Alexandre,,1.0,,,,,,12.0,9.0,1.0,,19.0,,1.0,1.0,,,,,,
417,Wesley David de Oliveira Andrade,11,5.5,wesley-gasolina,2,0.0,106327,False,Cruzeiro,0.0,3.92,6,1,W. Gasolina,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,Wesley Gasolina,,,,,,,1.0,,,,,1.0,,,,,,,,,
418,Jhonata Robert Alves da Silva,11,0.0,jhonata-robert,5,0.0,106371,False,Grêmio,0.0,2.0,6,0,J. Robert,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,Jhonata Robert,,,,,,,,,,,,,,,,,,,,,
419,Eduardo Gonzaga Mendes Santos,11,1.89,eduardo-santos,3,0.0,106434,False,Bragantino,0.0,3.74,7,7,E. Santos,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,Eduardo Santos,,1.0,,,,,1.0,6.0,1.0,,1.0,3.0,,,,,,,,,
420,Lucas Hernán Villalba,11,1.67,villalba,3,-0.98,106593,True,Cruzeiro,0.0,4.48,6,3,Villalba,283,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,Villalba,,,,,,,1.0,,,,,,,,,,,,,,
421,Rodrigo Nestor Bertalia,11,2.17,rodrigo-nestor,4,1.08,106822,True,São Paulo,7.0,5.59,2,9,R. Nestor,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,Rodrigo Nestor,,2.0,,,,,,3.0,5.0,5.0,2.0,4.0,,,1.0,2.0,,,,,
422,Welington Damascena Santos,11,6.19,welington,2,-0.92,106824,True,São Paulo,0.6,8.33,7,9,Welington,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,Welington,,,,,,,4.0,20.0,8.0,1.0,3.0,11.0,,,,1.0,,,,,
423,Patryck Lanza dos Reis,11,1.4,patryck,2,-0.68,106829,True,São Paulo,-0.8,2.51,6,2,Patryck,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,Patryck,,1.0,,,,,,3.0,1.0,,,1.0,,,,,,,,,
424,Juan Santos da Silva,11,2.22,juan,5,-0.39,106831,True,São Paulo,-0.3,3.41,6,5,Juan,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,Juan,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
425,Luan Patrick Wiedthauper,11,0.0,luan-patrick,3,0.0,106835,False,Athlético-PR,0.0,5.0,6,0,L. Patrick,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,Luan Patrick,,,,,,,,,,,,,,,,,,,,,
426,Clayton Fernandes Silva,11,0.95,clayton,5,0.0,106931,False,Vasco,0.0,3.15,6,6,Clayton,267,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,Clayton,,,,,,,,2.0,7.0,1.0,5.0,1.0,,,3.0,,,,,,
427,Fernando Augusto Pereira Bueno Júnior,11,2.53,fernando,2,0.0,106950,False,Athlético-PR,0.0,4.92,6,3,Fernando,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,Fernando,,,,,,,1.0,2.0,2.0,,1.0,,,,,,,,,,
428,Luciano Batista da Silva Júnior,11,3.69,luciano-juba,2,0.36,107093,True,Bahia,5.0,6.12,7,10,L. Juba,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,Luciano Juba,,,,,,,3.0,11.0,1.0,1.0,1.0,4.0,,,,1.0,,,,,
429,Richard Ríos Montoya,11,3.83,richard-rios,4,0.0,107111,False,Palmeiras,0.0,7.37,6,7,R. Ríos,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,Richard Ríos,,1.0,,,,,,11.0,8.0,,2.0,9.0,1.0,1.0,1.0,,,,,,
430,Jefferson Ruan Pereira dos Santos,11,3.92,jeffinho,5,0.0,107170,False,Botafogo,0.0,6.73,5,6,Jeffinho,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,Jeffinho,,2.0,,,,,,3.0,7.0,4.0,4.0,6.0,,1.0,,1.0,,,,,
431,Patrick de Paula Carreiro,11,-0.4,patrick-de-paula,4,0.0,107172,False,Botafogo,0.0,2.01,6,2,P. Paula,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,Patrick de Paula,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,
432,Michel Daryl Araújo Villar,11,1.86,michel-araujo,4,-0.75,107173,True,São Paulo,0.6,4.29,2,9,M. Araújo,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,Michel Araújo,,3.0,,,,,,6.0,9.0,3.0,4.0,7.0,,,,1.0,,,,,
433,Matheus Planelles Donelli,11,5.0,matheus-donelli,1,1.6,107179,True,Corinthians,7.0,4.58,7,2,M. Donelli,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,Matheus Donelli,,,12.0,,2.0,,,,,,,,,,,,,,,,
434,Leonardo Matias Baiersdorf Linck,11,2.75,leo-linck,1,0.83,107183,True,Athlético-PR,5.0,4.48,7,4,L. Linck,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,Léo Linck,,1.0,16.0,,4.0,,,,,,,,,,,,,,,,
435,Leonardo Ataíde de Oliveira Siqueira,11,0.0,leonardo-ataide,2,0.0,107191,False,Athlético-PR,0.0,2.0,6,0,L. Ataíde,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,Leonardo Ataíde,,,,,,,,,,,,,,,,,,,,,
436,Max Alves da Silva,11,1.45,max,4,-0.64,107203,True,Cuiabá,0.0,2.25,6,6,Max,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,Max,,1.0,,,,,,2.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,
