,atletas.slug,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.entrou_em_campo,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.status_id,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.apelido_abreviado,V,CA,DE,FS,GS,SG,A,DS,FC,FD,FF,G,I,CV,FT,PC,PS,PP,DP,GC
340,ferreira,Aldemir dos Santos Ferreira,0.0,0.0,,Ferreira,False,4.23,7.54,101290,5,São Paulo,19,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,27,276,Ferreira,,4.0,,28.0,,,1.0,12.0,11.0,5.0,9.0,5.0,1.0,,,,1.0,,,
341,ademir,Ademir da Silva Santos Júnior,3.6,0.26,,Ademir,True,2.29,4.44,101314,5,Bahia,18,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,27,265,Ademir,,,,11.0,,,1.0,14.0,5.0,3.0,5.0,1.0,3.0,,,,,,,
342,guga,Cláudio Rodrigues Gomes,0.0,0.0,,Guga,False,2.75,5.41,101319,2,Fluminense,6,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,27,266,Guga,,3.0,,3.0,,2.0,1.0,5.0,6.0,,1.0,,,1.0,,,,,,
343,danilo-boza,Danilo Boza Júnior,0.0,0.0,,Danilo Boza,False,3.12,5.46,101431,3,Juventude,17,7,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,27,286,D. Boza,,1.0,,5.0,,3.0,,9.0,2.0,4.0,7.0,2.0,,,,,,,,
344,pepe,João Pedro Vilardi Pinto,0.0,-0.16,,Pepê,True,2.11,4.3,101573,4,Grêmio,15,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,27,284,Pepê,,1.0,,21.0,,,,23.0,16.0,,3.0,,1.0,1.0,,,,,,
345,hugo-souza,Hugo de Souza Nogueira,9.0,0.59,,Hugo Souza,True,4.34,8.02,101574,1,Corinthians,11,7,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,27,264,H. Souza,,2.0,44.0,1.0,11.0,3.0,,1.0,,,,,,,,,,,,
346,hugo-moura,Hugo Moura Arruda da Silva,5.7,-0.01,,Hugo Moura,True,3.04,5.77,101594,4,Vasco,19,7,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,27,267,H. Moura,,5.0,,11.0,,,3.0,39.0,33.0,3.0,6.0,,,1.0,,,,,,
347,ramon,Ramon Ramos Lima,5.9,0.1,,Ramon,True,3.81,5.97,101597,2,Cuiabá,15,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,27,1371,Ramon,,6.0,,10.0,,3.0,1.0,25.0,17.0,2.0,4.0,1.0,2.0,,,,,,,
348,caio-vinicius,Caio Vinicius da Conceição,0.0,0.0,,Caio Vinícius,False,0.78,2.12,101601,4,Vitória,9,5,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,27,287,C. Vinícius,,5.0,,5.0,,,,9.0,7.0,,1.0,,,,,,,,,
349,peixoto,Daniel Nascimento Peixoto dos Santos,0.0,0.0,,Peixoto,False,0.55,1.94,101651,4,Juventude,2,5,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,27,286,Peixoto,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
350,rhaldney,Rhaldney Norberto Simião Gomes,-0.3,-0.48,,Rhaldney,True,2.37,3.11,101666,4,Atlético-GO,20,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,27,373,Rhaldney,,6.0,,18.0,,,1.0,36.0,34.0,2.0,1.0,,,,1.0,,,,,
351,felipe-jonatan,Felipe Jonatan Rocha Andrade,0.0,0.0,,Felipe Jonatan,False,3.94,6.13,101708,2,Fortaleza,17,7,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,27,356,F. Jonatan,,,,23.0,,6.0,,17.0,10.0,4.0,4.0,,,,,,,,,
352,alerrandro,Alerrandro Barra Mansa Realino de Souza,0.0,0.0,,Alerrandro,False,5.28,8.13,101715,5,Vitória,23,7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,27,287,Alerrandro,,3.0,,27.0,,,4.0,21.0,15.0,12.0,11.0,6.0,3.0,,,1.0,,,,
353,railan,Railan Reis Ferreira - Raylan,0.0,0.0,,Railan,False,3.27,4.99,101726,2,Cuiabá,13,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,27,1371,Railan,,2.0,,9.0,,2.0,3.0,11.0,7.0,2.0,3.0,,,,,1.0,,,,
354,matheuzinho,Matheus França Silva,0.0,0.0,,Matheuzinho,False,3.73,6.44,101727,2,Corinthians,22,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,27,264,Matheuzinho,,2.0,,14.0,,5.0,,39.0,11.0,4.0,4.0,,2.0,,,,1.0,,,
355,claudinho,Claudio Coelho Salvático,7.0,0.7,,Claudinho,True,4.28,6.25,101752,2,Criciúma,23,2,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,27,288,Claudinho,,3.0,,4.0,,3.0,3.0,38.0,8.0,3.0,5.0,2.0,3.0,,1.0,,,,,
356,jean-david,Jean David Meneses Villarroel,0.0,0.0,,Jean David,False,1.45,5.61,101768,5,Vasco,2,7,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,27,267,J. David,,,,1.0,,,,2.0,,,,,,,,,,,,
357,mayk,Mayksilvan da Silva Ferreira,0.0,-1.02,,Mayk,True,2.75,3.74,101820,2,Grêmio,4,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,27,284,Mayk,,,,,,1.0,,5.0,,,,,,,,,,,,
358,vitinho,Vitor Hugo Naum dos Santos,1.7,-0.44,,Vitinho,True,3.67,8.0,101960,5,Bragantino,21,7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,27,280,Vitinho,,6.0,,13.0,,,3.0,21.0,22.0,9.0,13.0,2.0,1.0,,2.0,,,,,
359,britez,Emanuel Fermín Brítez,8.3,0.99,,Brítez,True,3.37,4.98,101995,3,Fortaleza,19,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,27,356,Brítez,,8.0,,7.0,,6.0,2.0,25.0,15.0,1.0,6.0,,2.0,1.0,,,,,,
360,piquerez,Joaquín Piquerez Moreira,0.0,0.0,,Piquerez,False,6.23,11.15,102130,2,Palmeiras,16,5,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,27,275,Piquerez,,2.0,,19.0,,7.0,,22.0,10.0,5.0,15.0,2.0,,,,,,,,
361,vitor-eudes,Vitor Eudes de Souza Costa,0.0,0.0,,Vitor Eudes,False,0.0,1.0,102137,1,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,27,266,V. Eudes,,,,,,,,,,,,,,,,,,,,
362,lucas-halter,Lucas Halter,0.0,0.0,,Lucas Halter,False,2.95,6.47,102253,3,Botafogo,16,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,27,263,L. Halter,,4.0,,6.0,,5.0,,11.0,17.0,2.0,7.0,1.0,,,,1.0,,,,
363,caio-paulista,Caio Fernando de Oliveira,0.0,0.0,,Caio Paulista,False,3.25,5.58,102318,2,Palmeiras,13,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,27,275,C. Paulista,,1.0,,5.0,,6.0,,9.0,9.0,4.0,1.0,,,1.0,,,,,,
364,caca,Carlos de Menezes Júnior,5.0,0.68,,Cacá,True,3.43,7.8,102340,3,Corinthians,21,7,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,27,264,Cacá,,3.0,,11.0,,5.0,1.0,17.0,22.0,2.0,12.0,3.0,,1.0,,1.0,,,,2.0
365,araos,Ángelo Giovanni Araos Llanos,0.0,0.0,,Araos,False,0.0,3.0,102352,4,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,27,373,Araos,,,,,,,,,,,,,,,,,,,,
366,mastriani,Gonzalo Mathías Mastriani Borges,0.0,-0.6,,Mastriani,True,3.83,6.75,102561,5,Athlético-PR,17,7,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,27,293,Mastriani,,,,7.0,,,,9.0,11.0,4.0,11.0,4.0,3.0,,3.0,,,,,
367,thiaguinho,Thiago Beserra dos Santos Conti,0.0,0.0,,Thiaguinho,False,0.94,1.93,102599,4,Juventude,5,6,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,27,286,Thiaguinho,,1.0,,5.0,,,,5.0,6.0,,,,,,,1.0,,,,
368,julimar,Julimar Silva Oliveira Júnior,4.1,0.28,,Julimar,True,3.36,5.22,102796,5,Athlético-PR,24,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,27,293,Julimar,,2.0,,8.0,,,1.0,23.0,21.0,14.0,15.0,3.0,4.0,,,,,,,
369,terans,Miguel David Terans Pérez,0.0,0.0,,Terans,False,0.97,4.06,102878,4,Fluminense,7,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,27,266,Terans,,1.0,,5.0,,,,3.0,5.0,2.0,1.0,,,,,,,,,
370,anderson,Anderson Silva da Paixão,0.0,0.0,,Anderson,False,3.73,4.7,102906,1,Cruzeiro,15,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,27,283,Anderson,,1.0,43.0,2.0,17.0,6.0,,,,,,,,,,,,,,
371,matheus-teixeira,Matheus Henrique Teixeira,0.0,0.0,,Matheus Teixeira,False,0.0,3.0,102907,1,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,27,288,M. Teixeira,,,,,,,,,,,,,,,,,,,,
372,luan-vinicius,Luan Vinícius da Silva Santos,0.9,-0.13,,Luan Vinícius,True,1.13,2.53,102909,4,Vitória,19,7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,27,287,L. Vinícius,,4.0,,13.0,,,,14.0,19.0,2.0,3.0,,,,1.0,,,,,
373,canobbio,Agustín Canobbio Graviz,0.0,0.0,,Canobbio,False,5.2,10.61,102928,5,Athlético-PR,14,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,27,293,Canobbio,,3.0,,12.0,,,1.0,17.0,9.0,9.0,10.0,4.0,7.0,1.0,,,,,,
374,eric-ramires,Eric dos Santos Rodrigues,0.0,0.0,,Eric Ramires,False,3.64,5.94,103295,4,Bragantino,18,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,27,280,E. Ramires,,3.0,,18.0,,,2.0,16.0,15.0,4.0,10.0,2.0,,,2.0,,,,,
375,matheus-alexandre,Matheus Alexandre Anastácio de Souza,6.7,0.96,,Matheus Alexandre,True,3.22,5.66,103347,2,Cuiabá,17,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,27,1371,M. Alexandre,,4.0,,6.0,,4.0,,32.0,18.0,1.0,3.0,,,,,1.0,,,,
376,emmanuel-martinez,Leandro Emmanuel Martínez,8.7,1.33,,Emmanuel Martínez,True,3.0,6.53,103388,4,Fortaleza,8,6,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,27,356,E. Martínez,,2.0,,10.0,,,1.0,9.0,7.0,1.0,4.0,,1.0,,1.0,,,,,
377,kaio-jorge,Kaio Jorge Pinto Ramos,0.9,-0.31,,Kaio Jorge,True,2.42,5.13,103445,5,Cruzeiro,10,7,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,27,283,K. Jorge,,2.0,,9.0,,,1.0,3.0,12.0,4.0,5.0,1.0,1.0,,,,,,,
378,ignacio,Ignácio da Silva Oliveira,0.0,0.0,,Ignácio,False,7.55,8.25,103523,3,Fluminense,2,6,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,27,266,Ignácio,,,,3.0,,1.0,,7.0,2.0,,1.0,,,,,,,,,
379,caetano,João Victor Andrade Caetano,0.0,0.0,,Caetano,False,0.22,2.93,103575,3,Corinthians,5,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,27,264,Caetano,,,,1.0,,,,4.0,4.0,,,,,1.0,,,,,,
380,gabriel-fuentes,Gabriel Rafael Fuentes Gómez,0.0,-0.74,,Gabriel Fuentes,True,0.0,4.62,103672,2,Fluminense,2,6,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,27,266,G. Fuentes,,,,,,,,,,,,,,,,,,,,
381,kaique-rocha,Kaíque Rocha Lima,7.9,0.52,,Kaíque Rocha,True,3.25,6.75,103684,3,Athlético-PR,24,7,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,27,293,K. Rocha,,2.0,,9.0,,6.0,1.0,32.0,14.0,3.0,4.0,,1.0,,,,,,,
382,jadsom-silva,Jadsom Meemyas de Oliveira da Silva,0.0,0.0,,Jadsom Silva,False,1.29,2.72,103695,4,Bragantino,18,7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,27,280,J. Silva,,5.0,,3.0,,,,28.0,25.0,1.0,3.0,,,1.0,,,,,,
383,gabriel-veron,Gabriel Veron Fonseca de Souza,2.1,0.32,,Gabriel Veron,True,2.78,4.37,103764,5,Cruzeiro,17,2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,27,283,G. Veron,,2.0,,2.0,,,1.0,13.0,9.0,2.0,5.0,3.0,1.0,,,,,,,
384,gabriel-menino,Gabriel Vinícius Menino,0.0,0.0,,Gabriel Menino,False,2.82,5.2,103767,4,Palmeiras,19,5,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,27,275,G. Menino,,5.0,,19.0,,,,25.0,23.0,6.0,14.0,1.0,4.0,,,,,,,
385,higor-meritao,Higor Matheus Meritão,0.0,0.0,,Higor Meritão,False,3.01,3.91,103987,4,Criciúma,14,6,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,27,288,H. Meritão,,3.0,,11.0,,,,16.0,18.0,3.0,8.0,2.0,1.0,,,,,,,
386,sabino,José Sabino Chagas Monteiro,0.0,0.0,,Sabino,False,3.42,6.56,104075,3,São Paulo,5,7,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,27,276,Sabino,,1.0,,1.0,,2.0,,5.0,4.0,1.0,2.0,,,,,,,,,
387,bruno-fuchs,Bruno de Lara Fuchs,0.0,0.0,,Bruno Fuchs,False,2.27,4.22,104085,3,Atlético-MG,17,7,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,27,282,B. Fuchs,,6.0,,10.0,,2.0,1.0,24.0,16.0,,1.0,,,1.0,1.0,,,,,
388,lucas-arcanjo,Lucas Willians Assis Arcanjo,0.0,0.0,,Lucas Arcanjo,False,2.51,4.44,104118,1,Vitória,25,7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,27,287,L. Arcanjo,,3.0,82.0,6.0,39.0,4.0,,,,,,,,,,,,,,
389,ruan,Ruan de Oliveira Ferreira,0.0,0.0,,Ruan,False,0.0,3.0,104153,4,Corinthians,0,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,27,264,Ruan,,,,,,,,,,,,,,,,,,,,
390,raul,Raul Jonas Steffens,0.0,0.0,,Raul,False,0.0,2.0,104191,1,Botafogo,0,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,27,263,Raul,,,,,,,,,,,,,,,,,,,,
391,edson-carioca,Edson Guilherme Mendes dos Santos,0.0,0.0,,Edson Carioca,False,2.7,3.38,104204,5,Juventude,5,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,27,286,E. Carioca,,,,4.0,,,1.0,5.0,5.0,1.0,1.0,,,,,,,,,
392,joao-victor,João Victor da Silva Marcelino,0.0,0.0,,João Victor,False,3.06,6.85,104250,3,Vasco,12,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,27,267,J. Victor,,3.0,,12.0,,2.0,,15.0,7.0,1.0,2.0,1.0,,1.0,,,,,,
393,adriano-martins,Adriano Martins da Fonseca,2.4,-0.18,,Adriano Martins,True,3.0,4.43,104253,3,Atlético-GO,22,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,27,373,A. Martins,,5.0,,7.0,,3.0,,40.0,23.0,5.0,8.0,,2.0,,,1.0,,,,
394,joao-lucas,João Lucas de Almeida Carvalho,3.0,-0.77,,João Lucas,True,4.85,6.43,104257,2,Juventude,17,7,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,27,286,J. Lucas,,3.0,,18.0,,4.0,2.0,32.0,22.0,1.0,7.0,1.0,,,,,,,,
395,matheus-mendes,Matheus Mendes Werneck de Oliveira,0.0,0.0,,Matheus Mendes,False,3.15,4.83,104383,1,Atlético-MG,10,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,27,282,M. Mendes,,,36.0,3.0,18.0,1.0,,,,,,,,,,,,,1.0,
396,igor-gomes,Igor Gomes Silva,0.0,0.0,,Igor Gomes,False,4.25,6.52,104385,3,Internacional,12,2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,27,285,I. Gomes,,2.0,,7.0,,5.0,1.0,10.0,7.0,,2.0,1.0,,,,,,,,
397,christian,Christian Roberto Alves Cardoso,3.4,0.57,,Christian,True,2.16,4.88,104502,4,Athlético-PR,18,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,27,293,Christian,,5.0,,23.0,,,,20.0,32.0,4.0,7.0,1.0,4.0,,,,,,,
398,igor-jesus,Igor Jesus Maciel da Cruz,1.4,-0.83,,Igor Jesus,True,6.02,6.64,104528,5,Botafogo,11,7,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,27,263,I. Jesus,,1.0,,24.0,,,,5.0,14.0,11.0,7.0,4.0,5.0,,1.0,,,,,
399,fabricio,Fabrício Oliveira de Souza,0.0,0.0,,Fabrício,False,3.0,2.02,104588,1,Bragantino,1,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,27,280,Fabrício,,,5.0,,2.0,,,,,,,,,,,,,,,
400,moises,Moisés Vieira da Veiga,0.0,0.0,,Moisés,False,2.64,5.39,104666,5,Fortaleza,15,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,27,356,Moisés,,,,4.0,,,1.0,5.0,2.0,5.0,7.0,2.0,4.0,,,,,,,
401,newton,Newton Araújo da Costa Júnior,4.9,0.34,,Newton,True,2.73,3.87,104693,4,Criciúma,18,7,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,27,288,Newton,,2.0,,13.0,,,1.0,27.0,33.0,3.0,7.0,1.0,,,,,,,,
402,juan-vojvoda,Juan Pablo Vojvoda Rizzo,7.4,0.27,,Juan Vojvoda,True,5.43,9.25,104754,6,Fortaleza,25,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,27,356,J. Vojvoda,15.0,,,,,,,,,,,,,,,,,,,
403,leo-godoy,Leonardo Ezequiel Godoy,0.0,0.0,,Leo Godoy,False,2.65,5.97,104759,2,Athlético-PR,18,6,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,27,293,L. Godoy,,3.0,,12.0,,5.0,1.0,9.0,24.0,,4.0,1.0,1.0,,,,,,,
404,acevedo,Nicolás Brian Acevedo Tabárez,0.0,0.0,,Acevedo,False,0.0,5.0,104783,4,Bahia,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,27,265,Acevedo,,,,,,,,,,,,,,,,,,,,
405,arezo,Douglas Matías Arezo Martínez,0.0,0.0,,Arezo,False,1.68,4.9,104849,5,Grêmio,5,6,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,27,284,Arezo,,,,1.0,,,,3.0,2.0,2.0,2.0,,1.0,,,,1.0,,,
406,wagner-leonardo,Wagner Leonardo Calvelo de Souza,5.9,0.08,,Wagner Leonardo,True,3.36,5.48,104994,3,Vitória,25,7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,27,287,W. Leonardo,,1.0,,7.0,,5.0,,23.0,8.0,5.0,5.0,3.0,,1.0,,,,,,
407,joao-marcelo,João Marcelo Messias Ferreira,1.7,0.09,,João Marcelo,True,3.47,4.64,105047,3,Cruzeiro,22,3,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,27,283,J. Marcelo,,6.0,,9.0,,8.0,2.0,23.0,15.0,3.0,5.0,,1.0,1.0,,,,,,
408,ferraresi,Nahuel Adolfo Ferraresi Hernández,3.6,-0.15,,Ferraresi,True,4.84,6.64,105300,3,São Paulo,13,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,27,276,Ferraresi,,1.0,,4.0,,5.0,,21.0,7.0,1.0,2.0,1.0,,,1.0,,,,,
409,hurtado,Jan Carlos Hurtado Anchico,1.3,-1.32,,Hurtado,True,2.59,4.7,105301,5,Atlético-GO,7,7,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,27,373,Hurtado,,1.0,,6.0,,,,5.0,9.0,6.0,1.0,1.0,2.0,1.0,,,,,,
410,gabriel-xavier,Gabriel Lheman Xavier - Lhman,0.9,-0.7,,Gabriel Xavier,True,3.56,5.39,105373,3,Bahia,23,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,27,265,G. Xavier,,3.0,,8.0,,8.0,,33.0,29.0,5.0,5.0,,,,,,,,,
411,matheus-bidu,Matheus Lima Beltrão Oliveira Valin,8.1,0.71,,Matheus Bidu,True,4.56,7.48,105531,2,Corinthians,12,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,27,264,M. Bidu,,1.0,,15.0,,4.0,,12.0,7.0,2.0,7.0,1.0,1.0,,,,,,,
412,lucero,Juan Martín Lucero,-0.1,-0.29,,Lucero,True,4.29,8.19,105568,5,Fortaleza,20,3,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,27,356,Lucero,,6.0,,21.0,,,1.0,6.0,24.0,10.0,11.0,7.0,5.0,,,,,,,
413,lucas-piton,Lucas Piton Crivellaro,1.2,-0.45,,Lucas Piton,True,4.58,6.64,105584,2,Vasco,21,7,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,27,267,L. Piton,,5.0,,10.0,,4.0,4.0,40.0,19.0,1.0,6.0,1.0,,,,,,,,
414,roni,Roni Medeiros de Moura,0.0,0.0,,Roni,False,1.94,2.88,105585,4,Atlético-GO,13,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,27,373,Roni,,3.0,,7.0,,,,12.0,8.0,2.0,3.0,1.0,,,,,,,,
415,mauricio,Maurício Magalhães Prado,2.9,0.13,,Maurício,True,3.16,5.93,105647,4,Palmeiras,16,7,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,27,275,Maurício,,2.0,,18.0,,,,11.0,9.0,7.0,6.0,2.0,,,1.0,,1.0,,,
416,talles-magno,Talles Magno Bacelar Martins,0.0,-0.79,,Talles Magno,True,3.25,6.59,105786,5,Corinthians,6,6,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,27,264,T. Magno,,2.0,,6.0,,,,3.0,7.0,1.0,,2.0,2.0,,,,,,,
417,wesley,Wesley Ribeiro Silva,8.9,-0.08,,Wesley,True,6.63,11.03,105811,5,Internacional,20,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,27,285,Wesley,,7.0,,60.0,,,1.0,30.0,38.0,13.0,16.0,5.0,6.0,,3.0,,3.0,,,
418,edu,Lucas Eduardo Ribeiro de Souza,0.0,0.0,,Edu,False,2.38,3.99,105842,3,Vitória,4,6,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,27,287,Edu,,1.0,,1.0,,2.0,,,,,,,,,,,,,,
419,belezi,Lucas Belezi Barbosa,0.0,0.0,,Belezi,False,0.0,2.0,105844,3,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,27,293,Belezi,,,,,,,,,,,,,,,,,,,,
420,matheus-araujo,Matheus de Araújo Andrade,0.0,0.0,,Matheus Araújo,False,0.43,2.76,105845,4,Corinthians,4,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,27,264,M. Araújo,,,,1.0,,,,1.0,,,,,,,,,,,,
421,romulo,Rômulo Zanre Zwarg,1.4,-0.45,,Rômulo,True,2.03,3.44,105911,4,Internacional,15,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,27,285,Rômulo,,2.0,,11.0,,,,23.0,22.0,1.0,2.0,,,,1.0,,,,,
422,rochet,Sergio Ramón Rochet Álvarez,0.0,-0.85,,Rochet,True,3.12,5.11,105949,1,Internacional,14,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,27,285,Rochet,,3.0,35.0,5.0,11.0,4.0,,,,,,,,,,,,,,
423,ewerthon,Ewerthon Diógenes da Silva,0.0,0.0,,Ewerthon,False,3.86,6.01,106082,2,Juventude,12,5,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,27,286,Ewerthon,,,,7.0,,2.0,1.0,10.0,2.0,3.0,6.0,1.0,,,,,,,,
424,thiago-carpini,Thiago Carpini Barbosa,6.55,-0.23,,Thiago Carpini,True,4.54,7.96,106147,6,Vitória,23,7,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,27,287,T. Carpini,8.0,,,,,,,,,,,,,,,,,,,
425,lucao,Lucas Alexandre Galdino de Azevedo,0.0,0.0,,Lucão,False,2.43,3.75,106160,1,Bragantino,7,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,27,280,Lucão,,1.0,21.0,,8.0,1.0,,,,,,,,,,,,,,
