,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,DE,GS,CA,FS,SG,G,DS,FC,FF,V,I,FD,PC,PS,A,CV,FT,PP,PI
475,Abel Ferreira,Palmeiras,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,abel-ferreira,1,A. Ferreira,1,275,7.68,7,7.68,,13.4,0.4,6,110506,True,Abel Fernando Moreira Ferreira,,,,,,,,,,1.0,,,,,,,,,
476,Lucas Besozzi,Grêmio,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,lucas-besozzi,0,L. Besozzi,1,284,0.0,6,0.0,,3.0,0.0,5,110512,False,Lucas Agustín Besozzi,,,,,,,,,,,,,,,,,,,
477,Mateus,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,mateus,0,Mateus,1,275,0.0,6,0.0,,2.0,0.0,1,110624,False,Mateus Oliveira Mendes,,,,,,,,,,,,,,,,,,,
478,Machuca,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,machuca,1,Machuca,1,356,8.5,6,8.5,,5.46,2.46,5,110667,True,Imanol Machuca,,,,,,1.0,,1.0,1.0,,,,,,,,,,
479,Esquivel,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,esquivel,1,Esquivel,1,293,9.5,7,9.5,,7.46,2.46,2,110668,True,Lucas Ángel Esquivel,,,,2.0,1.0,,3.0,3.0,1.0,,,,,,,,,,
480,Mycael,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,mycael,0,Mycael,1,293,0.0,6,0.0,,2.0,0.0,1,110698,False,Mycael Pontes Moreira,,,,,,,,,,,,,,,,,,,
481,Pedro Rangel,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,pedro-rangel,0,P. Rangel,1,373,0.0,6,0.0,,2.0,0.0,1,110708,False,Pedro Felipe de Faria Rangel,,,,,,,,,,,,,,,,,,,
482,Andrés Hurtado,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,andres-hurtado,1,A. Hurtado,1,280,4.8,7,4.8,,4.98,0.98,2,110715,True,José Andrés Hurtado Cheme,,,,,,,4.0,,,,,,,,,,,,
483,Rubens,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,rubens,0,Rubens,1,282,0.0,6,0.0,,5.0,0.0,2,110727,False,Rubens Antônio Dias,,,,,,,,,,,,,,,,,,,
484,John Kennedy,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,john-kennedy,1,J. Kennedy,1,266,3.0,6,3.0,,8.46,-0.54,5,110759,True,John Kennedy Batista de Souza,,,,2.0,,,1.0,,1.0,,,,,,,,,,
485,Biel,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,biel,1,Biel,1,265,8.9,6,8.9,,8.07,2.07,5,110760,True,Gabriel Teixeira Aragão,,,,2.0,,1.0,,,,,1.0,,,,,,,,
486,Guilherme Lopes,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,guilherme-lopes,1,G. Lopes,1,280,1.6,6,1.6,,3.03,0.03,2,110909,True,Guilherme Lopes de Almeida,,,,,,,,,2.0,,,,,,,,,,
487,Léo Naldi,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,leo-naldi,0,L. Naldi,1,287,0.0,6,0.0,,4.0,0.0,4,111005,False,Leonardo Naldi de Matos,,,,,,,,,,,,,,,,,,,
488,Rômulo,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,romulo,0,Rômulo,1,275,0.0,6,0.0,,6.0,0.0,4,111166,False,Rômulo Azevedo Simão,,,,,,,,,,,,,,,,,,,
489,Emerson Urso,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_ks2dUDq.png,emerson-urso,0,E. Urso,1,263,0.0,6,0.0,,1.0,0.0,5,111210,False,Emerson Lima de Freitas,,,,,,,,,,,,,,,,,,,
490,Alix Vinicius,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,alix-vinicius,1,A. Vinicius,1,373,-2.8,3,-2.8,,1.48,-1.52,3,111246,True,Alix Vinicius de Souza Sampaio,,,,,,,,2.0,1.0,,,,,,,1.0,,,
491,Gustavo Martins,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,gustavo-martins,1,G. Martins,1,284,8.7,2,8.7,,6.36,2.36,3,111309,True,Gustavo Martins de Souza Santos,,,,2.0,,1.0,,1.0,,,,,,,,,,,
492,Kelvi Gomes,Juventude,https://s.sde.globo.com/media/person_role/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,kelvi-gomes,0,K. Gomes,1,286,0.0,6,0.0,,2.0,0.0,4,111332,False,Kelvi Chiesa Gomes,,,,,,,,,,,,,,,,,,,
493,Eliel,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,eliel,0,Eliel,1,288,0.0,6,0.0,,2.0,0.0,4,111363,False,Eliel Felisbino Costa,,,,,,,,,,,,,,,,,,,
494,Luis Mandaca,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,luis-mandaca,0,L. Mandaca,1,286,0.0,6,0.0,,3.0,0.0,4,111407,False,Luis Gustavo da Silva Machado Duarte,,,,,,,,,,,,,,,,,,,
495,Léo Gonçalves,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_iJzv5fI.png,leo-goncalves,0,L. Gonçalves,1,288,0.0,6,0.0,,3.0,0.0,4,111518,False,Leonardo Gonçalves dos Santos,,,,,,,,,,,,,,,,,,,
496,Luiz Fernando Iubel,Cuiabá,https://s.sde.globo.com/media/person_role/2023/05/12/photo_FORMATO_L8wPsE2.png,luiz-fernando-iubel,1,L. Iubel,1,1371,1.63,6,1.63,,3.04,0.04,6,111547,True,Luiz Fernando Iubel,,,,,,,,,,,,,,,,,,,
497,António Oliveira,Corinthians,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,antonio-oliveira,1,A. Oliveira,1,264,4.77,7,4.77,,10.73,-0.27,6,111578,True,António José Cardoso de Oliveira,,,,,,,,,,,,,,,,,,,
498,Adson,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,adson,1,Adson,1,267,0.9,6,0.9,,5.25,-0.75,4,111682,True,Adson Ferreira Soares,,,,,,,1.0,1.0,,,,,,,,,,,
499,Anthoni,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,anthoni,0,Anthoni,1,285,0.0,6,0.0,,4.0,0.0,1,111683,False,Anthoni Spier Souza,,,,,,,,,,,,,,,,,,,
500,Matheus Cunha,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,matheus-cunha,0,M. Cunha,1,262,0.0,6,0.0,,4.0,0.0,1,111690,False,Matheus Cunha Queiroz,,,,,,,,,,,,,,,,,,,
501,Lucas Mezenga,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,lucas-mezenga,0,L. Mezenga,1,263,0.0,6,0.0,,2.0,0.0,3,111713,False,Lucas de Souza Mombra Rosa,,,,,,,,,,,,,,,,,,,
502,Fabinho,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,fabinho,1,Fabinho,1,275,0.0,6,0.0,,2.47,-0.53,4,111760,True,Fábio Silva de Freitas,,,,,,,,,,,,,,,,,,,
503,Rodrigo,Vasco,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_W0WhUm7.png,rodrigo,0,Rodrigo,1,267,0.0,6,0.0,,2.0,0.0,4,111766,False,Rodrigo Alves de Holanda Santos,,,,,,,,,,,,,,,,,,,
504,Felipe Andrade,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,felipe-andrade,1,F. Andrade,1,266,0.0,6,0.0,,2.47,-0.53,3,111839,True,Felipe de Andrade Vieira,,,,,,,,,,,,,,,,,,,
505,Arthur,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,arthur,0,Arthur,1,266,0.0,6,0.0,,1.0,0.0,4,111841,False,Arthur Wenderrosky Sanches - Wenderroscky,,,,,,,,,,,,,,,,,,,
506,Guilherme Biro,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,guilherme-biro,0,G. Biro,1,264,0.0,6,0.0,,3.0,0.0,4,111891,False,Guilherme Sucigan Mafra Cunha,,,,,,,,,,,,,,,,,,,
507,Diego Hernández,Botafogo,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_jllMRNk.png,diego-hernandez,0,D. Hernández,1,263,0.0,6,0.0,,4.0,0.0,4,111945,False,Diego Manuel Hernández González,,,,,,,,,,,,,,,,,,,
508,Felipinho,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,felipinho,1,Felipinho,1,293,0.5,6,0.5,,2.64,-0.36,4,112017,True,Antonio Feliphe Costa Silva,,,,1.0,,,,,,,,,,,,,,,
509,Adriano,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,adriano,0,Adriano,1,288,0.0,6,0.0,,1.0,0.0,5,112020,False,Adriano Silveira Borges Filho,,,,,,,,,,,,,,,,,,,
510,Gabriel Grando,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_imdgTAG.png,gabriel-grando,0,G. Grando,1,284,0.0,6,0.0,,4.0,0.0,1,112616,False,Gabriel Hamester Grando,,,,,,,,,,,,,,,,,,,
511,Kaiki Bruno,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,kaiki-bruno,0,K. Bruno,1,283,0.0,6,0.0,,3.0,0.0,2,112709,False,Kaiki Bruno da Silva,,,,,,,,,,,,,,,,,,,
512,Aníbal Moreno,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,anibal-moreno,0,A. Moreno,1,275,0.0,7,0.0,,6.0,0.0,4,112869,False,Aníbal Ismael Moreno,,,,,,,,,,,,,,,,,,,
513,Lucas Barbosa,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,lucas-barbosa,1,L. Barbosa,1,286,6.4,7,6.4,,5.54,1.54,5,112886,True,Lucas Henrique Barbosa,,,,,,,4.0,,2.0,,,,,,,,,,
514,Sforza,Vasco,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,sforza,1,Sforza,1,267,-0.1,7,-0.1,,4.08,-0.92,4,112906,True,Juan Sebastián Sforza,,,1.0,,,,1.0,1.0,,,,,,,,,,,
515,Werton,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,werton,0,Werton,1,262,0.0,6,0.0,,2.0,0.0,5,112984,False,Werton de Almeida Rêgo,,,,,,,,,,,,,,,,,,,
516,Lucas Wingert,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,lucas-wingert,0,L. Wingert,1,286,0.0,6,0.0,,3.0,0.0,1,113014,False,Lucas Leandro Wingert,,,,,,,,,,,,,,,,,,,
517,Kervin Andrade,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,kervin-andrade,0,K. Andrade,1,356,0.0,6,0.0,,4.0,0.0,4,113073,False,Kervin Mario Andrade Navarro,,,,,,,,,,,,,,,,,,,
518,Flaco López,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,flaco-lopez,1,F. López,1,275,-0.8,7,-0.8,,7.94,-2.06,5,113103,True,José Manuel Alberto López,,,1.0,,,,,2.0,1.0,,,,,,,,,,
519,Nathan Mendes,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,nathan-mendes,0,N. Mendes,1,280,0.0,6,0.0,,5.0,0.0,2,113157,False,Nathan Gabriel de Souza Mendes,,,,,,,,,,,,,,,,,,,
520,Marquinhos,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,marquinhos,1,Marquinhos,1,266,5.6,6,5.6,,6.91,0.91,5,113158,True,Marcus Vinícius Oliveira Alencar,,,1.0,5.0,,,,3.0,1.0,,,1.0,,,,,1.0,,
521,Michel,Palmeiras,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,michel,0,Michel,1,275,0.0,6,0.0,,2.0,0.0,3,113159,False,Michel Augusto Modesto Rafael dos Santos,,,,,,,,,,,,,,,,,,,
522,Baltasar Barcia,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAZLl3s.png,baltasar-barcia,0,B. Barcia,1,288,0.0,6,0.0,,2.0,0.0,4,113311,False,Mateo Baltasar Barcia Fernández,,,,,,,,,,,,,,,,,,,
523,Pablo Maia,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,pablo-maia,1,P. Maia,1,276,5.0,7,5.0,,7.52,0.52,4,113359,True,Pablo Gonçalves Maia Fortunato,,,,1.0,,,2.0,1.0,3.0,,,,,,,,,,
524,Bruninho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_UGZcauV.png,bruninho,0,Bruninho,1,280,0.0,6,0.0,,4.0,0.0,4,113558,False,Bruno Gonçalves de Jesus,,,,,,,,,,,,,,,,,,,
525,Du Queiroz,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,du-queiroz,1,D. Queiroz,1,284,4.1,7,4.1,,6.38,0.38,4,113687,True,Eduardo Santos Queiroz,,,,1.0,,,3.0,,,,,,,,,,,,
526,Douglas Mendes,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,douglas-mendes,1,D. Mendes,1,280,0.0,7,0.0,,2.47,-0.53,3,114311,True,Douglas Mendes Moreira,,,,,,,,,,,,,,,,,,,
527,Gamarra,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,gamarra,0,Gamarra,1,293,0.0,6,0.0,,5.0,0.0,3,114334,False,Mateo Gamarra González,,,,,,,,,,,,,,,,,,,
528,Jader,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,jader,0,Jader,1,293,0.0,6,0.0,,3.0,0.0,4,114335,False,Jader Barbosa da Silva Gentil,,,,,,,,,,,,,,,,,,,
529,Cleiton,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,cleiton,0,Cleiton,1,262,0.0,6,0.0,,2.0,0.0,3,114790,False,Cleiton Santana dos Santos,,,,,,,,,,,,,,,,,,,
530,Thauan Lara,Fortaleza,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,thauan-lara,0,T. Lara,1,356,0.0,6,0.0,,3.0,0.0,2,115061,False,Thauan Lara dos Santos,,,,,,,,,,,,,,,,,,,
531,Lucas Freitas,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,lucas-freitas,0,L. Freitas,1,286,0.0,6,0.0,,2.0,0.0,3,115141,False,Lucas de Freitas Molarinho Chagas,,,,,,,,,,,,,,,,,,,
532,Caio Matheus,São Paulo,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,caio-matheus,0,C. Matheus,1,276,0.0,6,0.0,,2.0,0.0,5,115227,False,Caio Matheus da Silva,,,,,,,,,,,,,,,,,,,
533,Wesley,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,wesley,0,Wesley,1,262,0.0,5,0.0,,3.0,0.0,2,115239,False,Wesley Vinícius França Lima,,,,,,,,,,,,,,,,,,,
534,Naves,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,naves,1,Naves,1,275,5.0,6,5.0,,5.05,1.05,3,115246,True,Kaiky Marques Naves,,,,,1.0,,,,,,,,,,,,,,
535,Jhon Jhon,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_VLklPue.png,jhon-jhon,0,J. Jhon,1,275,0.0,6,0.0,,4.0,0.0,4,115248,False,Jhonatan dos Santos Rosa,,,,,,,,,,,,,,,,,,,
536,Renan Viana,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,renan-viana,0,R. Viana,1,293,0.0,6,0.0,,1.0,0.0,5,115266,False,Renan Rodrigues Fonseca Viana,,,,,,,,,,,,,,,,,,,
537,Rômulo,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,romulo,0,Rômulo,1,282,0.0,6,0.0,,1.0,0.0,3,115268,False,Rômulo Helberte Pereira Junior,,,,,,,,,,,,,,,,,,,
538,Marcos Victor,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,marcos-victor,0,M. Victor,1,265,0.0,6,0.0,,3.0,0.0,3,115537,False,Marcos Victor Ferreira da Silva,,,,,,,,,,,,,,,,,,,
539,Mila,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,mila,0,Mila,1,284,0.0,6,0.0,,3.0,0.0,4,115671,False,Lucas Eduardo Müller - Milla,,,,,,,,,,,,,,,,,,,
540,Gabriel Delfim,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,gabriel-delfim,0,G. Delfim,1,282,0.0,6,0.0,,2.0,0.0,1,115674,False,Gabriel Delfim Ferreira,,,,,,,,,,,,,,,,,,,
541,Evertton Araújo,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,evertton-araujo,0,E. Araújo,1,262,0.0,6,0.0,,2.0,0.0,4,115914,False,Everton Gustavo Fernandes Araújo,,,,,,,,,,,,,,,,,,,
542,Lelê,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,lele,0,Lelê,1,266,0.0,5,0.0,,4.0,0.0,5,115915,False,Leanderson da Silva Genésio,,,,,,,,,,,,,,,,,,,
543,Endrick,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_dWD6Bmq.png,endrick,1,Endrick,1,275,5.4,7,5.4,,13.42,-0.58,5,115959,True,Endrick Felipe Moreira de Sousa,,,1.0,3.0,,,3.0,1.0,2.0,,,,,,,,,,
544,Denilson,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,denilson,0,Denilson,1,1371,0.0,6,0.0,,4.0,0.0,4,115986,False,Denilson Alves Borges,,,,,,,,,,,,,,,,,,,
545,Matheus Gonçalves,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,matheus-goncalves,0,M. Gonçalves,1,262,0.0,6,0.0,,4.0,0.0,4,116012,False,Matheus Gonçalves Martins,,,,,,,,,,,,,,,,,,,
546,Igor Jesus,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,igor-jesus,0,I. Jesus,1,262,0.0,6,0.0,,4.0,0.0,4,116013,False,Igor Jesus Lima,,,,,,,,,,,,,,,,,,,
547,Petterson,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,petterson,0,Petterson,1,293,0.0,6,0.0,,2.0,0.0,5,116025,False,Petterson Novaes Reis,,,,,,,,,,,,,,,,,,,
548,Victor Hugo,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,victor-hugo,1,V. Hugo,1,262,0.0,6,0.0,,4.11,-0.89,4,116034,True,Victor Hugo Gomes Silva,,,,,,,,,,,,,,,,,,,
549,Raí,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,rai,0,Raí,1,263,0.0,6,0.0,,3.0,0.0,4,116048,False,Raí da Silva Pessanha,,,,,,,,,,,,,,,,,,,
550,Zé Hugo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,ze-hugo,1,Z. Hugo,1,287,0.0,6,0.0,,3.29,-0.71,5,116056,True,José Hugo Sousa dos Santos,,,,,,,,,,,,,,,,,,,
551,Cuiabano,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nZPBB8O.png,cuiabano,1,Cuiabano,1,284,6.2,7,6.2,,4.65,1.65,2,116065,True,Luís Eduardo Soares da Silva,,,,3.0,,,,1.0,,,,,,,1.0,,,,
552,Thiago Beltrame,Grêmio,,thiago-beltrame,0,T. Beltrame,1,284,0.0,6,0.0,,1.0,0.0,1,116067,False,Thiago Beltrame Stallbaum,,,,,,,,,,,,,,,,,,,
553,João Moreira,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,joao-moreira,0,J. Moreira,1,276,0.0,5,0.0,,4.0,0.0,2,116137,False,João Moreira Sanmartin Souza,,,,,,,,,,,,,,,,,,,
554,Daniel Júnior,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,daniel-junior,0,D. Júnior,1,287,0.0,6,0.0,,3.0,0.0,4,116432,False,Daniel de Melo Araújo Junior,,,,,,,,,,,,,,,,,,,
555,Hércules,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,hercules,1,Hércules,1,356,0.2,7,0.2,,3.36,-0.64,4,116447,True,Hércules Pereira do Nascimento,,,,1.0,,,,1.0,,,,,,,,,,,
556,Di Yorio,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,di-yorio,0,D. Yorio,1,293,0.0,6,0.0,,4.0,0.0,5,116655,False,Lucas Gabriel Di Yorio,,,,,,,,,,,,,,,,,,,
557,Kauã Moroso,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,kaua-moroso,0,K. Moroso,1,288,0.0,6,0.0,,1.0,0.0,1,116937,False,Kauã Inacio Moroso,,,,,,,,,,,,,,,,,,,
558,Guilherme Silva,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,guilherme-silva,0,G. Silva,1,288,0.0,6,0.0,,1.0,0.0,2,116939,False,Guilherme Silva,,,,,,,,,,,,,,,,,,,
559,Popó,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,popo,0,Popó,1,286,0.0,6,0.0,,2.0,0.0,5,116994,False,Werik Silva Pinto,,,,,,,,,,,,,,,,,,,
560,Igor Ribeiro,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zamr010.png,igor-ribeiro,0,I. Ribeiro,1,373,0.0,6,0.0,,1.0,0.0,2,117041,False,Igor Ribeiro Costa,,,,,,,,,,,,,,,,,,,
561,Gabriel,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,gabriel,0,Gabriel,1,1371,0.0,6,0.0,,1.0,0.0,3,117061,False,Gabriel Knesowitsch,,,,,,,,,,,,,,,,,,,
562,Thiago Borbas,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,thiago-borbas,1,T. Borbas,1,280,10.1,6,10.1,,7.67,2.67,5,117314,True,Thiago Nicolás Borbas Silva,,,,,,1.0,,1.0,,,,2.0,,,,,,,
563,Robert Renan,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,robert-renan,0,R. Renan,1,285,0.0,6,0.0,,6.0,0.0,3,117330,False,Robert Renan Alves Barbosa,,,,,,,,,,,,,,,,,,,
564,Kawan,Botafogo,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,kawan,0,Kawan,1,263,0.0,6,0.0,,1.0,0.0,3,117343,False,Kawan Thomaz Reis de Moraes,,,,,,,,,,,,,,,,,,,
565,Otávio,Cruzeiro,,otavio,0,Otávio,1,283,0.0,6,0.0,,1.0,0.0,1,117404,False,Otávio Eleodoro Rezende Costa,,,,,,,,,,,,,,,,,,,
566,Léo Maná,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,leo-mana,0,L. Maná,1,264,0.0,6,0.0,,2.0,0.0,2,117459,False,Leonardo Mana Hernandes,,,,,,,,,,,,,,,,,,,
567,Galoppo,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,galoppo,1,Galoppo,1,276,1.4,7,1.4,,6.25,-0.75,4,117579,True,Giuliano Galoppo,,,,1.0,,,1.0,1.0,,,,,,,,,,,
568,Alejo Cruz,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,alejo-cruz,1,A. Cruz,1,373,0.4,7,0.4,,2.61,-0.39,5,117622,True,Alejo Cruz Techera,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
569,Garro,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,garro,1,Garro,1,264,5.6,7,5.6,,6.91,0.91,4,117632,True,Rodrigo Garro,,,,3.0,,,2.0,1.0,1.0,,,1.0,,,,,,,
570,Pedro Caixinha,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,pedro-caixinha,1,P. Caixinha,1,280,5.05,7,5.05,,9.18,0.18,6,117711,True,Pedro Miguel Faria Caixinha,,,,,,,,,,,,,,,,,,,
571,Young,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,young,0,Young,1,276,0.0,6,0.0,,1.0,0.0,1,117818,False,Young Navarro Moraes,,,,,,,,,,,,,,,,,,,
572,Vitinho,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,vitinho,0,Vitinho,1,283,0.0,6,0.0,,2.0,0.0,4,117842,False,Vitor Hugo Amorim de Assis,,,,,,,,,,,,,,,,,,,
