,atletas.nome,atletas.apelido_abreviado,atletas.variacao_num,atletas.apelido,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.media_num,atletas.pontos_num,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.foto,atletas.preco_num,atletas.slug,DE,GS,SG,CA,DP,PC,DS,FC,FD,FF,FS,G,I,FT,A,CV,PP,PS,V,GC
350,Lucas Halter,L. Halter,-0.37,Lucas Halter,Botafogo,True,2.7,0.7,10,3,7,263,8,102253,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,5.89,lucas-halter,,,3.0,1.0,,,5.0,10.0,1.0,3.0,2.0,,,,,,,,,
351,Caio Fernando de Oliveira,C. Paulista,0.0,Caio Paulista,Palmeiras,False,2.1,0.0,10,2,6,275,2,102318,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,5.96,caio-paulista,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
352,Carlos de Menezes Júnior,Cacá,0.45,Cacá,Corinthians,True,3.9,2.9,10,3,7,264,7,102340,,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,8.68,caca,,,2.0,,,,4.0,8.0,1.0,4.0,7.0,1.0,,,1.0,,,,,2.0
353,Ángelo Giovanni Araos Llanos,Araos,0.0,Araos,Atlético-GO,False,0.0,0.0,10,4,6,373,0,102352,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,3.0,araos,,,,,,,,,,,,,,,,,,,,
354,Gonzalo Mathías Mastriani Borges,Mastriani,1.3,Mastriani,Athlético-PR,True,5.18,9.0,10,5,7,293,9,102561,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,8.81,mastriani,,,,,,,6.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,,,,,,
355,Hélio Júnio Nunes de Castro,Helinho,-1.61,Helinho,Bragantino,True,6.53,4.5,10,5,7,280,6,102598,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,8.29,helinho,,,,,,,7.0,7.0,3.0,6.0,7.0,2.0,,,1.0,,,,,
356,Thiago Beserra dos Santos Conti,Thiaguinho,0.0,Thiaguinho,Juventude,False,-0.1,0.0,10,4,6,286,3,102599,,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,1.31,thiaguinho,,,,,,1.0,1.0,5.0,,,2.0,,,,,,,,,
357,Julimar Silva Oliveira Júnior,Julimar,-0.22,Julimar,Athlético-PR,True,2.31,-0.6,10,5,6,293,9,102796,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,4.0,julimar,,,,1.0,,,7.0,10.0,6.0,4.0,2.0,,1.0,,1.0,,,,,
358,Miguel David Terans Pérez,Terans,-0.42,Terans,Fluminense,True,0.4,0.9,10,4,6,266,4,102878,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,4.33,terans,,,,,,,,2.0,1.0,,2.0,,,,,,,,,
359,Anderson Silva da Paixão,Anderson,0.52,Anderson,Cruzeiro,True,3.5,9.0,10,1,7,283,9,102906,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,4.29,anderson,27.0,10.0,3.0,1.0,,,,,,,1.0,,,,,,,,,
360,Matheus Henrique Teixeira,M. Teixeira,0.0,Matheus Teixeira,Criciúma,False,0.0,0.0,10,1,6,288,0,102907,,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,3.0,matheus-teixeira,,,,,,,,,,,,,,,,,,,,
361,Luan Vinícius da Silva Santos,L. Vinícius,-0.74,Luan Vinícius,Vitória,True,0.67,-0.1,10,4,7,287,6,102909,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,2.66,luan-vinicius,,,,1.0,,,5.0,5.0,,,1.0,,,,,,,,,
362,Agustín Canobbio Graviz,Canobbio,0.0,Canobbio,Athlético-PR,False,5.48,0.0,10,5,6,293,6,102928,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,10.2,canobbio,,,,,,,7.0,6.0,1.0,6.0,5.0,2.0,2.0,,1.0,1.0,,,,
363,Ignacio Jesús Laquintana Marsico - Nacho,Laquintana,-0.09,Laquintana,Bragantino,True,1.87,0.0,10,5,6,280,6,103014,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,3.53,laquintana,,,,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,
364,Mateus Gonçalves Martins,M. Gonçalves,0.0,Mateus Gonçalves,Vitória,False,1.3,0.0,10,5,6,287,4,103076,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ASVHNr0.png,2.83,mateus-goncalves,,,,,,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,
365,Eric dos Santos Rodrigues,E. Ramires,-0.5,Eric Ramires,Bragantino,True,3.64,-0.2,10,4,7,280,10,103295,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,5.91,eric-ramires,,,,2.0,,,9.0,8.0,3.0,8.0,8.0,1.0,,1.0,1.0,,,,,
366,Matheus Alexandre Anastácio de Souza,M. Alexandre,0.86,Matheus Alexandre,Cuiabá,True,3.38,7.9,10,2,7,1371,6,103347,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,5.71,matheus-alexandre,,,2.0,2.0,,,11.0,10.0,,2.0,1.0,,,,,,,,,
367,Leandro Emmanuel Martínez,E. Martínez,1.22,Emmanuel Martínez,Fortaleza,True,4.77,7.9,10,4,6,356,3,103388,,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,7.97,emmanuel-martinez,,,,1.0,,,5.0,2.0,1.0,4.0,5.0,,,1.0,,,,,,
368,Kaio Jorge Pinto Ramos,K. Jorge,0.0,Kaio Jorge,Cruzeiro,False,0.0,0.0,10,5,6,283,0,103445,,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,8.0,kaio-jorge,,,,,,,,,,,,,,,,,,,,
369,João Victor Andrade Caetano,Caetano,0.0,Caetano,Corinthians,False,-0.6,0.0,10,3,6,264,2,103575,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,3.7,caetano,,,,,,,2.0,2.0,,,,,,,,1.0,,,,
370,Rafael Bilu Mudesto,R. Bilu,0.0,Rafael Bilu,Cruzeiro,False,0.0,0.0,10,5,6,283,0,103576,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,2.0,rafael-bilu,,,,,,,,,,,,,,,,,,,,
371,Kaíque Rocha Lima,K. Rocha,0.07,Kaíque Rocha,Athlético-PR,True,4.11,1.2,10,3,7,293,10,103684,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,6.7,kaique-rocha,,,4.0,,,,15.0,5.0,,2.0,6.0,,,,,,,,,
372,Jadsom Meemyas de Oliveira da Silva,J. Silva,0.0,Jadsom Silva,Bragantino,False,1.08,0.0,10,4,6,280,9,103695,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,2.08,jadsom-silva,,,,2.0,,,13.0,10.0,,2.0,1.0,,,,,1.0,,,,
373,Gabriel Veron Fonseca de Souza,G. Veron,-0.09,Gabriel Veron,Cruzeiro,True,1.0,0.9,10,5,7,283,8,103764,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,3.29,gabriel-veron,,,,,,,4.0,3.0,1.0,3.0,1.0,,,,,,,,,
374,Gabriel Vinícius Menino,G. Menino,0.24,Gabriel Menino,Palmeiras,True,2.37,2.7,10,4,7,275,9,103767,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,5.3,gabriel-menino,,,,2.0,,,13.0,13.0,2.0,6.0,9.0,,1.0,,,,,,,
375,Higor Matheus Meritão,H. Meritão,-0.23,Higor Meritão,Criciúma,True,2.9,0.9,10,4,7,288,6,103987,,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,3.51,higor-meritao,,,,2.0,,,7.0,8.0,2.0,2.0,3.0,1.0,1.0,,,,,,,
376,José Sabino Chagas Monteiro,Sabino,0.0,Sabino,São Paulo,False,0.0,0.0,10,3,6,276,0,104075,,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,5.0,sabino,,,,,,,,,,,,,,,,,,,,
377,Carlos Miguel dos Santos Pereira,C. Miguel,0.0,Carlos Miguel,Corinthians,False,4.42,0.0,10,1,6,264,6,104084,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_2FClDmd.png,6.85,carlos-miguel,25.0,7.0,2.0,3.0,,,,,,,1.0,,,,,,,,,
378,Bruno de Lara Fuchs,B. Fuchs,0.1,Bruno Fuchs,Atlético-MG,True,1.88,3.8,10,3,7,282,5,104085,,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,4.98,bruno-fuchs,,,1.0,1.0,,,7.0,5.0,,,3.0,,,,,1.0,,,,
379,Lucas Willians Assis Arcanjo,L. Arcanjo,0.12,Lucas Arcanjo,Vitória,True,1.6,3.0,10,1,7,287,9,104118,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,3.24,lucas-arcanjo,32.0,17.0,,1.0,,,,,,,1.0,,,,,,,,,
380,Ruan de Oliveira Ferreira,Ruan,0.0,Ruan,Corinthians,False,0.0,0.0,10,4,6,264,0,104153,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,3.0,ruan,,,,,,,,,,,,,,,,,,,,
381,Raul Jonas Steffens,Raul,0.0,Raul,Botafogo,False,0.0,0.0,10,1,6,263,0,104191,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,2.0,raul,,,,,,,,,,,,,,,,,,,,
382,Edson Guilherme Mendes dos Santos,E. Carioca,0.0,Edson Carioca,Juventude,False,0.0,0.0,10,5,6,286,0,104204,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,2.0,edson-carioca,,,,,,,,,,,,,,,,,,,,
383,João Victor da Silva Marcelino,J. Victor,0.0,João Victor,Vasco,False,1.2,0.0,10,3,6,267,5,104250,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,4.1,joao-victor,,,,1.0,,,7.0,4.0,,1.0,4.0,,,,,1.0,,,,
384,Adriano Martins da Fonseca,A. Martins,0.0,Adriano Martins,Atlético-GO,False,1.37,0.0,10,3,6,373,6,104253,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,3.08,adriano-martins,,,1.0,3.0,,,5.0,7.0,1.0,1.0,1.0,,2.0,,,,,,,
385,João Lucas de Almeida Carvalho,J. Lucas,1.13,João Lucas,Juventude,True,4.17,7.3,10,2,7,286,7,104257,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,6.19,joao-lucas,,,2.0,1.0,,,13.0,10.0,1.0,3.0,8.0,,,,,,,,,
386,Lucas Felipe Calegari,Calegari,0.93,Calegari,Fluminense,True,3.1,3.1,10,2,6,266,1,104276,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,3.93,calegari,,,,,,,2.0,1.0,,,2.0,,,,,,,,,
387,Eduardo Marcelo Rodrigues Nunes,Dudu,0.0,Dudu,Vitória,False,3.2,0.0,10,4,6,287,4,104330,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,4.48,dudu,,,,2.0,,,14.0,5.0,,,5.0,,,,,1.0,,,,
388,Matheus Mendes Werneck de Oliveira,M. Mendes,0.0,Matheus Mendes,Atlético-MG,False,1.5,0.0,10,1,6,282,1,104383,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,3.28,matheus-mendes,5.0,4.0,,,,,,,,,1.0,,,,,,,,,
389,Igor Gomes Silva,I. Gomes,2.23,Igor Gomes,Internacional,True,6.9,12.9,10,3,6,285,4,104385,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,8.55,igor-gomes,,,4.0,,,,2.0,1.0,,,1.0,,,,1.0,,,,,
390,Christian Roberto Alves Cardoso,Christian,-0.41,Christian,Athlético-PR,True,1.47,0.7,10,4,7,293,6,104502,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,4.61,christian,,,,2.0,,,6.0,13.0,2.0,1.0,9.0,,2.0,,,,,,,
391,Fabrício Oliveira de Souza,Fabrício,0.0,Fabrício,Bragantino,False,0.0,0.0,10,1,6,280,0,104588,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,0.85,fabricio,,,,,,,,,,,,,,,,,,,,
392,Moisés Vieira da Veiga,Moisés,0.0,Moisés,Fortaleza,False,1.28,0.0,10,5,5,356,6,104666,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,4.38,moises,,,,,,,,,4.0,3.0,1.0,,,,,,,,,
393,Newton Araújo da Costa Júnior,Newton,2.63,Newton,Criciúma,True,4.4,10.8,10,4,6,288,3,104693,,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,4.12,newton,,,,,,,2.0,1.0,,2.0,3.0,1.0,,,,,,,,
394,Juan Pablo Vojvoda Rizzo,J. Vojvoda,0.9,Juan Vojvoda,Fortaleza,True,4.33,6.66,10,6,6,356,9,104754,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,8.83,juan-vojvoda,,,,,,,,,,,,,,,,,,,3.0,
395,Leonardo Ezequiel Godoy,L. Godoy,0.57,Leo Godoy,Athlético-PR,True,3.76,4.1,10,2,6,293,8,104759,,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,7.42,leo-godoy,,,4.0,2.0,,,5.0,13.0,,2.0,1.0,1.0,1.0,,,,,,,
396,Nicolás Brian Acevedo Tabárez,Acevedo,0.0,Acevedo,Bahia,False,0.0,0.0,10,4,5,265,0,104783,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,5.0,acevedo,,,,,,,,,,,,,,,,,,,,
397,Wagner Leonardo Calvelo de Souza,W. Leonardo,-0.88,Wagner Leonardo,Vitória,True,2.57,1.2,10,3,7,287,8,104994,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,4.49,wagner-leonardo,,,,,,,4.0,3.0,2.0,1.0,1.0,2.0,,,,1.0,,,,
398,João Marcelo Messias Ferreira,J. Marcelo,0.61,João Marcelo,Cruzeiro,True,4.0,7.0,10,3,7,283,9,105047,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,5.19,joao-marcelo,,,3.0,1.0,,,10.0,5.0,2.0,2.0,5.0,,1.0,,1.0,,,,,
399,Bento Matheus Krepski,Bento,0.0,Bento,Athlético-PR,False,6.29,0.0,10,1,6,293,7,105208,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_CEULB4Y.png,10.15,bento,23.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
400,Nahuel Adolfo Ferraresi Hernández,Ferraresi,0.0,Ferraresi,São Paulo,False,4.47,0.0,10,3,6,276,4,105300,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,5.97,ferraresi,,,1.0,,,,4.0,4.0,,1.0,1.0,1.0,,,,,,,,
401,Gabriel Lheman Xavier - Lhman,G. Xavier,-0.2,Gabriel Xavier,Bahia,True,3.39,1.2,10,3,7,265,8,105373,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,5.42,gabriel-xavier,,,3.0,2.0,,,9.0,10.0,2.0,3.0,3.0,,,,,,,,,
402,Matheus Lima Beltrão Oliveira Valin,M. Bidu,-0.39,Matheus Bidu,Corinthians,True,4.85,0.7,10,2,6,264,2,105531,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,6.06,matheus-bidu,,,1.0,,,,2.0,3.0,1.0,,4.0,,,,,,,,,
403,Rikelme Hernandes Amorim Rocha,Rikelme,0.32,Rikelme,Cuiabá,True,2.82,5.0,10,2,7,1371,6,105547,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,5.13,rikelme,,,2.0,,,,5.0,4.0,1.0,,2.0,,1.0,,,,,,,
404,Juan Martín Lucero,Lucero,1.64,Lucero,Fortaleza,True,2.89,10.1,10,5,3,356,8,105568,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,9.22,lucero,,,,3.0,,,2.0,9.0,3.0,5.0,6.0,2.0,2.0,,,,,,,
405,Lucas Piton Crivellaro,L. Piton,0.0,Lucas Piton,Vasco,False,2.26,0.0,10,2,7,267,8,105584,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,5.25,lucas-piton,,,,2.0,,,16.0,11.0,,4.0,2.0,,,,,,,,,
406,Roni Medeiros de Moura,Roni,-0.23,Roni,Atlético-GO,True,0.43,0.5,10,4,6,373,4,105585,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,2.39,roni,,,,2.0,,,3.0,3.0,,,2.0,,,,,,,,,
407,Maurício Magalhães Prado,Maurício,0.0,Maurício,Internacional,False,2.56,0.0,10,4,5,285,5,105647,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mH51PBM.png,6.27,mauricio,,,,1.0,,,6.0,4.0,2.0,3.0,6.0,,,,,,,,,
408,Wesley Ribeiro Silva,Wesley,1.14,Wesley,Internacional,True,9.14,13.8,10,5,7,285,8,105811,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,12.93,wesley,,,,2.0,,,13.0,18.0,5.0,11.0,25.0,4.0,4.0,,1.0,,,1.0,,
409,Lucas Belezi Barbosa,Belezi,0.0,Belezi,Athlético-PR,False,0.0,0.0,10,3,6,293,0,105844,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,2.0,belezi,,,,,,,,,,,,,,,,,,,,
410,Matheus de Araújo Andrade,M. Araújo,0.0,Matheus Araújo,Corinthians,False,0.0,0.0,10,4,6,264,1,105845,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,3.6,matheus-araujo,,,,,,,,,,,,,,,,,,,,
411,José Gabriel dos Santos Silva,Z. Gabriel,-1.36,Zé Gabriel,Vasco,True,1.7,-0.4,10,4,3,267,6,105902,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,2.8,ze-gabriel,,,,3.0,,,9.0,9.0,1.0,3.0,3.0,,,,,,,,,
412,Rômulo Zanre Zwarg,Rômulo,0.99,Rômulo,Internacional,True,3.7,5.7,10,4,6,285,3,105911,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,4.72,romulo,,,,1.0,,,8.0,4.0,1.0,,5.0,,,,,,,,,
413,Sergio Ramón Rochet Álvarez,Rochet,0.0,Rochet,Internacional,False,4.0,0.0,10,1,6,285,5,105949,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,6.62,rochet,12.0,3.0,2.0,1.0,,,,,,,4.0,,,,,,,,,
414,Ewerthon Diógenes da Silva,Ewerthon,0.0,Ewerthon,Juventude,False,3.3,0.0,10,2,6,286,1,106082,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,3.98,ewerthon,,,,,,,2.0,1.0,1.0,,,,,,,,,,,
415,Thiago Carpini Barbosa,T. Carpini,0.33,Thiago Carpini,Vitória,True,4.33,6.73,10,6,7,287,6,106147,,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,8.11,thiago-carpini,,,,,,,,,,,,,,,,,,,2.0,
416,Lucas Alexandre Galdino de Azevedo,Lucão,0.0,Lucão,Bragantino,False,1.5,0.0,10,1,6,280,2,106160,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,3.08,lucao,5.0,2.0,,,,,,,,,,,,,,,,,,
417,Bruno Gomes da Silva Clevelário,B. Gomes,-0.24,Bruno Gomes,Internacional,True,-0.3,0.0,10,4,6,285,4,106202,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,2.06,bruno-gomes,,,,1.0,,,,4.0,,,2.0,,,,,,,,,
418,Leonardo Javier Realpe Montaño,Realpe,0.0,Realpe,Bragantino,False,0.0,0.0,10,3,6,280,0,106299,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,4.0,realpe,,,,,,,,,,,,,,,,,,,,
419,Caio Alexandre Souza e Silva,C. Alexandre,-1.44,Caio Alexandre,Bahia,True,2.94,0.5,10,4,7,265,9,106323,,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,5.7,caio-alexandre,,,,1.0,,,11.0,8.0,1.0,,15.0,1.0,,,,,,,,
420,Wesley David de Oliveira Andrade,W. Gasolina,0.0,Wesley Gasolina,Cruzeiro,False,5.5,0.0,10,2,6,283,1,106327,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,3.92,wesley-gasolina,,,1.0,,,,,,,,1.0,,,,,,,,,
421,Jhonata Robert Alves da Silva,J. Robert,0.0,Jhonata Robert,Grêmio,False,0.0,0.0,10,5,6,284,0,106371,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,2.0,jhonata-robert,,,,,,,,,,,,,,,,,,,,
422,Eduardo Gonzaga Mendes Santos,E. Santos,0.08,Eduardo Santos,Bragantino,True,1.89,1.2,10,3,6,280,7,106434,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,3.74,eduardo-santos,,,1.0,1.0,,,6.0,1.0,,1.0,3.0,,,,,,,,,
423,Lucas Hernán Villalba,Villalba,0.95,Villalba,Cruzeiro,True,2.5,5.0,10,3,6,283,2,106593,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,5.46,villalba,,,1.0,,,,,,,,,,,,,,,,,
424,Rodrigo Nestor Bertalia,R. Nestor,-0.2,Rodrigo Nestor,São Paulo,True,1.57,0.0,10,4,7,276,8,106822,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,4.51,rodrigo-nestor,,,,2.0,,,3.0,5.0,4.0,1.0,4.0,,1.0,,1.0,,,,,
425,Welington Damascena Santos,Welington,-0.02,Welington,São Paulo,True,6.89,5.1,10,2,7,276,8,106824,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,9.25,welington,,,4.0,,,,19.0,6.0,1.0,3.0,11.0,,,,1.0,,,,,
426,Patryck Lanza dos Reis,Patryck,0.0,Patryck,São Paulo,False,3.6,0.0,10,2,6,276,1,106829,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,3.19,patryck,,,,,,,3.0,,,,,,,,,,,,,
427,Juan Santos da Silva,Juan,0.0,Juan,São Paulo,False,2.85,0.0,10,5,6,276,4,106831,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,3.8,juan,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,
428,Luan Patrick Wiedthauper,L. Patrick,0.0,Luan Patrick,Athlético-PR,False,0.0,0.0,10,3,6,293,0,106835,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,5.0,luan-patrick,,,,,,,,,,,,,,,,,,,,
429,Clayton Fernandes Silva,Clayton,-0.01,Clayton,Vasco,True,0.95,0.7,10,5,6,267,6,106931,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,3.15,clayton,,,,,,,2.0,7.0,1.0,5.0,1.0,,3.0,,,,,,,
430,Fernando Augusto Pereira Bueno Júnior,Fernando,0.0,Fernando,Athlético-PR,False,2.53,0.0,10,2,6,293,3,106950,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,4.92,fernando,,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,
431,Luciano Batista da Silva Júnior,L. Juba,0.01,Luciano Juba,Bahia,True,3.55,2.4,10,2,7,265,9,107093,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,5.76,luciano-juba,,,3.0,,,,11.0,1.0,1.0,1.0,4.0,,,,,,,,,
432,Richard Ríos Montoya,R. Ríos,0.0,Richard Ríos,Palmeiras,False,3.83,0.0,10,4,6,275,7,107111,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,7.37,richard-rios,,,,1.0,,,11.0,8.0,,2.0,9.0,1.0,1.0,1.0,,,,,,
433,Jefferson Ruan Pereira dos Santos,Jeffinho,0.0,Jeffinho,Botafogo,False,3.92,0.0,10,5,5,263,6,107170,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,6.73,jeffinho,,,,2.0,,,3.0,7.0,4.0,4.0,6.0,1.0,,,1.0,,,,,
434,Patrick de Paula Carreiro,P. Paula,0.0,Patrick de Paula,Botafogo,False,-0.4,0.0,10,4,6,263,2,107172,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,2.01,patrick-de-paula,,,,1.0,,,,2.0,,1.0,,,,,,,,,,
435,Michel Daryl Araújo Villar,M. Araújo,0.79,Michel Araújo,São Paulo,True,2.02,5.4,10,4,6,276,8,107173,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,5.04,michel-araujo,,,,3.0,,,5.0,7.0,3.0,4.0,7.0,,,,1.0,,,,,
436,Matheus Planelles Donelli,M. Donelli,0.98,Matheus Donelli,Corinthians,True,3.0,3.0,10,1,6,264,1,107179,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,2.98,matheus-donelli,4.0,1.0,,,,,,,,,,,,,,,,,,
437,Leonardo Matias Baiersdorf Linck,L. Linck,-0.57,Léo Linck,Athlético-PR,True,2.0,0.0,10,1,7,293,3,107183,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,3.65,leo-linck,10.0,3.0,,1.0,,,,,,,,,,,,,,,,
438,Leonardo Ataíde de Oliveira Siqueira,L. Ataíde,0.0,Leonardo Ataíde,Athlético-PR,False,0.0,0.0,10,2,6,293,0,107191,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,2.0,leonardo-ataide,,,,,,,,,,,,,,,,,,,,
439,Max Alves da Silva,Max,0.84,Max,Cuiabá,True,1.74,4.2,10,4,7,1371,5,107203,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,2.89,max,,,,1.0,,,2.0,2.0,1.0,4.0,1.0,,,1.0,,,,,,
