,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FF,FS,G,DE,GS,SG,I,A,V,PC,FT,PS,CV,PP
554,Hércules,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,hercules,2,Hércules,3,356,0.0,7,6.1,,5.8,0.0,4,116447,False,Hércules Pereira do Nascimento,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,
555,Di Yorio,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,di-yorio,0,D. Yorio,3,293,0.0,6,0.0,,4.0,0.0,5,116655,False,Lucas Gabriel Di Yorio,,,,,,,,,,,,,,,,,,
556,Kauã Moroso,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,kaua-moroso,0,K. Moroso,3,288,0.0,6,0.0,,1.0,0.0,1,116937,False,Kauã Inacio Moroso,,,,,,,,,,,,,,,,,,
557,Guilherme Silva,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,guilherme-silva,0,G. Silva,3,288,0.0,6,0.0,,1.0,0.0,2,116939,False,Guilherme Silva,,,,,,,,,,,,,,,,,,
558,Popó,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,popo,1,Popó,3,286,0.0,6,0.0,,1.58,0.0,5,116994,False,Werik Silva Pinto,,,,,,,,,,,,,,,,,,
559,Igor Ribeiro,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zamr010.png,igor-ribeiro,0,I. Ribeiro,3,373,0.0,6,0.0,,1.0,0.0,2,117041,False,Igor Ribeiro Costa,,,,,,,,,,,,,,,,,,
560,Gabriel,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,gabriel,1,Gabriel,3,1371,3.4,6,3.4,,1.98,0.98,3,117061,True,Gabriel Knesowitsch,,2.0,,,,2.0,,,,,,,,,,,,
561,Thiago Borbas,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,thiago-borbas,3,T. Borbas,3,280,0.6,2,3.57,,6.53,-0.97,5,117314,True,Thiago Nicolás Borbas Silva,,1.0,3.0,2.0,,,1.0,,,,,,,,,,,
562,Robert Renan,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,robert-renan,2,R. Renan,3,285,0.4,6,2.7,,6.19,-0.24,3,117330,True,Robert Renan Alves Barbosa,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,
563,Kawan,Botafogo,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,kawan,0,Kawan,3,263,0.0,6,0.0,,1.0,0.0,3,117343,False,Kawan Thomaz Reis de Moraes,,,,,,,,,,,,,,,,,,
564,Otávio,Cruzeiro,,otavio,0,Otávio,3,283,0.0,6,0.0,,1.0,0.0,1,117404,False,Otávio Eleodoro Rezende Costa,,,,,,,,,,,,,,,,,,
565,Léo Maná,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,leo-mana,0,L. Maná,3,264,0.0,6,0.0,,2.0,0.0,2,117459,False,Leonardo Mana Hernandes,,,,,,,,,,,,,,,,,,
566,Galoppo,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,galoppo,2,Galoppo,3,276,1.2,6,1.3,,5.67,-0.58,4,117579,True,Giuliano Galoppo,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
567,Alejo Cruz,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,alejo-cruz,3,A. Cruz,3,373,0.9,6,1.17,,2.58,-0.15,5,117622,True,Alejo Cruz Techera,1.0,3.0,2.0,,,3.0,,,,,,,,,,,,
568,Garro,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,garro,3,Garro,3,264,2.7,7,3.43,,6.48,-0.34,4,117632,True,Rodrigo Garro,1.0,4.0,5.0,2.0,2.0,8.0,,,,,,,,,,,,
569,Pedro Caixinha,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,pedro-caixinha,3,P. Caixinha,3,280,6.95,7,5.69,,9.69,0.31,6,117711,True,Pedro Miguel Faria Caixinha,,,,,,,,,,,,,2.0,,,,,
570,Young,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,young,0,Young,3,276,0.0,6,0.0,,1.0,0.0,1,117818,False,Young Navarro Moraes,,,,,,,,,,,,,,,,,,
571,Vitinho,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,vitinho,0,Vitinho,3,283,0.0,6,0.0,,2.0,0.0,4,117842,False,Vitor Hugo Amorim de Assis,,,,,,,,,,,,,,,,,,
572,Giovane,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,giovane,0,Giovane,3,264,0.0,6,0.0,,2.0,0.0,5,117849,False,Giovane Santana do Nascimento,,,,,,,,,,,,,,,,,,
573,Wesley,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,wesley,3,Wesley,3,264,2.4,2,2.87,,4.86,-0.16,5,117909,True,Wesley Gassova Ribeiro Teixeira,,4.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,
574,Breno Bidon,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,breno-bidon,1,B. Bidon,3,264,0.5,7,0.5,,1.78,-0.22,4,117910,True,Breno de Souza Bidon,,,,,,1.0,,,,,,,,,,,,
575,Nathan Camargo,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,nathan-camargo,0,N. Camargo,3,280,0.0,6,0.0,,3.0,0.0,4,118175,False,Nathan Camargo dos Santos,,,,,,,,,,,,,,,,,,
576,Ronald,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,ronald,1,Ronald,3,284,0.0,6,0.0,,3.22,-0.78,4,118238,True,Ronald Cardoso Falkoski,,,,,,,,,,,,,,,,,,
577,Pedrão,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,pedrao,0,Pedrão,3,283,0.0,6,0.0,,2.0,0.0,3,118293,False,Pedro Henrique Franklim da Silva,,,,,,,,,,,,,,,,,,
578,Eliédson,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,eliedson,1,Eliédson,3,288,0.0,6,-0.3,,2.27,0.0,4,118305,False,Eliédson Pereira de Souza,,,1.0,,,,,,,,,,,,,,,
579,Rodriguinho,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,rodriguinho,0,Rodriguinho,3,276,0.0,6,0.0,,2.0,0.0,4,118563,False,Rodrigo Huendra Almeida Mendonça,,,,,,,,,,,,,,,,,,
580,Eliel,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,eliel,0,Eliel,3,1371,0.0,6,0.0,,3.0,0.0,5,118745,False,Eliel Chrytian Pereira Silva,,,,,,,,,,,,,,,,,,
581,Mateus Carvalho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,mateus-carvalho,3,M. Carvalho,3,267,1.1,6,4.0,,5.69,-0.69,4,118752,True,Mateus Carvalho dos Santos,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
582,Alexsander,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,alexsander,0,Alexsander,3,266,0.0,6,0.0,,5.0,0.0,4,118774,False,Alexsander Christian Gomes da Costa - Cristhian,,,,,,,,,,,,,,,,,,
583,Jacob Montes,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_m1vIram.png,jacob-montes,1,J. Montes,3,263,7.7,6,7.7,,3.47,2.47,4,118843,True,Jacob Christian Montes,,,1.0,,,,1.0,,,,,,,,,,,
584,Ruan,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,ruan,2,Ruan,3,286,0.7,6,0.95,,1.35,0.15,5,120444,True,Ruan Pereira Duarte,,,1.0,1.0,,2.0,,,,,,,,,,,,
585,Arthur Sousa,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,arthur-sousa,0,A. Sousa,3,264,0.0,6,0.0,,2.0,0.0,5,120856,False,Arthur Sousa Araújo,,,,,,,,,,,,,,,,,,
586,Erick Marcus,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,erick-marcus,1,E. Marcus,3,267,2.6,6,2.6,,3.32,0.32,5,121184,True,Erick Marcus dos Santos Oliveira do Carmo,,2.0,1.0,,,1.0,,,,,,,,,,,,
587,Dija,Bragantino,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,dija,0,Dija,3,280,0.0,6,0.0,,1.0,0.0,2,121220,False,Diego Kauan Silva Santos,,,,,,,,,,,,,,,,,,
588,Kauan,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,kauan,0,Kauan,3,356,0.0,6,0.0,,2.0,0.0,4,121237,False,Kauan Rodrigues da Silva,,,,,,,,,,,,,,,,,,
589,Da Rocha,Juventude,,da-rocha,0,D. Rocha,3,286,0.0,6,0.0,,1.0,0.0,2,121397,False,Cauê Pereira da Rocha,,,,,,,,,,,,,,,,,,
590,Guilherme Madruga,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,guilherme-madruga,0,G. Madruga,3,1371,0.0,6,0.0,,4.0,0.0,4,121762,False,Guilherme Miranda Madruga Gomes,,,,,,,,,,,,,,,,,,
591,André,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,andre,0,André,3,284,0.0,5,0.0,,4.0,0.0,5,121792,False,André Henrique da Silva Martins,,,,,,,,,,,,,,,,,,
592,Kayke,Corinthians,,kayke,0,Kayke,3,264,0.0,6,0.0,,1.0,0.0,4,121824,False,Kayke Ferrari Guimarães,,,,,,,,,,,,,,,,,,
593,Kauê,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,kaue,0,Kauê,3,263,0.0,6,0.0,,1.0,0.0,4,121827,False,Kauê Rodrigues Pessanha,,,,,,,,,,,,,,,,,,
594,Janderson,Vitória,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,janderson,0,Janderson,3,287,0.0,6,0.0,,3.0,0.0,5,121830,False,Janderson de Carvalho Costa,,,,,,,,,,,,,,,,,,
595,Ryan,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_2ivgpWa.png,ryan,0,Ryan,3,265,0.0,5,0.0,,3.0,0.0,2,122300,False,Ryan Carlos Santos de Sousa,,,,,,,,,,,,,,,,,,
596,Kennedy,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,kennedy,0,Kennedy,3,265,0.0,6,0.0,,1.0,0.0,5,122301,False,Kennedy Anderson Gomes Ferreira,,,,,,,,,,,,,,,,,,
597,Mateus Macedo,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,mateus-macedo,0,M. Macedo,3,373,0.0,6,0.0,,1.0,0.0,3,122317,False,Matheus Macedo dos Santos,,,,,,,,,,,,,,,,,,
598,Lorran,Flamengo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,lorran,1,Lorran,3,262,0.0,6,0.0,,1.64,0.0,4,122321,False,Lorran Lucas Pereira de Sousa,,,,,,,,,,,,,,,,,,
599,Talisson,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,talisson,0,Talisson,3,280,0.0,6,0.0,,3.0,0.0,5,122393,False,Talisson de Almeida,,,,,,,,,,,,,,,,,,
600,Gustavinho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,gustavinho,3,Gustavinho,3,280,1.9,2,0.97,,3.0,0.03,4,122394,True,Gustavo Ribeiro Neves,,2.0,7.0,,2.0,2.0,,,,,,,,,,,,
601,Ryan,Corinthians,,ryan,0,Ryan,3,264,0.0,6,0.0,,1.0,0.0,4,122396,False,Ryan Gustavo de Lima,,,,,,,,,,,,,,,,,,
602,Pablo Baianinho,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,pablo-baianinho,0,P. Baianinho,3,287,0.0,6,0.0,,1.0,0.0,4,122413,False,Pablo Santos de Alcantara,,,,,,,,,,,,,,,,,,
603,Thiago Mina,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_Yek8A98.png,thiago-mina,0,T. Mina,3,288,0.0,6,0.0,,1.0,0.0,3,122416,False,Thiago Henrique de Jesus,,,,,,,,,,,,,,,,,,
604,Lucca,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,lucca,3,Lucca,3,285,1.2,6,0.63,,2.24,-0.05,5,122420,True,Lucca Holanda Sampaio Tavares,,1.0,1.0,,,2.0,,,,,,,,,,,,
605,Isaac,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,isaac,0,Isaac,3,266,0.0,6,0.0,,2.0,0.0,5,122439,False,Isaac Rodrigues de Lima,,,,,,,,,,,,,,,,,,
606,Rayan,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,rayan,3,Rayan,3,267,1.2,7,2.57,,3.41,-0.22,5,122486,True,Rayan Vitor Simplício Rocha,,3.0,1.0,1.0,4.0,,,,,,,,,,,,,
607,Matheus Belém,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,matheus-belem,0,M. Belém,3,276,0.0,6,0.0,,2.0,0.0,3,122602,False,Matheus José Belém de Souza,,,,,,,,,,,,,,,,,,
608,Japa,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,japa,0,Japa,3,283,0.0,6,0.0,,2.0,0.0,4,122660,False,João Wellington Gadelha Melo de Oliveira,,,,,,,,,,,,,,,,,,
609,Lucas Cunha,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,lucas-cunha,1,L. Cunha,3,280,6.2,2,6.2,,5.36,1.36,3,122755,True,Lucas de Souza Cunha,,1.0,,,,,,,,1.0,,,,,,,,
610,Gustavo Daniel,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,gustavo-daniel,0,G. Daniel,3,373,0.0,6,0.0,,1.0,0.0,2,122819,False,Gustavo Daniel da Silva Gonçalves,,,,,,,,,,,,,,,,,,
611,Abner,Juventude,,abner,1,Abner,3,286,0.0,6,0.0,,0.81,-0.19,3,122861,True,Abner Salles da Silva,,,,,,,,,,,,,,,,,,
612,Emiliano Rodríguez,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,emiliano-rodriguez,3,E. Rodríguez,3,373,0.8,7,1.17,,4.01,-0.47,5,122887,True,Emiliano Rodríguez Rosales,,,3.0,2.0,1.0,3.0,,,,,3.0,,,,,,,
613,Marcello,Bahia,,marcello,0,Marcello,3,265,0.0,6,0.0,,1.0,0.0,3,122995,False,Marcello Gesteira de Souza,,,,,,,,,,,,,,,,,,
614,Sidney,Bahia,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,sidney,0,Sidney,3,265,0.0,6,0.0,,1.0,0.0,4,123005,False,Sidney de Carvalho Duarte,,,,,,,,,,,,,,,,,,
615,Zinho,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,zinho,0,Zinho,3,284,0.0,6,0.0,,1.0,0.0,5,123153,False,Luis Henrique Hoffmann,,,,,,,,,,,,,,,,,,
616,Cadu,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,cadu,1,Cadu,3,282,0.0,6,1.2,,1.99,0.0,5,123359,False,Carlos Eduardo Amaral Pereira de Castro,,,,1.0,,,,,,,,,,,,,,
617,Cauly,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,cauly,2,Cauly,3,265,3.1,7,2.15,,8.13,-0.52,4,123360,True,Cauly Oliveira Souza,,,,1.0,2.0,3.0,,,,,,,,,,,,
618,Roger,Bahia,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,roger,0,Roger,3,265,0.0,6,0.0,,1.0,0.0,4,123494,False,Roger Gabriel Farias de Jesus,,,,,,,,,,,,,,,,,,
619,Jota,Bahia,,jota,0,Jota,3,265,0.0,6,0.0,,1.0,0.0,4,123497,False,João Victor Broad Moreira Guimarães,,,,,,,,,,,,,,,,,,
620,Luis Guilherme,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_OfBNMI6.png,luis-guilherme,1,L. Guilherme,3,275,0.0,2,0.0,,2.47,0.0,4,123713,False,Luis Guilherme Lira dos Santos,,,,,,,,,,,,,,,,,,
621,Zé Guilherme,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,ze-guilherme,2,Z. Guilherme,3,284,7.4,7,3.7,,2.6,1.78,2,123717,True,José Guilherme de Lima Costa,,2.0,,,,,,,,1.0,,,,,,,,
622,Palacios,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,palacios,0,Palacios,3,282,0.0,5,0.0,,3.0,0.0,5,123873,False,Brahian Palacios Alzate,,,,,,,,,,,,,,,,,,
623,Fábio,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,fabio,0,Fábio,3,287,0.0,6,0.0,,2.0,0.0,5,123960,False,Fábio Soares dos Santos,,,,,,,,,,,,,,,,,,
624,Henry Mosquera,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,henry-mosquera,3,H. Mosquera,3,280,-1.6,6,-0.07,,2.88,-0.9,5,124239,True,Henry David Mosquera Sánchez,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,
625,Isaac,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,isaac,0,Isaac,3,282,0.0,6,0.0,,1.0,0.0,5,124247,False,Isaac Aguiar Tomich,,,,,,,,,,,,,,,,,,
626,Gustavo Prado,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,gustavo-prado,3,G. Prado,3,285,3.1,6,1.1,,1.91,0.52,4,124271,True,Gustavo Prado Alves,,2.0,3.0,,1.0,2.0,,,,,,,,,,,,
627,Gabriel Carvalho,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,gabriel-carvalho,0,G. Carvalho,3,285,0.0,6,0.0,,1.0,0.0,4,124275,False,Gabriel Carvalho Teixeira,,,,,,,,,,,,,,,,,,
628,Ricardo Mathias,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,ricardo-mathias,0,R. Mathias,3,285,0.0,6,0.0,,2.0,0.0,5,124280,False,Ricardo Mathias da Silva,,,,,,,,,,,,,,,,,,
629,Allyson,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,allyson,1,Allyson,3,1371,0.0,2,2.4,,3.31,0.0,3,124340,False,Allyson Aires dos Santos,,2.0,,,,,,,,,,,,,,,,
630,Léo Aragão,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,leo-aragao,0,L. Aragão,3,283,0.0,6,0.0,,2.0,0.0,1,124369,False,Leonardo de Aragão Carvalho,,,,,,,,,,,,,,,,,,
631,Mateo Ponte,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,mateo-ponte,3,M. Ponte,3,263,3.2,6,6.87,,6.96,-0.11,2,124481,True,Mateo Ponte Costa,,6.0,3.0,,1.0,1.0,1.0,,,1.0,,,,,,,,
632,Romeo Benítez,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,romeo-benitez,0,R. Benítez,3,293,0.0,6,0.0,,3.0,0.0,5,124509,False,Bernardo Romeo Benítez Fariña,,,,,,,,,,,,,,,,,,
633,Felipe Negrucci,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,felipe-negrucci,0,F. Negrucci,3,276,0.0,6,0.0,,2.0,0.0,4,124674,False,Felipe Negrucci Berdague,,,,,,,,,,,,,,,,,,
634,Paulo Vitor,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,paulo-vitor,0,P. Vitor,3,282,0.0,5,0.0,,1.0,0.0,4,124690,False,Paulo Vitor Monteiro,,,,,,,,,,,,,,,,,,
635,Nathan Fernandes,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,nathan-fernandes,3,N. Fernandes,3,284,-0.5,2,0.8,,3.19,-0.68,5,124757,True,Nathan Ribeiro Fernandes,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
636,Kauã Elias,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,kaua-elias,1,K. Elias,3,266,0.0,6,0.0,,1.64,0.0,5,124821,False,Kauã Elias Nogueira,,,,,,,,,,,,,,,,,,
637,Wesley Costa,Grêmio,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,wesley-costa,0,W. Costa,3,284,0.0,6,0.0,,1.0,0.0,2,125000,False,Wesley Costa da Silva,,,,,,,,,,,,,,,,,,
638,Robert,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,robert,1,Robert,3,283,0.0,6,5.0,,3.27,0.0,5,125050,False,Robert Vinicius Rodrigues Silva,,,,,,,,,,,,1.0,,,,,,
639,Viery,Grêmio,,viery,0,Viery,3,284,0.0,6,0.0,,1.0,0.0,3,125467,False,Viery Fernandes Santos Lopes,,,,,,,,,,,,,,,,,,
640,Alisson,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,alisson,2,Alisson,3,282,0.0,2,1.55,,3.96,-0.25,4,125469,True,Alisson Santana Lopes da Fonseca,,,1.0,,3.0,2.0,,,,,,,,,,,,
641,Serginho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,serginho,0,Serginho,3,267,0.0,6,0.0,,3.0,0.0,5,125471,False,Sérgio Antonio de Luiz Junior,,,,,,,,,,,,,,,,,,
642,João Pedro,Corinthians,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,joao-pedro,0,J. Pedro,3,264,0.0,6,0.0,,1.0,0.0,3,125488,False,João Pedro de Sousa Rodrigues,,,,,,,,,,,,,,,,,,
643,Dudu,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,dudu,0,Dudu,3,293,0.0,6,0.0,,1.0,0.0,4,125746,False,Eduardo Kogitzki Anastacio,,,,,,,,,,,,,,,,,,
644,Zapelli,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,zapelli,3,Zapelli,3,293,0.0,2,1.37,,4.9,-0.84,4,125926,True,Bruno Zapelli,,,3.0,,,,,,,,,1.0,,,,,,
645,Gustavo Nunes,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,gustavo-nunes,3,G. Nunes,3,284,3.8,7,1.97,,2.53,0.63,5,126117,True,Gustavo Nunes Fernandes Gomes,1.0,4.0,2.0,1.0,,3.0,,,,,,,,,,,,
646,Paulinho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,paulinho,0,Paulinho,3,267,0.0,5,0.0,,6.0,0.0,4,126182,False,Paulo Lucas Santos de Paula,,,,,,,,,,,,,,,,,,
647,Derik Lacerda,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,derik-lacerda,2,D. Lacerda,3,1371,0.8,2,1.7,,3.34,-0.04,5,126216,True,Derik Gean Severino Lacerda,1.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,
648,Justen,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,justen,0,Justen,3,266,0.0,6,0.0,,3.0,0.0,2,126387,False,Lucas da Silva Justen,,,,,,,,,,,,,,,,,,
649,Barreal,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,barreal,3,Barreal,3,283,2.7,6,1.33,,3.22,0.22,5,126471,True,Álvaro Martín Barreal,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
650,Luquinhas,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,luquinhas,0,Luquinhas,3,356,0.0,6,0.0,,2.0,0.0,4,126697,False,Lucas Lima Linhares,,,,,,,,,,,,,,,,,,
651,Igor Coronado,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,igor-coronado,3,I. Coronado,3,264,2.5,6,2.8,,7.1,-0.41,4,126900,True,Igor Caique Coronado,,5.0,4.0,,2.0,4.0,,,,,,,,,,,,
652,Fernando Seabra,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,fernando-seabra,3,F. Seabra,3,283,1.83,7,3.72,,7.3,-0.7,6,126977,True,Fernando Seabra,,,,,,,,,,,,,1.0,,,,,
653,Artur Jorge,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,artur-jorge,3,A. Jorge,3,263,7.66,7,6.13,,8.1,0.81,6,127273,True,Artur Jorge Torres Gomes Araújo Amorim,,,,,,,,,,,,,2.0,,,,,
654,Matheus Reis,Fluminense,,matheus-reis,0,M. Reis,3,266,0.0,6,0.0,,1.0,0.0,5,127969,False,Matheus dos Reis Francisco,,,,,,,,,,,,,,,,,,
