,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.clube_id,atletas.atleta_id,atletas.media_num,atletas.apelido,atletas.clube.id.full.name,atletas.pontos_num,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,CA,DS,FC,FD,FF,FS,SG,V,G,I,CV,A,FT,PS,DE,GS,PP,PC,DP,GC
461,arriagada,5,38,False,293,108624,0.0,Arriagada,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,Arriagada,3.0,Luciano Daniel Arriagada García,,0,,,,,,,,,,,,,,,,,,,,
462,alcaraz,4,38,True,262,108670,3.83,Alcaraz,Flamengo,1.2,6,-0.5,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,Alcaraz,7.29,Carlos Jonás Alcaráz,,12,1.0,16.0,8.0,5.0,6.0,7.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,
463,david,5,38,False,286,108752,0.85,David,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,David,2.84,David da Hora da Conceição,,2,,1.0,,,,1.0,,,,,,,,,,,,,,
464,plata,5,38,True,262,109096,2.42,Plata,Flamengo,3.0,7,0.11,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,Plata,5.13,Gonzalo Jordy Plata Jiménez,,10,1.0,8.0,12.0,3.0,3.0,5.0,,,1.0,3.0,,,1.0,,,,,,,
465,matheus-nascimento,5,38,False,263,109114,1.7,Matheus Nascimento,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,M. Nascimento,2.16,Matheus Nascimento de Paula,,1,,1.0,,,,1.0,,,,,,,,,,,,,,
466,luiz-henrique,5,38,True,263,109282,5.56,Luiz Henrique,Botafogo,3.7,7,0.32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,L. Henrique,10.58,Luiz Henrique André Rosa da Silva,,34,4.0,52.0,35.0,15.0,25.0,66.0,,,7.0,10.0,1.0,3.0,,3.0,,,,,,
467,calebe,4,38,False,356,109461,0.38,Calebe,Fortaleza,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,Calebe,3.81,Calebe Gonçalves Ferreira da Silva,,6,1.0,1.0,3.0,,2.0,3.0,,,,1.0,,,,,,,,,,
468,martinelli,4,38,True,266,109573,2.42,Martinelli,Fluminense,0.8,7,0.21,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,Martinelli,4.87,Matheus Martinelli Lima,,29,7.0,40.0,40.0,1.0,3.0,21.0,,,2.0,,,2.0,,1.0,,,,,,
469,hugo,2,38,False,263,109668,4.55,Hugo,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,Hugo,7.47,Hugo Gonçalves Ferreira Neto,,9,,12.0,6.0,,1.0,7.0,4.0,,,,,1.0,,,,,,1.0,,
470,monsalve,4,38,True,284,109966,3.48,Monsalve,Grêmio,-1.3,6,-0.42,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,Monsalve,6.47,Miguel Ángel Monsalve Gonzáles - González,,15,1.0,8.0,12.0,2.0,6.0,22.0,,,3.0,,1.0,1.0,1.0,,,,,,,
471,joao-neto,4,38,False,280,110062,0.0,João Neto,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,J. Neto,3.0,João Roberto Rota Neto,,0,,,,,,,,,,,,,,,,,,,,
472,lazaro,5,38,False,275,110193,2.77,Lázaro,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,Lázaro,4.78,Lázaro Vinicius Marques,,18,,4.0,9.0,10.0,13.0,13.0,,,2.0,1.0,,,1.0,,,,,,,
473,jhonatan,3,38,False,356,110208,0.0,Jhonatan,Fortaleza,0.0,6,0.0,,Jhonatan,1.0,Jhonatan Paulo da Silva,,0,,,,,,,,,,,,,,,,,,,,
474,palacios,2,38,False,264,110260,0.0,Palacios,Corinthians,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,Palacios,5.0,Diego José Palacios Espinoza,,0,,,,,,,,,,,,,,,,,,,,
475,jose-martinez,4,38,True,264,110311,1.35,José Martínez,Corinthians,-2.5,6,-0.42,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,J. Martínez,3.3,José Andrés Martínez Torres,,10,5.0,18.0,13.0,,1.0,8.0,,,,,1.0,,,,,,,1.0,,
476,bernabei,2,38,True,285,110426,6.78,Bernabéi,Internacional,3.6,7,0.11,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,Bernabéi,8.15,Alexandro Ezequiel Bernabéi,,17,4.0,40.0,35.0,4.0,7.0,17.0,4.0,,3.0,1.0,,3.0,1.0,1.0,,,,,,
477,abel-ferreira,6,38,True,275,110506,6.23,Abel Ferreira,Palmeiras,3.71,7,-0.37,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,A. Ferreira,11.22,Abel Fernando Moreira Ferreira,,36,,,,,,,,21.0,,,,,,,,,,,,
478,aguirre,2,38,False,285,110510,8.4,Aguirre,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,Aguirre,7.66,Braian Aguirre Nahuel,,1,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
479,mateus,1,38,False,275,110624,0.0,Mateus,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,Mateus,2.0,Mateus Oliveira Mendes,,0,,,,,,,,,,,,,,,,,,,,
480,machuca,5,38,False,356,110667,1.53,Machuca,Fortaleza,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,Machuca,3.62,Imanol Machuca,,13,,1.0,4.0,2.0,2.0,6.0,,,1.0,,,1.0,,,,,,,,
481,esquivel,2,38,True,293,110668,4.51,Esquivel,Athlético-PR,5.0,7,0.65,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,8.08,Lucas Ángel Esquivel,,32,3.0,62.0,33.0,7.0,7.0,24.0,8.0,,,1.0,1.0,4.0,,,,,,,,
482,mycael,1,38,True,293,110698,3.68,Mycael,Athlético-PR,12.0,7,1.82,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,Mycael,5.48,Mycael Pontes Moreira,,17,1.0,,,,,1.0,3.0,,,,1.0,,,,54.0,20.0,,,2.0,
483,pedro-rangel,1,38,False,373,110708,2.37,Pedro Rangel,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,P. Rangel,3.93,Pedro Felipe de Faria Rangel,,6,3.0,1.0,,,,,1.0,,,,,,,,22.0,12.0,,,,
484,andres-hurtado,2,38,True,280,110715,3.2,Andrés Hurtado,Bragantino,5.0,7,-0.36,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,A. Hurtado,5.31,José Andrés Hurtado Cheme,,16,2.0,14.0,14.0,2.0,6.0,7.0,4.0,,,1.0,,2.0,,,,,,,,
485,rubens,2,38,True,282,110727,5.86,Rubens,Atlético-MG,16.1,7,1.5,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Dq6NxJq.png,Rubens,8.86,Rubens Antônio Dias,,15,2.0,40.0,14.0,1.0,9.0,11.0,4.0,,1.0,7.0,1.0,1.0,1.0,1.0,,,,1.0,,
486,john-kennedy,5,38,False,266,110759,0.98,John Kennedy,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,J. Kennedy,4.14,John Kennedy Batista de Souza,,18,,4.0,12.0,4.0,5.0,16.0,,,,3.0,,,,,,,,,,
487,biel,5,38,True,265,110760,4.37,Biel,Bahia,2.9,6,0.13,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,Biel,8.28,Gabriel Teixeira Aragão,,23,3.0,13.0,8.0,5.0,10.0,21.0,,,5.0,3.0,,4.0,2.0,,,,,,,
488,guilherme-lopes,2,38,True,280,110909,2.64,Guilherme Lopes,Bragantino,0.8,6,-0.1,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,G. Lopes,3.56,Guilherme Lopes de Almeida,,13,1.0,14.0,6.0,,4.0,4.0,2.0,,,1.0,,1.0,,,,,,,,
489,leo-naldi,4,38,True,287,111005,2.07,Léo Naldi,Vitória,2.4,6,0.18,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,L. Naldi,4.2,Leonardo Naldi de Matos,,20,6.0,34.0,21.0,2.0,4.0,15.0,,,,,,,,,,,,,,
490,romulo,4,38,False,275,111166,1.02,Rômulo,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,Rômulo,3.57,Rômulo Azevedo Simão,,9,,5.0,4.0,,3.0,4.0,,,,,,,,,,,,,,
491,alix-vinicius,3,38,True,373,111246,1.62,Alix Vinicius,Atlético-GO,2.3,7,0.5,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,A. Vinicius,2.37,Alix Vinicius de Souza Sampaio,,24,3.0,24.0,20.0,3.0,6.0,8.0,4.0,,,3.0,2.0,,,,,,,1.0,,2.0
492,gustavo-martins,3,38,False,284,111309,2.87,Gustavo Martins,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,G. Martins,5.29,Gustavo Martins de Souza Santos,,18,1.0,13.0,16.0,2.0,2.0,6.0,5.0,,2.0,1.0,1.0,,,,,,,,,1.0
493,kelvi-gomes,4,38,False,286,111332,0.0,Kelvi Gomes,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,K. Gomes,2.0,Kelvi Chiesa Gomes,,0,,,,,,,,,,,,,,,,,,,,
494,weverton,3,38,True,283,111392,5.0,Weverton,Cruzeiro,5.0,6,1.81,,Weverton,2.81,Weverton Silva de Andrade,,1,,,,,,,1.0,,,,,,,,,,,,,
495,luis-mandaca,4,38,True,286,111407,3.02,Luis Mandaca,Juventude,0.0,6,-1.09,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,L. Mandaca,3.95,Luis Gustavo da Silva Machado Duarte,,28,5.0,20.0,21.0,10.0,11.0,15.0,,,4.0,2.0,,2.0,1.0,,,,,1.0,,
496,victor-gabriel,3,38,False,285,111466,0.0,Victor Gabriel,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/29/photo_FORMATO_vkbd91B.png,V. Gabriel,1.0,Victor Gabriel da Conceição Ribeiro,,0,,,,,,,,,,,,,,,,,,,,
497,lucas-goncalves,6,38,True,282,111577,7.41,Lucas Gonçalves,Atlético-MG,7.41,7,1.99,https://s.sde.globo.com/media/person_role/2022/07/22/4f9d2017fb710640812fa4e1a77d5521_220x220.png,L. Gonçalves,10.18,Lucas Gonçalves da Silva,,1,,,,,,,,1.0,,,,,,,,,,,,
498,gabriel-atila,1,38,False,282,111582,0.0,Gabriel Átila,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,G. Átila,1.0,Gabriel Átila Cardoso da Silva,,0,,,,,,,,,,,,,,,,,,,,
499,adson,4,38,False,267,111682,3.96,Adson,Vasco,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,Adson,5.46,Adson Ferreira Soares,,20,2.0,28.0,7.0,9.0,11.0,18.0,,,2.0,,,1.0,,,,,,,,
500,anthoni,1,38,False,285,111683,-1.0,Anthoni,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,Anthoni,3.48,Anthoni Spier Souza,,0,1.0,,,,,,,,,,,,,,,,,,,
501,matheus-cunha,1,38,False,262,111690,5.0,Matheus Cunha,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,M. Cunha,7.07,Matheus Cunha Queiroz,,3,,,,,,,2.0,,,,,,,,8.0,3.0,,,,
502,lucas-mezenga,3,38,False,263,111713,0.0,Lucas Mezenga,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,L. Mezenga,2.0,Lucas de Souza Mombra Rosa,,0,,,,,,,,,,,,,,,,,,,,
503,fabinho,4,38,False,275,111760,0.99,Fabinho,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,Fabinho,2.04,Fábio Silva de Freitas,,19,2.0,5.0,6.0,2.0,3.0,8.0,,,1.0,,,,,,,,,,,
504,matheus-martins,5,38,True,263,111831,3.03,Matheus Martins,Botafogo,2.4,6,0.27,https://s.sde.globo.com/media/person_role/2024/07/30/photo_FORMATO.png,M. Martins,6.65,Matheus Martins Silva dos Santos,,13,1.0,7.0,6.0,8.0,2.0,14.0,,,2.0,4.0,,,,,,,,,,
505,joao-neto,5,38,False,266,111834,0.0,João Neto,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/02/photo_FORMATO_1xJnj6p.png,J. Neto,1.0,João Batista da Cruz Santos Neto,,0,,,,,,,,,,,,,,,,,,,,
506,gustavo-ramalho,1,38,False,266,111837,0.0,Gustavo Ramalho,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,G. Ramalho,1.0,Gustavo Ramalho Bremer Pinto,,0,,,,,,,,,,,,,,,,,,,,
507,felipe-andrade,3,38,False,266,111839,2.18,Felipe Andrade,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,F. Andrade,3.56,Felipe de Andrade Vieira,,6,,6.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,
508,felipinho,4,38,True,293,112017,2.62,Felipinho,Athlético-PR,0.2,7,-0.44,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,Felipinho,3.37,Antonio Feliphe Costa Silva,,17,3.0,34.0,21.0,3.0,3.0,14.0,,,,,,,,,,,,,,
509,adriano,5,38,False,288,112020,0.0,Adriano,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,Adriano,1.0,Adriano Silveira Borges Filho,,0,,,,,,,,,,,,,,,,,,,,
510,paulo-victor,2,38,False,285,112141,0.0,Paulo Victor,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/29/photo_FORMATO.png,P. Victor,3.0,Paulo Victor de Almeida Barbosa,,0,,,,,,,,,,,,,,,,,,,,
511,gabriel-grando,1,38,False,283,112616,0.0,Gabriel Grando,Cruzeiro,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,G. Grando,4.0,Gabriel Hamester Grando,,0,,,,,,,,,,,,,,,,,,,,
512,kaiki-bruno,2,38,True,283,112709,5.14,Kaiki Bruno,Cruzeiro,8.0,7,-0.16,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,K. Bruno,7.59,Kaiki Bruno da Silva,,16,4.0,31.0,20.0,1.0,6.0,22.0,6.0,,1.0,,,,,,,,,,,
513,anibal-moreno,4,38,True,275,112869,3.03,Aníbal Moreno,Palmeiras,1.7,7,-0.37,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,A. Moreno,5.35,Aníbal Ismael Moreno,,32,7.0,57.0,29.0,5.0,13.0,30.0,,,1.0,1.0,,1.0,,,,,,,,
514,lucas-barbosa,5,38,True,286,112886,5.48,Lucas Barbosa,Juventude,6.2,7,0.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,L. Barbosa,9.28,Lucas Henrique Barbosa,,28,10.0,64.0,54.0,15.0,26.0,29.0,,,5.0,4.0,1.0,2.0,1.0,,,,,,,
515,sforza,4,38,True,267,112906,1.69,Sforza,Vasco,-0.3,6,-0.05,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,Sforza,3.35,Juan Sebastián Sforza,,26,3.0,21.0,18.0,1.0,5.0,22.0,,,1.0,,,,1.0,,,,,,,
516,peralta,4,38,True,283,112985,1.39,Peralta,Cruzeiro,1.4,6,-0.11,,Peralta,3.17,Fabrizio José Peralta Ramírez,,9,2.0,11.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,
517,lucas-wingert,1,38,False,286,113014,0.0,Lucas Wingert,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,L. Wingert,3.0,Lucas Leandro Wingert,,0,,,,,,,,,,,,,,,,,,,,
518,kervin-andrade,4,38,True,356,113073,2.42,Kervin Andrade,Fortaleza,0.0,6,-0.3,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,K. Andrade,4.93,Kervin Mario Andrade Navarro,,13,2.0,10.0,8.0,3.0,4.0,8.0,,,1.0,,,1.0,,,,,,,,
519,mancuso,2,38,True,356,113078,7.16,Mancuso,Fortaleza,12.6,7,1.83,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_uJ8Vv8I.png,Mancuso,10.17,Eros Nazareno Mancuso,,10,2.0,20.0,21.0,4.0,5.0,8.0,5.0,,1.0,,1.0,2.0,1.0,,,,,,,
520,flaco-lopez,5,38,True,275,113103,4.55,Flaco López,Palmeiras,5.7,7,0.07,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,F. López,7.45,José Manuel Alberto López,,33,8.0,16.0,44.0,17.0,24.0,25.0,,,10.0,17.0,,3.0,2.0,1.0,,,,,,
521,nathan-mendes,2,38,False,280,113157,2.66,Nathan Mendes,Bragantino,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,N. Mendes,4.85,Nathan Gabriel de Souza Mendes,,15,5.0,19.0,12.0,3.0,1.0,13.0,2.0,,,1.0,,1.0,,,,,,,,
522,marquinhos,5,38,False,266,113158,3.9,Marquinhos,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,Marquinhos,7.4,Marcus Vinícius Oliveira Alencar,,17,2.0,21.0,15.0,6.0,8.0,32.0,,,,1.0,,1.0,4.0,1.0,,,,,,
523,michel,3,38,False,275,113159,0.0,Michel,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,Michel,2.0,Michel Augusto Modesto Rafael dos Santos,,0,,,,,,,,,,,,,,,,,,,,
524,pablo-maia,4,38,False,276,113359,2.73,Pablo Maia,São Paulo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,P. Maia,6.49,Pablo Gonçalves Maia Fortunato,,3,,4.0,6.0,,4.0,4.0,,,,,,,,,,,,,,
525,lacava,5,38,True,373,113434,1.55,Lacava,Atlético-GO,0.5,6,0.03,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_ZNed6IC.png,Lacava,3.26,Matías Rafael Lacava González,,12,2.0,9.0,11.0,3.0,7.0,8.0,,,,1.0,,,,,,,,,,
526,douglas-mendes,3,38,True,280,114311,2.63,Douglas Mendes,Bragantino,0.0,6,-0.07,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,D. Mendes,3.31,Douglas Mendes Moreira,,18,2.0,15.0,19.0,,6.0,2.0,3.0,,2.0,,,,,,,,,,,
527,gamarra,3,38,False,293,114334,2.99,Gamarra,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,Gamarra,5.77,Mateo Gamarra González,,19,7.0,22.0,15.0,6.0,10.0,7.0,4.0,,,,,,1.0,,,,,,,
528,juan-tavares,2,38,True,1371,114497,2.2,Juan Tavares,Cuiabá,0.8,7,-0.04,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,J. Tavares,2.44,Juan Pablo Vilela Tavares,,4,1.0,8.0,4.0,,3.0,,,,,,,,,,,,,1.0,,
529,cleiton,3,38,False,262,114790,0.73,Cleiton,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,Cleiton,1.89,Cleiton Santana dos Santos,,3,,1.0,2.0,,2.0,,,,,,,,,,,,,,,
530,lucas-freitas,3,38,True,286,115141,1.42,Lucas Freitas,Juventude,0.0,7,-0.05,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,L. Freitas,2.15,Lucas de Freitas Molarinho Chagas,,15,1.0,11.0,10.0,,3.0,4.0,2.0,,,1.0,1.0,,1.0,,,,,2.0,,
531,caio-matheus,5,38,False,276,115227,0.0,Caio Matheus,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,C. Matheus,2.0,Caio Matheus da Silva,,0,,,,,,,,,,,,,,,,,,,,
532,wesley,2,38,True,262,115239,4.5,Wesley,Flamengo,2.5,7,-0.39,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,Wesley,5.9,Wesley Vinícius França Lima,,30,1.0,58.0,36.0,6.0,7.0,49.0,6.0,,,2.0,,2.0,1.0,,,,,,,1.0
533,naves,3,38,False,275,115246,3.69,Naves,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,Naves,5.89,Kaiky Marques Naves,,11,1.0,17.0,17.0,,1.0,1.0,5.0,,,,,,,,,,,,,
534,jhon-jhon,4,38,True,280,115248,4.28,Jhon Jhon,Bragantino,13.7,7,1.98,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,J. Jhon,7.62,Jhonatan dos Santos Rosa,,19,2.0,30.0,15.0,6.0,3.0,14.0,,,2.0,,,3.0,1.0,1.0,,,,,,
535,romulo,3,38,False,282,115268,2.36,Rômulo,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,Rômulo,2.28,Rômulo Helberte Pereira Junior,,8,2.0,13.0,9.0,,3.0,1.0,,,1.0,,1.0,,,,,,,,,
536,emersonn,5,38,True,293,115273,1.65,Emersonn,Athlético-PR,0.5,6,-0.19,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,Emersonn,2.13,Emersonn Correia da Silva,,12,,11.0,8.0,3.0,3.0,6.0,,,,1.0,,,,,,,,,,
537,yan-souto,3,38,False,286,115511,3.33,Yan Souto,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,Y. Souto,3.69,Yan da Cruz Souto,,4,,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
538,iarley,5,38,False,356,115524,0.0,Iarley,Fortaleza,0.0,6,0.0,,Iarley,1.0,Iarley Gilberto de Barros Leal,,0,,,,,,,,,,,,,,,,,,,,
539,marcos-victor,3,38,False,293,115537,0.0,Marcos Victor,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_aXHJ3Hz.png,M. Victor,2.66,Marcos Victor Ferreira da Silva,,1,1.0,,,,,,,,,,,,,,,,,,,
540,marcos-paulo,2,38,False,280,115594,0.0,Marcos Paulo,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_OfzIXTE.png,M. Paulo,1.0,Marcos Paulo Lima Batista Silva,,0,,,,,,,,,,,,,,,,,,,,
541,mila,4,38,False,284,115671,0.0,Mila,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,Mila,3.0,Lucas Eduardo Müller - Milla,,0,,,,,,,,,,,,,,,,,,,,
542,hiago,2,38,False,288,115672,0.0,Hiago,Criciúma,0.0,6,0.0,,Hiago,1.0,Hiago Accinelli da Roza,,0,,,,,,,,,,,,,,,,,,,,
543,gabriel-delfim,1,38,False,282,115674,1.0,Gabriel Delfim,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,G. Delfim,2.15,Gabriel Delfim Ferreira,,1,,,,,,,,,,,,,,,2.0,1.0,,,,
544,evertton-araujo,4,38,True,262,115914,2.14,Evertton Araújo,Flamengo,1.7,7,0.24,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,E. Araújo,3.29,Everton Gustavo Fernandes Araújo,,14,3.0,14.0,11.0,5.0,3.0,6.0,,,1.0,,,,,,,,,,,
545,lele,5,38,False,266,115915,0.0,Lelê,Fluminense,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,Lelê,4.0,Leanderson da Silva Genésio,,0,,,,,,,,,,,,,,,,,,,,
546,denilson,4,38,True,1371,115986,1.71,Denilson,Cuiabá,1.8,7,0.04,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,Denilson,2.85,Denilson Alves Borges,,30,6.0,31.0,31.0,6.0,8.0,24.0,,,,,,1.0,,,,,,1.0,,
547,matheus-goncalves,4,38,False,262,116012,3.4,Matheus Gonçalves,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,M. Gonçalves,4.85,Matheus Gonçalves Martins,,12,1.0,13.0,10.0,5.0,4.0,8.0,,,2.0,,,,,,,,,,,
548,ze-hugo,5,38,False,287,116056,1.93,Zé Hugo,Vitória,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,Z. Hugo,3.4,José Hugo Sousa dos Santos,,27,3.0,15.0,12.0,3.0,3.0,16.0,,,1.0,1.0,,2.0,3.0,,,,,,,
549,cuiabano,2,38,False,263,116065,6.5,Cuiabano,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,Cuiabano,8.85,Luís Eduardo Soares da Silva,,25,5.0,40.0,33.0,8.0,8.0,29.0,10.0,,4.0,,,3.0,1.0,,,,,1.0,,
550,thiago-beltrame,1,38,False,284,116067,0.0,Thiago Beltrame,Grêmio,0.0,6,0.0,,T. Beltrame,1.0,Thiago Beltrame Stallbaum,,0,,,,,,,,,,,,,,,,,,,,
